Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Suzuki-Miyaura,18.83,0.33,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,XPhos Pd G4,XPhos,K3PO4,Dioxane,water,,
Negishi,1.39,-0.81,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,SPhos Pd(crotyl)Cl,SPhos,,PhMe,,,
Negishi,0.1,-0.92,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,Me4tBuXPhos Pd G3,Me4tBuXPhos,,Cyrene,,,
Negishi,20.71,0.74,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,,No Ligand,,MeTHF,,TBAB,
Hydrolysis,34.44,1.42,RCN,RCN,,,,,,No Ligand,,EtOH,,,
Suzuki-Miyaura,73.01,0.4,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,K3PO4,tAmOH,water,Potassium 2-ethylhexanoate,
Buchwald-Hartwig,1.69,-0.39,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,MeCN,water,,
Buchwald-Hartwig,0.0,-0.25,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,CuI,BTMPO,DBU,Dioxane,,,
Hydrodehalogenation,0.0,-0.79,ArCl,ArCl,ArCl,,ArX*,,,No Ligand,,AcOH,,,
Buchwald-Hartwig,4.9,-0.37,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,CuI,8-Quinolinol N-oxide,Cs2CO3,DMF,,,
Buchwald-Hartwig,0.0,-0.46,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,8-Quinolinol N-oxide,Cs2CO3,anisole,,,
Buchwald-Hartwig,0.0,-0.42,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,8-Quinolinol N-oxide,Cs2CO3,DMF,,,
Stetter,0.0,-1.22,alkene,RCHO,,alkene,,Alkene,,"1,3-Bis(2,4,6-trimethylphenyl)imidazolinium chloride",NEt3,MeOH,,,
Stetter,0.0,-1.22,alkene,RCHO,,alkene,,Alkene,thiazolium-NHC*HCl,No Ligand,NMM,DMI,,,
Buchwald-Hartwig,0.0,-0.59,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,AlphosPd)2cod,AlPhos,Cs2CO3,DMSO,,,
Buchwald-Hartwig,1.22,-0.45,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,CuI,"trans-1,2-Diaminocyclohexane",K2CO3,DMSO,,,
Hydrodehalogenation,11.99,0.34,ArCl,ArCl,ArCl,,ArX*,,Pd/C,Missing,,iPrOH,,,
Suzuki-Miyaura,5.2,-0.81,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,BuOH,water,TBAB,
Suzuki-Miyaura,0.0,-0.79,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,K3PO4,PhMe,,,
Suzuki-Miyaura,6.1,-0.82,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,Dioxane,water,,
Suzuki-Miyaura,3.77,-0.91,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,K3PO4,MeCN,water,,
CH-Activation,4.17,0.24,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,,AdCOOH,
CH-Activation,0.0,-0.33,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,,AdCOOH,
Amide-coupling,31.19,0.19,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,NMI,iPrOAc,MeCN,"BSTFA, DMAP",DIC
Amide-coupling,0.0,-0.91,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,lutidine,MeCN,THF,BSTFA,DSC
Amide-coupling,76.47,1.78,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,MeCN,PhMe,"BSA, HOPO",DIC
CO-Coupling,0.0,-0.43,ArBr,ArBr,ArBr,,ArX*,,IPr Pd(tBuInd)Cl,IPr,CsOH.H2O,iPrOH,,water,
CO-Coupling,0.0,-0.43,ArBr,ArBr,ArBr,,ArX*,,CuI,BPPO,K2CO3,DMSO,,,
CO-Coupling,0.0,-0.43,ArBr,ArBr,ArBr,,ArX*,,RockPhos Pd G6 Br,RockPhos,KOH,Dioxane,water,TBAB,
Suzuki-Miyaura,94.15,1.7,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G6 Br)2,CataCXiumA,K3PO4,iPrOAc,water,,
Suzuki-Miyaura,9.72,-0.64,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,IPent Pd(tBuInd)Cl],IPENT,K2CO3,MeCN,water,,
Buchwald-Hartwig,0.0,-0.41,arom. NH,ArI,ArI,arom-NH,ArX*,Aniline-type,CuI,trans-Hyp,K2CO3,DMSO,,,
Buchwald-Hartwig,0.0,-0.2,ArBr,Lactam,ArBr,Lactam,ArX*,Amide-type,CuI,BTMPO,DBU,PhMe,,,
Buchwald-Hartwig,0.0,-0.2,ArBr,Lactam,ArBr,Lactam,ArX*,Amide-type,Cu(MeCN)4BF4,MNBO,DBU,PhMe,,,
Buchwald-Hartwig,25.1,0.44,RCONHR,ArBr,ArBr,,ArX*,,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,DMSO,,,
Buchwald-Hartwig,2.56,0.07,ArBr,RCONHR,ArBr,,ArX*,,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,DMSO,,,
Buchwald-Hartwig,3.07,0.58,ArBr,RCONHR,ArBr,,ArX*,,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,DMSO,,,
Buchwald-Hartwig,40.08,0.2,Lactam,ArBr,ArBr,Lactam,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,DMSO,,,
Sonogashira,0.0,-0.52,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,"CuI, SPhos Pd(allyl)OTf",SPhos,NEt3,MeTHF,,,
CN-Coupling,7.56,-0.96,Alkyl-B(OH)2,arom. NH,,"Alkyl-B(OH)2, arom-NH",,"RB*, Aniline-type",CuI,No Ligand,NaHCO3,DMF,,,
Buchwald-Hartwig,0.57,-0.49,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,DPEPhos Pd(allyl)Cl,DPEPhos,NaOtBu,PhMe,,,
Buchwald-Hartwig,0.0,-0.52,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,,No Ligand,KOH,tAmOH,water,,
Buchwald-Hartwig,6.36,-0.81,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,LiOtBu,tAmOH,,,
Buchwald-Hartwig,84.63,2.31,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,anisole,water,,
Buchwald-Hartwig,4.43,-0.49,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,iPrOH,,,
Buchwald-Hartwig,0.0,-0.37,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,Potassium 2-ethylhexanoate,PhMe,,,
Deprotection,50.11,0.68,R3N,R3N,,,,,,No Ligand,,iPrOH,,,
Suzuki-Miyaura,31.96,-0.07,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,KOH,PhMe,water,Brij 35,
Stetter,7.75,-0.63,RCHO,alkene,,alkene,,Alkene,thiazolium-NHC*HCl,No Ligand,NEt3,Dioxane,,,
Suzuki-Miyaura,38.25,0.84,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,EtOH,water,,
Suzuki-Miyaura,0.27,-0.82,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,KOH,iPrOAc,,water,
Suzuki-Miyaura,13.17,-2.03,ArI,alkeneB(OR)2,ArI,alkeneB(OR)2,ArX*,RB*,(CyMPhos)PdCl2,CyMPhos,Cs2CO3,Dioxane,,,
CC-Coupling,4.81,-0.66,RCO2R,ArI,,,,,NiBr2-glyme,tBubpyCAMCN,,DMAc,,NaI,
Buchwald-Hartwig,0.0,-0.23,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,DPEPhos Pd(allyl)Cl,DPEPhos,DIPEA,MeCN,,,
Cyclization,32.27,0.16,alkyne,alkyne,,alkyne,,Alkyne,dpppPdCl2,dppp,,AcOH,,,
CC-Coupling,35.15,0.45,ArBr,RCO2R,,,,,Ni(OAc)2,"2,6-di(1H-pyrazol-1-yl)pyridine",,DMAc,,,
Buchwald-Hartwig,0.0,-0.94,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,PPh3)2PdCl2,PPh3,K3PO4,iPrOAc,,,
Buchwald-Hartwig,57.69,0.88,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,NaOH,DMF,water,water,
Sonogashira,0.0,-0.88,ArBr,alkyne,,alkyne,,Alkyne,"Cu(MeCN)4BF4, dppf Pd G3",dppf,Cs2CO3,DMF,,,
Cyclization,0.0,-0.33,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,IPr Pd(tBuInd)Cl,IPr,K2CO3,DMF,,TBAB,
Suzuki-Miyaura,38.98,0.46,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,iPrOAc,water,TBAC,
Suzuki-Miyaura,59.13,1.98,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,NaHCO3,MeOH,PhMe,,
Amide-coupling,8.42,-0.17,R2NH,RCO2R,,R2NH,,Aliphatic-amine,,No Ligand,"KOH, NMI",THF,water,OxymaPure,pyBOP
CN-Coupling,2.23,-0.17,ArBr,RCONHR,ArBr,,ArX*,,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,LiHMDS,PhMe,,,
CN-Coupling,0.0,-0.18,ArBr,RCONHR,ArBr,,ArX*,,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,LiHMDS,PhMe,,,
Cyclization,0.0,-0.41,RCO2R,RCO2R,,,,,,No Ligand,,MeCN,,,
CN-Coupling,43.01,1.94,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaBHT,anisole,,,
CN-Coupling,0.0,-0.53,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,CsOH.H2O,PhMe,,,
Alkylation,0.0,-0.27,Alkyl-H acidic,ArBr,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,AlPhosPd G6 Br,AlPhos,LiHMDS,THF,,LiBr,
Suzuki-Miyaura,0.0,-0.87,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,Dioxane,water,water,
CN-Coupling,0.0,-0.38,Lactam,Alkyl-B(OH)2,,"Alkyl-B(OH)2, Lactam",,"RB*, Amide-type",Copper(II)acetate,Me4phen,"NaHMDS, pyridine",PhMe,,,
CH-Activation,0.0,-0.49,ArI,Ar-H,ArI,Ar-H,ArX*,ArH,AlPhosPd G6 Br,AlPhos,KOAc,nBuOAc,,AgF,
Suzuki-Miyaura-in-situ,14.16,-0.71,ArBr,ArBr,ArBr,,ArX*,,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,"K3PO4, KOPiv",Dioxane,water,iPrOH,
Suzuki-Miyaura-in-situ,78.65,1.19,ArBr,ArBr,ArBr,,ArX*,,dppfPdCl2,dppf,K3PO4,PhMe,water,"iPrOH, KOPiv",
CO-Coupling,15.69,0.62,alkyl-OH primary,ArBr,ArBr,,ArX*,,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K3PO4,MeTHF,,,
Suzuki-Miyaura,0.0,-1.18,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Suzuki-Miyaura,53.97,0.53,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Negishi,0.0,-0.65,Alkyl-M,ArBr,ArBr,Alkyl-M,ArX*,Organometallic,meCgPPh Pd G3,meCgPPh,,,,CuI,
Suzuki-Miyaura,49.05,-0.39,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,THF,water,,
Heck,20.47,0.93,alkene,ArBr,ArBr,alkene,ArX*,Alkene,BippyPhos Pd(allyl)OTf,BippyPhos,N-Methyldicyclohexylamin,THF,,TBAC,
Heck,25.34,1.36,alkene,ArBr,ArBr,alkene,ArX*,Alkene,dppdtbpf)PdCl2,dppdtbpf,"N-Methyldicyclohexylamin, TBD",MeTHF,,TBAC,
Heck,0.96,-0.8,alkene,ArBr,ArBr,alkene,ArX*,Alkene,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,"NEt3, TBD",MeTHF,,TBAC,
Condensation,0.78,-0.23,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,TMP,MeCN,,TMSOTf,
Suzuki-Miyaura,6.98,0.11,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,Cs2CO3,MeCN,water,,
Buchwald-Hartwig,0.28,-0.81,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,XPhos Pd G2,XPhos,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,0.0,-0.82,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,BippyPhos Pd(allyl)OTf,BippyPhos,DIPEA,anisole,,,
CN-Coupling,2.93,-0.54,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,GPhos Pd G6 Br,GPhos,LiHMDS,MeTHF,,,
Buchwald-Hartwig,46.39,4.0,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,
CH-Activation,46.96,0.39,ArH,ArBr,ArBr,,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,NMP,,KOPiv,
CH-Activation,20.8,-0.44,ArH,ArBr,ArBr,,ArX*,,meCgPPh Pd G3,meCgPPh,K2HPO4,anisole,NMP,KOPiv,
CH-Activation,64.79,0.95,ArH,ArBr,ArBr,,ArX*,,Pd(OAc)2,Missing,"K2CO3, NMI",anisole,,KOAc,
Suzuki-Miyaura,0.0,-0.13,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,,No Ligand,Cs2CO3,,,18-crown-6,
Suzuki-Miyaura,54.81,0.07,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G2,XPhos,K3PO4,EtOH,,,
Suzuki-Miyaura,1.11,-1.7,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,MeTHF,water,,
Buchwald-Hartwig,0.0,-0.59,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,[Pd(allyl)(CPhos-Hybrid)]OTf,CPhos-Hybrid,DBU,PhMe,,,
Buchwald-Hartwig,3.36,-0.52,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,XPhos Pd G2,XPhos,NaOtBu,tAmOH,,,
Buchwald-Hartwig,87.46,1.15,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,XPhos Pd G2,XPhos,NaOtBu,tAmOH,,,
Buchwald-Hartwig,79.34,0.66,ArCl,ArNHR,ArCl,ArNHR,ArX*,Aniline-type,XPhos Pd G2,XPhos,NaOtBu,tAmOH,,,
Buchwald-Hartwig,82.12,1.35,ArNHR,ArBr,ArBr,ArNHR,ArX*,Aniline-type,XPhos Pd G2,XPhos,LiHMDS,tAmOH,,,
Buchwald-Hartwig,54.16,1.54,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,KHMDS,PhMe,,,
Buchwald-Hartwig,0.0,-0.43,R2NH,ArBr,ArBr,R2NH,ArX*,Aliphatic-amine,XPhos Pd G2,XPhos,NaOtBu,tAmOH,,,
Buchwald-Hartwig,34.48,-0.33,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XPhos Pd G2,XPhos,LiHMDS,tAmOH,,,
Buchwald-Hartwig,40.71,-0.11,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XPhos Pd G2,XPhos,LiHMDS,tAmOH,,,
Buchwald-Hartwig,0.96,-0.31,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,XPhos Pd G2,XPhos,NaOtBu,tAmOH,,,
Buchwald-Hartwig,43.73,0.79,ArNHR,ArCl,ArCl,ArNHR,ArX*,Aniline-type,MorDalphos Pd G3,MorDalphos,KOtBu,tAmOH,,,
Buchwald-Hartwig,11.43,-0.16,Ar2NH,ArBr,ArBr,Ar2NH,ArX*,Aniline-type,BippyPhos Pd(allyl)OTf,BippyPhos,LiHMDS,PhMe,,,
Buchwald-Hartwig,0.0,-0.46,Lactam,ArCl,ArCl,Lactam,ArX*,Amide-type,PPh3)2PdCl2,PPh3,LiHMDS,tAmOH,,,
Buchwald-Hartwig,0.0,-0.71,RCONH2,ArBr,ArBr,RCONH2,ArX*,Amide-type,PPh3)2PdCl2,PPh3,LiHMDS,tAmOH,,,
Condensation,38.16,0.44,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,KHMDS,anisole,,,BOP
Condensation,28.97,-0.2,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,KOtPent,TBME,,,pyBOP
Condensation,43.58,0.82,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,KOtPent,tAmOH,,,pyBOP
Buchwald-Hartwig,0.0,-0.5,R2NH,ArBr,ArBr,R2NH,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,Cs2CO3,tAmOH,,,
Suzuki-Miyaura,0.0,-0.39,ArCl,alkeneB(OR)2,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,EtOH,water,,
CO-Coupling,8.35,0.5,Alkyl-OH a-branch,ArBr,ArBr,ROH-a-branch,ArX*,ROH,MorDalphos Pd G3,MorDalphos,Li2CO3,tAmOH,,,
CO-Coupling,0.0,-0.79,Alkyl-OH a-branch,ArBr,ArBr,ROH-a-branch,ArX*,ROH,CuI,NN-Dibenzyloxamide,K3PO4,DMF,,,
Buchwald-Hartwig,28.4,-0.11,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,tAmOH,,,
Wittig,0.0,-0.4,RCH2PPh3X,R2CO,,,,,,No Ligand,KOtPent,TBME,,,
CH-Activation,0.0,-0.47,ArH,ArBr,ArBr,,ArX*,,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K3PO4,NMP,,KOAc,
Amide-coupling,20.52,-0.52,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,,THF,,OxymaPure,EDC
Amide-coupling,68.0,0.92,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,,THF,,OxymaPure,DIC
Amide-coupling,6.03,-0.95,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,,THF,,Imidazole,DIC
Buchwald-Hartwig,69.65,0.89,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,Na2CO3,tAmOH,water,,
Buchwald-Hartwig,21.71,-0.41,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,NaOtPent,TBME,,,
Buchwald-Hartwig,61.09,0.22,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,XPhos Pd G2,XPhos,LiHMDS,PhMe,,,
Buchwald-Hartwig,57.43,1.1,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,
CH-Activation,0.0,-1.01,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,MeTHF,,AcOH,
CH-Activation,20.96,-0.15,ArH,alkyne,,alkyne,,Alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,MeCN,,HFIP,
Buchwald-Hartwig,45.14,0.34,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeTHF,,,
Buchwald-Hartwig,20.91,-0.84,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,CyJohnPhos Pd G3,CyJohnPhos,KOH,tAmOH,,,
SNAr,13.34,0.49,Alkyl-OH a-branch,Lactam,,"ROH-a-branch, Lactam",,"Amide-type, ROH",,No Ligand,DMAP,DCM,,,Tf2O
SNAr,37.4,2.57,Alkyl-OH a-branch,Lactam,,"ROH-a-branch, Lactam",,"Amide-type, ROH",,No Ligand,"KOtBu, NaOtBu",TBME,,,PyBrOP
Buchwald-Hartwig,51.4,2.57,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,RuPhos Pd(crotyl)Cl,RuPhos,Cs2CO3,Dioxane,,water,
Buchwald-Hartwig,5.67,-0.54,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,RuPhos Pd(crotyl)Cl,RuPhos,DBU,Dioxane,,Sodium trifluoroacetate,
Buchwald-Hartwig,0.0,-0.4,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,RuPhos Pd(crotyl)Cl,RuPhos,DBU,Dioxane,,Sodium trifluoroacetate,
Condensation,70.43,1.99,enolether,enolether,,enol-ether,,Alkene,,No Ligand,NH3,MeOH,,,
Condensation,32.88,-0.05,Alkyl-Cl,RNH2,Alkyl-Cl,RNH2,Alkyl-X,Aliphatic-amine,,No Ligand,NMM,MEK,,TBAB,
Condensation,82.74,2.02,Alkyl-Cl,RNH2,Alkyl-Cl,RNH2,Alkyl-X,Aliphatic-amine,,No Ligand,DIPEA,MeTHF,,water,
CH-Activation,0.0,-0.7,ArH,ArI,ArI,,ArX*,,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,Cs2CO3,DMAc,,KOAc,
Buchwald-Hartwig,1.44,-0.54,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,Dioxane,water,,
Buchwald-Hartwig,41.0,0.79,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,Dioxane,water,,
Buchwald-Hartwig,4.76,0.51,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,[Pd(allyl)(RockPhos)]OTf,RockPhos,Cs2CO3,Dioxane,,,
Buchwald-Hartwig,36.35,-0.69,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,No Ligand,DBU,NBP,,,
Buchwald-Hartwig,0.38,-1.88,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,DIPEA,iPrOH,,water,
Buchwald-Hartwig,67.54,0.35,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,No Ligand,DBU,PrOH,,,
Buchwald-Hartwig,87.19,1.0,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,Cu2O,DL-Proline,K3PO4,BuOH,DMSO,,
CN-Coupling,76.02,1.28,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,Copper(I) thiophene-2-carboxylate,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,MeTHF,,,
CN-Coupling,61.89,0.72,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,,,
CN-Coupling,41.02,-0.12,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuBr,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,EtOH,,,
CN-Coupling,13.56,-1.22,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,K2CO3,NMI,,TBAB,
CN-Coupling,11.62,-1.3,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,DL-Proline,K2CO3,tAmOH,,,
CN-Coupling,49.13,0.21,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,,,
CN-Coupling,24.41,-0.79,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuO,trans-NN-Dimethylcyclohexane-12-diamine,Na2CO3,MeCN,,,
CN-Coupling,61.36,0.7,ROC(O)NR2,ArI,ArI,Carbamate,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,,,
Suzuki-Miyaura,93.82,1.11,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,MeCN,,,
Suzuki-Miyaura,96.36,1.05,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,MeCN,water,,
Suzuki-Miyaura,53.42,0.46,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,MeCN,water,,
