Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Suzuki-Miyaura,93.49,0.55,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,MeCN,water,,
Buchwald-Hartwig,0.0,-0.4,ArBr,R2NH a-branch,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd G2,SPhos,Cs2CO3,Dioxane,,water,
Buchwald-Hartwig,73.39,-0.11,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,[Pd(allyl)(RockPhos)]OTf,RockPhos,DBU,MeTHF,,,
Suzuki-Miyaura,6.35,-0.32,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,MeCN,water,,
Buchwald-Hartwig,4.63,0.04,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,KOAc,PhMe,,,
CO-Coupling,0.0,-0.37,ArBr,ArOH,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,XPhos Pd(crotyl)Cl,XPhos,Cs2CO3,tAmOH,,,
Suzuki-Miyaura,31.57,-0.03,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,AmPhos2PdCl2,AmPhos,Na2CO3,MeCN,water,,
Suzuki-Miyaura,64.87,0.59,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,AmPhos2PdCl2,AmPhos,Na2CO3,MeCN,water,,
Suzuki-Miyaura,7.73,-0.74,ArI,ArB(OR)2,,ArB(OR)2,,ArB*,AmPhos2PdCl2,AmPhos,Cs2CO3,Dioxane,,,
Buchwald-Hartwig,1.53,-0.54,ArI,ArNHR,ArI,ArNHR,ArX*,Aniline-type,DPEPhos Pd(allyl)Cl,DPEPhos,K2CO3,PhMe,,,
Buchwald-Hartwig,15.9,0.46,ArI,ArNHR,ArI,ArNHR,ArX*,Aniline-type,GPhos Pd G6 TES,GPhos,K3PO4,tAmOH,water,,
Suzuki-Miyaura,81.33,2.09,ArBr,ArBF3K,ArBr,ArBF3K,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,CPME,water,,
Suzuki-Miyaura,0.0,-1.73,ArBr,ArB(OH)2,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,K2CO3,tAmOH,water,,
Amide-coupling,13.86,-0.04,RCO2H or M,RNH2,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,,THF,,,PyOxim
Buchwald-Hartwig,0.0,-0.77,ArOSO2R,RNH2,ArOSO2R,RNH2,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,4.94,-0.71,RNH2,ArOSO2R,ArOSO2R,RNH2,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,0.0,-0.42,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,AmPhos Pd(crotyl)Cl,AmPhos,KOtBu,PhMe,,,
Borylation-C-H,0.0,-0.44,ArH,ArH,,,,,[Ir(cod)Cl]2,Me2phen,,CPME,,,
Buchwald-Hartwig,0.0,-1.0,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,[Pd(allyl)(AlPhos)]OTf,AlPhos,Cs2CO3,tAmOH,,water,
Buchwald-Hartwig,0.0,-0.33,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,CuI,DL-Proline,Cs2CO3,DMI,,,
Buchwald-Hartwig,24.9,0.29,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,XPhos Pd G2,XPhos,NaOtBu,Dioxane,,,
Amide-coupling,30.8,-1.19,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,MeCN,,OxymaPure,EDC
Amide-coupling,72.1,0.29,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,cyclohexane,THF,HOPO,DIC
Amide-coupling,97.37,1.19,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,MeCN,MeTHF,HOPO,DIC
Amide-coupling,93.96,1.55,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,tAmOH,,OxymaPure,EDC
Buchwald-Hartwig,1.6,-0.62,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,dppf Pd G3,dppf,Cs2CO3,Dioxane,,,
Hydration,1.87,-0.38,RCN,RCN,,,,,,No Ligand,Na2CO3,PhMe,water,TBAHS,
Suzuki-Miyaura,0.0,-1.3,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,TBME,water,,
Buchwald-Hartwig,1.29,-0.91,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,cBridP Pd(allyl)Cl,cBridP,K3PO4,tAmOH,water,,
Buchwald-Hartwig,0.0,-0.49,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,BippyPhos Pd(allyl)OTf,BippyPhos,KOtBu,tAmOH,,,
Amide-coupling,13.8,-1.05,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,DMI,,,CyanuricChloride
Amide-coupling,9.25,-1.19,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMM,MeCN,,Imidazole,DIC
CN-Coupling,5.71,-0.76,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,BPMPO,K2CO3,tAmOH,,,
Buchwald-Hartwig,1.76,-0.26,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,MeCN,,,
Glycosidation,15.93,-0.96,Alkyl-OH primary,RCO2R,,ROH-primary,,ROH,,No Ligand,,anisole,,,
Glycosidation,57.56,0.93,Alkyl-OH primary,RCO2R,,ROH-primary,,ROH,,No Ligand,,anisole,,,
Buchwald-Hartwig,21.45,-0.77,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,BPMPO,K2CO3,tAmOH,,,
Buchwald-Hartwig,51.37,0.28,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K3PO4,tAmOH,water,,
Suzuki-Miyaura,0.74,-0.43,ArB(OH)2,RCONHR,,ArB(OH)2,,ArB*,dtbpfPdCl2,dtbpf,"KOtBu, Na2CO3",THF,water,,PyClOP
Buchwald-Hartwig,48.66,-0.07,ArBr,RNH2 a-branch,,RNH2-a-branch,,Aliphatic-amine,rac-BINAP Pd G3,BINAP,Cs2CO3,MeCN,,water,
Hydrolysis,0.0,-0.72,ArBr,ArBr,ArBr,,ArX*,,PEPPSI-IPENT,IPENT,Cs2CO3,tAmOH,,benzaldehyde oxime,
Hydrolysis,0.0,-0.72,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,KOH,Dioxane,water,,
Deprotection,61.35,0.02,Protecting Group,Protecting Group,,,,,,No Ligand,,iPrOAc,,,
Deprotection,77.87,0.62,Protecting Group,Protecting Group,,,,,,No Ligand,,ethylene glycol,,,
Condensation,0.0,-0.26,ROC(O)NR2,RNH2 a-branch,,"RNH2-a-branch, Carbamate",,"Aliphatic-amine, Amide-type",,No Ligand,K3PO4,Dioxane,water,,T3P
Amide-coupling,0.0,-0.7,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,DBU,anisole,,,PivCl
Amide-coupling,0.0,-0.7,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,DMAP,,,HONB,DIC
Suzuki-Miyaura,87.72,1.53,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dppdtbpf)PdCl2,dppdtbpf,K3PO4,EtOH,water,,
Stannylation,1.38,-0.46,ArBr,RSnR3,ArBr,,ArX*,,QPhos Pd(crotyl)Cl,QPhos,,DMF,,,
Stannylation,0.0,-0.54,ArBr,RSnR3,ArBr,,ArX*,,QPhos Pd(crotyl)Cl,QPhos,,DMF,,,
Buchwald-Hartwig,40.56,1.17,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,Cs2CO3,MeCN,,,
Buchwald-Hartwig,5.37,-0.63,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,NaH,DMI,,,
Buchwald-Hartwig,8.56,-0.16,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,(R)-BINAP Pd(allyl)Cl,BINAP,KOtPent,PhMe,,,
Buchwald-Hartwig,0.0,-0.21,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,cataCXiumA Pd G3,CataCXiumA,KOH,PhMe,water,,
Buchwald-Hartwig,88.57,1.44,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,47.6,0.21,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhosPdCl2,XantPhos,K2CO3,MeCN,,,
Buchwald-Hartwig,0.0,-1.22,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhosPdCl2,XantPhos,K2CO3,MeCN,,,
CO-Coupling,5.05,-0.27,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,BPMPO,K2CO3,tAmOH,,,
Amide-coupling,59.92,1.42,R2NH,RCO2H or M,,"R2NH, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,NMI,DMF,,,MsCl
CN-Coupling,0.0,-0.5,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,dtbpfPdCl2,dtbpf,KOH,tAmOH,water,,
Condensation,0.0,-0.74,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,DBU,anisole,,,
Condensation,3.49,-0.6,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,TMG,PhMe,,,
Condensation,10.65,-0.32,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,TMG,MeCN,,,
CO-Coupling,0.0,-0.3,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,XantPhos Pd(allyl)Cl,XantPhos,NaH,PhMe,,,
Suzuki-Miyaura,93.34,1.32,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dppfPdCl2,dppf,K3PO4,Dioxane,water,,
Deprotection,0.0,-0.48,Protecting Group,Protecting Group,,,,,,No Ligand,,DCM,,,
Suzuki-Miyaura,5.09,-0.34,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,MeCN,,,
Suzuki-Miyaura,7.78,0.05,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Na2CO3,PhMe,water,,
Amide-coupling,66.17,2.53,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMI,tAmOH,,,PivCl
Amide-coupling,10.46,-0.19,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,,MeCN,,,MsCl
Amide-coupling,0.0,-0.7,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,THF,,,PivCl
SNAr,15.63,-0.31,ArF,arom. NH,ArF,arom-NH,ArX*,Aniline-type,,No Ligand,LiHMDS,EtOAc,,,
SNAr,0.0,-1.29,ArF,arom. NH,ArF,arom-NH,ArX*,Aniline-type,,No Ligand,K2HPO4,THF,,,
Arylation-acidic-C-H,29.8,1.38,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,CuI,DL-Proline,Cs2CO3,tAmOH,,,
Arylation-acidic-C-H,26.48,1.17,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,AlphosPd)2cod,AlPhos,,NMI,,,
Arylation-acidic-C-H,38.09,1.89,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,AlphosPd)2cod,AlPhos,,NMI,,,
Arylation-acidic-C-H,0.0,-0.6,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,CuI,DL-Proline,Cs2CO3,tAmOH,,,
Arylation-acidic-C-H,0.0,-0.6,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,BippyPhos Pd(allyl)OTf,BippyPhos,DBU,TBME,,,
CO-Coupling,0.67,-0.41,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,CuO,N-Methylglycine,K3PO4,Propionitrile,water,,
CO-Coupling,11.84,-0.55,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,BPMPO,K2CO3,DMF,,,
CO-Coupling,28.42,0.26,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,L-Proline,K2CO3,anisole,,,
CO-Coupling,17.22,-0.29,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,CuO,"N,N-Dimethylglycine hydrochloride",K3PO4,MeCN,water,,
CO-Coupling,34.94,0.58,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,Cu2O,trans-Hyp,NEt3,tAmOH,,,
Suzuki-Miyaura,0.32,-1.16,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,cBridP Pd(allyl)Cl,cBridP,K3PO4,MeOH,water,,
Suzuki-Miyaura,10.9,-0.65,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K3PO4,TPGS-750M,water,B(OH)3,
CH-Activation,0.0,-0.82,ArH,ArCl,ArCl,,ArX*,,rac-BINAP Pd G3,BINAP,"K2CO3, KOAc",anisole,,,
CH-Activation,11.46,0.12,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd G2,XantPhos,K2CO3,DMAc,water,Potassium 2-ethylhexanoate,
CH-Activation,4.1,-0.49,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,NaHCO3,CPME,water,Potassium 2-ethylhexanoate,
Heck,12.53,0.19,ArCl,alkene,ArCl,alkene,ArX*,Alkene,PEPPSI-IPENT,IPENT,DIPEA,tAmOH,,,
Heck,2.96,-0.53,ArCl,alkene,ArCl,alkene,ArX*,Alkene,rac-BINAP Pd G3,BINAP,DIPEA,anisole,water,Potassium 2-ethylhexanoate,
Heck,5.54,-0.34,ArCl,alkene,ArCl,alkene,ArX*,Alkene,GPhos Pd G6 TES,GPhos,DIPEA,tAmOH,,TBAC,
Heck,25.28,1.16,ArCl,alkene,ArCl,alkene,ArX*,Alkene,tBuXPhos Pd G3,tBuXPhos,N-Methyldicyclohexylamin,tAmOH,water,Potassium 2-ethylhexanoate,
Dimerization-reductive,31.84,1.76,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Potassium 2-ethylhexanoate,EtOH,water,,
Dimerization-reductive,7.18,-0.31,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,XPhos Pd(crotyl)Cl,XPhos,Potassium 2-ethylhexanoate,EtOH,water,,
Suzuki-Miyaura,92.04,0.49,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,EtOH,water,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,Dioxane,water,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,(R)-BINAP Pd(allyl)Cl,BINAP,CsF,PhMe,,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArI,Alkyl-H-acidic,ArX*,Alkyl-C-H,(R)-BINAP Pd(allyl)Cl,BINAP,CsF,PhMe,,,
Buchwald-Hartwig,45.09,0.49,Lactam,ArCl,ArCl,Lactam,ArX*,Amide-type,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,NaOtBu,tAmOH,,,
Buchwald-Hartwig,14.99,-0.42,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,K2CO3,tAmOH,,,
Buchwald-Hartwig,47.66,0.89,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,MeTHF,,,
CH-Activation,27.26,1.06,ArH,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,DBU,DMAc,,,
CH-Activation,38.6,1.97,ArH,ArBr,ArBr,,ArX*,,AlPhosPd G6 Br,AlPhos,"NaHCO3, Potassium 2-ethylhexanoate",DMAc,water,TBAC,
Dehydration,0.0,-0.53,RCONHR,RCONHR,,,,,,No Ligand,NMI,iPrOAc,,,CDT
Dehydration,1.0,-0.42,RCONHR,RCONHR,,,,,,No Ligand,LiHMDS,MeCN,,,T3P
Buchwald-Hartwig,9.19,-0.37,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,tAmOH,,,
Buchwald-Hartwig,1.07,-0.73,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K2CO3,MeOH,,,
Buchwald-Hartwig,0.0,-0.78,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K3PO4,MeCN,water,,
Suzuki-Miyaura,0.0,-1.26,ArBr,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,"K3PO4, Potassium 2-ethylhexanoate",EtOH,water,TBAB,
Suzuki-Miyaura,0.0,-1.26,ArBr,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,"K3PO4, Potassium 2-ethylhexanoate",EtOH,water,TBAB,
SNAr,0.0,-0.44,Alkyl-OH a-branch,ArF,ArF,ROH-a-branch,ArX*,ROH,,No Ligand,TMG,pyridine,,LiCl,
Suzuki-Miyaura,0.0,-0.2,ArBr,ArBr,ArBr,,ArX*,,SPhos Pd-Fe nanoparticles,SPhos,K3PO4,THF,water,,
Negishi-in-situ,3.59,0.75,Alkyl-I,ArBr,Alkyl-I,,Alkyl-X,,"Cu2O, Ni(OAc)2",Me4phen,,1-Octanol,Octanoic acid,,
Borylation-Miyaura,9.94,-0.06,ArBr,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,Potassium 2-ethylhexanoate,iPrOAc,water,,
Negishi-in-situ,0.0,-0.28,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,,,,"TMEDA, TPGS-750M",
Negishi-in-situ,0.0,-0.13,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,,,,"TMEDA, TPGS-750M",
Condensation,3.23,-1.21,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,LiHMDS,tAmOH,,,
Condensation,4.57,-1.16,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,Potassium 2-ethylhexanoate,MeOH,,TBAB,
Condensation,68.66,1.11,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,K3PO4,anisole,MeOH,,
Amide-coupling,1.59,-0.65,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMI,DCM,,,CyanuricChloride
Arylation-acidic-C-H,0.0,-0.93,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KHMDS,Dioxane,,,
Arylation-acidic-C-H,57.96,2.43,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,XantPhosPdCl2,XantPhos,NaOtBu,PhMe,,,
Arylation-acidic-C-H,0.0,-0.93,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,SPhos Pd(crotyl)Cl,SPhos,DBU,anisole,,,
Negishi-in-situ,19.27,0.07,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,VPhos Pd G4,VPhos,,MeCN,water,"Sodium octanoate, TMEDA",
Negishi-in-situ,18.22,0.01,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,VPhos Pd G4,VPhos,,MeCN,water,"Sodium octanoate, TMEDA",
Negishi-in-situ,21.83,0.23,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,VPhos Pd G4,VPhos,,NMP,,TMEDA,
Negishi-in-situ,21.42,0.2,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,VPhos Pd G4,VPhos,,MeCN,water,"Sodium octanoate, TMEDA",
Negishi-in-situ,14.79,-0.2,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,VPhos Pd G4,VPhos,,MeCN,water,"Sodium octanoate, TMEDA",
Buchwald-Hartwig,0.0,-0.54,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,LiHMDS,THF,,,
Buchwald-Hartwig,17.15,0.45,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,dcypfPdCl2,dcypf,K2CO3,MeCN,,,
Buchwald-Hartwig,2.46,-0.4,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,XantPhos Pd(allyl)Cl,XantPhos,KOtBu,tAmOH,,,
Alkylation,68.94,0.42,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,DIPEA,PhMe,,,
Alkylation,24.88,-0.92,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,Cs2CO3,EtOH,,TBAI,
Suzuki-Miyaura,2.72,-0.47,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,MeOH,water,,
Suzuki-Miyaura,54.57,1.22,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K2CO3,Dioxane,water,,
Suzuki-Miyaura,96.9,2.6,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,Brij 35,Dioxane,Potassium 2-ethylhexanoate,
Suzuki-Miyaura,0.0,-0.56,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,Na2CO3,Brij 35,iPrOAc,Sodium octanoate,
Alkylation,57.63,0.84,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,DIPEA,PhMe,,,
Alkylation,8.3,-0.64,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,NaH,tAmOH,,TBAI,
Suzuki-Miyaura,88.1,1.46,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,MeOH,water,,
Negishi-in-situ,0.0,-0.92,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,RockPhos Pd G3,RockPhos,,MeCN,water,"Sodium octanoate, TMEDA",
Negishi-in-situ,18.03,0.01,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,AmPhos Pd(crotyl)Cl,AmPhos,TMEDA,Brij 35,,Octanoic acid,
Negishi-in-situ,45.32,1.42,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,AmPhos2PdCl2,AmPhos,,Brij 35,water,,
Negishi-in-situ,21.82,0.21,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,AmPhos2PdCl2,AmPhos,,Brij 35,PhMe,,
Negishi-in-situ,0.0,-0.92,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,"Cu2O, Ni(OAc)2",Me4phen,,1-Octanol,Octanoic acid,,
Suzuki-Miyaura,77.51,1.47,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,,
Suzuki-Miyaura,17.01,-0.57,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,Piperidinyl-amino-pincer PdCl,Piperidinyl-amino-pincer,K3PO4,Dioxane,water,,
Condensation,0.0,-0.44,RNH2,ROR,,RNH2,,Aliphatic-amine,,No Ligand,,MeCN,,tBu isocyanide,
Suzuki-Miyaura,0.0,-0.26,ArCl,ArCl,ArCl,,ArX*,,VPhos Pd G4,VPhos,K3PO4,PhMe,water,Potassium 2-ethylhexanoate,
Negishi,57.27,1.34,ArCl,ArCl,ArCl,,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,MeTHF,,,
Negishi,0.0,-0.76,ArCl,ArCl,ArCl,,ArX*,,RockPhos Pd G3,RockPhos,,PhMe,,,
Buchwald-Hartwig,0.0,-0.36,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,Zinc acetate,MeCN,,,
Cyclization,14.65,0.16,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,KOtPent,Dioxane,,,BOP-Cl
Cyclization,35.48,1.23,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,DIPEA,DMI,,,MsCl
