"ELN_ID","PLATENUMBER","Coordinate","AREA_TOTAL_REDUCED","Base","Catalyst","Solvent","Ligand","Additive","Coupling Reagent","Secondary Solvent","Tertiary Solvent","Reaction Type","FG A","FG B","FG_sorted","z-Score","output_column"
"ELN032036-294",2,"A11",16.86,,"VPhos Pd G4","Brij 35","VPhos","TMEDA",,"water",,"Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",-0.07,"48 h at 45 °C"
"ELN032036-294",4,"A11",8.39,,"VPhos Pd G4","DMI","VPhos","TMEDA",,,,"Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",-0.59,"55 h at 45 °C"
"ELN032036-294",5,"A11",57.34,,"VPhos Pd G4","Brij 35","VPhos","TMEDA",,"water",,"Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",2.39,"7 h at 45 °C"
"ELN032036-294",6,"A11",38.8,,"VPhos Pd G4","Brij 35","VPhos","TMEDA",,"water",,"Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",1.26,"8 h at 45 °C"
"ELN032036-298",1,"A11",0,"K3PO4","dppfPdCl2","MeCN","dppf",,,"water",,"Buchwald-Hartwig","ArCl","RCONH2","ArCl, RCONH2",-0.54,
"ELN032036-298",2,"A11",10.76,"K3PO4","BrettPhos Pd(crotyl)OTf","tAmOH","BrettPhos",,,,,"Buchwald-Hartwig","ArCl","RCONH2","ArCl, RCONH2",0.08,"22 h at 80 °C"
"ELN032036-298",3,"A11",9.76,"NaOtBu","XantPhosPdCl2","PhMe","XantPhos",,,,,"Buchwald-Hartwig","ArCl","RCONH2","ArCl, RCONH2",0.02,"3 h at 40 °C"
"ELN032036-300",1,"A11",74.14,"DIPEA",,"DMF","No Ligand","LiI",,,,"Alkylation","Alkyl-OSO2R","arom. NH","Alkyl-OSO2R, arom. NH",0.58,"4 h at 45 °C"
"ELN032036-300",3,"A11",75.15,"CsOH.H2O",,"PhMe","No Ligand",,,,,"Alkylation","Alkyl-OSO2R","arom. NH","Alkyl-OSO2R, arom. NH",0.61,"2 h at 45 °C, then 68 h at 70 °C"
"ELN032036-301",1,"A11",30.13,"K2CO3","cataCXiumA Pd G3","THF","CataCXiumA","Sodium octanoate",,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArCl","alkeneB(OR)2, ArCl",0.42,"2 h at 60 °C, then 22 h at 80 °C"
"ELN032036-301",2,"A11",0,"K3PO4","meCgPPh Pd G3","anisole","meCgPPh","TBAB",,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArCl","alkeneB(OR)2, ArCl",-0.56,
"ELN032036-301",3,"A11",89.24,"K2CO3","dppfPdCl2","Brij 35","dppf",,,"Dioxane","water","Suzuki-Miyaura","alkeneB(OR)2","ArCl","alkeneB(OR)2, ArCl",2.35,"2 h at 60 °C, then 16 h at 80 °C"
"ELN032036-301",4,"A11",0,"Na2CO3","dtbpfPdCl2","THF","dtbpf",,,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArCl","alkeneB(OR)2, ArCl",-0.56,
"ELN032036-302",1,"A11",5.78,"DBU",,"DMF","No Ligand","TBAI",,,,"Alkylation","Alkyl-OSO2R","arom. NH","Alkyl-OSO2R, arom. NH",-0.72,"4 h at 45 °C"
"ELN032036-302",3,"A11",47.65,"Cs2CO3",,"DMF","No Ligand",,,,,"Alkylation","Alkyl-OSO2R","arom. NH","Alkyl-OSO2R, arom. NH",0.54,"9.5 h at 90 °C, then 60.5 h at 70 °C"
"ELN032036-303",1,"A11",3.06,"K2CO3","bridged tBuPhosphinito PdCl2","THF","bridged tBuPhosphinito","Octanoic acid",,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArBr","alkeneB(OR)2, ArBr",-1.33,"2 h at 60 °C, then 2 h at 80 °C"
"ELN032036-304",1,"A11",13.73,,"VPhos Pd G4","TPGS-750M","VPhos","TMEDA",,,,"Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",-0.21,"23 h at 45 °C"
"ELN032036-304",2,"A11",0,"TMEDA","Piperidinyl-amino-pincer PdCl","Brij 35","Piperidinyl-amino-pincer","Octanoic acid",,"MeTHF","water","Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",-0.92,
"ELN032036-304",3,"A11",0.77,"TMEDA","P(tBu)3 Pd(crotyl)Cl","Brij 35","P(tBu)3","TBAC",,"PhMe","water","Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",-0.88,"46 h at 45 °C"
"ELN032036-304",4,"A11",61.92,,"XPhos Pd(crotyl)Cl","Brij 35","XPhos",,,"PhMe","water","Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",2.28,"24 h at 45 °C"
"ELN032036-304",7,"A11",0.22,,"Cu2O, Ni(OAc)2","Octanoic acid","Me4phen","TBAI",,"PhMe",,"Negishi, in-situ","ArBr","Alkyl-Br","Alkyl-Br, ArBr",-0.91,"42 h at 45 °C"
"ELN032036-308",1,"A11",0,"CsF","dppfPdCl2","Dioxane","dppf","Potassium 2-ethylhexanoate",,,,"Suzuki-Miyaura","ArCl","Alkyl-B(OR)2","Alkyl-B(OR)2, ArCl",-1.14,
"ELN032036-308",2,"A11",62.73,"Na2CO3","XPhos Pd G2","MeTHF","XPhos",,,"water",,"Suzuki-Miyaura","ArCl","Alkyl-B(OR)2","Alkyl-B(OR)2, ArCl",0.97,"4 h at 80 °C"
"ELN032036-310",1,"A11",9.53,,,"DMF","No Ligand",,,,,"Condensation","RNH2","ROR","RNH2, ROR",-0.03,"2 h at 40 °C, then 16 h at 80 °C"
"ELN032036-313",1,"A11",0,"K3PO4","meCgPPh Pd G3","MeOH","meCgPPh",,,"PhMe","water","Suzuki-Miyaura","ArCl","ArCl","ArCl, ArCl",-0.26,
"ELN032036-314",1,"A11",0,,"bridged tBuPhosphinito PdCl2","PhMe","bridged tBuPhosphinito","Potassium 2-ethylhexanoate",,,,"Negishi","ArCl","ArCl","ArCl, ArCl",-0.76,
"ELN032036-314",2,"A11",79.51,,"TrixiePhos Pd G3","MeTHF","TrixiePhos","Potassium 2-ethylhexanoate",,,,"Negishi","ArCl","ArCl","ArCl, ArCl",2.16,"16.5 h at 60 °C"
"ELN032036-315",1,"A11",0.81,"NaOtBu","AlphosPd)2cod","PhMe","AlPhos",,,,,"Buchwald-Hartwig","ArCl","R2NH a-branch","ArCl, R2NH a-branch",-0.26,"7.5 h at 80 °C"
"ELN032036-318",1,"A11",3.76,"pyridine",,"DMI","No Ligand",,"Diethylchlorophosphate",,,"Cyclization","RNHNH2","RCO2H or M","RCO2H or M, RNHNH2",-0.4,"4.5 h at 45 °C, then 12.5 h at 80 °C"
"ELN032036-318",2,"A11",0,"TMSOK",,"iPrOAc","No Ligand",,"BOP-Cl",,,"Cyclization","RNHNH2","RCO2H or M","RCO2H or M, RNHNH2",-0.59,
"ELN032036-321",1,"A11",80.69,"K2CO3","dppfPdCl2","PhMe","dppf","MeOH",,"water",,"Suzuki-Miyaura","ArCl","ArB(OH)2","ArB(OH)2, ArCl",-0.75,"3 h at 60 °C, then 3 h at 80 °C"
"ELN032036-322",1,"A11",0,"K2HPO4",,"EtOAc","No Ligand",,,,,"Addition","Alkyl-H acidic","RCN","Alkyl-H acidic, RCN",-0.4,
"ELN032036-323",1,"A11",0,,"MorDalphos Pd G3","Brij 35","MorDalphos","Octanoic acid, TMSCl",,"PhMe","water","Negishi, in-situ","ArCl","ArBr","ArBr, ArCl",-0.37,
"ELN032036-325",1,"A11",22.69,,"XPhos Pd(crotyl)Cl","DMSO","XPhos",,,,,"Suzuki-Miyaura, in situ","ArBr","alkene-I","alkene-I, ArBr",2.32,"6 h at 50 °C"
"ELN032036-331",1,"A11",9.38,,"AmPhos2PdCl2","acetone","AmPhos","water",,,,"Suzuki-Miyaura, in situ","ArCl","ArBr","ArBr, ArCl",0.58,"23 h at 45 °C"
"ELN032036-331",2,"A11",42.7,,"AmPhos2PdCl2","MeTHF","AmPhos","1,2-dibromoethane",,,,"Suzuki-Miyaura, in situ","ArCl","ArBr","ArBr, ArCl",4.39,"11 h at 45 °C"
"ELN032036-333",1,"A11",0,"KOH","Cu(MeCN)4BF4","Dioxane","BHMPO",,,"water",,"Hydrolysis","ArCl","ArCl","ArCl, ArCl",-0.32,
"ELN032036-334",1,"A11",3.73,"NaOtBu","AlphosPd)2cod","PhMe","AlPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.56,"21 h at 80 °C"
"ELN032036-334",2,"A11",80.5,"KHMDS","Pd-PEPPSI-IPent Cl o-picoline","PhMe","IPENT Cl",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",3.19,"9.5 h at 80 °C"
"ELN032036-334",3,"A11",12,"NaOtBu","PEPPSI-IPENT","PhMe","IPent","TBAB",,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.16,"2.5 h at 60 °C, then 15.5 h at 80 °C"
"ELN032036-334",4,"A11",0,"DBU","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane","Sodium trifluoroacetate",,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.75,
"ELN032036-334",5,"A11",1.12,"NaH","(DiMeIHept Cl) Pd(cinnamyl)Cl","PhMe","DiMeIHept Cl",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.69,"22 h at 80 °C"
"ELN032036-334",6,"A11",15.93,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",0.03,"16 h at 80 °C"
"ELN032036-334",7,"A11",11.5,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.18,"16 h at 80 °C"
"ELN032036-334",8,"A11",14.82,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.02,"16 h at 80 °C"
"ELN032036-334",9,"A11",13.52,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.08,"16 h at 80 °C"
"ELN032036-334",10,"A11",13.97,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.06,"16 h at 80 °C"
"ELN032036-334",11,"A11",11.29,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.19,"16 h at 80 °C"
"ELN032036-334",12,"A11",1.54,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.67,"16 h at 80 °C"
"ELN032036-334",13,"A11",10.14,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.25,"16 h at 80 °C"
"ELN032036-334",14,"A11",15.32,"NaOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",0,"16 h at 80 °C"
"ELN032036-334",15,"A11",0,"K3PO4","tBuBrettPhos Pd(allyl)OTf","MeCN","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.75,
"ELN032036-334",16,"A11",0,"K3PO4","AdBrettPhosPd G6 Br","MeCN","Ad-BrettPhos",,,"water",,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.75,
"ELN032036-334",17,"A11",0,"K3PO4","QPhos Pd(crotyl)Cl","MeCN","QPhos",,,"water",,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.75,
"ELN032036-334",18,"A11",0,"K3PO4",,"MeCN","No Ligand",,,"water",,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.75,
"ELN032036-334",19,"A11",0,"K3PO4",,"MeCN","No Ligand",,,"PhMe","water","Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.75,
"ELN032036-334",20,"A11",0,"TMSOK","RuPhos Pd(crotyl)Cl","PhMe","RuPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.75,
"ELN032036-334",21,"A11",29.66,,,"iPrOAc","No Ligand",,,"tAmOH",,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",0.71,"2 h at 60 °C, then 16 h at 80 °C"
"ELN032036-334",26,"A11",7.64,"NaOtBu","Pd-PEPPSI-IPent Cl 3-chloropyridine, XantPhos Pd(allyl)Cl","CPME","IPENT Cl, XantPhos",,,,,"Buchwald-Hartwig","R2NH a-branch","ArBr","ArBr, R2NH a-branch",-0.37,"2 h at 60 °C, then 21 h at 80 °C"
"ELN032036-335",2,"A11",0,"pyridine",,"TPGS-750M","No Ligand",,,,,"CN-Coupling","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",-0.47,
"ELN032036-337",1,"A11",0,"DBU","AlphosPd)2cod","MeTHF","AlPhos","Sodium trifluoroacetate","PyBrOP",,,"Buchwald-Hartwig","ArOH","RNH2 a-branch","ArOH, RNH2 a-branch",-0.46,
"ELN032036-337",3,"A11",5.57,"DBU",,"DMSO","No Ligand","TBAB","PyBrOP",,,"Buchwald-Hartwig","ArOH","RNH2 a-branch","ArOH, RNH2 a-branch",0.18,"2 h at 60 °C, then 21 h at 80 °C"
"ELN032036-338",1,"A11",0,"NaOtBu","AmPhos Pd(crotyl)Cl","PhMe","AmPhos",,,,,"Buchwald-Hartwig","ArBr","ArNH2","ArBr, ArNH2",-0.81,
"ELN032036-338",2,"A11",17.37,"Cs2CO3","CuI","DMF","NN-Dibenzyloxamide",,,,,"Buchwald-Hartwig","ArBr","ArNH2","ArBr, ArNH2",0.38,"6 h at 100 °C"
"ELN032036-340",2,"A11",1.39,,"VPhos Pd G4","THF","VPhos","Brij 35, Sodium octanoate",,,,"Suzuki-Miyaura, in situ","ArBr","ArCl","ArBr, ArCl",-0.73,"6 h at 45 °C, then 38 h at 60 °C"
"ELN032036-340",3,"A11",0,,"triisobutylphosphatrane Pd G6","anisole","triisobutylphosphatrane","Sodium octanoate",,"Brij 35",,"Suzuki-Miyaura, in situ","ArBr","ArCl","ArBr, ArCl",-0.8,
"ELN032036-340",4,"A11",3.14,,"P(tBu)3 Pd G2","THF","P(tBu)3","Brij 35, Octanoic acid",,,,"Suzuki-Miyaura, in situ","ArBr","ArCl","ArBr, ArCl",-0.64,"23 h at 45 °C"
"ELN032036-340",5,"A11",5.41,,"P(tBu)3 Pd(crotyl)Cl","THF","P(tBu)3","Brij 35, Octanoic acid",,"water",,"Suzuki-Miyaura, in situ","ArBr","ArCl","ArBr, ArCl",-0.52,"5 h at 20 °C, then 15.5 h at 45 °C"
"ELN032036-340",6,"A11",14.62,,"P(tBu)3 Pd(crotyl)Cl","THF","P(tBu)3","Brij 35, water",,,,"Suzuki-Miyaura, in situ","ArBr","ArCl","ArBr, ArCl",-0.04,"4.5 h at 10 °C"
"ELN032036-340",8,"A11",0,,"dtbpfPdCl2","THF","dtbpf","Octanoic acid",,,,"Suzuki-Miyaura, in situ","ArBr","ArCl","ArBr, ArCl",-0.8,
"ELN032036-340",10,"A11",65.47,"NaHCO3",,"THF","No Ligand","Brij 35",,,,"Suzuki-Miyaura, in situ","ArBr","ArCl","ArBr, ArCl",2.57,"21 h at 45 °C"
"ELN032036-343",1,"A11",97.93,"DBU","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane","Sodium trifluoroacetate",,,,"Buchwald-Hartwig","R2NH","ArCl","ArCl, R2NH",1.17,"5 h at 80 °C"
"ELN032036-344",1,"A11",0.62,"DBU","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane","Sodium trifluoroacetate",,,,"Buchwald-Hartwig","ArI","R2NH","ArI, R2NH",-0.27,"20 h at 80 °C"
"ELN032036-348",3,"A11",0,"LiHMDS","P(tBu)3 Pd(crotyl)Cl","tAmOH","P(tBu)3",,,,,"Buchwald-Hartwig","ArBr","arom. NH","ArBr, arom. NH",-0.41,
"ELN032036-354",1,"A11",0,"DBU","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane","Sodium trifluoroacetate",,,,"Buchwald-Hartwig","RNH2","ArBr","ArBr, RNH2",-0.71,
"ELN032036-356",1,"A11",75.16,"Cs2CO3","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane",,,,,"CN-Coupling","ArCl","R2NH","ArCl, R2NH",1.95,"68 h at 80 °C"
"ELN032036-360",1,"A11",6.26,"DBU","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane","Sodium trifluoroacetate",,,,"Buchwald-Hartwig","ArCl","arom. NH","ArCl, arom. NH",-0.24,"20 h at 80 °C"
"ELN032036-361",1,"A11",0,"DBU","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane","Sodium trifluoroacetate",,,,"Buchwald-Hartwig","ArNH2","ArI","ArI, ArNH2",-0.81,
"ELN032036-365",1,"A11",0,"DBU",,"MeCN","No Ligand",,"CDI",,,"Cyclization","RCO2H or M","RCO2H or M","RCO2H or M, RCO2H or M",-0.49,
"ELN032036-366",1,"A11",0,"DBU","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane","Sodium trifluoroacetate",,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.47,
"ELN032036-366",2,"A11",2.16,"K2CO3","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.29,"3 h at 80 °C"
"ELN032036-369",1,"A11",21.43,"NEt3",,,"No Ligand","TBAC","DIC",,,"Amide coupling","RNH2 a-branch","RCO2H or M","RCO2H or M, RNH2 a-branch",-0.34,"19 h at 25 °C"
"ELN032036-369",2,"A11",23.85,"K3PO4",,"water","No Ligand","HOPO","DIC",,,"Amide coupling","RNH2 a-branch","RCO2H or M","RCO2H or M, RNH2 a-branch",-0.22,"5.5 h at 45 °C"
"ELN032036-369",3,"A11",68.61,"K3PO4",,"water","No Ligand","HONB","DIC",,,"Amide coupling","RNH2 a-branch","RCO2H or M","RCO2H or M, RNH2 a-branch",2,"8.5 h at 25 °C"
"ELN032036-371",1,"A11",0,"K3PO4","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane",,,"water",,"Buchwald-Hartwig","RNH2","ArBr","ArBr, RNH2",-0.65,
"ELN032036-375",1,"A11",6.28,"Cs2CO3","XantPhos Pd(allyl)Cl","MeTHF","XantPhos","water",,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",-0.08,"2.5 h at 60 °C"
"ELN032036-375",2,"A11",28.76,"KHMDS","cBridP Pd(allyl)Cl","anisole","cBridP","water",,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",1.72,"3.5 h at 40 °C"
"ELN032036-376",1,"A11",0.27,"K3PO4","MorDalphos Pd G3","THF","MorDalphos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.88,"4 h at 40 °C"
"ELN032036-376",2,"A11",7.19,"K3PO4","AdBrettPhosPd G6 Br","tAmOH","Ad-BrettPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.6,"5 h at 40 °C, then 15 h at 80 °C"
"ELN032036-377",1,"A11",84.84,"KHMDS","Pd-PEPPSI-IPent Cl 3-chloropyridine","tAmOH","IPENT Cl",,,,,"Buchwald-Hartwig","ArNHR","ArCl","ArCl, ArNHR",1.17,"3 h at 60 °C, then 19 h at 80 °C"
"ELN032036-378",1,"A11",53.78,"LiHMDS","BrettPhos Pd(crotyl)OTf","PhMe","BrettPhos",,,,,"Buchwald-Hartwig","ArCl","ArNHR","ArCl, ArNHR",0.04,"3 h at 60 °C"
"ELN032036-379",1,"A11",0,"LiHMDS","AmPhos Pd(crotyl)Cl","PhMe","AmPhos",,,,,"Buchwald-Hartwig","ArCl","R2NH a-branch","ArCl, R2NH a-branch",-0.69,
"ELN032036-380",1,"A11",14.3,"KOH","N-XantPhos Pd G3","DMAc","N-XantPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",0.51,"3.5 h at 60 °C, then 17.5 h at 80 °C"
"ELN032036-380",2,"A11",6.07,"K3PO4","N-XantPhos Pd G3","anisole","N-XantPhos",,,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.22,"2.5 h at 80 °C, then 17.5 h at 100 °C"
"ELN032036-382",1,"A11",14.14,"Cs2CO3","Pd-PEPPSI-IPent Cl o-picoline","tAmOH","IPENT Cl",,,,,"Buchwald-Hartwig","RNH2 a-branch","ArCl","ArCl, RNH2 a-branch",-0.35,"3 h at 60 °C, then 6 h at 80 °C"
"ELN032036-384",1,"A11",13.29,,,"iPrOH","No Ligand","NaI",,,,"Oxidation","Alkyl-H acidic","Alkyl-H acidic","Alkyl-H acidic, Alkyl-H acidic",-0.7,"1.5 h at 45 °C"
"ELN032036-384",2,"A11",34.97,,,"THF","No Ligand","Brij 35",,,,"Oxidation","Alkyl-H acidic","Alkyl-H acidic","Alkyl-H acidic, Alkyl-H acidic",0,"24 h at 45 °C"
"ELN032036-387",2,"A11",19.47,"Ag2CO3, K3PO4","dpppPdCl2","o-Xylene","dppp","CsOPiv",,"water",,"CH-Activation","Alkyl-H","Alkyl-H","Alkyl-H, Alkyl-H",1.32,"22 h at 150 °C"
"ELN032036-388",1,"A11",14.06,"KOH",,"TFE","No Ligand","TBAC",,"water",,"Cyclization","R2NH","R2NH","R2NH, R2NH",-0.54,"19 h at 70 °C"
"ELN032036-388",2,"A11",85.29,"NEt3",,"TFE","No Ligand","ZnBr2","DIC",,,"Cyclization","R2NH","R2NH","R2NH, R2NH",2.08,"21 h at 70 °C"
"ELN032036-390",2,"A11",13.36,"Cs2CO3","CuI","DMF","NN-Dibenzyloxamide",,,,,"CN-Coupling","ArI","R2NH","ArI, R2NH",0.59,"15 h at 105 °C"
"ELN032036-392",1,"A11",48.4,"K2CO3","BippyPhos Pd(allyl)OTf","MeCN","BippyPhos","water",,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",0.83,"4 h at 45 °C, then 18 h at 80 °C"
"ELN032036-392",2,"A11",13.6,"K2CO3","BrettPhos Pd(crotyl)OTf","iPrOAc","BrettPhos","water",,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.24,"8 h at 80 °C"
"ELN032036-393",1,"A11",23.91,"K3PO4","PPh3)2PdCl2","tAmOH","PPh3",,,"water",,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",-0.73,"18.5 h at 60 °C"
"ELN032036-394",1,"A11",0,"NaHCO3","PPh3)2PdCl2","PhMe","PPh3","MeOH",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.42,
"ELN032036-394",2,"A11",0,"Cs2CO3","BippyPhos Pd(allyl)OTf","TBME","BippyPhos","water",,,,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.42,
"ELN032036-396",1,"A11",47.13,"K3PO4","CuI","DMSO","8-Quinolol",,,"water",,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",0.25,"20 h at 105 °C"
"ELN032036-398",1,"A11",0,"Potassium 2-ethylhexanoate","GPhos Pd G6 Br","Dioxane","GPhos",,,"water",,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.58,
"ELN032036-399",1,"A11",22.23,"DIPEA","XPhos Pd(crotyl)Cl","PhMe","XPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.15,"3 h at 80 °C"
"ELN032036-400",1,"A11",15.04,"Cs2CO3","(DiMeIHept Cl) Pd(cinnamyl)Cl","MeCN","DiMeIHept Cl",,,,,"CN-Coupling","ArBr","R2NH","ArBr, R2NH",0.88,"3.5 h at 80 °C, then 16.5 h at 100 °C"
"ELN032036-402",1,"A11",100,"KHMDS",,"DMF","No Ligand",,,,,"Alkylation","RCONHR","Alkyl-Br","Alkyl-Br, RCONHR",1.3,"2 h at 45 °C"
"ELN032036-405",1,"A11",8.31,"DBU","CuI","MeCN","BPMPO",,,,,"CN-Coupling","RSO2NHR","ArBr","ArBr, RSO2NHR",-0.5,"3 h at 100 °C"
"ELN032036-406",1,"A11",0.05,"Na2CO3","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane",,,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.5,"3 h at 60 °C, then 17 h at 80 °C"
"ELN032036-407",1,"A11",11.77,"DIPEA","AmPhos Pd(crotyl)Cl","tAmOH","AmPhos",,,,,"Suzuki-Miyaura","ArCl","ArB(OH)2","ArB(OH)2, ArCl",1.18,"21 h at 80 °C"
"ELN032036-409",1,"A11",14.84,"K3PO4","CuI","PhMe","MNBO",,,"water",,"CN-Coupling","ArBr","RNH2","ArBr, RNH2",1.35,"24 h at 60 °C"
"ELN032036-410",1,"A11",13.61,"TMEDA","AmPhos2PdCl2","water","AmPhos","Potassium 2-ethylhexanoate",,,,"Negishi, in-situ","ArBr","ArBr","ArBr, ArBr",0.86,"8 h at 45 °C"
"ELN032036-417",1,"A11",0,,"Cu2O","Propionitrile","No Ligand","amyl nitrite",,,,"Sandmeyer","ArNH2","ArNH2","ArNH2, ArNH2",-0.19,
"ELN032036-418",1,"A11",5.13,"Na2CO3","PPh3)2PdCl2","PhMe","PPh3","MeOH",,,,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-1.35,"3 h at 60 °C, then 15 h at 80 °C"
"ELN032036-418",2,"A11",51.83,"K3PO4","P(tBu)3 Pd G6","MeTHF","P(tBu)3",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.39,"4 h at 60 °C, then 12 h at 80 °C"
"ELN032036-418",3,"A11",94.5,"K3PO4","(DiMeIHept Cl) Pd(cinnamyl)Cl","PhMe","DiMeIHept Cl","Brij 35",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",1.97,"4 h at 60 °C, then 41 h at 80 °C"
"ELN032036-418",5,"A11",38.77,"K3PO4","PPh3)2PdCl2","TBME","PPh3",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.1,"47 h at 80 °C"
"ELN032036-418",6,"A11",68.97,"K3PO4","dtbpfPdCl2","PhMe","dtbpf",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",1.02,"21.5 h at 100 °C"
"ELN032036-419",1,"A11",3.36,"DBU",,"MeCN","No Ligand",,"EDC",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",-0.88,"17.5 h at 40 °C"
