"ELN_ID","PLATENUMBER","Coordinate","AREA_TOTAL_REDUCED","Base","Catalyst","Solvent","Ligand","Additive","Coupling Reagent","Secondary Solvent","Tertiary Solvent","Reaction Type","FG A","FG B","FG_sorted","z-Score","output_column"
"ELN032036-354",1,"C4",57.02,"NaOtBu","BippyPhos Pd(allyl)OTf","PhMe","BippyPhos",,,,,"Buchwald-Hartwig","RNH2","ArBr","ArBr, RNH2",1.81,"10 h at 80 °C"
"ELN032036-355",1,"C4",12.58,"KHMDS",,"Dioxane","No Ligand",,,,,"Cyclization","Lactam","Alkyl-Cl","Alkyl-Cl, Lactam",-0.42,"2.5 h at 45 °C, then 3 h at 80 °C"
"ELN032036-356",1,"C4",58.81,"Cs2CO3","XantPhos Pd(allyl)Cl","MeCN","XantPhos",,,,,"CN-Coupling","ArCl","R2NH","ArCl, R2NH",1.29,"4 h at 80 °C"
"ELN032036-356",2,"C4",13.03,"K3PO4",,"MeCN","No Ligand",,,"water",,"CN-Coupling","ArCl","R2NH","ArCl, R2NH",-0.54,"6 h at 80 °C"
"ELN032036-357",1,"C4",72.89,"Potassium 2-ethylhexanoate","dppfPdCl2","THF","dppf",,,,,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",0.54,"21 h at 60 °C"
"ELN032036-357",2,"C4",27.83,"Potassium 2-ethylhexanoate","tBuXPhos Pd G3","TBME","tBuXPhos",,,"water",,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.84,"24 h at 60 °C"
"ELN032036-357",3,"C4",93.62,"Potassium 2-ethylhexanoate","XPhos Pd(crotyl)Cl","TBME","XPhos",,,"water",,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",1.18,"1 h at 60 °C"
"ELN032036-360",1,"C4",6.69,"NaOtBu","BippyPhos Pd(allyl)OTf","PhMe","BippyPhos",,,,,"Buchwald-Hartwig","ArCl","arom. NH","ArCl, arom. NH",-0.2,"20 h at 80 °C"
"ELN032036-361",1,"C4",13.14,"NaOtBu","BippyPhos Pd(allyl)OTf","PhMe","BippyPhos",,,,,"Buchwald-Hartwig","ArNH2","ArI","ArI, ArNH2",0.6,"3.5 h at 80 °C"
"ELN032036-365",1,"C4",0,"DBU",,"DMF","No Ligand",,"TCFH",,,"Cyclization","RCO2H or M","RCO2H or M","RCO2H or M, RCO2H or M",-0.49,
"ELN032036-365",2,"C4",57.23,"NMI",,"DMF","No Ligand",,"pyBOP",,,"Cyclization","RCO2H or M","RCO2H or M","RCO2H or M, RCO2H or M",1.81,"23 h at 25 °C"
"ELN032036-366",1,"C4",1.2,"NaOtBu","BippyPhos Pd(allyl)OTf","PhMe","BippyPhos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.37,"3.5 h at 80 °C"
"ELN032036-366",2,"C4",5.62,"K3PO4","CyJohnPhos Pd G3","PhMe","CyJohnPhos",,,"water",,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",0.01,"24 h at 80 °C"
"ELN032036-369",1,"C4",20.83,"NEt3",,"acetone","No Ligand","LiCl","DIC",,,"Amide coupling","RNH2 a-branch","RCO2H or M","RCO2H or M, RNH2 a-branch",-0.37,"19 h at 25 °C"
"ELN032036-369",2,"C4",54.07,"NEt3",,,"No Ligand","HOSu","DIC",,,"Amide coupling","RNH2 a-branch","RCO2H or M","RCO2H or M, RNH2 a-branch",1.28,"21.5 h at 45 °C"
"ELN032036-369",3,"C4",8.86,"K2CO3",,"cyclohexane","No Ligand","HOSu","DIC","water",,"Amide coupling","RNH2 a-branch","RCO2H or M","RCO2H or M, RNH2 a-branch",-0.97,"13.5 h at 25 °C"
"ELN032036-371",1,"C4",0,"Cs2CO3","SPhos Pd(crotyl)Cl","Propionitrile","SPhos",,,,,"Buchwald-Hartwig","RNH2","ArBr","ArBr, RNH2",-0.65,
"ELN032036-372",1,"C4",94.22,,"P(tBu)3 Pd(crotyl)Cl","MeTHF","P(tBu)3","AcOH, Brij 35",,,,"Reduction","arene","arene","arene, arene",0.51,"46 h at 45 °C"
"ELN032036-379",1,"C4",0.41,"NaOtBu","BrettPhos Pd(crotyl)OTf","PhMe","BrettPhos",,,,,"Buchwald-Hartwig","ArCl","R2NH a-branch","ArCl, R2NH a-branch",-0.68,"4 h at 60 °C, then 17 h at 80 °C"
"ELN032036-380",1,"C4",0,"KHMDS","CataCXiumA Pd(allyl)Cl","PhMe","CataCXiumA",,,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.76,
"ELN032036-374",1,"C4",0,"NaOtBu","(DiMeIHept Cl) Pd(cinnamyl)Cl","Dioxane","DiMeIHept Cl",,,,,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",-0.2,
"ELN032036-375",1,"C4",1.54,"K3PO4","GPhos Pd G6 TES","PhMe","GPhos","water",,"water",,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",-0.46,"7 h at 60 °C"
"ELN032036-375",2,"C4",36.41,"Cs2CO3","Pd-PEPPSI-IPent Cl 3-chloropyridine","PhMe","IPENT Cl","water",,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",2.33,"8.5 h at 40 °C, then 11.5 h at 60 °C"
"ELN032036-376",1,"C4",41.73,"K3PO4","XantPhosPdCl2","MeCN","XantPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",0.79,"4 h at 40 °C, then 20 h at 80 °C"
"ELN032036-376",2,"C4",21.54,"KOH","tBuBrettPhos Pd(allyl)OTf","THF","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.02,"5 h at 40 °C, then 15 h at 80 °C"
"ELN032036-377",1,"C4",1.76,"KOH","triisobutylphosphatrane Pd G6","DMAc","triisobutylphosphatrane",,,"water",,"Buchwald-Hartwig","ArNHR","ArCl","ArCl, ArNHR",-0.97,"3 h at 60 °C"
"ELN032036-378",1,"C4",67.44,"Cs2CO3","GPhos Pd G6 TES","DMAc","GPhos",,,,,"Buchwald-Hartwig","ArCl","ArNHR","ArCl, ArNHR",0.42,"3 h at 60 °C, then 17 h at 80 °C"
"ELN032036-380",2,"C4",2.32,"LiOH anh","DPEPhos Pd(allyl)Cl","tAmOH","DPEPhos",,,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.56,"2.5 h at 80 °C, then 17.5 h at 100 °C"
"ELN032036-382",1,"C4",38.19,"KHMDS","tBuXPhos Pd(allyl)OTf","Dioxane","Me4tBuXPhos",,,,,"Buchwald-Hartwig","RNH2 a-branch","ArCl","ArCl, RNH2 a-branch",1.12,"3 h at 60 °C, then 6 h at 80 °C"
"ELN032036-383",1,"C4",40.71,"NaOtBu","tBuXPhos Pd(allyl)OTf","Dioxane","Me4tBuXPhos",,,,,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",0.98,"3 h at 80 °C"
"ELN032036-384",1,"C4",2.28,,,"TPGS-750M","No Ligand",,,,,"Oxidation","Alkyl-H acidic","Alkyl-H acidic","Alkyl-H acidic, Alkyl-H acidic",-1.06,"23 h at 45 °C"
"ELN032036-384",2,"C4",26.85,"Na2CO3",,"THF","No Ligand","Brij 35, Octanoic acid",,"water",,"Oxidation","Alkyl-H acidic","Alkyl-H acidic","Alkyl-H acidic, Alkyl-H acidic",-0.26,"24 h at 45 °C"
"ELN032036-384",3,"C4",44.37,"Na2CO3",,"MeCN","No Ligand","water",,"water",,"Oxidation","Alkyl-H acidic","Alkyl-H acidic","Alkyl-H acidic, Alkyl-H acidic",0.31,"17 h at 45 °C"
"ELN032036-387",2,"C4",1.9,"Ag2CO3, Cs2CO3","triisobutylphosphatrane Pd G6","o-Xylene","triisobutylphosphatrane","AdCOOH",,,,"CH-Activation","Alkyl-H","Alkyl-H","Alkyl-H, Alkyl-H",-0.33,"22 h at 150 °C"
"ELN032036-388",1,"C4",57.86,"Tetramethylammonium hydroxide 10% MeOH",,"TFE","No Ligand","KF",,,,"Cyclization","R2NH","R2NH","R2NH, R2NH",1.07,"19 h at 70 °C"
"ELN032036-388",2,"C4",48.25,"K2CO3",,"TFE","No Ligand","BSTFA",,,,"Cyclization","R2NH","R2NH","R2NH, R2NH",0.71,"27 h at 70 °C"
"ELN032036-390",2,"C4",0,"K2CO3","CuI","tAmOH","1,3-Bis(2,4,6-trimethylphenyl)imidazolinium chloride",,,,,"CN-Coupling","ArI","R2NH","ArI, R2NH",-0.58,
"ELN032036-392",1,"C4",0,"K3PO4","Jackie CPhos Pd G4","MeTHF","Jackie CPhos",,,"water",,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.66,
"ELN032036-392",2,"C4",50.85,"K2CO3","EPhosPd G6 Br","tAmOH","EPhos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",0.9,"21.5 h at 80 °C"
"ELN032036-393",1,"C4",28.99,"K3PO4","AmPhos2PdCl2","MeTHF","AmPhos","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",-0.54,"18.5 h at 60 °C"
"ELN032036-393",2,"C4",36.9,"K3PO4","XantPhosPdCl2","tAmOH","XantPhos",,,"water",,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",-0.24,"22 h at 60 °C"
"ELN032036-394",1,"C4",0,"K3PO4","dppf Pd G3","iPrOAc","dppf","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.42,
"ELN032036-394",2,"C4",0,"K2CO3","JosiphosSL-J009-1 Pd G3","iPrOH","JosiphosSL-J009-1",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.42,
"ELN032036-395",1,"C4",0,,"VPhos Pd G4","Brij 35","VPhos","Octanoic acid",,"water",,"Negishi, in-situ","ArBr","Alkyl-I","Alkyl-I, ArBr",-0.48,
"ELN032036-396",1,"C4",36.22,"K3PO4","CuI","DMSO","NN-Dibenzyloxamide",,,"water",,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",-0.29,"3 h at 105 °C"
"ELN032036-396",2,"C4",51.7,"DBU","Cu2O","DMSO","trans-Hyp",,,,,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",0.48,"3 h at 105 °C"
"ELN032036-398",1,"C4",2.61,"Potassium 2-ethylhexanoate","RockPhos Pd G3","iPrOAc","RockPhos",,,"water",,"Borylation, Miyaura","ArBr","ArBr","ArBr, ArBr",-0.03,"22 h at 60 °C"
"ELN032036-399",1,"C4",17.35,"CsF","dtbpfPdCl2","DMI","dtbpf",,,,,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-0.16,"3 h at 80 °C, then 33 h at 110 °C"
"ELN032036-400",1,"C4",0,"K3PO4","CuI","MeCN","N,N-Dimethylethylenediamine",,,"water",,"CN-Coupling","ArBr","R2NH","ArBr, R2NH",-0.49,
"ELN032036-400",2,"C4",7.26,"Cs2CO3","GPhos Pd G6 Br","MeCN","GPhos","TBAB",,,,"CN-Coupling","ArBr","R2NH","ArBr, R2NH",0.17,"2 h at 45 °C"
"ELN032036-402",1,"C4",14.63,"NaOtBu",,"tAmOH","No Ligand",,,,,"Alkylation","RCONHR","Alkyl-Br","Alkyl-Br, RCONHR",-0.65,"19.5 h at 45 °C"
"ELN032036-403",1,"C4",52.4,"DIPEA",,"NMP","No Ligand",,,,,"Alkylation","RNH2","Alkyl-Br","Alkyl-Br, RNH2",-0.6,"20 h at 30 °C"
"ELN032036-405",1,"C4",12.51,"K3PO4","CuI","Dioxane","trans-Hyp",,,"water",,"CN-Coupling","RSO2NHR","ArBr","ArBr, RSO2NHR",-0.14,"21.5 h at 100 °C"
"ELN032036-406",1,"C4",0,"Na2CO3","MorDalphos Pd G3","tAmOH","MorDalphos",,,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.51,
"ELN032036-407",1,"C4",0,"NaHCO3","dtbpfPdCl2","tAmOH","dtbpf","Potassium 2-ethylhexanoate",,"water",,"Suzuki-Miyaura","ArCl","ArB(OH)2","ArB(OH)2, ArCl",-0.48,
"ELN032036-407",2,"C4",38.83,"K2CO3","P(tBu)2Ph)2PdCl2","Dioxane","P(tBu)2Ph",,,,,"Suzuki-Miyaura","ArCl","ArB(OH)2","ArB(OH)2, ArCl",5.01,"1 h at 40 °C, then 2 h at 60 °C"
"ELN032036-409",1,"C4",0,"Cs2CO3","dppf Pd G3","tAmOH","dppf",,,,,"CN-Coupling","ArBr","RNH2","ArBr, RNH2",-0.5,
"ELN032036-410",1,"C4",11.1,,"XPhos Pd G4","THF","XPhos","ZnBr2",,,,"Negishi, in-situ","ArBr","ArBr","ArBr, ArBr",-0.45,"8 h at 45 °C"
"ELN032036-414",1,"C4",3.15,"Cs2CO3","CuI","DMSO","L-Proline",,,,,"CN-Coupling","RNH2","ArBr","ArBr, RNH2",-0.56,"19.5 h at 105 °C"
"ELN032036-415",1,"C4",0,"KOtBu","CuI","PhMe","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ArBr","arom. NH","ArBr, arom. NH",-0.42,
"ELN032036-415",2,"C4",33.22,"K3PO4","Copper(I) thiophene-2-carboxylate","MeCN","trans-NN-Dimethylcyclohexane-12-diamine",,,"water",,"CN-Coupling","ArBr","arom. NH","ArBr, arom. NH",1.86,"8 h at 80 °C"
"ELN032036-417",1,"C4",0,,"Cu(OTf)2","PhMe","No Ligand","amyl nitrite",,,,"Sandmeyer","ArNH2","ArNH2","ArNH2, ArNH2",-0.19,
"ELN032036-418",1,"C4",7.17,"K3PO4","dppf Pd G3","iPrOAc","dppf","Potassium 2-ethylhexanoate",,,,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-1.27,"3 h at 60 °C, then 15 h at 80 °C"
"ELN032036-418",2,"C4",93.39,"NaHCO3","(DiMeIHept Cl) Pd(cinnamyl)Cl","anisole","DiMeIHept Cl",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",1.93,"4 h at 60 °C, then 12 h at 80 °C"
"ELN032036-418",3,"C4",35.76,"K3PO4","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.21,"4 h at 60 °C, then 41 h at 80 °C"
"ELN032036-418",4,"C4",39.79,"K3PO4","(DiMeIHept Cl) Pd(cinnamyl)Cl","PhMe","DiMeIHept Cl",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-0.06,"19 h at 80 °C"
"ELN032036-418",5,"C4",47.69,"K3PO4","dppbPdCl2","cyclohexane","dppb","TBAB",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.23,"47 h at 80 °C"
"ELN032036-418",6,"C4",59.59,"K3PO4","dtbpfPdCl2","anisole","dtbpf","LiCl",,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.67,"21.5 h at 100 °C"
"ELN032036-419",1,"C4",0,"DBU",,"THF","No Ligand",,"TCFH",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",-1,
"ELN032036-420",1,"C4",18.48,"lutidine",,"DMF","No Ligand",,,,,"SNAr","RNH2","ArF","ArF, RNH2",-1.11,"5.5 h at 0 °C, then 12.5 h at 40 °C"
"ELN032036-421",1,"C4",0,"lutidine","JosiphosSL-J009-1 Pd G3","PhMe","JosiphosSL-J009-1",,,,,"Suzuki-Miyaura","ArB(OH)2","ArBr","ArB(OH)2, ArBr",-0.52,
"ELN032036-424",1,"C4",21.15,"DBU","tBuXPhos Pd(allyl)OTf","anisole","Me4tBuXPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.31,"3 h at 60 °C, then 18 h at 80 °C"
"ELN032036-424",2,"C4",6.68,"K2CO3","BrettPhos Pd(crotyl)OTf","THF","BrettPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.7,"3 h at 60 °C, then 19.5 h at 80 °C"
"ELN032036-424",3,"C4",0.09,"Cs2CO3","[Pd(allyl)(cataCXiumPOMeCy)]OTf","anisole","cataCXium-POMeCy",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.87,"3 h at 60 °C, then 19 h at 80 °C"
"ELN032036-424",4,"C4",39.37,"K2CO3","[Pd(allyl)(RockPhos)]OTf","THF","RockPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",0.17,"3 h at 60 °C, then 18 h at 80 °C"
"ELN032036-424",5,"C4",0,"K2CO3","[Pd(allyl)(RockPhos)]OTf","THF","RockPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.87,
"ELN032036-424",6,"C4",95.81,"K2CO3","[Pd(allyl)(RockPhos)]OTf","THF","RockPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",1.66,"3 h at 60 °C, then 16.5 h at 80 °C"
"ELN032036-424",8,"C4",0,"K2CO3","AlphosPd)2cod","DMI","AlPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.87,
"ELN032036-424",9,"C4",96.11,"K2CO3","[Pd(allyl)(RockPhos)]OTf","THF","RockPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",1.67,"3 h at 60 °C, then 19 h at 80 °C"
"ELN032036-424",10,"C4",1.34,"K3PO4","tBuXPhos Pd(allyl)OTf","Dioxane","Me4tBuXPhos",,,"water",,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.84,"3 h at 60 °C, then 3 h at 80 °C"
"ELN032036-424",11,"C4",98.11,"K2CO3","[Pd(allyl)(RockPhos)]OTf","THF","RockPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",1.73,"3.5 h at 60 °C, then 19.5 h at 80 °C"
"ELN032036-424",12,"C4",98.44,"K2CO3","tBuBrettPhos Pd(allyl)OTf","THF","tBuBrettPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",1.73,"3 h at 60 °C"
"ELN032036-424",16,"C4",1.13,"K2CO3","P(tBu)3 Pd(crotyl)Cl","THF","P(tBu)3",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.84,"3 h at 60 °C, then 16 h at 80 °C"
"ELN032036-425",1,"C4",5.46,"DBU","tBuXPhos Pd(allyl)OTf","anisole","Me4tBuXPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.81,"3 h at 60 °C, then 19 h at 80 °C"
"ELN032036-425",2,"C4",30.63,"NEt3","AdBrettPhosPd G6 Br","PrOH","Ad-BrettPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.16,"3 h at 60 °C, then 20 h at 80 °C"
"ELN032036-425",3,"C4",36.92,"NEt3","AlPhosPd G6 Br","MeCN","AlPhos","Cu(MeCN)4BF4",,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",0,"3 h at 60 °C, then 69.5 h at 80 °C"
"ELN032036-425",4,"C4",0,"NEt3","[Pd(allyl)(Me4-tBu-XPhos)]OTf","DMSO","Me4tBuXPhos",,,"EtOH",,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.95,
"ELN032036-425",5,"C4",0,"NEt3","[Pd(allyl)(Me4-tBu-XPhos)]OTf","DMSO","Me4tBuXPhos",,,"EtOH",,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.95,
"ELN032036-425",6,"C4",71.62,"NEt3","[Pd(allyl)(Me4-tBu-XPhos)]OTf","DMSO","Me4tBuXPhos",,,"EtOH",,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",0.89,"3 h at 60 °C, then 16.5 h at 80 °C"
"ELN032036-425",7,"C4",0,"NEt3","AdBrettPhosPd G6 Br","DMSO","Ad-BrettPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.95,
"ELN032036-425",8,"C4",55.87,"NEt3","[Pd(allyl)(Me4-tBu-XPhos)]OTf","DMSO","Me4tBuXPhos",,,"EtOH",,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",0.49,"3 h at 60 °C, then 19 h at 80 °C"
"ELN032036-425",9,"C4",22.94,,"[Pd(allyl)(Me4-tBu-XPhos)]OTf","DMSO","Me4tBuXPhos",,,"EtOH",,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.36,"3.5 h at 60 °C, then 19.5 h at 80 °C"
"ELN032036-425",10,"C4",88.34,"NEt3","AlphosPd)2cod","EtOH","AlPhos",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",1.33,"3 h at 60 °C, then 18 h at 80 °C"
"ELN032036-425",11,"C4",1.29,"DIPEA",,"EtOAc","No Ligand",,,"EtOH",,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.92,"6 h at 60 °C"
"ELN032036-425",13,"C4",0.66,"DBU","dppf Pd G3","DMSO","dppf",,,,,"Arylation, acidic C-H","Alkyl-H acidic","ArBr","Alkyl-H acidic, ArBr",-0.94,"3 h at 60 °C"
"ELN032036-426",1,"C4",61.06,"K2CO3","DPEPhosPdCl2","DMI","DPEPhos","Potassium 2-ethylhexanoate",,,,"CH-Activation","ArBr","Ar-H","Ar-H, ArBr",1.04,"15 h at 90 °C"
"ELN032036-427",1,"C4",24.2,"K2CO3","DPEPhosPdCl2","DMI","DPEPhos","Potassium 2-ethylhexanoate",,,,"CH-Activation","Ar-H","ArBr","Ar-H, ArBr",1.4,"56 h at 90 °C"
"ELN032036-428",1,"C4",46.61,,,"MeTHF","No Ligand",,,,,"Deprotection","Protecting Group","Protecting Group","Protecting Group, Protecting Group",-0.36,"1 h at 35 °C, then 2 h at 45 °C, then 14 h at 60 °C"
"ELN032036-428",2,"C4",85.67,,,"PhMe","No Ligand","TFE",,,,"Deprotection","Protecting Group","Protecting Group","Protecting Group, Protecting Group",0.86,"19 h at 45 °C"
"ELN032036-428",3,"C4",78.28,,,"acetone","No Ligand","HFIP",,,,"Deprotection","Protecting Group","Protecting Group","Protecting Group, Protecting Group",0.63,"24 h at 45 °C"
"ELN032036-428",4,"C4",69.25,,,"PhMe","No Ligand","TFE",,,,"Deprotection","Protecting Group","Protecting Group","Protecting Group, Protecting Group",0.34,"22 h at 45 °C"
"ELN032036-430",1,"C4",0,"Cs2CO3","dppf Pd G3","Dioxane","dppf",,,"water",,"Buchwald-Hartwig","ArBr","Urea","ArBr, Urea",-0.27,
"ELN032036-430",2,"C4",0,"LiHMDS","tBuBrettPhos Pd(allyl)OTf","PhMe","tBuBrettPhos",,,,,"Buchwald-Hartwig","ArBr","Urea","ArBr, Urea",-0.27,
"ELN032036-431",1,"C4",27.29,,"CuI, dppf Pd G3","Propionitrile","dppf","Zn",,,,"Cyanation","ArBr","ArBr","ArBr, ArBr",0.43,"2 h at 60 °C"
"ELN032036-431",2,"C4",2.59,,"tBuBrettPhos Pd(allyl)OTf","THF","tBuBrettPhos","CuI",,,,"Cyanation","ArBr","ArBr","ArBr, ArBr",-0.53,"1 h at 50 °C, then 1.5 h at 70 °C"
"ELN032036-431",4,"C4",29.19,,"tBuBrettPhos Pd(allyl)OTf","THF","tBuBrettPhos","Zn",,,,"Cyanation","ArBr","ArBr","ArBr, ArBr",0.5,"1 h at 50 °C, then 20 h at 70 °C"
"ELN032036-431",7,"C4",56.99,,"XantPhos Pd(allyl)Cl","Dioxane","XantPhos",,,,,"Cyanation","ArBr","ArBr","ArBr, ArBr",1.58,"20 h at 70 °C"
"ELN032036-432",1,"C4",29.81,"K3PO4","Pd-PEPPSI-IPent Cl 3-chloropyridine","nBuOAc","IPENT Cl",,,"water",,"Buchwald-Hartwig","ArBr","RNH2","ArBr, RNH2",0.29,"2.5 h at 45 °C, then 19 h at 80 °C"
"ELN032036-432",2,"C4",54.2,"Cs2CO3","DPEPhos Pd(allyl)Cl","tAmOH","DPEPhos",,,"water",,"Buchwald-Hartwig","ArBr","RNH2","ArBr, RNH2",1.48,"22.5 h at 60 °C"
"ELN032036-433",1,"C4",0,"NaOtBu","triisobutylphosphatrane Pd G6","PhMe","triisobutylphosphatrane",,,,,"Buchwald-Hartwig","ArCl","R2NH a-branch","ArCl, R2NH a-branch",-0.27,
"ELN032036-434",1,"C4",0.54,,"(R)-BINAP Pd(allyl)Cl","PhMe","BINAP",,,,,"Negishi","ArCl","ArCl","ArCl, ArCl",-0.49,"3 h at 60 °C, then 18.5 h at 90 °C"
"ELN032036-434",2,"C4",1.43,,"Jackie CPhos Pd G4","PhMe","Jackie CPhos","Potassium 2-ethylhexanoate",,,,"Negishi","ArCl","ArCl","ArCl, ArCl",-0.4,"21 h at 80 °C"
"ELN032036-435",1,"C4",0.77,"LiOtBu","SPhos Pd(crotyl)Cl","PhMe","SPhos",,,,,"CO-Coupling","ArBr","ArBr","ArBr, ArBr",-0.59,"46 h at 80 °C"
"ELN032036-436",1,"C4",23.2,"Cs2CO3","Pd-PEPPSI-IPent Cl o-picoline","Propionitrile","IPENT Cl","CsF",,,,"Buchwald-Hartwig","R2NH","ArCl","ArCl, R2NH",0.64,"5 h at 80 °C"
"ELN032036-439",1,"C4",0,,"(NHP-DalPhos)NiCl(o-tol)","DMAc","No Ligand","LiCl",,,,"Negishi, in-situ","ArCl","Alkyl-Br","Alkyl-Br, ArCl",-0.44,
"ELN032036-441",1,"C4",11.94,"DIPEA","dtbpfPdCl2","PhMe","dtbpf",,,,,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",0.04,"3 h at 60 °C, then 18.5 h at 80 °C"
"ELN032036-441",2,"C4",23.28,"DIPEA","dppdtbpf)PdCl2","tAmOH","dppdtbpf",,,,,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",3.71,"3 h at 30 °C, then 17.5 h at 50 °C"
"ELN032036-442",1,"C4",0,"LiOtBu","tBuXPhos Pd(allyl)OTf","PhMe","Me4tBuXPhos",,,,,"CO-Coupling","ArI","Alkyl-OH a-branch","Alkyl-OH a-branch, ArI",-0.48,
"ELN032036-442",2,"C4",59.89,"KHMDS","CuI","PhMe","BPPO",,,,,"CO-Coupling","ArI","Alkyl-OH a-branch","Alkyl-OH a-branch, ArI",3.48,"24 h at 80 °C"
"ELN032036-444",1,"C4",0,"NaOtBu","BippyPhos Pd(allyl)OTf","PhMe","BippyPhos",,,,,"Buchwald-Hartwig","RNH2","ArCl","ArCl, RNH2",-0.31,
"ELN032036-445",1,"C4",11.47,"K3PO4","BrettPhos Pd(crotyl)OTf","MeCN","BrettPhos",,,"water",,"Buchwald-Hartwig","ArCl","R2NH","ArCl, R2NH",0.63,"4 h at 60 °C"
