index,reaction_smiles,detected_reaction_types,product_motifs,rxn_match_count,reactant_1_motifs,reactant_2_motifs,reactant_3_motifs,reactant_4_motifs
122,Brc1ccccc1OC.Nc1ccccc1>>COc1ccccc1Nc1ccccc1,buchwald_hartwig,Any-H|Ar-NHR|Ar-OR|R-H,1,Ar-Br|Ar-OR|R-H,Any-H|Ar-NH2,,
123,Brc1ccccc1C(=O)C.Nc1ccccc1>>CC(=O)c1ccccc1Nc1ccccc1,"buchwald_hartwig,reductive_amination",Any-CO-R|Any-H|Ar-NHR|R-H,2,Any-CO-R|Ar-Br|R-H,Any-H|Ar-NH2,,
124,Clc1ccc2nc(Cl)ccc2c1.Nc1ccccc1>>c1ccc(Nc2ccc3cc(Nc4ccccc4)ccc3n2)cc1,buchwald_hartwig,Any-H|Ar-NHR,1,Ar-Cl,Any-H|Ar-NH2,,
125,Brc1ccc2c(c1)OCO2.Nc1ccccc1>>c1ccc(Nc2ccc3c(c2)OCO3)cc1,buchwald_hartwig,Any-H|Ar-NHR|Ar-OR|R-H,1,Ar-Br|Ar-OR|R-H,Any-H|Ar-NH2,,
126,Clc1nc2ccccc2s1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2s1,buchwald_hartwig,Any-H|Ar-NHR,1,Ar-Cl,Any-H|Ar-NH2,,
127,Brc1nc2ccccc2o1.Nc1ccccc1>>c1ccccc1Nc1nc2ccccc2o1,buchwald_hartwig,Any-H|Ar-NHR,1,Ar-Br,Any-H|Ar-NH2,,
128,Clc1cnc2ccccc2n1.Nc1ccccc1>>c1ccccc1Nc1cnc2ccccc2n1,buchwald_hartwig,Any-H|Ar-NHR,1,Ar-Cl,Any-H|Ar-NH2,,
129,Brc1ccccc1.c1cc[nH]c1>>c1ccccc1n1cccc1,,Ar-H,0,Ar-Br,AromN-H,,
130,Brc1ccc(C)cc1.c1cc[nH]c1>>Cc1ccc(n2cccc2)cc1,,R-H,0,Ar-Br|R-H,AromN-H,,
131,Clc1ccc(C#N)cc1.c1cc[nH]c1>>N#Cc1ccc(n2cccc2)cc1,,Ar-CN,0,Ar-CN|Ar-Cl,AromN-H,,
132,Brc1ccccc1.c1ccc2[nH]ccc2c1>>c1ccc2c(c1)ccn2c1ccccc1,,Ar-H,0,Ar-Br,AromN-H,,
133,Brc1ccc(OC)cc1.c1ccc2[nH]ccc2c1>>COc1ccc(n2ccc3ccccc32)cc1,,Ar-OR|R-H,0,Ar-Br|Ar-OR|R-H,AromN-H,,
134,Clc1ccncc1.c1ccc2[nH]ccc2c1>>c1ccncc1n1ccc2ccccc21,,Ar-H,0,Ar-Cl,AromN-H,,
135,Brc1ccc(C(F)(F)F)cc1.c1ccc2[nH]ccc2c1>>FC(F)(F)c1ccc(n2ccc3ccccc32)cc1,,R-F,0,Ar-Br|R-F,AromN-H,,
136,Ic1ccncc1.c1ccc2[nH]ccc2c1>>c1ccncc1n1ccc2ccccc21,,Ar-H,0,Ar-I,AromN-H,,
137,Brc1ccccc1.c1c[nH]nc1>>c1ccccc1n1ccnc1,,Ar-H,0,Ar-Br,AromN-H,,
138,Brc1ccc(Cl)cc1.c1c[nH]nc1>>Clc1ccc(n2ccnc2)cc1,halogenation_aromatic,Ar-Cl,1,Ar-Br|Ar-Cl,AromN-H,,
139,Brc1ccncc1.c1c[nH]nc1>>c1ccncc1n1ccnc1,,Ar-H,0,Ar-Br,AromN-H,,
140,Brc1ccc([N+](=O)[O-])cc1.c1c[nH]nc1>>[O-][N+](=O)c1ccc(n2ccnc2)cc1,,Ar-NO2,0,Ar-Br|Ar-NO2,AromN-H,,
141,Brc1ccccc1.c1c[nH]nc1C>>Cc1nn(c2ccccc2)cc1,,R-H,0,Ar-Br,AromN-H|R-H,,
142,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,,Ar-OR|R-H,0,Ar-Cl|Ar-OR|R-H,AromN-H|R-H,,
143,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,,Ar-H,0,Ar-Br,AromN-H,,
144,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,halogenation_aromatic,Ar-F,1,Ar-Br|Ar-F,AromN-H,,
145,Clc1ccncc1.c1cnc[nH]1>>c1ccncc1n1cncc1,,Ar-H,0,Ar-Cl,AromN-H,,
146,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,,Ar-H,0,Ar-Br,AromN-H,,
147,Brc1ccc(C)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>Cc1ccc(n2c3ccccc3c3ccccc32)cc1,,R-H,0,Ar-Br|R-H,AromN-H,,
148,Ic1ccc(OC)cc1.c1ccc2c(c1)c1ccccc1[nH]2>>COc1ccc(n2c3ccccc3c3ccccc32)cc1,,Ar-OR|R-H,0,Ar-I|Ar-OR|R-H,AromN-H,,
149,Brc1ccccc1.c1nc[nH]n1>>c1ccccc1n1ncnc1,,Ar-H,0,Ar-Br,AromN-H,,
150,Brc1ccc(C#N)cc1.c1nc[nH]n1>>N#Cc1ccc(n2ncnc2)cc1,,Ar-CN,0,Ar-Br|Ar-CN,AromN-H,,
151,Brc1ccccc1.c1ncncc1N>>Nc1cnccn1c1ccccc1,,,0,Ar-Br,Any-H|Ar-NH2,,
152,Clc1ccncc1.c1ncncc1N>>Nc1cnccn1c1ccncc1,,,0,Ar-Cl,Any-H|Ar-NH2,,
153,Brc1ccc(OC)cc1.c1cn[nH]c1>>COc1ccc(n2nccn2)cc1,,Ar-OR|R-H,0,Ar-Br|Ar-OR|R-H,AromN-H,,
154,Brc1ccccc1C.c1ccc2[nH]ccc2c1>>Cc1ccccc1n1ccc2ccccc21,,R-H,0,Ar-Br|R-H,AromN-H,,
155,Brc1c(C)cccc1C.c1ccc2[nH]ccc2c1>>Cc1cccc(C)c1n1ccc2ccccc21,,R-H,0,Ar-Br|R-H,AromN-H,,
156,Brc1ccccc1OC.c1cc[nH]c1>>COc1ccccc1n1cccc1,,Ar-OR|R-H,0,Ar-Br|Ar-OR|R-H,AromN-H,,
157,Ic1ccc2ccccc2c1.c1ccc2[nH]ccc2c1>>c1ccc(n2ccc3ccccc32)c2ccccc12,,Ar-H,0,Ar-I,AromN-H,,
158,Brc1ccc(Br)cc1.c1ccc2[nH]ccc2c1>>c1ccc(n2ccc3ccccc32)cc1n1ccc2ccccc21,,Ar-H,0,Ar-Br,AromN-H,,
159,Brc1cccc(Br)c1.c1cc[nH]c1>>c1cccc(n2cccc2)c1n1cccc1,,Ar-H,0,Ar-Br,AromN-H,,
160,Brc1cnc2ccccc2n1.c1ccc2[nH]ccc2c1>>c1ccc2c(c1)ccn2c1cnc2ccccc2n1,,Ar-H,0,Ar-Br,AromN-H,,
161,Clc1cccc2c1cc[nH]2.c1ccccc1Br>>c1ccccc1n1ccc2c(Cl)cccc21,halogenation_aromatic,Ar-Cl,1,Ar-Cl|AromN-H,Ar-Br,,
162,Brc1ccccc1.NC(=O)C>>CC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
163,Brc1ccc(C)cc1.NC(=O)C>>CC(=O)Nc1ccc(C)cc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br|R-H,Any-CONH2|Any-H|Any-NH2|R-H,,
164,Clc1ccc(OC)cc1.NC(=O)C>>CC(=O)Nc1ccc(OC)cc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|Ar-OR|R-H,1,Ar-Cl|Ar-OR|R-H,Any-CONH2|Any-H|Any-NH2|R-H,,
165,Brc1ccncc1.NC(=O)C>>CC(=O)Nc1ccncc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
166,Ic1ccc(C(F)(F)F)cc1.NC(=O)C>>CC(=O)Nc1ccc(C(F)(F)F)cc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-F|R-H,1,Ar-I|R-F,Any-CONH2|Any-H|Any-NH2|R-H,,
167,Brc1ccccc1.NC(=O)CC>>CCC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
168,Brc1ccc(Cl)cc1.NC(=O)CC>>CCC(=O)Nc1ccc(Cl)cc1,"buchwald_hartwig,halogenation_aromatic",Any-CONHR|Any-H|Ar-Cl|Ar-NHR|R-H,2,Ar-Br|Ar-Cl,Any-CONH2|Any-H|Any-NH2|R-H,,
169,Brc1ccccc1.NC(=O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR,1,Ar-Br,Any-H|Any-NH2|Ar-CONH2,,
170,Brc1ccc(OC)cc1.NC(=O)c1ccccc1>>COc1ccc(NC(=O)c2ccccc2)cc1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR|Ar-OR|R-H,1,Ar-Br|Ar-OR|R-H,Any-H|Any-NH2|Ar-CONH2,,
171,Clc1ccncc1.NC(=O)c1ccccc1>>O=C(Nc1ccncc1)c1ccccc1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR,1,Ar-Cl,Any-H|Any-NH2|Ar-CONH2,,
172,Brc1ccc(C#N)cc1.NC(=O)c1ccccc1>>N#Cc1ccc(NC(=O)c2ccccc2)cc1,"snar_cn,buchwald_hartwig",Any-H|Ar-CN|Ar-CONHR|Ar-NHR,2,Ar-Br|Ar-CN,Any-H|Any-NH2|Ar-CONH2,,
173,Brc1ccccc1.NC(=O)c1ccc(OC)cc1>>COc1ccc(C(=O)Nc2ccccc2)cc1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR|Ar-OR|R-H,1,Ar-Br,Any-H|Any-NH2|Ar-CONH2|Ar-OR|R-H,,
174,Brc1ccc(F)cc1.NC(=O)c1ccc(F)cc1>>Fc1ccc(C(=O)Nc2ccc(F)cc2)cc1,"buchwald_hartwig,halogenation_aromatic",Any-H|Ar-CONHR|Ar-F|Ar-NHR,2,Ar-Br|Ar-F,Any-H|Any-NH2|Ar-CONH2|Ar-F,,
175,Brc1ccccc1.NC(=O)CC(C)C>>CC(C)CC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
176,Brc1ccccc1.NC(=O)C(C)(C)C>>CC(C)(C)C(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
177,Clc1ccc(C(F)(F)F)cc1.NC(=O)CC(C)C>>CC(C)CC(=O)Nc1ccc(C(F)(F)F)cc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-F|R-H,1,Ar-Cl|R-F,Any-CONH2|Any-H|Any-NH2|R-H,,
178,Brc1ccccc1.NC(=O)CCc1ccccc1>>O=C(CCc1ccccc1)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
179,Brc1ccc(OC)cc1.NC(=O)CCc1ccccc1>>COc1ccc(NC(=O)CCc2ccccc2)cc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|Ar-OR|R-H,1,Ar-Br|Ar-OR|R-H,Any-CONH2|Any-H|Any-NH2|R-H,,
180,Brc1ccccc1.C1CCNC1=O>>O=C1CCCN1c1ccccc1,,Any-CONR2|Ar-Lactam|R-H,0,Ar-Br,Any-CONHR|Any-Lactam|R-H,,
181,Brc1ccc(C)cc1.C1CCNC1=O>>Cc1ccc(N2CCCC2=O)cc1,,Any-CONR2|Ar-Lactam|R-H,0,Ar-Br|R-H,Any-CONHR|Any-Lactam|R-H,,
182,Clc1ccncc1.C1CCNC1=O>>O=C1CCCN1c1ccncc1,,Any-CONR2|Ar-Lactam|R-H,0,Ar-Cl,Any-CONHR|Any-Lactam|R-H,,
183,Brc1ccccc1.C1CCCCNC1=O>>O=C1CCCCN1c1ccccc1,,Any-CONR2|Ar-Lactam|R-H,0,Ar-Br,Any-CONHR|Any-Lactam|R-H,,
184,Brc1ccc(OC)cc1.C1CCCCNC1=O>>COc1ccc(N2CCCCC2=O)cc1,,Any-CONR2|Ar-Lactam|Ar-OR|R-H,0,Ar-Br|Ar-OR|R-H,Any-CONHR|Any-Lactam|R-H,,
185,Ic1ccc(C(F)(F)F)cc1.C1CCCCNC1=O>>FC(F)(F)c1ccc(N2CCCCC2=O)cc1,,Any-CONR2|Ar-Lactam|R-F|R-H,0,Ar-I|R-F,Any-CONHR|Any-Lactam|R-H,,
186,Brc1ccccc1.NC(C)=O>>CC(=O)Nc1ccccc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
187,Brc1ccccc1.NC(=O)c1ccncc1>>O=C(Nc1ccccc1)c1ccncc1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR,1,Ar-Br,Any-H|Any-NH2|Ar-CONH2,,
188,Clc1ccc(C#N)cc1.NC(=O)c1ccncc1>>N#Cc1ccc(NC(=O)c2ccncc2)cc1,"snar_cn,buchwald_hartwig",Any-H|Ar-CN|Ar-CONHR|Ar-NHR,2,Ar-CN|Ar-Cl,Any-H|Any-NH2|Ar-CONH2,,
189,Brc1ccccc1.NC(=O)c1cccs1>>O=C(Nc1ccccc1)c1cccs1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR,1,Ar-Br,Any-H|Any-NH2|Ar-CONH2,,
190,Brc1ccc(OC)cc1.NC(=O)c1cccs1>>COc1ccc(NC(=O)c2cccs2)cc1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR|Ar-OR|R-H,1,Ar-Br|Ar-OR|R-H,Any-H|Any-NH2|Ar-CONH2,,
191,Brc1ccccc1.NC(=O)c1ccco1>>O=C(Nc1ccccc1)c1ccco1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR,1,Ar-Br,Any-H|Any-NH2|Ar-CONH2,,
192,Brc1ccccc1C.NC(=O)C>>CC(=O)Nc1ccccc1C,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br|R-H,Any-CONH2|Any-H|Any-NH2|R-H,,
193,Brc1c(C)cccc1C.NC(=O)c1ccccc1>>Cc1cccc(C)c1NC(=O)c1ccccc1,buchwald_hartwig,Any-H|Ar-CONHR|Ar-NHR|R-H,1,Ar-Br|R-H,Any-H|Any-NH2|Ar-CONH2,,
194,Ic1ccc2ccccc2c1.NC(=O)C>>CC(=O)Nc1ccc2ccccc2c1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-I,Any-CONH2|Any-H|Any-NH2|R-H,,
195,Brc1ccc(Br)cc1.NC(=O)C>>CC(=O)Nc1ccc(NC(C)=O)cc1,buchwald_hartwig,Any-CONHR|Any-H|Ar-NHR|R-H,1,Ar-Br,Any-CONH2|Any-H|Any-NH2|R-H,,
196,c1ccccc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccccc1,chan_lam_cn,Any-H|Ar-NHR,1,Any-H|Any-OH|Ar-B(OH)2,Any-H|Ar-NH2,,
197,c1ccc(OC)cc1B(O)O.Nc1ccccc1.[O]>>COc1ccc(Nc2ccccc2)cc1,chan_lam_cn,Any-H|Ar-NHR|Ar-OR|R-H,1,Any-H|Any-OH|Ar-B(OH)2|Ar-OR|R-H,Any-H|Ar-NH2,,
198,c1ccncc1B(O)O.Nc1ccccc1.[O]>>c1ccccc1Nc1ccncc1,chan_lam_cn,Any-H|Ar-NHR,1,Any-H|Any-OH|Ar-B(OH)2,Any-H|Ar-NH2,,
199,Brc1ccccc1.Oc1ccccc1>>c1ccccc1Oc1ccccc1,,Ar-OR,0,Ar-Br,Any-OR,,
200,Ic1ccncc1.OCC>>CCOc1ccncc1,,Ar-OR|R-H,0,Ar-I,Any-OR|R-H,,
201,Brc1ccc(C(F)(F)F)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,,Ar-OR|R-F,0,Ar-Br|R-F,Any-OR,,
202,Clc1ccc(C#N)cc1.OC>>COc1ccc(C#N)cc1,,Ar-CN|Ar-OR|R-H,0,Ar-CN|Ar-Cl,Any-OR|R-H,,
203,Brc1cccs1.Oc1ccccc1>>c1cc(Oc2ccccc2)sc1,,Ar-OR,0,Ar-Br,Any-OR,,
204,CC(=O)O.CCO>>CC(=O)OCC,,Any-Ester|R-H,0,Any-CO2H|Any-OR|R-H,Any-OR|R-H,,
205,c1ccc(C(=O)O)cc1.OCC>>c1ccc(C(=O)OCC)cc1,,Ar-Ester|R-H,0,Any-OR|Ar-CO2H,Any-OR|R-H,,
206,CC(=O)Cl.CCO>>CC(=O)OCC,,Any-Ester|R-H,0,Any-CO-R|Any-COCl|R-H,Any-OR|R-H,,
207,CC(=O)O.Nc1ccccc1>>CC(=O)Nc1ccccc1,amide_coupling,Any-CONHR|Any-H|Ar-NHR|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Ar-NH2,,
208,c1ccc(C(=O)O)cc1.NCC>>c1ccc(C(=O)NCC)cc1,amide_coupling,Any-H|Any-NHR|Ar-CONHR|R-H,1,Any-OR|Ar-CO2H,Any-H|Any-NH2|R-H,,
209,C=Cc1ccccc1.[H][H]>>CCc1ccccc1,ring_closing_metathesis,R-H,1,Alkenyl-H|Ar-CHCH2,Any-H,,
210,c1ccc(C=O)cc1.[H][H]>>c1ccc(CO)cc1,,Bn-OH|R-H,0,Any-CO-R,Any-H,,
211,C#Cc1ccccc1.[H][H]>>CCc1ccccc1,,R-H,0,Any-H|Ar-Alkyne|Ar-CCH,Any-H,,
212,c1ccc([N+](=O)[O-])cc1.[H][H]>>c1ccc(N)cc1,reduction_nitro,Any-H|Ar-NH2,1,Ar-NO2,Any-H,,
213,C=CC=C.[H][H]>>CCCC,ring_closing_metathesis,R-H,1,Alkenyl-Alkenyl|Alkenyl-H,Any-H,,
214,c1ccc(C#N)cc1.[H][H]>>c1ccc(CN)cc1,,Any-H|Bn-NH2|R-H,0,Ar-CN,Any-H,,
215,O=C1CCCCC1.[H][H]>>OC1CCCCC1,,Any-OR|R-H,0,Any-CO-R|R-H,Any-H,,
216,C1=CC=C(C=C1)C=CC(=O)O.[H][H]>>c1ccc(CCC(=O)O)cc1,ring_closing_metathesis,Any-CO2H|Any-OR|R-H,1,Alkenyl-CO2H|Alkenyl-H|Any-OR|Ar-Alkenyl,Any-H,,
217,c1ccc(C=O)cc1.[Na+]>>c1ccc(CO)cc1,,Bn-OH|R-H,0,Any-CO-R,,,
218,CC(=O)c1ccccc1.[Na+]>>CC(O)c1ccccc1,,Any-OR|R-H,0,Any-CO-R|R-H,,,
219,c1ccc(C(=O)C)cc1.[Li+]>>c1ccc(C(O)C)cc1,,Any-OR|R-H,0,Any-CO-R|R-H,,,
220,CC(=O)OCC.[Li+]>>CCO,,Any-OR|R-H,0,Any-Ester|R-H,,,
221,c1ccc(C#N)cc1.[Li+]>>c1ccc(CN)cc1,,Any-H|Bn-NH2|R-H,0,Ar-CN,,,
222,c1ccc(C(=O)Nc2ccccc2)cc1.[Li+]>>c1ccccc1CNc1ccccc1,,Any-H|Bn-NHR|R-H,0,Any-H|Ar-CONHR|Ar-NHR,,,
223,O=C1CCC(=O)O1.[Li+]>>OCCCO,claisen_condensation,Any-OR|R-H,1,Any-Ester|R-H,,,
224,CC(=O)OC(=O)C.[Na+]>>CC(=O)CO,claisen_condensation,Any-CO-R|Any-OR|R-H,1,Any-Ester|R-H,,,
225,CC(=O)c1ccccc1.C1CCNC1>>CC(O)c1ccccc1,,Any-OR|R-H,0,Any-CO-R|R-H,Any-H|Any-NHR|R-H,,
226,c1ccc(C=O)cc1.CCOC(=O)C=O>>c1ccc(CO)cc1,,Bn-OH|R-H,0,Any-CO-R,Any-CO-R|Any-Ester|R-H,,
227,c1ccc([N+](=O)[O-])cc1.[Zn]>>c1ccc(N)cc1,reduction_nitro,Any-H|Ar-NH2,1,Ar-NO2,,,
228,C1=CC=CC=C1>>C1CCC=CC1,,Alkenyl-H|R-H,0,Ar-H,,,
229,c1ccc(OC)cc1>>COC1C=CCC=C1,,Alkenyl-H|Any-OR|R-H,0,Ar-OR|R-H,,,
230,c1ccc(C(=O)C=C)cc1>>c1ccc(C(O)C=C)cc1,ring_closing_metathesis,Alkenyl-H|Any-CHCH2|Any-OR|R-CHCH2|R-H,1,Alkenyl-H|Any-CO-R,,,
231,CC(=O)CC=C>>CC(O)CC=C,ring_closing_metathesis,Alkenyl-H|Any-CHCH2|Any-OR|R-CHCH2|R-H,1,Alkenyl-H|Any-CHCH2|Any-CO-R|R-CHCH2|R-H,,,
232,CC(=O)OCC>>CC=O,,Any-CO-R|R-H,0,Any-Ester|R-H,,,
233,c1ccc(CO)cc1.[O]>>c1ccc(C=O)cc1,oxidation_alcohol,Any-CO-R,1,Bn-OH|R-H,,,
234,CC(O)c1ccccc1.[O]>>CC(=O)c1ccccc1,,Any-CO-R|R-H,0,Any-OR|R-H,,,
235,CCO.[O]>>CC=O,,Any-CO-R|R-H,0,Any-OR|R-H,,,
236,c1ccc(CO)cc1.Cl[Cr](=O)(=O)OC(C)(C)C>>c1ccc(C=O)cc1,oxidation_alcohol,Any-CO-R,1,Bn-OH|R-H,Any-OR|Any-X|R-H,,
237,CCO.OS(=O)(=O)O>>CC=O,,Any-CO-R|R-H,0,Any-OR|R-H,Any-Sulfonate,,
238,c1ccc(CO)cc1>>c1ccc(C=O)cc1,oxidation_alcohol,Any-CO-R,1,Bn-OH|R-H,,,
239,CC(O)C>>CC(=O)C,,Any-CO-R|R-H,0,Any-OR|R-H,,,
240,c1ccc(C(O)C)cc1>>c1ccc(C(=O)C)cc1,,Any-CO-R|R-H,0,Any-OR|R-H,,,
241,CC(O)CCO>>CC(=O)CC=O,,Any-CO-R|R-H,0,Any-OR|R-H,,,
242,c1ccc(CO)cc1>>c1ccc(C(=O)O)cc1,oxidation_alcohol,Any-OR|Ar-CO2H,1,Bn-OH|R-H,,,
243,C1CCC(CO)CC1>>C1CCC(C=O)CC1,,Any-CO-R|R-H,0,Any-OR|R-H,,,
244,C=Cc1ccccc1.[O]>>C1OC1c1ccccc1,ring_closing_metathesis,Any-OR|R-H,1,Alkenyl-H|Ar-CHCH2,,,
245,C=C(C)C.[O]>>CC1(C)CO1,ring_closing_metathesis,Any-OR|R-H,1,Alkenyl-H|R-H,,,
246,C=CCCCCC=C.[O]>>C1OC1CCCCC1CO1,ring_closing_metathesis,Any-OR|R-H,1,Alkenyl-H|Any-CHCH2|R-CHCH2|R-H,,,
247,CC(=O)c1ccccc1.[O]>>CC(=O)Oc1ccccc1,,Any-Ester|R-H,0,Any-CO-R|R-H,,,
248,O=C1CCCCC1.[O]>>O=C1OCCCC1,,Any-Ester|R-H,0,Any-CO-R|R-H,,,
249,CSc1ccccc1.[O]>>CS(=O)c1ccccc1,,Ar-SR|R-H,0,Ar-SR|R-H,,,
250,CSc1ccccc1.[O]>>CS(=O)(=O)c1ccccc1,,Any-SO2R|R-H|R-OSO2R,0,Ar-SR|R-H,,,
251,C=CC=C.C=C>>C1C=CCC1,ring_closing_metathesis,Alkenyl-H|R-H,1,Alkenyl-Alkenyl|Alkenyl-H,Alkenyl-H,,
252,C=CC(=C)C.C=CC(=O)OCC>>CC1=CC(C(=O)OCC)CC(C)=C1,ring_closing_metathesis,Alkenyl-Alkenyl|Alkenyl-H|Any-Ester|R-H,1,Alkenyl-Alkenyl|Alkenyl-H|R-H,Alkenyl-Ester|Alkenyl-H|R-H,,
253,c1ccc2ccccc2c1C=CC=C.C=CC(=O)C>>O=C1CCc2c(ccc3ccccc23)C1,ring_closing_metathesis,Any-CO-R|R-H,1,Alkenyl-Alkenyl|Alkenyl-H|Ar-Alkenyl,Alkenyl-H|Any-CO-R|R-H,,
254,C#CCO.c1ccc([N-][N+]#N)cc1>>c1ccccc1n1cc(CO)nn1,,Bn-OH|R-H,0,Any-H|Propargyl-H|Propargyl-OH,Ar-H,,
255,C#Cc1ccccc1.C[N-][N+]#N>>Cc1nnn(-c2ccccc2)c1,,R-H,0,Any-H|Ar-Alkyne|Ar-CCH,R-H,,
256,C#CCCOC.CC[N-][N+]#N>>CCn1ncc(CCOC)n1,,Any-OR|R-H,0,Any-H|Any-OR|Propargyl-H|R-H,R-H,,
257,C#CC(C)(C)O.c1ccc(C[N-][N+]#N)cc1>>CC(C)(O)Cn1cc(Cc2ccccc2)nn1,,Any-OR|R-H,0,Any-H|Any-OR|R-CCH|R-H,R-H,,
258,CCCCBr>>CCCCO,,Any-OR|R-H,0,R-Br|R-H,,,
259,CC(Br)C>>CC(O)C,,Any-OR|R-H,0,R-Br|R-H,,,
260,CCBr.N#C>>CCC#N,,Any-CN|R-H,0,R-Br|R-H,Any-CN,,
261,CCCCBr.Oc1ccccc1>>CCCCOc1ccccc1,,Ar-OR|R-H,0,R-Br|R-H,Any-OR,,
262,CI.SC>>CSC,,Any-SR|R-H,0,R-H|R-I,Any-SR|R-H,,
263,CCCBr.[I-]>>CCCI,,R-H|R-I,0,R-Br|R-H,,,
264,BrCCCCCl.[C-]#N>>N#CCCCCCN,,Any-CN|Any-H|Any-NH2|R-H,0,R-Br|R-Cl|R-H,,,
265,ICc1ccccc1>>OCc1ccccc1,,Bn-OH|R-H,0,Bn-I|R-H,,,
266,BrCC(=O)OC.[N-]=[N+]=[N-]>>[N-]=[N+]=[N-]CC(=O)OC,,,0,Any-Ester|R-Br|R-H,,,
267,Brc1ccccc1.Sc1ccccc1>>c1ccccc1Sc1ccccc1,,Ar-SR,0,Ar-Br,Any-SR,,
268,Clc1ccc(C)cc1.Sc1ccccc1>>Cc1ccc(Sc2ccccc2)cc1,,Ar-SR|R-H,0,Ar-Cl|R-H,Any-SR,,
269,Brc1ccncc1.SCC>>CCSc1ccncc1,,Ar-SR|R-H,0,Ar-Br,Any-SR|R-H,,
270,Ic1ccc(C(F)(F)F)cc1.SCc1ccccc1>>FC(F)(F)c1ccc(SCc2ccccc2)cc1,,Ar-SR|R-F|R-H,0,Ar-I|R-F,Any-SR|R-H,,
271,Brc1ccc(OC)cc1.SC>>CSc1ccc(OC)cc1,,Ar-OR|Ar-SR|R-H,0,Ar-Br|Ar-OR|R-H,Any-SR|R-H,,
272,CC(C)(C)Br.O>>CC(C)(C)O,,Any-OR|R-H,0,R-Br|R-H,Any-H,,
273,c1ccc(C(C)(C)Cl)cc1.O>>c1ccc(C(C)(C)O)cc1,,Any-OR|R-H,0,R-Cl|R-H,Any-H,,
274,Fc1ccc([N+](=O)[O-])cc1>>[O-][N+](=O)c1ccc(O)cc1,,Any-OR|Ar-NO2,0,Ar-F|Ar-NO2,,,
275,Clc1nc(Cl)nc(Cl)n1.OC>>COc1nc(Cl)nc(Cl)n1,,Ar-Cl|Ar-OR|R-H,0,Ar-Cl,Any-OR|R-H,,
276,Fc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.NC>>[O-][N+](=O)c1cc([N+](=O)[O-])cc(NC)c1,snar_cn,Any-H|Ar-NHR|Ar-NO2|R-H,1,Ar-F|Ar-NO2,Any-H|Any-NH2|R-H,,
277,Fc1ccc(C(F)(F)F)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,,Ar-OR|R-F,0,Ar-F|R-F,Any-OR,,
