Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Suzuki,86.29,2.03,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,MeTHF,water,,
Suzuki,87.67,1.54,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,AmPhos2PdCl2,AmPhos,K2CO3,iPrOAc,water,,
Suzuki,87.77,0.97,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,KOH,THF,water,,
Suzuki,80.6,0.91,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,tAmOH,water,,
Suzuki,100.0,1.72,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,PhMe,water,,
Suzuki,87.26,0.31,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,PhMe,water,,
Suzuki,83.66,2.17,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K2CO3,Dioxane,water,TBAB,
Suzuki,94.75,1.01,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,PhMe,water,MeOH,
Suzuki,97.1,0.7,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,Dioxane,water,,
Suzuki,100.0,1.63,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Na2CO3,PhMe,water,MeOH,
Suzuki,95.5,1.47,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,TPGS-750M,
Suzuki,85.33,1.38,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,THF,water,,
Suzuki,86.07,0.67,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,PhMe,water,,
Suzuki,84.53,1.44,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,iPrOAc,water,,
Suzuki,89.14,1.02,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,THF,water,,
Suzuki,88.6,1.18,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,THF,water,,
Suzuki,93.73,0.57,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,PhMe,water,,
Suzuki,80.26,1.36,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K3PO4,anisole,water,,
Suzuki,85.3,0.24,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,PhMe,water,,
Suzuki,91.67,2.43,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K2CO3,anisole,water,TBAB,
Suzuki,89.63,0.37,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,PhMe,water,MeOH,
Suzuki,95.6,0.65,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,THF,water,,
Suzuki,94.11,1.45,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,iPrOH,water,,
Suzuki,91.22,1.54,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,iPrOAc,water,,
Suzuki,89.83,1.6,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,AmPhos2PdCl2,AmPhos,NaHCO3,iPrOAc,water,,
Suzuki,89.9,1.05,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,iPrOAc,water,,
Suzuki,92.09,1.74,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,PhMe,water,,
Suzuki-in-situ,96.74,1.72,ArBr,ArBr,ArBr,,ArX*,,PPh3)2PdCl2,PPh3,"K3PO4, Potassium 2-ethylhexanoate",TBME,water,iPrOH,
Suzuki,90.46,0.96,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Cs2CO3,PhMe,,,
Suzuki,92.53,0.35,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,PhMe,water,,
Suzuki,91.56,0.48,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,PhMe,water,,
Suzuki,89.8,0.39,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,Na2CO3,PhMe,water,MeOH,
Suzuki,83.61,1.56,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,PhMe,water,,
Suzuki,100.0,0.78,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,iPrOAc,water,,
Suzuki,92.02,1.67,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,AmPhos2PdCl2,AmPhos,K3PO4,MeOH,PhMe,,
Suzuki-in-situ,91.76,1.58,ArBr,ArBr,ArBr,,ArX*,,PPh3)2PdCl2,PPh3,"K3PO4, KOPiv",2-BuOH,water,,
Suzuki,82.13,0.97,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,tAmOH,water,,
Suzuki,87.09,-0.65,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,tAmOH,water,,
Suzuki,88.35,0.37,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,tAmOH,water,,
Suzuki,84.22,0.22,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K3PO4,MeCN,water,,
Suzuki,91.77,-0.02,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,Dioxane,water,,
Suzuki,84.23,1.14,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,water,,
Suzuki,87.55,0.32,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,iPrOAc,water,,
Suzuki,100.0,2.23,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,MeOH,PhMe,,
Suzuki,82.23,1.25,ArCl,alkeneB(OR)2,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,83.88,1.57,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K2CO3,MeTHF,water,,
Suzuki,86.78,1.68,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,PhMe,water,LiCl,
Suzuki,94.68,2.12,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,THF,water,TBAC,
Suzuki,98.17,0.73,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,PhMe,water,MeOH,
Suzuki,84.11,1.14,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,82.08,1.1,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,TBAC,
Suzuki,87.69,1.26,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppdtbpf)PdCl2,dppdtbpf,K3PO4,tAmOH,water,"Brij 35, TBAC",
Suzuki,91.33,1.36,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,tAmOH,water,TBAC,
Suzuki,87.22,1.22,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,PhMe,water,,
Suzuki,96.07,1.67,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,PhMe,,MeOH,
Suzuki,85.23,0.63,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,CPME,water,,
Suzuki,83.71,0.57,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,PrOH,water,,
Suzuki,88.33,1.56,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,PhMe,,MeOH,
Suzuki,95.1,1.25,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,88.47,1.54,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,Dioxane,water,,
Suzuki,89.62,0.99,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,92.11,1.04,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,tAmOH,,,
Suzuki,89.19,-0.26,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,,
Suzuki,93.14,0.53,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,tAmOH,water,,
Suzuki,89.57,0.4,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,iPrOAc,water,,
Suzuki,87.12,2.28,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Brij 35,THF,,
Suzuki,97.53,0.71,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,tAmOH,water,,
Suzuki,80.93,1.07,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppdtbpf)PdCl2,dppdtbpf,K3PO4,tAmOH,water,TBAC,
Suzuki,84.82,1.37,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,tAmOH,water,,
Suzuki,83.3,1.6,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,cataCXiumA Pd G6 Br)2,CataCXiumA,Na2CO3,HFIP,water,,
Suzuki,84.87,1.45,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,MeOH,PhMe,,
Suzuki,89.48,1.21,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,EtOH,water,,
Suzuki,89.28,-0.25,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,tAmOH,water,,
Suzuki,89.87,0.41,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,iPrOAc,water,,
Suzuki,94.82,2.53,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Brij 35,Dioxane,,
Suzuki,83.49,1.67,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeTHF,water,,
Suzuki,80.89,-0.72,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,96.66,0.68,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,EtOH,water,,
Suzuki,94.76,1.47,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,EtOH,water,,
Suzuki,80.51,1.03,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,EtOH,water,,
Suzuki,93.93,1.73,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,MeOH,PhMe,,
Suzuki,93.89,1.69,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,DIPEA,PhMe,water,,
Suzuki,94.86,1.82,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,tAmOH,water,,
Suzuki,86.89,-0.68,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,Na2CO3,tAmOH,water,,
Suzuki,95.1,0.6,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,tAmOH,water,,
Suzuki,83.39,1.24,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,tAmOH,water,,
Suzuki,84.53,0.94,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,Ag2O,Dioxane,,,
Suzuki,92.0,0.49,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,Na2CO3,iPrOAc,water,,
Suzuki,85.0,-0.21,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,80.47,1.45,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,Na2CO3,PhMe,water,,
Suzuki,93.43,0.58,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Brij 35,water,,
Suzuki,85.67,1.19,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Brij 35,water,,
Suzuki,97.28,1.71,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,NaHCO3,TBME,water,,
Suzuki,89.55,1.5,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,Brij 35,water,,
Suzuki,80.08,2.19,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,Cs2CO3,tAmOH,,,
Suzuki,86.38,1.73,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,Na2CO3,HFIP,water,,
Suzuki,97.11,1.82,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,KOH,MeOH,PhMe,,
Suzuki,94.22,1.7,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,MeOH,PhMe,,
Suzuki,91.8,1.29,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,EtOH,water,,
Suzuki,90.54,-0.02,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Na2CO3,tAmOH,water,,
Suzuki,90.65,0.65,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,MeCN,water,,
Suzuki,95.57,0.64,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,BrettPhos Pd(crotyl)OTf,BrettPhos,K3PO4,Dioxane,water,,
Suzuki,92.32,1.41,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,water,,
Suzuki,93.92,0.57,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,water,,
Suzuki,98.56,2.18,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,anisole,MeOH,,
Suzuki,80.34,-0.79,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,97.87,0.72,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,89.96,1.32,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,96.54,1.69,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,82.75,0.54,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(allyl)OTf,SPhos,KOH,PrOH,water,,
Suzuki,91.76,1.66,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,97.21,1.33,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,91.17,1.14,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki-in-situ,89.35,1.5,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,TBME,water,"iPrOH, KOPiv",
Suzuki,81.76,0.47,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,XPhos Pd G2,XPhos,K3PO4,DMF,water,,
Suzuki,84.79,1.06,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Na2CO3,THF,water,,
Suzuki,81.27,0.71,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Suzuki,89.99,0.94,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,tAmOH,,,
Suzuki,91.66,0.19,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,tAmOH,water,,
Suzuki,94.4,0.58,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,tAmOH,water,,
Suzuki,85.82,0.33,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dpppPdCl2,dppp,K3PO4,MeCN,water,,
Suzuki,91.69,1.04,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,water,,
Suzuki,86.5,1.27,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,,
Suzuki,91.67,1.38,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,anisole,water,,
Suzuki,93.23,0.54,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K3PO4,iPrOAc,water,,
Suzuki,88.92,2.34,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Dioxane,water,Sodium octanoate,
Suzuki,100.0,2.23,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,PhMe,water,,
Suzuki,81.96,-0.59,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki-in-situ,82.49,3.45,ArBr,ArCl,ArBr,,ArX*,,,No Ligand,K3PO4,THF,,water,
Suzuki,84.2,1.59,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dpppPdCl2,dppp,K3PO4,PhMe,water,TBAB,
Suzuki,95.48,0.65,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Suzuki,93.98,1.43,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,tAmOH,water,Brij 35,
Suzuki,89.32,1.28,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Suzuki,92.81,1.58,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Suzuki,100.0,1.21,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,IPent Pd(tBuInd)Cl],IPENT,K3PO4,CPME,water,,
Suzuki,83.23,0.79,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,88.91,1.01,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Suzuki-in-situ,91.89,1.58,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,PhMe,water,"iPrOH, KOPiv",
Suzuki,95.02,0.79,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,XPhos Pd G2,XPhos,Na2CO3,DMF,water,,
Suzuki,84.5,1.05,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Na2CO3,THF,water,,
Suzuki,80.85,0.55,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,tAmOH,,,
Suzuki,89.31,-0.24,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,tAmOH,water,,
Suzuki,93.64,0.55,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,tAmOH,water,,
Suzuki,91.38,0.7,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,MeCN,water,,
Suzuki,93.26,1.09,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,90.42,-0.25,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,,
Suzuki,88.28,0.35,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,iPrOAc,water,,
Suzuki,80.54,2.07,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Brij 35,Dioxane,Potassium 2-ethylhexanoate,
Suzuki,93.02,1.99,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,,
Suzuki,82.24,-0.55,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,K3PO4,iPrOAc,water,Potassium 2-ethylhexanoate,
