schema_version,reaction_id,source_row_number,admission_tier,admission_reasons,reaction_smiles,evidence_quality,named_family,reaction_label,yield_pct,temperature_c,time_h,condition_recipe_id,conditions_complete,catalyst_cas,reagent_cas,solvent_cas,electrophile_label,electrophile_context,electrophile_handle,electrophile_steric_class,electrophile_electronic_class,electrophile_flags,transfer_label,transfer_context,transfer_handle,transfer_steric_class,transfer_electronic_class,transfer_flags,spectator_group_ids,family_environment_json,spectator_groups_json,reference,notes
1.0,31-179-CAS-17107579,66,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,O=Cc1ccc(B(O)O)cc1.Brc1ccc(CN(Cc2ccc(Br)cn2)Cc2ccc(Br)cn2)nc1>>O=Cc1ccc(-c2ccc(CN(Cc3ccc(-c4ccc(C=O)cc4)cn3)Cc3ccc(-c4ccc(C=O)cc4)cn3)nc2)cc1,reactant_grammar_only,,,82.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+67-56-1+7732-18-5,True,14221-01-3,584-08-7,108-88-3|67-56-1|7732-18-5,,,,,,,,,,,,,,,[],"Journal of the American Chemical Society (2017), 139(18), 6456-6460",Suzuki coupling
1.0,31-179-CAS-17459047,69,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccc(F)cc1.BrC(Br)=c1c2ccccc2c(=C(Br)Br)c2cc3ccccc3cc12>>Fc1ccc(C(c2ccc(F)cc2)=c2c3ccccc3c(=C(c3ccc(F)cc3)c3ccc(F)cc3)c3cc4ccccc4cc23)cc1,reactant_grammar_only,,,84.0,,,COND1:catalyst=13965-03-2+603-35-0|reagent=584-08-7|solvent=108-88-3+7732-18-5,True,13965-03-2|603-35-0,584-08-7,108-88-3|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2017), 82(15), 8067-8071",Suzuki coupling
1.0,31-179-CAS-17819429,73,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Clc1ccc(Cl)cc1.OB(O)c1cccc2ccccc12>>c1ccc2c(-c3ccc(-c4cccc5ccccc45)cc3)cccc2c1,reactant_grammar_only,,,99.0,,,COND1:catalyst=2135300-11-5|reagent=865-47-4|solvent=75-65-0,True,2135300-11-5,865-47-4,75-65-0,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2017), 82(20), 10898-10911","catalyst prepared and used, Suzuki-Miyaura coupling reaction"
1.0,31-179-CAS-17819437,74,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Clc1cc(Cl)c(Cl)cc1Cl.Cc1ccc(B(O)O)cc1>>Cc1ccc(-c2cc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)cc2-c2ccc(C)cc2)cc1,reactant_grammar_only,,,92.0,,,COND1:catalyst=2135300-11-5|reagent=865-47-4|solvent=75-65-0,True,2135300-11-5,865-47-4,75-65-0,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2017), 82(20), 10898-10911","catalyst prepared and used, Suzuki-Miyaura coupling reaction"
1.0,31-179-CAS-18003572,80,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,c1cc(B2OCCCO2)ccc1B1OCCCO1.Brc1ccc2c(c1)Cc1cc3ccccc3cc1C2>>c1ccc2cc3c(cc2c1)Cc1ccc(-c2ccc(-c4ccc5c(c4)Cc4cc6ccccc6cc4C5)cc2)cc1C3,reactant_grammar_only,,,72.0,,,COND1:catalyst=14221-01-3|reagent=7778-53-2|solvent=1330-20-7+7732-18-5,True,14221-01-3,7778-53-2,1330-20-7|7732-18-5,,,,,,,,,,,,,,,[],"Chemistry - A European Journal (2017), 23(54), 13445-13454",
1.0,31-179-CAS-18375407,85,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,ClCc1ccc(Cl)cc1.OB(O)c1ccsc1>>Clc1ccc(Cc2ccsc2)cc1,reactant_grammar_only,,,93.0,,,COND1:catalyst=2103932-14-3+564483-18-7|reagent=584-08-7+7782-44-7|solvent=7732-18-5,True,2103932-14-3|564483-18-7,584-08-7|7782-44-7,7732-18-5,,,,,,,,,,,,,,,[],"European Journal of Organic Chemistry (2017), 2017(48), 7238-7255",Suzuki-Miyaura cross-coupling reaction
1.0,31-179-CAS-19188634,94,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Brc1cc(Br)c(Br)cc1Br.OB(O)c1ccc2ccccc2c1>>c1ccc2cc(-c3cc(-c4ccc5ccccc5c4)c(-c4ccc5ccccc5c4)cc3-c3ccc4ccccc4c3)ccc2c1,reactant_grammar_only,,,70.0,,,COND1:catalyst=13965-03-2+603-35-0|reagent=584-08-7|solvent=108-88-3+7732-18-5,True,13965-03-2|603-35-0,584-08-7,108-88-3|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2018), 83(19), 11614-11622",Suzuki coupling
1.0,31-179-CAS-19188642,95,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1cccc2ccccc12.Brc1cc(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)cc1Br>>c1ccc2cc(-c3cc(-c4cccc5ccccc45)c(-c4cccc5ccccc45)cc3-c3ccc4ccccc4c3)ccc2c1,reactant_grammar_only,,,86.0,,,COND1:catalyst=13965-03-2+603-35-0|reagent=584-08-7|solvent=108-88-3+7732-18-5,True,13965-03-2|603-35-0,584-08-7,108-88-3|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2018), 83(19), 11614-11622",Suzuki coupling
1.0,31-179-CAS-19472726,104,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1cccc(B(O)O)c1.CN(C)c1ccccc1C#C/C=C/Cl>>COc1cccc(/C=C/c2cc3ccccc3n2C)c1,reactant_grammar_only,,,86.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+67-56-1,True,14221-01-3,584-08-7,108-88-3|67-56-1,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2018), 83(24), 15323-15332","stereoselective, Suzuki-Miyaura arylation/cyclization/demethylation, sealed tube used"
1.0,31-179-CAS-19472729,105,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,C=Cc1ccc(B(O)O)cc1.CN(C)c1ccccc1C#C/C=C/Cl>>C=Cc1ccc(/C=C/c2cc3ccccc3n2C)cc1,reactant_grammar_only,,,89.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+67-56-1,True,14221-01-3,584-08-7,108-88-3|67-56-1,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2018), 83(24), 15323-15332","stereoselective, Suzuki-Miyaura arylation/cyclization/demethylation, sealed tube used"
1.0,31-179-CAS-19670037,111,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(I)cc1.CC1(C)OB(C(B2OC(C)(C)C(C)(C)O2)[Si](C)(C)c2ccccc2)OC1(C)C>>COc1ccc([C@H](B2OC(C)(C)C(C)(C)O2)[Si](C)(C)c2ccccc2)cc1,reactant_grammar_only,,,99.0,,,COND1:catalyst=1421422-35-6+7681-82-5+99219-00-8|reagent=124-41-4|solvent=123-91-1,True,1421422-35-6|7681-82-5|99219-00-8,124-41-4,123-91-1,,,,,,,,,,,,,,,[],"ACS Catalysis (2019), 9(1), 230-235","stereoselective (ee = 96%), Suzuki-Miyaura coupling, sealed vial used, catalyst prepared and used, alternative preparation shown, optimization study, optimized on ligand, optimized on solvent, optimized on base, optimized on additive, glovebox used (stage 1)"
1.0,31-179-CAS-19761483,114,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CN(C)C=Nc1cc(C(F)F)c(B2OC(C)(C)C(C)(C)O2)cn1.Clc1nc(N2CCOCC23CCC3)nc(N2CCOCC23CCC3)n1>>Nc1cc(C(F)F)c(-c2nc(N3CCOCC34CCC4)nc(N3CCOCC34CCC4)n2)cn1,reactant_grammar_only,,,59.0,,,COND1:catalyst=1310584-14-5|reagent=7778-53-2|solvent=123-91-1+7732-18-5,True,1310584-14-5,7778-53-2,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Medicinal Chemistry (2018), 61(22), 10084-10105",Suzuki coupling
1.0,31-179-CAS-20024222,117,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccccc1.O=Cc1ccc(Br)s1>>OCc1ccc(-c2ccccc2)s1,reactant_grammar_only,,,96.0,,,COND1:catalyst=72287-26-4|reagent=16940-66-2+584-08-7|solvent=123-91-1+67-56-1+7732-18-5,True,72287-26-4,16940-66-2|584-08-7,123-91-1|67-56-1|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2019), 21(9), 3028-3033",Suzuki coupling
1.0,31-179-CAS-20024245,118,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(B(O)O)cc1.O=Cc1csc(Br)c1>>COc1ccc(-c2cc(CO)cs2)cc1,reactant_grammar_only,,,96.0,,,COND1:catalyst=72287-26-4|reagent=16940-66-2+584-08-7|solvent=123-91-1+67-56-1+7732-18-5,True,72287-26-4,16940-66-2|584-08-7,123-91-1|67-56-1|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2019), 21(9), 3028-3033",Suzuki coupling
1.0,31-179-CAS-20030221,119,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CC(C)(C)OC(=O)n1cccc1B(O)O.O=C(O)[C@@H]1CCCC[C@H]1C(=O)c1ccc(Br)cc1.Cc1nn(C)cc1N.Cl>>Cc1nn(C)cc1NC(=O)[C@@H]1CCCC[C@H]1C(=O)c1ccc(-c2ccc[nH]2)cc1,reactant_grammar_only,,,7.0,,,COND1:catalyst=72287-26-4|reagent=125700-67-6+7087-68-5+7647-01-0+7778-53-2|solvent=110-71-4+64-17-5+68-12-2+7732-18-5,True,72287-26-4,125700-67-6|7087-68-5|7647-01-0|7778-53-2,110-71-4|64-17-5|68-12-2|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Medicinal Chemistry (2019), 62(9), 4325-4349","Suzuki coupling in stage 1,thermal in stage 1,microwave irradiation in stage 1"
1.0,31-179-CAS-20322754,122,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CC(=O)c1ccc(B(O)O)cc1.CN(C)c1ccccc1C#C/C=C/Cl>>CC(=O)c1ccc(/C=C/C#Cc2ccccc2N(C)C)cc1,reactant_grammar_only,,,73.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+67-56-1,True,14221-01-3,584-08-7,108-88-3|67-56-1,,,,,,,,,,,,,,,[],"Green Chemistry (2019), 21(15), 4204-4210","green chemistry, sealed tube used"
1.0,31-179-CAS-20406155,124,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,O=C(O)c1ccc(B(O)O)cc1.Brc1ccc(Br)c2nsnc12>>O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)cc3)c3nsnc23)cc1,reactant_grammar_only,,,79.0,,,COND1:catalyst=13965-03-2|reagent=584-08-7+7647-01-0|solvent=75-05-8+7732-18-5,True,13965-03-2,584-08-7|7647-01-0,75-05-8|7732-18-5,,,,,,,,,,,,,,,[],"Journal of the American Chemical Society (2019), 141(18), 7245-7249",Suzuki coupling (stage 1)
1.0,31-179-CAS-21544610,134,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CC1(C)OB(c2ccnc(NC(=O)C3CC3)c2)OC1(C)C.CCOC(=O)c1nc(Br)c(-c2ccc(F)c(C)c2)[nH]1>>CCOC(=O)c1nc(-c2ccc(F)c(C)c2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,reactant_grammar_only,,,84.0,,,COND1:catalyst=95464-05-4|reagent=584-08-7|solvent=68-12-2,True,95464-05-4,584-08-7,68-12-2,,,,,,,,,,,,,,,[],"ACS Medicinal Chemistry Letters (2019), 10(10), 1407-1414",Suzuki coupling reaction
1.0,31-179-CAS-21558392,135,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(B(O)O)cc1.Nc1c(Br)cc(Br)cc1C(F)(F)F>>COc1ccc(-c2cc(-c3ccc(OC)cc3)c(N)c(C(F)(F)F)c2)cc1,reactant_grammar_only,,,82.0,,,COND1:catalyst=14221-01-3|reagent=497-19-8|solvent=108-88-3+64-17-5+7732-18-5,True,14221-01-3,497-19-8,108-88-3|64-17-5|7732-18-5,,,,,,,,,,,,,,,[],"Journal of the American Chemical Society (2020), 142(5), 2198-2203",
1.0,31-179-CAS-21589202,137,review,incomplete_condition_identity,O=[N+]([O-])c1cccc(B(O)O)c1.OC[C@@H](Nc1ncnc2sc(-c3ccccc3)c(Br)c12)c1ccccc1>>O=[N+]([O-])c1cccc(-c2c(-c3ccccc3)sc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,exact_product_reconstruction,suzuki_miyaura,HeteroAr–Br + Ar–B(OH)2 → HeteroAr–Ar,72.0,,,COND1:catalyst=unknown|reagent=121-44-8|solvent=64-17-5,False,,121-44-8,64-17-5,HeteroAr–Br,HeteroAr,Br,open,neutral,coordination_risk|heteroaryl_partner|unprotected_xh,Ar–B(OH)2,Ar,B(OH)2,open,neutral,coordination_risk,alcohol|heteroaryl_nitrogen|nitro|secondary_amine|tertiary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""suzuki_miyaura"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:coordination_risk"", ""electrophile:heteroaryl_partner"", ""electrophile:unprotected_xh"", ""transfer_partner:coordination_risk""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–Br"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [""heteroaryl_nitrogen"", ""secondary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.233}, ""flags"": [""coordination_risk"", ""heteroaryl_partner"", ""unprotected_xh""], ""handle_token"": ""Br"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 3, ""group_id"": ""secondary_amine"", ""label"": ""R2NH"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom17:site2"", ""spectator_group_ids"": [""alcohol"", ""heteroaryl_nitrogen"", ""secondary_amine""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 8, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": [""alcohol"", ""secondary_amine""]}, {""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–B(OH)2"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [""tertiary_amine""], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.133}, ""flags"": [""coordination_risk""], ""handle_token"": ""B(OH)2"", ""nearby_groups"": [{""distance"": 3, ""group_id"": ""nitro"", ""label"": ""NO2"", ""tags"": [""electron_withdrawing"", ""reduction_sensitive""]}, {""distance"": 3, ""group_id"": ""tertiary_amine"", ""label"": ""R3N"", ""tags"": [""basic"", ""nucleophilic"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""transfer_partner"", ""site_id"": ""mol0:atom7:site0"", ""spectator_group_ids"": [""nitro"", ""tertiary_amine""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 8, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}]}","[{""atom_indices"": [0, 1, 2], ""chemist_label"": ""NO2"", ""component_index"": 0, ""graph_distance"": 3, ""group_id"": ""nitro"", ""nearest_reactive_site_id"": ""mol0:atom7:site0"", ""tags"": [""electron_withdrawing"", ""reduction_sensitive""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [1], ""chemist_label"": ""R3N"", ""component_index"": 0, ""graph_distance"": 3, ""group_id"": ""tertiary_amine"", ""nearest_reactive_site_id"": ""mol0:atom7:site0"", ""tags"": [""basic"", ""nucleophilic"", ""metal_binding"", ""strong_metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [5], ""chemist_label"": ""HetAr–N"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""nearest_reactive_site_id"": ""mol0:atom17:site2"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [7], ""chemist_label"": ""HetAr–N"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""nearest_reactive_site_id"": ""mol0:atom17:site2"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [3], ""chemist_label"": ""R2NH"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""secondary_amine"", ""nearest_reactive_site_id"": ""mol0:atom17:site2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [0, 1], ""chemist_label"": ""R–OH"", ""component_index"": 1, ""graph_distance"": 5, ""group_id"": ""alcohol"", ""nearest_reactive_site_id"": ""mol0:atom17:site2"", ""tags"": [""nucleophilic"", ""unprotected_XH"", ""oxidation_sensitive"", ""metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}]","Journal of Medicinal Chemistry (2019), 62(22), 10108-10123",
1.0,31-179-CAS-22654935,146,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Nc1c(Br)cc(Cl)cc1Br.COC(=O)c1ccc(B(O)O)c([N+](=O)[O-])c1>>COC(=O)c1ccc(-c2cc(Cl)cc(-c3ccc(C(=O)OC)cc3[N+](=O)[O-])c2N)c([N+](=O)[O-])c1,reactant_grammar_only,,,80.0,,,COND1:catalyst=131274-22-1+51364-51-3|reagent=7789-23-3|solvent=109-99-9,True,131274-22-1|51364-51-3,7789-23-3,109-99-9,,,,,,,,,,,,,,,[],"European Journal of Organic Chemistry (2020), 2020(27), 4208-4226","Suzuki-Miyaura coupling,key step,reaction in a Schlenk flask"
1.0,31-179-CAS-23110358,153,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CN1CCN(C(=O)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1.CC(=O)Oc1ccc(-c2cnc3cnc(Cl)cn23)cc1>>CN1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(O)cc5)cnc4cn3)cc2)CC1,reactant_grammar_only,,,77.0,,,COND1:catalyst=72287-26-4|reagent=497-19-8|solvent=110-71-4+7732-18-5,True,72287-26-4,497-19-8,110-71-4|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2021), 86(1), 388-402","microwave irradiation, reaction in a capped vial,Suzuki coupling"
1.0,31-179-CAS-4498093,165,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COC(=O)c1ccc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)cc1.COC(=O)c1ccc(-c2cc(Br)cc(C(=O)OC)c2)cc1>>O=C(O)c1ccc(-c2ccc(-c3cc(C(=O)O)cc(-c4ccc(C(=O)O)cc4)c3)cc2)cc1,reactant_grammar_only,,,91.0,,,COND1:catalyst=14221-01-3|reagent=1310-58-3+584-08-7+7647-01-0|solvent=109-99-9+123-91-1+7732-18-5,True,14221-01-3,1310-58-3|584-08-7|7647-01-0,109-99-9|123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Chemistry - A European Journal (2015), 21(15), 5954-5961",sealed pressure vessel used
1.0,31-179-CAS-480999,168,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccc(F)cc1.Clc1nc(Cl)c(Cl)nc1Cl>>Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc2-c2ccc(F)cc2)cc1,reactant_grammar_only,,,99.0,,,COND1:catalyst=2622-14-2+3375-31-3|reagent=7778-53-2|solvent=108-88-3,True,2622-14-2|3375-31-3,7778-53-2,108-88-3,,,,,,,,,,,,,,,[],"Tetrahedron (2015), 71(38), 6803-6812","Suzuki-Miyaura coupling reaction, sealed tube used"
1.0,31-179-CAS-4817940,169,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,C/C(=C\I)CCO.COc1ccc(Nc2ccc(C(F)(F)F)cc2B2OC(C)(C)C(C)(C)O2)cc1>>COc1ccc(Nc2ccc(C(F)(F)F)cc2/C=C(\C)CCO)cc1,reactant_grammar_only,,,96.0,,,COND1:catalyst=3375-31-3+787618-22-8|reagent=7778-53-2|solvent=109-99-9+64-17-5+7732-18-5,True,3375-31-3|787618-22-8,7778-53-2,109-99-9|64-17-5|7732-18-5,,,,,,,,,,,,,,,[],"Advanced Synthesis & Catalysis (2015), 357(10), 2311-2316","sealed Teflon screw-cap vessel used, Suzuki-Miyaura cross coupling reaction"
1.0,31-179-CAS-5128832,170,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(B(O)O)cc1.COc1ccc(-c2sc(N3C(=O)c4ccccc4C3=O)c(C(=O)c3ccc(Cl)cc3)c2CBr)cc1>>COc1ccc(Cc2c(-c3ccc(OC)cc3)sc(N3C(=O)c4ccccc4C3=O)c2C(=O)c2ccc(Cl)cc2)cc1,reactant_grammar_only,,,73.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3,True,14221-01-3,584-08-7,108-88-3,,,,,,,,,,,,,,,[],"European Journal of Medicinal Chemistry (2015), 101185-204","chemoselective, Suzuki cross-coupling"
1.0,31-179-CAS-5296238,171,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Clc1cc(Cl)c(Cl)c(Cl)c1Cl.CC(C)(C)c1ccc(B(O)O)cc1>>CC(C)(C)c1ccc(-c2cc(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c2-c2ccc(C(C)(C)C)cc2)cc1,reactant_grammar_only,,,97.0,,,COND1:catalyst=14592-56-4+564483-18-7|reagent=7778-53-2|solvent=108-88-3,True,14592-56-4|564483-18-7,7778-53-2,108-88-3,,,,,,,,,,,,,,,[],"Tetrahedron (2016), 72(8), 1083-1094","sealed tube used, Suzuki-Miyaura coupling"
1.0,31-179-CAS-5909077,173,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1cccnc1.CNc1ncc2c(Br)nn(CC3CCC(NC(=O)OC(C)(C)C)CC3)c2n1>>CNc1ncc2c(-c3cccnc3)nn(C[C@H]3CC[C@@H](N)CC3)c2n1,reactant_grammar_only,,,84.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7+76-05-1|solvent=109-99-9+75-09-2+7732-18-5,True,14221-01-3,584-08-7|76-05-1,109-99-9|75-09-2|7732-18-5,,,,,,,,,,,,,,,[],"ACS Medicinal Chemistry Letters (2012), 3(2), 129-134","combinatorial, microwave irradiation (in stage 1), thermal (in stage 1), Suzuki coupling in stage 1"
