identifier,source_field,resolution_status,match_kind,substance_id,canonical_name,role_ids,family_ids,coverage_category,coverage_flags,occurrence_count,dataset_count,datasets,dataset_occurrences_json,reaction_count,reaction_ids
7632-04-4,reagent_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-44226909
7646-79-9,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-31114341
7720-78-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-614-CAS-31922239
7757-83-7,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-084-CAS-22509262
7758-01-2,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-084-CAS-22509262
7758-02-3,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-084-CAS-22509262
7783-06-4,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-171-CAS-4995740
83821-60-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-6227638
83950-96-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-19663475
870245-75-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-19399698
874506-45-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,amide_formation,"{""amide_formation"": 1}",1,31-367-CAS-20537396
9005-65-6,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-39585653
9019-44-7,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-614-CAS-46433882
918545-92-3,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,c_n_coupling,"{""c_n_coupling"": 1}",1,31-614-CAS-36427837
925-93-9,solvent_cas,unresolved,,,,,,missing_substance,,1,1,c_s_coupling,"{""c_s_coupling"": 1}",1,31-172-CAS-22825026
946148-73-8,reagent_cas,unresolved,,,,,,missing_substance,,1,1,c_o_coupling,"{""c_o_coupling"": 1}",1,31-170-CAS-10121855
95-11-4,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-085-CAS-18934341
95-11-4,reagent_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-085-CAS-20735380
99219-00-8,catalyst_cas,unresolved,,,,,,missing_substance,,1,1,suzuki_miyaura,"{""suzuki_miyaura"": 1}",1,31-179-CAS-19670037
