reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-33927308,31-614-CAS-33927308,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,89,,,Ic1cccc2c1sc1ccccc12,Brc1cccc2c1sc1ccccc12,Ic1cccc2c1sc1ccccc12>>Brc1cccc2c1sc1ccccc12,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",132034-89-0,97511-05-2,"1643-19-2, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""132034-89-0"", ""smiles"": ""Ic1cccc2c1sc1ccccc12""}]","[{""index"": 1, ""cas_rn"": ""97511-05-2"", ""yield_pct"": ""89"", ""smiles"": ""Brc1cccc2c1sc1ccccc12""}]","[{""index"": 1, ""cas_rn"": ""1643-19-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927309,31-614-CAS-33927309,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,97,,,N#Cc1ccc(I)cc1,N#Cc1ccc(Cl)cc1,N#Cc1ccc(I)cc1>>N#Cc1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",3058-39-7,623-03-0,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""3058-39-7"", ""smiles"": ""N#Cc1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""623-03-0"", ""yield_pct"": ""97"", ""smiles"": ""N#Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927310,31-614-CAS-33927310,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,94,,,Clc1ccc(I)cc1,Clc1ccc(Cl)cc1,Clc1ccc(I)cc1>>Clc1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",637-87-6,106-46-7,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""637-87-6"", ""smiles"": ""Clc1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""106-46-7"", ""yield_pct"": ""94"", ""smiles"": ""Clc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927311,31-614-CAS-33927311,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,99,,,Ic1cccc2ccccc12,Brc1cccc2ccccc12,Ic1cccc2ccccc12>>Brc1cccc2ccccc12,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",90-14-2,90-11-9,"1643-19-2, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""90-14-2"", ""smiles"": ""Ic1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""90-11-9"", ""yield_pct"": ""99"", ""smiles"": ""Brc1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""1643-19-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927312,31-614-CAS-33927312,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,97,,,Cc1cccc(C)c1I,Cc1cccc(C)c1Br,Cc1cccc(C)c1I>>Cc1cccc(C)c1Br,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",608-28-6,576-22-7,"1643-19-2, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""608-28-6"", ""smiles"": ""Cc1cccc(C)c1I""}]","[{""index"": 1, ""cas_rn"": ""576-22-7"", ""yield_pct"": ""97"", ""smiles"": ""Cc1cccc(C)c1Br""}]","[{""index"": 1, ""cas_rn"": ""1643-19-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927313,31-614-CAS-33927313,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,89,,,O=Cc1ccc(I)cc1,O=Cc1ccc(Cl)cc1,O=Cc1ccc(I)cc1>>O=Cc1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",15164-44-0,104-88-1,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""15164-44-0"", ""smiles"": ""O=Cc1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""104-88-1"", ""yield_pct"": ""89"", ""smiles"": ""O=Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927314,31-614-CAS-33927314,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,93,,,CC(C)(C)c1ccc(I)cc1,CC(C)(C)c1ccc(Cl)cc1,CC(C)(C)c1ccc(I)cc1>>CC(C)(C)c1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",35779-04-5,3972-56-3,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""35779-04-5"", ""smiles"": ""CC(C)(C)c1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""3972-56-3"", ""yield_pct"": ""93"", ""smiles"": ""CC(C)(C)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927315,31-614-CAS-33927315,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,99,,,CC(=O)c1ccc(I)cc1,CC(=O)c1ccc(Cl)cc1,CC(=O)c1ccc(I)cc1>>CC(=O)c1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",13329-40-3,99-91-2,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""13329-40-3"", ""smiles"": ""CC(=O)c1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""99-91-2"", ""yield_pct"": ""99"", ""smiles"": ""CC(=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927316,31-614-CAS-33927316,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,91,,,CCOC(=O)c1ccc(I)cc1,CCOC(=O)c1ccc(Cl)cc1,CCOC(=O)c1ccc(I)cc1>>CCOC(=O)c1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",51934-41-9,7335-27-5,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""51934-41-9"", ""smiles"": ""CCOC(=O)c1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""7335-27-5"", ""yield_pct"": ""91"", ""smiles"": ""CCOC(=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927317,31-614-CAS-33927317,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,98,,,N#Cc1cccc(I)c1,N#Cc1cccc(Cl)c1,N#Cc1cccc(I)c1>>N#Cc1cccc(Cl)c1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",69113-59-3,766-84-7,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""69113-59-3"", ""smiles"": ""N#Cc1cccc(I)c1""}]","[{""index"": 1, ""cas_rn"": ""766-84-7"", ""yield_pct"": ""98"", ""smiles"": ""N#Cc1cccc(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927319,31-614-CAS-33927319,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,71,,,FC(F)(F)Oc1ccc(I)cc1,FC(F)(F)Oc1ccc(Cl)cc1,FC(F)(F)Oc1ccc(I)cc1>>FC(F)(F)Oc1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",103962-05-6,461-81-4,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""103962-05-6"", ""smiles"": ""FC(F)(F)Oc1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""461-81-4"", ""yield_pct"": ""71"", ""smiles"": ""FC(F)(F)Oc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927321,31-614-CAS-33927321,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,83,,,FC(F)(F)c1cc(I)cc(C(F)(F)F)c1,FC(F)(F)c1cc(Cl)cc(C(F)(F)F)c1,FC(F)(F)c1cc(I)cc(C(F)(F)F)c1>>FC(F)(F)c1cc(Cl)cc(C(F)(F)F)c1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",328-73-4,328-72-3,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""328-73-4"", ""smiles"": ""FC(F)(F)c1cc(I)cc(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""328-72-3"", ""yield_pct"": ""83"", ""smiles"": ""FC(F)(F)c1cc(Cl)cc(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927323,31-614-CAS-33927323,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,94,,,CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(Br)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1,CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(I)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1,CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(Br)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1>>CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(I)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",2757603-92-0,2825010-92-0,"7681-82-5, 7732-18-5","1295-35-8, 72914-19-3",5614-37-9,,,,,,,3,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""2757603-92-0"", ""smiles"": ""CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(Br)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1""}]","[{""index"": 1, ""cas_rn"": ""2825010-92-0"", ""yield_pct"": ""94"", ""smiles"": ""CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(I)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""5614-37-9""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927324,31-614-CAS-33927324,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,71,,,FC(F)(F)c1ccc(I)cc1,FC(F)(F)c1ccc(Cl)cc1,FC(F)(F)c1ccc(I)cc1>>FC(F)(F)c1ccc(Cl)cc1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",455-13-0,98-56-6,"56-37-1, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""455-13-0"", ""smiles"": ""FC(F)(F)c1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""98-56-6"", ""yield_pct"": ""71"", ""smiles"": ""FC(F)(F)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""56-37-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927330,31-614-CAS-33927330,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,96,,,CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(I)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1,CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(Br)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1,CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(I)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1>>CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(Br)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",2825010-92-0,2757603-92-0,"1643-19-2, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""2825010-92-0"", ""smiles"": ""CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(I)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1""}]","[{""index"": 1, ""cas_rn"": ""2757603-92-0"", ""yield_pct"": ""96"", ""smiles"": ""CC1(C)O[C@@H]2O[C@@H](COC(=O)c3ccc(Br)cc3)[C@H]3OC(C)(C)O[C@H]3[C@@H]2O1""}]","[{""index"": 1, ""cas_rn"": ""1643-19-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
31-614-CAS-33927333,31-614-CAS-33927333,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,94,,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)c5ccc(I)cc5)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)c5ccc(Br)cc5)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)c5ccc(I)cc5)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)c5ccc(Br)cc5)CC[C@]4(C)[C@H]3CC[C@]12C,Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange,"Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing","ACS Catalysis (2022), 12(18), 11089-11096","Light-Promoted Nickel-Catalyzed Aromatic Halogen Exchange | Feng, Yunhui; Luo, Hang; Zheng, Wanyao; Matsunaga, Shigeki; Lin, Luqing | ACS Catalysis (2022), 12(18), 11089-11096",40998-93-4,38975-68-7,"1643-19-2, 7732-18-5","1295-35-8, 72914-19-3",123-91-1,,,,,,,3,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""40998-93-4"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)c5ccc(I)cc5)CC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""38975-68-7"", ""yield_pct"": ""94"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)c5ccc(Br)cc5)CC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""1643-19-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""72914-19-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","photochemical, glovebox used, Teflon sealed tube used, blue LEDs used (455 nm, 6 W), Finkelstein Reaction",
