reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-20035200,31-006-CAS-20035200,4.rdf,Kumada coupling,70,,,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F,CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F>>CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,: Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases,"Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex","World Intellectual Property Organization, WO2019025562 A1 2019-02-07",": Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases | Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex | World Intellectual Property Organization, WO2019025562 A1 2019-02-07","97674-02-7, 875664-46-3",1260895-98-4,7647-01-0,14221-01-3,"123-91-1, 7732-18-5",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""97674-02-7"", ""smiles"": ""C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC""}, {""index"": 2, ""cas_rn"": ""875664-46-3"", ""smiles"": ""Nc1c(F)cc(Br)cc1C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""1260895-98-4"", ""yield_pct"": ""70"", ""smiles"": ""CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""14221-01-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Stille coupling (stage 1),
31-049-CAS-18548170,31-049-CAS-18548170,5.rdf,Kumada coupling,,,,N#Cc1cccc(C=O)c1.CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC.C[CH](C)[Mg][Cl],CC(C)c1ccc(/C=C/c2cccc(C#N)c2)cc1O,N#Cc1cccc(C=O)c1.CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC.C[CH](C)[Mg][Cl]>>CC(C)c1ccc(/C=C/c2cccc(C#N)c2)cc1O,Preparation of substituted hydroxystilbenes and their therapeutic applications,"Tang, Liren; Zhang, Junling; Guo, Tao; Lyle, Michael Patrick Allen","United States, US9725406 B1 2017-08-08","Preparation of substituted hydroxystilbenes and their therapeutic applications | Tang, Liren; Zhang, Junling; Guo, Tao; Lyle, Michael Patrick Allen | United States, US9725406 B1 2017-08-08","24964-64-5, 2121476-98-8, 1068-55-9",2121476-77-3,"1310-73-2, 7732-18-5, 10294-33-4",14647-23-5,"109-99-9, 7732-18-5, 60-29-7, 75-09-2",,,,,,,5,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""24964-64-5"", ""smiles"": ""N#Cc1cccc(C=O)c1""}, {""index"": 2, ""cas_rn"": ""2121476-98-8"", ""smiles"": ""CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC""}, {""index"": 3, ""cas_rn"": ""1068-55-9"", ""smiles"": ""C[CH](C)[Mg][Cl]""}]","[{""index"": 1, ""cas_rn"": ""2121476-77-3"", ""smiles"": ""CC(C)c1ccc(/C=C/c2cccc(C#N)c2)cc1O""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""10294-33-4""}]","[{""index"": 1, ""cas_rn"": ""14647-23-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""60-29-7""}, {""index"": 4, ""cas_rn"": ""75-09-2""}]","Horner-Wadsworth-Emmons reaction in stage 1,stereoselective in stage 1,Kumada cross coupling reaction in stage 2,Grignard reagent used in stage 2",
31-049-CAS-18548171,31-049-CAS-18548171,5.rdf,Kumada coupling,,,,N#Cc1ccc(C=O)c(C#N)c1.CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC.C[CH](C)[Mg][Cl],CC(C)c1ccc(/C=C/c2ccc(C#N)cc2C#N)cc1O,N#Cc1ccc(C=O)c(C#N)c1.CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC.C[CH](C)[Mg][Cl]>>CC(C)c1ccc(/C=C/c2ccc(C#N)cc2C#N)cc1O,Preparation of substituted hydroxystilbenes and their therapeutic applications,"Tang, Liren; Zhang, Junling; Guo, Tao; Lyle, Michael Patrick Allen","United States, US9725406 B1 2017-08-08","Preparation of substituted hydroxystilbenes and their therapeutic applications | Tang, Liren; Zhang, Junling; Guo, Tao; Lyle, Michael Patrick Allen | United States, US9725406 B1 2017-08-08","331714-59-1, 2121476-98-8, 1068-55-9",2121476-78-4,"1310-73-2, 7732-18-5, 10294-33-4",14647-23-5,"109-99-9, 7732-18-5, 60-29-7, 75-09-2",,,,,,,5,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""331714-59-1"", ""smiles"": ""N#Cc1ccc(C=O)c(C#N)c1""}, {""index"": 2, ""cas_rn"": ""2121476-98-8"", ""smiles"": ""CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC""}, {""index"": 3, ""cas_rn"": ""1068-55-9"", ""smiles"": ""C[CH](C)[Mg][Cl]""}]","[{""index"": 1, ""cas_rn"": ""2121476-78-4"", ""smiles"": ""CC(C)c1ccc(/C=C/c2ccc(C#N)cc2C#N)cc1O""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""10294-33-4""}]","[{""index"": 1, ""cas_rn"": ""14647-23-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""60-29-7""}, {""index"": 4, ""cas_rn"": ""75-09-2""}]","Horner-Wadsworth-Emmons reaction in stage 1,stereoselective in stage 1,Kumada cross coupling reaction in stage 2,Grignard reagent used in stage 2",
31-049-CAS-18548172,31-049-CAS-18548172,5.rdf,Kumada coupling,,,,N#Cc1ccc(C=O)cc1C#N.CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC.C[CH](C)[Mg][Cl],CC(C)c1ccc(/C=C/c2ccc(C#N)c(C#N)c2)cc1O,N#Cc1ccc(C=O)cc1C#N.CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC.C[CH](C)[Mg][Cl]>>CC(C)c1ccc(/C=C/c2ccc(C#N)c(C#N)c2)cc1O,Preparation of substituted hydroxystilbenes and their therapeutic applications,"Tang, Liren; Zhang, Junling; Guo, Tao; Lyle, Michael Patrick Allen","United States, US9725406 B1 2017-08-08","Preparation of substituted hydroxystilbenes and their therapeutic applications | Tang, Liren; Zhang, Junling; Guo, Tao; Lyle, Michael Patrick Allen | United States, US9725406 B1 2017-08-08","313228-48-7, 2121476-98-8, 1068-55-9",2121476-79-5,"1310-73-2, 7732-18-5, 10294-33-4",14647-23-5,"109-99-9, 7732-18-5, 60-29-7, 75-09-2",,,,,,,5,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""313228-48-7"", ""smiles"": ""N#Cc1ccc(C=O)cc1C#N""}, {""index"": 2, ""cas_rn"": ""2121476-98-8"", ""smiles"": ""CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC""}, {""index"": 3, ""cas_rn"": ""1068-55-9"", ""smiles"": ""C[CH](C)[Mg][Cl]""}]","[{""index"": 1, ""cas_rn"": ""2121476-79-5"", ""smiles"": ""CC(C)c1ccc(/C=C/c2ccc(C#N)c(C#N)c2)cc1O""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""10294-33-4""}]","[{""index"": 1, ""cas_rn"": ""14647-23-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""60-29-7""}, {""index"": 4, ""cas_rn"": ""75-09-2""}]","Horner-Wadsworth-Emmons reaction in stage 1,stereoselective in stage 1,Kumada cross coupling reaction in stage 2,Grignard reagent used in stage 2",
31-049-CAS-263278,31-049-CAS-263278,5.rdf,Kumada coupling,,,,COc1ccccc1Br.[Br][Mg][CH2]c1ccccc1,Oc1ccccc1Cc1ccccc1,COc1ccccc1Br.[Br][Mg][CH2]c1ccccc1>>Oc1ccccc1Cc1ccccc1,"Design and synthesis of a novel series of [1-(4-hydroxy-benzyl)-1H-indol-5-yloxy]-acetic acid compounds as potent, selective, thyroid hormone receptor β agonists","Burkholder, Timothy P.; Cunningham, Brian E.; Clayton, Joshua R.; Lander, Peter A.; Brown, Matthew L.; Doti, Robert A.; Durst, Gregory L.; Montrose-Rafizadeh, Chahrzad; King, Constance; Osborne, Harold E.; Amos, Robert M.; Zink, Richard W.; Stramm, Lawrence E.; Burris, Thomas P.; Cardona, Guemalli; Konkol, Debra L.; Reidy, Charles; Christe, Michael E.; Genin, Michael J.","Bioorganic & Medicinal Chemistry Letters (2015), 25(7), 1377-1380","Design and synthesis of a novel series of [1-(4-hydroxy-benzyl)-1H-indol-5-yloxy]-acetic acid compounds as potent, selective, thyroid hormone receptor β agonists | Burkholder, Timothy P.; Cunningham, Brian E.; Clayton, Joshua R.; Lander, Peter A.; Brown, Matthew L.; Doti, Robert A.; Durst, Gregory L.; Montrose-Rafizadeh, Chahrzad; King, Constance; Osborne, Harold E.; Amos, Robert M.; Zink, Richard W.; Stramm, Lawrence E.; Burris, Thomas P.; Cardona, Guemalli; Konkol, Debra L.; Reidy, Charles; Christe, Michael E.; Genin, Michael J. | Bioorganic & Medicinal Chemistry Letters (2015), 25(7), 1377-1380","578-57-4, 1589-82-8",28994-41-4,10294-33-4,7440-02-0,,,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""578-57-4"", ""smiles"": ""COc1ccccc1Br""}, {""index"": 2, ""cas_rn"": ""1589-82-8"", ""smiles"": ""[Br][Mg][CH2]c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""28994-41-4"", ""smiles"": ""Oc1ccccc1Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""10294-33-4""}]","[{""index"": 1, ""cas_rn"": ""7440-02-0""}]",[],Kumada coupling,
31-049-CAS-9164693,31-049-CAS-9164693,5.rdf,Kumada coupling,,,,COc1ccccc1Br.C[C](C)(C)[Mg][Cl],CC(C)(C)c1ccccc1O,COc1ccccc1Br.C[C](C)(C)[Mg][Cl]>>CC(C)(C)c1ccccc1O,"Design and synthesis of a novel series of [1-(4-hydroxy-benzyl)-1H-indol-5-yloxy]-acetic acid compounds as potent, selective, thyroid hormone receptor β agonists","Burkholder, Timothy P.; Cunningham, Brian E.; Clayton, Joshua R.; Lander, Peter A.; Brown, Matthew L.; Doti, Robert A.; Durst, Gregory L.; Montrose-Rafizadeh, Chahrzad; King, Constance; Osborne, Harold E.; Amos, Robert M.; Zink, Richard W.; Stramm, Lawrence E.; Burris, Thomas P.; Cardona, Guemalli; Konkol, Debra L.; Reidy, Charles; Christe, Michael E.; Genin, Michael J.","Bioorganic & Medicinal Chemistry Letters (2015), 25(7), 1377-1380","Design and synthesis of a novel series of [1-(4-hydroxy-benzyl)-1H-indol-5-yloxy]-acetic acid compounds as potent, selective, thyroid hormone receptor β agonists | Burkholder, Timothy P.; Cunningham, Brian E.; Clayton, Joshua R.; Lander, Peter A.; Brown, Matthew L.; Doti, Robert A.; Durst, Gregory L.; Montrose-Rafizadeh, Chahrzad; King, Constance; Osborne, Harold E.; Amos, Robert M.; Zink, Richard W.; Stramm, Lawrence E.; Burris, Thomas P.; Cardona, Guemalli; Konkol, Debra L.; Reidy, Charles; Christe, Michael E.; Genin, Michael J. | Bioorganic & Medicinal Chemistry Letters (2015), 25(7), 1377-1380","578-57-4, 677-22-5",88-18-6,10294-33-4,7440-02-0,,,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""578-57-4"", ""smiles"": ""COc1ccccc1Br""}, {""index"": 2, ""cas_rn"": ""677-22-5"", ""smiles"": ""C[C](C)(C)[Mg][Cl]""}]","[{""index"": 1, ""cas_rn"": ""88-18-6"", ""smiles"": ""CC(C)(C)c1ccccc1O""}]","[{""index"": 1, ""cas_rn"": ""10294-33-4""}]","[{""index"": 1, ""cas_rn"": ""7440-02-0""}]",[],Kumada coupling,
31-059-CAS-20088708,31-059-CAS-20088708,4.rdf,Kumada coupling,44,,,N#Cc1cccc(I)c1.O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F.[Cl][Zn][c]1ccccc1,N#Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1,N#Cc1cccc(I)c1.O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F.[Cl][Zn][c]1ccccc1>>N#Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1,One-Pot Sequential Kumada-Tamao-Corriu Couplings of (Hetero)Aryl Polyhalides in the Presence of Grignard-Sensitive Functional Groups Using Pd-PEPPSI-IPentCl,"Sinha, Narayan; Champagne, Pier Alexandre; Rodriguez, Michael J.; Lu, Yu; Kopach, Michael E.; Mitchell, David; Organ, Michael G.","Chemistry - A European Journal (2019), 25(26), 6508-6512","One-Pot Sequential Kumada-Tamao-Corriu Couplings of (Hetero)Aryl Polyhalides in the Presence of Grignard-Sensitive Functional Groups Using Pd-PEPPSI-IPentCl | Sinha, Narayan; Champagne, Pier Alexandre; Rodriguez, Michael J.; Lu, Yu; Kopach, Michael E.; Mitchell, David; Organ, Michael G. | Chemistry - A European Journal (2019), 25(26), 6508-6512","69113-59-3, 66107-30-0, 28557-00-8",2306118-69-2,"1068-55-9, 7447-41-8, 12125-02-9",1435347-24-2,"109-99-9, 108-88-3, 7732-18-5",,,,,,,4,1,44,,,,,,,"{""1"": 44}","[{""index"": 1, ""cas_rn"": ""69113-59-3"", ""smiles"": ""N#Cc1cccc(I)c1""}, {""index"": 2, ""cas_rn"": ""66107-30-0"", ""smiles"": ""O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F""}, {""index"": 3, ""cas_rn"": ""28557-00-8"", ""smiles"": ""[Cl][Zn][c]1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2306118-69-2"", ""yield_pct"": ""44"", ""smiles"": ""N#Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1""}]","[{""index"": 1, ""cas_rn"": ""1068-55-9""}, {""index"": 2, ""cas_rn"": ""7447-41-8""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""1435347-24-2""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","chemoselective (chemoselective reaction (stage 2)), Schlenk flask used, alternative preparation shown, Kumada-Tamao-Corriu cross coupling (stage 2), Grignard reagent intermediate prepared from stage 1 added in stage 2 (stage 2), Negishi coupling (stage 3)",
31-059-CAS-20088710,31-059-CAS-20088710,4.rdf,Kumada coupling,62,,,N#Cc1cccc(I)c1.O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F.CCC[CH2][Zn][Cl],CCCCc1ccc(-c2cccc(C#N)c2)cc1,N#Cc1cccc(I)c1.O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F.CCC[CH2][Zn][Cl]>>CCCCc1ccc(-c2cccc(C#N)c2)cc1,One-Pot Sequential Kumada-Tamao-Corriu Couplings of (Hetero)Aryl Polyhalides in the Presence of Grignard-Sensitive Functional Groups Using Pd-PEPPSI-IPentCl,"Sinha, Narayan; Champagne, Pier Alexandre; Rodriguez, Michael J.; Lu, Yu; Kopach, Michael E.; Mitchell, David; Organ, Michael G.","Chemistry - A European Journal (2019), 25(26), 6508-6512","One-Pot Sequential Kumada-Tamao-Corriu Couplings of (Hetero)Aryl Polyhalides in the Presence of Grignard-Sensitive Functional Groups Using Pd-PEPPSI-IPentCl | Sinha, Narayan; Champagne, Pier Alexandre; Rodriguez, Michael J.; Lu, Yu; Kopach, Michael E.; Mitchell, David; Organ, Michael G. | Chemistry - A European Journal (2019), 25(26), 6508-6512","69113-59-3, 66107-30-0, 42930-39-2",2306126-11-2,"1068-55-9, 7447-41-8, 12125-02-9",1435347-24-2,"109-99-9, 108-88-3, 7732-18-5",,,,,,,4,1,62,,,,,,,"{""1"": 62}","[{""index"": 1, ""cas_rn"": ""69113-59-3"", ""smiles"": ""N#Cc1cccc(I)c1""}, {""index"": 2, ""cas_rn"": ""66107-30-0"", ""smiles"": ""O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F""}, {""index"": 3, ""cas_rn"": ""42930-39-2"", ""smiles"": ""CCC[CH2][Zn][Cl]""}]","[{""index"": 1, ""cas_rn"": ""2306126-11-2"", ""yield_pct"": ""62"", ""smiles"": ""CCCCc1ccc(-c2cccc(C#N)c2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1068-55-9""}, {""index"": 2, ""cas_rn"": ""7447-41-8""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""1435347-24-2""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","chemoselective (chemoselective reaction (stage 2)), Schlenk flask used, alternative preparation shown, Kumada-Tamao-Corriu cross coupling (stage 2), Grignard reagent intermediate prepared from stage 1 added in stage 2 (stage 2), Negishi coupling (stage 3)",
31-084-CAS-13630035,31-084-CAS-13630035,5.rdf,Kumada coupling,88,,,[Br][Mg][c]1ccccc1.Fc1cc(Cl)cc(Cl)c1,Fc1cc(-c2ccccc2)cc(-c2ccccc2)c1.Fc1cc(Cl)cc(-c2ccccc2)c1,[Br][Mg][c]1ccccc1.Fc1cc(Cl)cc(Cl)c1>>Fc1cc(-c2ccccc2)cc(-c2ccccc2)c1.Fc1cc(Cl)cc(-c2ccccc2)c1,Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex,"Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor","Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex | Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor | Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","100-58-3, 1435-46-7","1537218-88-4, 1651205-33-2",,1158652-41-5,109-99-9,,,,,,,1,1,88,3,,,,,,"{""1"": 88, ""2"": 3}","[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""1435-46-7"", ""smiles"": ""Fc1cc(Cl)cc(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""1537218-88-4"", ""yield_pct"": ""88"", ""smiles"": ""Fc1cc(-c2ccccc2)cc(-c2ccccc2)c1""}, {""index"": 2, ""cas_rn"": ""1651205-33-2"", ""yield_pct"": ""3"", ""smiles"": ""Fc1cc(Cl)cc(-c2ccccc2)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""1158652-41-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","microwave irradiation, Kumada coupling, sealed vial used",
31-090-CAS-1234178,31-090-CAS-1234178,5.rdf,Kumada coupling,74,,,Clc1ccc(Cl)cc1.[Cl][Zn][c]1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1.Clc1ccc(-c2ccccc2)cc1,Clc1ccc(Cl)cc1.[Cl][Zn][c]1ccccc1>>c1ccc(-c2ccc(-c3ccccc3)cc2)cc1.Clc1ccc(-c2ccccc2)cc1,Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex,"Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor","Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex | Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor | Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","106-46-7, 28557-00-8","92-94-4, 2051-62-9",,1158652-41-5,"109-99-9, 872-50-4",,,,,,,1,1,74,9,,,,,,"{""1"": 74, ""2"": 9}","[{""index"": 1, ""cas_rn"": ""106-46-7"", ""smiles"": ""Clc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""28557-00-8"", ""smiles"": ""[Cl][Zn][c]1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""92-94-4"", ""yield_pct"": ""74"", ""smiles"": ""c1ccc(-c2ccc(-c3ccccc3)cc2)cc1""}, {""index"": 2, ""cas_rn"": ""2051-62-9"", ""yield_pct"": ""9"", ""smiles"": ""Clc1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1158652-41-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""872-50-4""}]","microwave irradiation, alternative preparation shown, Negishi coupling",
31-090-CAS-2959823,31-090-CAS-2959823,5.rdf,Kumada coupling,11,,,Clc1ccccc1Cl.[Br][Mg][c]1ccccc1,c1ccc(-c2ccccc2-c2ccccc2)cc1.Clc1ccccc1-c1ccccc1,Clc1ccccc1Cl.[Br][Mg][c]1ccccc1>>c1ccc(-c2ccccc2-c2ccccc2)cc1.Clc1ccccc1-c1ccccc1,Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex,"Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor","Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex | Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor | Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","95-50-1, 100-58-3","84-15-1, 2051-60-7",,1158652-41-5,109-99-9,,,,,,,1,1,11,55,,,,,,"{""1"": 11, ""2"": 55}","[{""index"": 1, ""cas_rn"": ""95-50-1"", ""smiles"": ""Clc1ccccc1Cl""}, {""index"": 2, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""84-15-1"", ""yield_pct"": ""11"", ""smiles"": ""c1ccc(-c2ccccc2-c2ccccc2)cc1""}, {""index"": 2, ""cas_rn"": ""2051-60-7"", ""yield_pct"": ""55"", ""smiles"": ""Clc1ccccc1-c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1158652-41-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","microwave irradiation, Kumada coupling, sealed vial used",
31-090-CAS-4276857,31-090-CAS-4276857,5.rdf,Kumada coupling,90,,,[Br][Mg][c]1ccccc1.Clc1ccc(Cl)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1.Clc1ccc(-c2ccccc2)cc1,[Br][Mg][c]1ccccc1.Clc1ccc(Cl)cc1>>c1ccc(-c2ccc(-c3ccccc3)cc2)cc1.Clc1ccc(-c2ccccc2)cc1,Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex,"Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor","Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex | Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor | Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","100-58-3, 106-46-7","92-94-4, 2051-62-9",,1158652-41-5,109-99-9,,,,,,,1,1,90,6,,,,,,"{""1"": 90, ""2"": 6}","[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""106-46-7"", ""smiles"": ""Clc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""92-94-4"", ""yield_pct"": ""90"", ""smiles"": ""c1ccc(-c2ccc(-c3ccccc3)cc2)cc1""}, {""index"": 2, ""cas_rn"": ""2051-62-9"", ""yield_pct"": ""6"", ""smiles"": ""Clc1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1158652-41-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","microwave irradiation, alternative preparation shown, optimization study, optimized on catalyst, Kumada coupling, sealed vial used",
