reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-20035200,31-006-CAS-20035200,4.rdf,Kumada coupling,70,,,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F,CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F>>CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,: Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases,"Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex","World Intellectual Property Organization, WO2019025562 A1 2019-02-07",": Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases | Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex | World Intellectual Property Organization, WO2019025562 A1 2019-02-07","97674-02-7, 875664-46-3",1260895-98-4,7647-01-0,14221-01-3,"123-91-1, 7732-18-5",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""97674-02-7"", ""smiles"": ""C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC""}, {""index"": 2, ""cas_rn"": ""875664-46-3"", ""smiles"": ""Nc1c(F)cc(Br)cc1C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""1260895-98-4"", ""yield_pct"": ""70"", ""smiles"": ""CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""14221-01-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Stille coupling (stage 1),
31-176-CAS-16948991,31-176-CAS-16948991,3.rdf,Kumada coupling,83,,,CC(C)(C)OC(=O)n1ccc2cc(Br)ccc21.CCOC(=O)CCCC[CH2][Zn][Br],CCOC(=O)CCCCCc1ccc2c(ccn2C(=O)OC(C)(C)C)c1,CC(C)(C)OC(=O)n1ccc2cc(Br)ccc21.CCOC(=O)CCCC[CH2][Zn][Br]>>CCOC(=O)CCCCCc1ccc2c(ccn2C(=O)OC(C)(C)C)c1,"Trans-[1,3-(2,6-Diisopropylphenyl)imidazol-2-ylidene](3-chloropyridyl)palladium(II) Dichloride1,2 (PEPPSI-IPr)","Kantchev, Eric Assen B.; O'Brien, Christopher J.; Organ, Michael G.","e-EROS Encyclopedia of Reagents for Organic Synthesis (2008), 1-3","Trans-[1,3-(2,6-Diisopropylphenyl)imidazol-2-ylidene](3-chloropyridyl)palladium(II) Dichloride1,2 (PEPPSI-IPr) | Kantchev, Eric Assen B.; O'Brien, Christopher J.; Organ, Michael G. | e-EROS Encyclopedia of Reagents for Organic Synthesis (2008), 1-3","182344-70-3, 312693-01-9",906100-54-7,7550-35-8,905459-27-0,"80-73-9, 109-99-9",,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""182344-70-3"", ""smiles"": ""CC(C)(C)OC(=O)n1ccc2cc(Br)ccc21""}, {""index"": 2, ""cas_rn"": ""312693-01-9"", ""smiles"": ""CCOC(=O)CCCC[CH2][Zn][Br]""}]","[{""index"": 1, ""cas_rn"": ""906100-54-7"", ""yield_pct"": ""83"", ""smiles"": ""CCOC(=O)CCCCCc1ccc2c(ccn2C(=O)OC(C)(C)C)c1""}]","[{""index"": 1, ""cas_rn"": ""7550-35-8""}]","[{""index"": 1, ""cas_rn"": ""905459-27-0""}]","[{""index"": 1, ""cas_rn"": ""80-73-9""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]",Negishi reaction,
31-176-CAS-16948995,31-176-CAS-16948995,2.rdf,Kumada coupling,92,,,Cc1ccccc1Cl.CC(C)c1cc(C(C)C)[c]([Zn][Cl])c(C(C)C)c1,Cc1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccccc1Cl.CC(C)c1cc(C(C)C)[c]([Zn][Cl])c(C(C)C)c1>>Cc1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,"Trans-[1,3-(2,6-Diisopropylphenyl)imidazol-2-ylidene](3-chloropyridyl)palladium(II) Dichloride1,2 (PEPPSI-IPr)","Kantchev, Eric Assen B.; O'Brien, Christopher J.; Organ, Michael G.","e-EROS Encyclopedia of Reagents for Organic Synthesis (2008), 1-3","Trans-[1,3-(2,6-Diisopropylphenyl)imidazol-2-ylidene](3-chloropyridyl)palladium(II) Dichloride1,2 (PEPPSI-IPr) | Kantchev, Eric Assen B.; O'Brien, Christopher J.; Organ, Michael G. | e-EROS Encyclopedia of Reagents for Organic Synthesis (2008), 1-3","95-49-8, 787618-42-2",700360-05-0,,905459-27-0,"109-99-9, 872-50-4",,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""95-49-8"", ""smiles"": ""Cc1ccccc1Cl""}, {""index"": 2, ""cas_rn"": ""787618-42-2"", ""smiles"": ""CC(C)c1cc(C(C)C)[c]([Zn][Cl])c(C(C)C)c1""}]","[{""index"": 1, ""cas_rn"": ""700360-05-0"", ""yield_pct"": ""92"", ""smiles"": ""Cc1ccccc1-c1c(C(C)C)cc(C(C)C)cc1C(C)C""}]",[],"[{""index"": 1, ""cas_rn"": ""905459-27-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""872-50-4""}]",Negishi reaction,
31-176-CAS-16948996,31-176-CAS-16948996,2.rdf,Kumada coupling,90,,,N#Cc1cccc(Cl)n1.COc1cccc[c]1[Zn][Cl],COc1ccccc1-c1cccc(C#N)n1,N#Cc1cccc(Cl)n1.COc1cccc[c]1[Zn][Cl]>>COc1ccccc1-c1cccc(C#N)n1,"Trans-[1,3-(2,6-Diisopropylphenyl)imidazol-2-ylidene](3-chloropyridyl)palladium(II) Dichloride1,2 (PEPPSI-IPr)","Kantchev, Eric Assen B.; O'Brien, Christopher J.; Organ, Michael G.","e-EROS Encyclopedia of Reagents for Organic Synthesis (2008), 1-3","Trans-[1,3-(2,6-Diisopropylphenyl)imidazol-2-ylidene](3-chloropyridyl)palladium(II) Dichloride1,2 (PEPPSI-IPr) | Kantchev, Eric Assen B.; O'Brien, Christopher J.; Organ, Michael G. | e-EROS Encyclopedia of Reagents for Organic Synthesis (2008), 1-3","33252-29-8, 65344-84-5",205174-21-6,,905459-27-0,"109-99-9, 872-50-4",,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""33252-29-8"", ""smiles"": ""N#Cc1cccc(Cl)n1""}, {""index"": 2, ""cas_rn"": ""65344-84-5"", ""smiles"": ""COc1cccc[c]1[Zn][Cl]""}]","[{""index"": 1, ""cas_rn"": ""205174-21-6"", ""yield_pct"": ""90"", ""smiles"": ""COc1ccccc1-c1cccc(C#N)n1""}]",[],"[{""index"": 1, ""cas_rn"": ""905459-27-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""872-50-4""}]",Negishi reaction,
31-176-CAS-1695335,31-176-CAS-1695335,1.rdf,Kumada coupling,93,,,[Cl][Mg][c]1ccccc1.N#Cc1ccc(Cl)cc1,N#Cc1ccc(-c2ccccc2)cc1,[Cl][Mg][c]1ccccc1.N#Cc1ccc(Cl)cc1>>N#Cc1ccc(-c2ccccc2)cc1,"Synthesis, Characterization, and Catalytic Activity of Nickel(II) Alkyl Complexes Supported by Pyrrole-Diphosphine Ligands","Venkanna, Gopaladasu T.; Tammineni, Swetha; Arman, Hadi D.; Tonzetich, Zachary J.","Organometallics (2013), 32(16), 4656-4663","Synthesis, Characterization, and Catalytic Activity of Nickel(II) Alkyl Complexes Supported by Pyrrole-Diphosphine Ligands | Venkanna, Gopaladasu T.; Tammineni, Swetha; Arman, Hadi D.; Tonzetich, Zachary J. | Organometallics (2013), 32(16), 4656-4663","100-59-4, 623-03-0",2920-38-9,7732-18-5,1410026-59-3,"108-88-3, 109-99-9",,,,,,"General/Typical Procedure: General Procedure for Cross-Coupling Reactions. A Schlenk tube was charged with 2.0 mg (4 μmol) of the desired nickel complex and 3 mL of toluene or THF. The electrophilic coupling partner (1.0 mmol) was then added, followed by the Grignard reagent (1.3 mmol) as a solution in THF. The reaction mixture was stirred at room temperature for 6-12 h before being quenched with 5 mL of deionized water. To the quenched reaction mixture was added 10 mL of diethyl ether, causing separation of the organic layer. The organic layer was extracted and dried over Na2SO4. After filtration and evaporation of the solvents the crude product was purified by column chromatography on Al2O3 (3% EtOAc in hexanes). Entry: 5; Yield 93%.",2,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""100-59-4"", ""smiles"": ""[Cl][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""623-03-0"", ""smiles"": ""N#Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""2920-38-9"", ""yield_pct"": ""93"", ""smiles"": ""N#Cc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1410026-59-3""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","catalyst prepared and used, Kumada cross-coupling",
31-176-CAS-1709373,31-176-CAS-1709373,3.rdf,Kumada coupling,81,,,C[C](C)(C)[Mg][Cl].CCOC(=O)c1ccc(Br)cc1,CCOC(=O)c1ccc(C(C)(C)C)cc1,C[C](C)(C)[Mg][Cl].CCOC(=O)c1ccc(Br)cc1>>CCOC(=O)c1ccc(C(C)(C)C)cc1,Nickel-Catalyzed Kumada Cross-Coupling Reactions of Tertiary Alkylmagnesium Halides and Aryl Bromides/Triflates,"Joshi-Pangu, Amruta; Wang, Chao-Yuan; Biscoe, Mark R.","Journal of the American Chemical Society (2011), 133(22), 8478-8481","Nickel-Catalyzed Kumada Cross-Coupling Reactions of Tertiary Alkylmagnesium Halides and Aryl Bromides/Triflates | Joshi-Pangu, Amruta; Wang, Chao-Yuan; Biscoe, Mark R. | Journal of the American Chemical Society (2011), 133(22), 8478-8481","677-22-5, 5798-75-4",5406-57-5,7732-18-5,"286014-38-8, 1309385-86-1",109-99-9,,,,,,"General/Typical Procedure: General procedure for the cross-coupling of aryl/vinyl halide/triflates and tertiary alkylmagnesium halides: Because we are interested in developing methods of high operational simplicity as well as generality, we performed each of the reactions on the benchtop, using readily available disposable vials with screw-top septa. NiCl2•(H2O)1.54 (16 mg, 0.1 mmol) and NHC ligand 18 (32 mg, 0.1 mmol) were weighed out on the benchtop in an oven-dried 10 mL screw top test tube with stir bar. The aryl bromide/triflate (1 mmol) was then added to the vial. The vial was sealed using a screw cap lined with a teflon septum. The reaction vial was evacuated and backfilled three times with argon using a needle attached to a vacuum manifold, and cooled to –10 ºC in a NaCl/ice slurry prior to the addition of the alkylmagnesium reagent. If the aryl bromide/triflate were a liquid, it was added via microsyringe after having backfilled the vial with argon. The tertiary alkylmagnesium halide (2.0 mmol) was then added via syringe under a positive pressure of argon. The vial was sealed with electrical tape and the reaction mixture was stirred for 90 minutes on the benchtop at –10 ºC with no additional argon pressure. The reaction mixture was quenched through the addition of ice chips, then poured into a separatory funnel containing saturated aqueous NH4Cl (ca. 10 mL) and extracted with EtOAc (3 x 20 mL). The combined organic layers were washed with brine and dried over Na2SO4. The crude product was purified by column chromatography. Extent of isomerization can be easily determined via 1H NMR spectroscopy by comparison of the intergral of the singlet from the t-butyl group (1.3-1.4 ppm, 9H) to the integral of the doublet from the benzylic protons of the i-butyl group (2.4-2.5 ppm, 2H). The doublet from the methyls of the ibutyl group could additionally be used (ca. 0.8 ppm, 6H). Ethyl 4-(tert-butyl)benzoate (Table 2, Row 1, Column 3). The general procedure was employed. A yellow liquid (167 mg, 81%) was isolated by column chromatography (80:20 Hex:EtOAc). 1H NMR (500 MHz, CDCl3) δ: 7.98 (d, J = 8.6 Hz, 2H), 7.45 (d, J = 8.6 Hz, 2H), 4.36 (q, J = 7.2 Hz, 2H), 1.38 (t, J = 7.2 Hz, 3H), 1.34 (s, 9H) ppm. 13C NMR (125 MHz, CDCl3) δ: 166.7, 156.5, 129.5, 127.9, 125.4, 60.8, 35.1, 31.2, 14.5 ppm.",2,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""677-22-5"", ""smiles"": ""C[C](C)(C)[Mg][Cl]""}, {""index"": 2, ""cas_rn"": ""5798-75-4"", ""smiles"": ""CCOC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""5406-57-5"", ""yield_pct"": ""81"", ""smiles"": ""CCOC(=O)c1ccc(C(C)(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""286014-38-8""}, {""index"": 2, ""cas_rn"": ""1309385-86-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Kumada cross-coupling, other product also detected (isomerization)",
31-176-CAS-1709978,31-176-CAS-1709978,5.rdf,Kumada coupling,,,,Cc1cc[c]([Zn][Cl])cc1.COc1ccc(Br)cc1,COc1ccc(-c2ccc(C)cc2)cc1,Cc1cc[c]([Zn][Cl])cc1.COc1ccc(Br)cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Structure-Activity Relationship Analysis of Pd-PEPPSI Complexes in Cross-Couplings: a Close Inspection of the Catalytic Cycle and the Precatalyst Activation Model,"Nasielski, Joanna; Hadei, Nilofaur; Achonduh, George; Kantchev, Eric Assen B.; O'Brien, Christopher J.; Lough, Alan; Organ, Michael G.","Chemistry - A European Journal (2010), 16(35), 10844-10853, S10844/1-S10844/19","Structure-Activity Relationship Analysis of Pd-PEPPSI Complexes in Cross-Couplings: a Close Inspection of the Catalytic Cycle and the Precatalyst Activation Model | Nasielski, Joanna; Hadei, Nilofaur; Achonduh, George; Kantchev, Eric Assen B.; O'Brien, Christopher J.; Lough, Alan; Organ, Michael G. | Chemistry - A European Journal (2010), 16(35), 10844-10853, S10844/1-S10844/19","90252-89-4, 104-92-7",53040-92-9,80-73-9,927706-60-3,109-99-9,,,,,,,2,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""90252-89-4"", ""smiles"": ""Cc1cc[c]([Zn][Cl])cc1""}, {""index"": 2, ""cas_rn"": ""104-92-7"", ""smiles"": ""COc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""53040-92-9"", ""smiles"": ""COc1ccc(-c2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""80-73-9""}]","[{""index"": 1, ""cas_rn"": ""927706-60-3""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","optimized on catalyst, alternative preparation shown, 100% conversion, optimization study, Negishi coupling",
31-176-CAS-1710074,31-176-CAS-1710074,4.rdf,Kumada coupling,67,,,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Synthesis and reactivity of N-heterocyclic PSiP pincer iron and cobalt complexes and catalytic application of cobalt hydride in Kumada coupling reactions,"Xiong, Zichang; Li, Xiaoyan; Zhang, Shumiao; Shi, Yaomin; Sun, Hongjian","Organometallics (2016), 35(3), 357-363","Synthesis and reactivity of N-heterocyclic PSiP pincer iron and cobalt complexes and catalytic application of cobalt hydride in Kumada coupling reactions | Xiong, Zichang; Li, Xiaoyan; Zhang, Shumiao; Shi, Yaomin; Sun, Hongjian | Organometallics (2016), 35(3), 357-363","623-12-1, 4294-57-9",53040-92-9,,1851352-42-5,"109-99-9, 7732-18-5",,,,,,,2,1,67,,,,,,,"{""1"": 67}","[{""index"": 1, ""cas_rn"": ""623-12-1"", ""smiles"": ""COc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""53040-92-9"", ""yield_pct"": ""67"", ""smiles"": ""COc1ccc(-c2ccc(C)cc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1851352-42-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","Kumada coupling, Schlenk tube used, alternative preparation shown, catalyst prepared and used",
31-176-CAS-17115414,31-176-CAS-17115414,5.rdf,Kumada coupling,,,,C=[CH][Mg][Br].Br.NC1Cc2cc(Br)c(Br)cc2C1,C=Cc1cc2c(cc1C=C)CC(N)C2,C=[CH][Mg][Br].Br.NC1Cc2cc(Br)c(Br)cc2C1>>C=Cc1cc2c(cc1C=C)CC(N)C2,Process for preparation of indanamine derivatives and related intermediates useful in synthesis of indacaterol,"Colli, Corrado; Agosti, Alessandro; Maiorana, Stefano; Colombo, Federica; Bertolini, Giorgio","World Intellectual Property Organization, WO2017055905 A1 2017-04-06","Process for preparation of indanamine derivatives and related intermediates useful in synthesis of indacaterol | Colli, Corrado; Agosti, Alessandro; Maiorana, Stefano; Colombo, Federica; Bertolini, Giorgio | World Intellectual Property Organization, WO2017055905 A1 2017-04-06","1826-67-1, 862135-64-6",2091065-02-8,,7647-10-1,109-99-9,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""1826-67-1"", ""smiles"": ""C=[CH][Mg][Br]""}, {""index"": 2, ""cas_rn"": ""862135-64-6"", ""smiles"": ""Br.NC1Cc2cc(Br)c(Br)cc2C1""}]","[{""index"": 1, ""cas_rn"": ""2091065-02-8"", ""smiles"": ""C=Cc1cc2c(cc1C=C)CC(N)C2""}]",[],"[{""index"": 1, ""cas_rn"": ""7647-10-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-176-CAS-17115416,31-176-CAS-17115416,5.rdf,Kumada coupling,,,,C[CH2][Mg][Br].Br.NC1Cc2cc(Br)c(Br)cc2C1,CCc1cc2c(cc1CC)CC(N)C2,C[CH2][Mg][Br].Br.NC1Cc2cc(Br)c(Br)cc2C1>>CCc1cc2c(cc1CC)CC(N)C2,Process for preparation of indanamine derivatives and related intermediates useful in synthesis of indacaterol,"Colli, Corrado; Agosti, Alessandro; Maiorana, Stefano; Colombo, Federica; Bertolini, Giorgio","World Intellectual Property Organization, WO2017055905 A1 2017-04-06","Process for preparation of indanamine derivatives and related intermediates useful in synthesis of indacaterol | Colli, Corrado; Agosti, Alessandro; Maiorana, Stefano; Colombo, Federica; Bertolini, Giorgio | World Intellectual Property Organization, WO2017055905 A1 2017-04-06","925-90-6, 862135-64-6",312753-70-1,,7647-10-1,109-99-9,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""925-90-6"", ""smiles"": ""C[CH2][Mg][Br]""}, {""index"": 2, ""cas_rn"": ""862135-64-6"", ""smiles"": ""Br.NC1Cc2cc(Br)c(Br)cc2C1""}]","[{""index"": 1, ""cas_rn"": ""312753-70-1"", ""smiles"": ""CCc1cc2c(cc1CC)CC(N)C2""}]",[],"[{""index"": 1, ""cas_rn"": ""7647-10-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-176-CAS-1713891,31-176-CAS-1713891,1.rdf,Kumada coupling,95,,,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Nickel-Catalyzed Cross-Coupling of Non-Activated or Functionalized Aryl Halides with Aryl Grignard Reagents,"Xie, Lan-Gui; Wang, Zhong-Xia","Chemistry - A European Journal (2010), 16(34), 10332-10336, S10332/1-S10332/49","Nickel-Catalyzed Cross-Coupling of Non-Activated or Functionalized Aryl Halides with Aryl Grignard Reagents | Xie, Lan-Gui; Wang, Zhong-Xia | Chemistry - A European Journal (2010), 16(34), 10332-10336, S10332/1-S10332/49","623-12-1, 4294-57-9",53040-92-9,7732-18-5,1254720-69-8,60-29-7,,,,,,,2,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""623-12-1"", ""smiles"": ""COc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""53040-92-9"", ""yield_pct"": ""95"", ""smiles"": ""COc1ccc(-c2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1254720-69-8""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}]","alternative solvent THF gave comparable yield, alternative preparation shown, Kumada reaction",
31-176-CAS-17176871,31-176-CAS-17176871,1.rdf,Kumada coupling,92,,,[Br][Mg][c]1cccc2ccccc12.Cc1cc(C)c(Cl)c(C)c1,Cc1cc(C)c(-c2cccc3ccccc23)c(C)c1,[Br][Mg][c]1cccc2ccccc12.Cc1cc(C)c(Cl)c(C)c1>>Cc1cc(C)c(-c2cccc3ccccc23)c(C)c1,N-heterocyclic carbene-palladium catalyst and preparation method and application thereof,"Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing","China, CN103418438 A 2013-12-04","N-heterocyclic carbene-palladium catalyst and preparation method and application thereof | Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing | China, CN103418438 A 2013-12-04","703-55-9, 1667-04-5",22187-05-9,,1511859-42-9,"60-29-7, 109-99-9",,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""703-55-9"", ""smiles"": ""[Br][Mg][c]1cccc2ccccc12""}, {""index"": 2, ""cas_rn"": ""1667-04-5"", ""smiles"": ""Cc1cc(C)c(Cl)c(C)c1""}]","[{""index"": 1, ""cas_rn"": ""22187-05-9"", ""yield_pct"": ""92"", ""smiles"": ""Cc1cc(C)c(-c2cccc3ccccc23)c(C)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""1511859-42-9""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","Kumada-Tamao-Corriu reaction, catalyst prepared and used, other catalysts can be used",
31-176-CAS-17176872,31-176-CAS-17176872,4.rdf,Kumada coupling,69,,,Clc1cccs1.COc1cccc[c]1[Mg][Br],COc1ccccc1-c1cccs1,Clc1cccs1.COc1cccc[c]1[Mg][Br]>>COc1ccccc1-c1cccs1,N-heterocyclic carbene-palladium catalyst and preparation method and application thereof,"Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing","China, CN103418438 A 2013-12-04","N-heterocyclic carbene-palladium catalyst and preparation method and application thereof | Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing | China, CN103418438 A 2013-12-04","96-43-5, 16750-63-3",17595-92-5,,1511859-43-0,"60-29-7, 109-99-9",,,,,,,1,1,69,,,,,,,"{""1"": 69}","[{""index"": 1, ""cas_rn"": ""96-43-5"", ""smiles"": ""Clc1cccs1""}, {""index"": 2, ""cas_rn"": ""16750-63-3"", ""smiles"": ""COc1cccc[c]1[Mg][Br]""}]","[{""index"": 1, ""cas_rn"": ""17595-92-5"", ""yield_pct"": ""69"", ""smiles"": ""COc1ccccc1-c1cccs1""}]",[],"[{""index"": 1, ""cas_rn"": ""1511859-43-0""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","Kumada-Tamao-Corriu reaction, catalyst prepared and used, other catalysts can be used",
31-176-CAS-17176873,31-176-CAS-17176873,4.rdf,Kumada coupling,72,,,Cc1cc(C)c(Cl)c(C)c1.[Br][Mg][c]1ccco1,Cc1cc(C)c(-c2ccco2)c(C)c1,Cc1cc(C)c(Cl)c(C)c1.[Br][Mg][c]1ccco1>>Cc1cc(C)c(-c2ccco2)c(C)c1,N-heterocyclic carbene-palladium catalyst and preparation method and application thereof,"Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing","China, CN103418438 A 2013-12-04","N-heterocyclic carbene-palladium catalyst and preparation method and application thereof | Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing | China, CN103418438 A 2013-12-04","1667-04-5, 98754-48-4",81698-99-9,,1511859-44-1,"60-29-7, 109-99-9",,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""1667-04-5"", ""smiles"": ""Cc1cc(C)c(Cl)c(C)c1""}, {""index"": 2, ""cas_rn"": ""98754-48-4"", ""smiles"": ""[Br][Mg][c]1ccco1""}]","[{""index"": 1, ""cas_rn"": ""81698-99-9"", ""yield_pct"": ""72"", ""smiles"": ""Cc1cc(C)c(-c2ccco2)c(C)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""1511859-44-1""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","Kumada-Tamao-Corriu reaction, catalyst prepared and used, other catalysts can be used",
31-176-CAS-17176875,31-176-CAS-17176875,3.rdf,Kumada coupling,82,,,Cc1cccc(C)c1Cl.[Cl][Zn][c]1ccccc1,Cc1cccc(C)c1-c1ccccc1,Cc1cccc(C)c1Cl.[Cl][Zn][c]1ccccc1>>Cc1cccc(C)c1-c1ccccc1,N-heterocyclic carbene-palladium catalyst and preparation method and application thereof,"Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing","China, CN103418438 A 2013-12-04","N-heterocyclic carbene-palladium catalyst and preparation method and application thereof | Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing | China, CN103418438 A 2013-12-04","6781-98-2, 28557-00-8",3976-34-9,,1511859-41-8,109-99-9,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""6781-98-2"", ""smiles"": ""Cc1cccc(C)c1Cl""}, {""index"": 2, ""cas_rn"": ""28557-00-8"", ""smiles"": ""[Cl][Zn][c]1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""3976-34-9"", ""yield_pct"": ""82"", ""smiles"": ""Cc1cccc(C)c1-c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1511859-41-8""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Negishi reaction, catalyst prepared and used, other catalysts can be used",
