reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-010-CAS-12705523,31-010-CAS-12705523,Reaction_20251110_1415.rdf,Swern oxidation,98,,,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C,CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C>>CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,Total Synthesis of Siphonarin B and Dihydrosiphonarin B,"Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S.","Organic Letters (2002), 4(3), 391-394","Total Synthesis of Siphonarin B and Dihydrosiphonarin B | Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S. | Organic Letters (2002), 4(3), 391-394","27607-77-8, 275355-99-2",402571-23-7,"108-48-5, 584-08-7, 110-86-1, 87413-09-0",,"75-09-2, 67-56-1",,,,,,"Compound 19, yield 98%.",3,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""27607-77-8"", ""smiles"": ""C[Si](C)(C)OS(=O)(=O)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""275355-99-2"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""402571-23-7"", ""yield_pct"": ""98"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""108-48-5""}, {""index"": 2, ""cas_rn"": ""584-08-7""}, {""index"": 3, ""cas_rn"": ""110-86-1""}, {""index"": 4, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, stereoselective, Dess-Martin oxidation in 3rd stage, buffered soln.",
31-480-CAS-2944302,31-480-CAS-2944302,Reaction_20251110_1415.rdf,Swern oxidation,85,,,OCCCc1ccccc1,O=CCCc1ccccc1,OCCCc1ccccc1>>O=CCCc1ccccc1,Swern oxidation of alcohols with ion-supported methyl sulfoxide and oxalyl chloride,"Tsuchiya, Daisuke; Moriyama, Katsuhiko; Togo, Hideo","Synlett (2011), (18), 2701-2704","Swern oxidation of alcohols with ion-supported methyl sulfoxide and oxalyl chloride | Tsuchiya, Daisuke; Moriyama, Katsuhiko; Togo, Hideo | Synlett (2011), (18), 2701-2704",122-97-4,104-53-0,"79-37-8, 1352947-66-0, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: (10) General Procedure for the Swern Oxidation using Ion-Supported Methyl Sulfoxide: Oxalyl chloride (0.34 mL) was added dropwise to a solution of ion-supported methyl sulfoxide (1.60 g, 4.0 mmol) in CH2Cl2 (6 mL) at -70 °C and the mixture was stirred for 30 min at the same temperature. A solution of alcohol (2.0 mmol) in CH2Cl2 (3 mL) was added dropwise at -70 °C and the obtained mixture was stirred for 30 min. Triethylamine (1.66 mL, 12 mmol) was added dropwise at -70 °C and the mixture was stirred for 1 h at the same temperature. The resulting mixture was warmed to -60 °C and stirred for 1.5 h at the same temperature. The mixture was warmed to -50 °C and stirred for 1 h at the same temperature. Finally, the mixture was warmed to r.t. by removing the cooling bath and stirred for 2 h at the same temperature. The reaction mixture was quenched with H2O (10 mL), neutralized (pH 6-7) with aq 1 M HCl, and extracted with Et2O (2 x 40 mL). The organic layer was washed with H2O (10 mL), dried over Na2SO4, and filtered. After removal of the solvent, aldehyde or ketone was obtained. The purity was estimated by 1H NMR analysis. 3-phenylpropanal: Oil (commercial), Yield 85% IR (neat): 2863, 2722, 1724 cm-1 ; 1H NMR (CDCl3, 400 MHz) : δ = 2.78 (td, J = 7.7 Hz, 1.4 Hz, 2H), 2.96 (t, J = 7.7 Hz, 2H), 7.18-7.22 (m, 3H), 7.28-7.31 (m, 2H), 9.82 (t, J = 1.4 Hz, 1H); 13C NMR (CDCl3 : 100 MHz) : δ = 28.07, 45.27, 126.28, 128.26, 128.58, 140.29, 201.59.",4,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""122-97-4"", ""smiles"": ""OCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""104-53-0"", ""yield_pct"": ""85"", ""smiles"": ""O=CCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""1352947-66-0""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","in-situ generated reagent (stage 1), Swern oxidn., dropwise addn. of oxalyl chloride (stage 1, substage 1), dropwise addn. of reactant (stage 2, substage 1), dropwise addn. of reagent (stage 3, substage 1)",
31-480-CAS-2948841,31-480-CAS-2948841,Reaction_20251110_1415.rdf,Swern oxidation,86,,,OC1CCCCCCCCC1,O=C1CCCCCCCCC1,OC1CCCCCCCCC1>>O=C1CCCCCCCCC1,Activation of DMSO by phosphonitrilic chloride. An efficient method for oxidation of alcohols,"Pandey, Sanjay K.; Bisai, Alakesh; Singh, Vinod K.","Synthetic Communications (2007), 37(23), 4099-4103","Activation of DMSO by phosphonitrilic chloride. An efficient method for oxidation of alcohols | Pandey, Sanjay K.; Bisai, Alakesh; Singh, Vinod K. | Synthetic Communications (2007), 37(23), 4099-4103",1502-05-2,1502-06-3,"67-68-5, 940-71-6, 121-44-8",,75-09-2,,,,,,"General/Typical Procedure: GENERAL PROCEDURE DMSO (4 mmol) was added to a solution of phosphonitrilic chloride (1.0 mmol) in CH2Cl2 (5 mL) at -40°C. The color of the solution turned milky white. After 1 h, 1 equivalent of an alcohol solution in CH2Cl2 (2 mL) was added, and the reaction mixture was stirred at the same temperature for 45 min, when Et3N (5 mmol) was added. The reaction mixture was slowly allowed to come to rt (8 h). The reaction mixture was taken in CH2Cl2 and washed with water and brine. The organic layer was dried over Na2SO4 and condensed. The crude product was chromatographed over silica gel by column chromatography to provide pure ketones in high yields (Table 1). All the carbonyl compounds are either commercially available or known in literature. They were characterized by the usual spectral data and compared with authentic samples. Cyclododecanone, yield 86%.",3,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""1502-05-2"", ""smiles"": ""OC1CCCCCCCCC1""}]","[{""index"": 1, ""cas_rn"": ""1502-06-3"", ""yield_pct"": ""86"", ""smiles"": ""O=C1CCCCCCCCC1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""940-71-6""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-3010916,31-480-CAS-3010916,Reaction_20251110_1415.rdf,Swern oxidation,89,,,OCCCCCCOCc1ccccc1,O=CCCCCCOCc1ccccc1,OCCCCCCOCc1ccccc1>>O=CCCCCCOCc1ccccc1,Synthesis of (+)-bovidic acid,"Phillips, Geoffrey A.; Wright, Timothy B.; Stevens, Andrew C.; Pagenkopf, Brian L.","Canadian Journal of Chemistry (2015), 93(2), 196-198","Synthesis of (+)-bovidic acid | Phillips, Geoffrey A.; Wright, Timothy B.; Stevens, Andrew C.; Pagenkopf, Brian L. | Canadian Journal of Chemistry (2015), 93(2), 196-198",71126-73-3,101492-91-5,"79-37-8, 121-44-8",,"67-68-5, 75-09-2",,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""71126-73-3"", ""smiles"": ""OCCCCCCOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""101492-91-5"", ""yield_pct"": ""89"", ""smiles"": ""O=CCCCCCOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]",Swern oxidation,
31-480-CAS-3011669,31-480-CAS-3011669,Reaction_20251110_1416.rdf,Swern oxidation,76,,,CN(Cc1ccccc1)CC(O)c1ccccc1,CN(CC(=O)c1ccccc1)Cc1ccccc1,CN(Cc1ccccc1)CC(O)c1ccccc1>>CN(CC(=O)c1ccccc1)Cc1ccccc1,The effect of different amine bases in the Swern oxidation of β-amino alcohols,"Chrisman, William; Singaram, Bakthan","Tetrahedron Letters (1997), 38(12), 2053-2056","The effect of different amine bases in the Swern oxidation of β-amino alcohols | Chrisman, William; Singaram, Bakthan | Tetrahedron Letters (1997), 38(12), 2053-2056",29194-04-5,33350-26-4,"79-37-8, 67-68-5, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,,4,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""29194-04-5"", ""smiles"": ""CN(Cc1ccccc1)CC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""33350-26-4"", ""yield_pct"": ""76"", ""smiles"": ""CN(CC(=O)c1ccccc1)Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""67-68-5""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Swern oxidn.,
31-480-CAS-302119,31-480-CAS-302119,Reaction_20251110_1415.rdf,Swern oxidation,92,,,OCC12CC3CC(CC(C3)C1)C2,O=CC12CC3CC(CC(C3)C1)C2,OCC12CC3CC(CC(C3)C1)C2>>O=CC12CC3CC(CC(C3)C1)C2,Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides,"Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo","Tetrahedron (2012), 68(34), 6849-6855","Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides | Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo | Tetrahedron (2012), 68(34), 6849-6855",770-71-8,2094-74-8,"128-09-6, 1352947-63-7, 121-44-8",,"75-09-2, 7732-18-5",,,,,,,3,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""770-71-8"", ""smiles"": ""OCC12CC3CC(CC(C3)C1)C2""}]","[{""index"": 1, ""cas_rn"": ""2094-74-8"", ""yield_pct"": ""92"", ""smiles"": ""O=CC12CC3CC(CC(C3)C1)C2""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""1352947-63-7""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-3032302,31-480-CAS-3032302,Reaction_20251110_1416.rdf,Swern oxidation,77,,,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CO)cc1,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(C=O)cc1,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CO)cc1>>Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(C=O)cc1,Synthesis and evaluation of novel pyrimidine-based dual EGFR/Her-2 inhibitors,"Suzuki, Naoyuki; Shiota, Takeshi; Watanabe, Fumihiko; Haga, Norihiro; Murashi, Takami; Ohara, Takafumi; Matsuo, Kenji; Oomori, Naoki; Yari, Hiroshi; Dohi, Keiji; Inoue, Makiko; Iguchi, Motofumi; Sentou, Jyunko; Wada, Tooru","Bioorganic & Medicinal Chemistry Letters (2011), 21(6), 1601-1606","Synthesis and evaluation of novel pyrimidine-based dual EGFR/Her-2 inhibitors | Suzuki, Naoyuki; Shiota, Takeshi; Watanabe, Fumihiko; Haga, Norihiro; Murashi, Takami; Ohara, Takafumi; Matsuo, Kenji; Oomori, Naoki; Yari, Hiroshi; Dohi, Keiji; Inoue, Makiko; Iguchi, Motofumi; Sentou, Jyunko; Wada, Tooru | Bioorganic & Medicinal Chemistry Letters (2011), 21(6), 1601-1606",912354-54-2,912354-55-3,1313-13-9,,109-99-9,,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""912354-54-2"", ""smiles"": ""Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""912354-55-3"", ""yield_pct"": ""77"", ""smiles"": ""Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1313-13-9""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-480-CAS-3044875,31-480-CAS-3044875,Reaction_20251110_1415.rdf,Swern oxidation,93,,,COCCOCOc1ccc(C[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)O[C@H](c3ccccc3)[C@H](OCOCCOC)/C=C/C=C(\C)[C@@H](OC)CCC/C=C(\C)[C@@H](O)[C@H](C)C(=O)N2C)cc1OC,COCCOCOc1ccc(C[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)O[C@H](c3ccccc3)[C@H](OCOCCOC)/C=C/C=C(\C)[C@@H](OC)CCC/C=C(\C)C(=O)[C@H](C)C(=O)N2C)cc1OC,COCCOCOc1ccc(C[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)O[C@H](c3ccccc3)[C@H](OCOCCOC)/C=C/C=C(\C)[C@@H](OC)CCC/C=C(\C)[C@@H](O)[C@H](C)C(=O)N2C)cc1OC>>COCCOCOc1ccc(C[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)O[C@H](c3ccccc3)[C@H](OCOCCOC)/C=C/C=C(\C)[C@@H](OC)CCC/C=C(\C)C(=O)[C@H](C)C(=O)N2C)cc1OC,An enantioselective synthesis of a MEM-protected aetheramide A derivative,"Ghosh, Arun K.; Rao, Kalapala Venkateswara; Akasapu, Siddhartha","Tetrahedron Letters (2014), 55(37), 5191-5194","An enantioselective synthesis of a MEM-protected aetheramide A derivative | Ghosh, Arun K.; Rao, Kalapala Venkateswara; Akasapu, Siddhartha | Tetrahedron Letters (2014), 55(37), 5191-5194",1622347-46-9,1622347-28-7,"87413-09-0, 144-55-8, 7772-98-7",,"75-09-2, 7732-18-5",,,,,,,3,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""1622347-46-9"", ""smiles"": ""COCCOCOc1ccc(C[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)O[C@H](c3ccccc3)[C@H](OCOCCOC)/C=C/C=C(\\C)[C@@H](OC)CCC/C=C(\\C)[C@@H](O)[C@H](C)C(=O)N2C)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""1622347-28-7"", ""yield_pct"": ""93"", ""smiles"": ""COCCOCOc1ccc(C[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)O[C@H](c3ccccc3)[C@H](OCOCCOC)/C=C/C=C(\\C)[C@@H](OC)CCC/C=C(\\C)C(=O)[C@H](C)C(=O)N2C)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}, {""index"": 2, ""cas_rn"": ""144-55-8""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-3045297,31-480-CAS-3045297,Reaction_20251110_1415.rdf,Swern oxidation,86,,,C=C=C(CCCO)c1ccc(Cl)cc1,C=C=C(CCC=O)c1ccc(Cl)cc1,C=C=C(CCCO)c1ccc(Cl)cc1>>C=C=C(CCC=O)c1ccc(Cl)cc1,Stereoselective Synthesis of Chiral Polycyclic Indolic Architectures through Pd0-Catalyzed Tandem Deprotection/Cyclization of Tetrahydro-β-carbolines on Allenes,"Gobe, Valerian; Guinchard, Xavier","Chemistry - A European Journal (2015), 21(23), 8511-8520","Stereoselective Synthesis of Chiral Polycyclic Indolic Architectures through Pd0-Catalyzed Tandem Deprotection/Cyclization of Tetrahydro-β-carbolines on Allenes | Gobe, Valerian; Guinchard, Xavier | Chemistry - A European Journal (2015), 21(23), 8511-8520",1802596-48-0,1802596-55-9,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,,2,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""1802596-48-0"", ""smiles"": ""C=C=C(CCCO)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""1802596-55-9"", ""yield_pct"": ""86"", ""smiles"": ""C=C=C(CCC=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern oxidation,
31-480-CAS-3053619,31-480-CAS-3053619,Reaction_20251110_1415.rdf,Swern oxidation,95,,,C=CC(C)(C)CCCO,C=CC(C)(C)CCC=O,C=CC(C)(C)CCCO>>C=CC(C)(C)CCC=O,Synthetic studies directed toward the total synthesis of a jatrophane diterpene,"Mohan, Priya; Koushik, Krishna; Fuertes, Michael J.","Tetrahedron Letters (2015), 56(1), 61-65","Synthetic studies directed toward the total synthesis of a jatrophane diterpene | Mohan, Priya; Koushik, Krishna; Fuertes, Michael J. | Tetrahedron Letters (2015), 56(1), 61-65",86549-26-0,53589-52-9,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,,3,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""86549-26-0"", ""smiles"": ""C=CC(C)(C)CCCO""}]","[{""index"": 1, ""cas_rn"": ""53589-52-9"", ""yield_pct"": ""95"", ""smiles"": ""C=CC(C)(C)CCC=O""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","literature preparation, Swern oxidation",
31-480-CAS-3084869,31-480-CAS-3084869,Reaction_20251110_1415.rdf,Swern oxidation,94,,,OCC=Cc1ccccc1,O=CC=Cc1ccccc1,OCC=Cc1ccccc1>>O=CC=Cc1ccccc1,Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides,"Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo","Tetrahedron (2012), 68(34), 6849-6855","Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides | Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo | Tetrahedron (2012), 68(34), 6849-6855",104-54-1,104-55-2,"128-09-6, 1352947-63-7, 121-44-8",,"75-09-2, 7732-18-5",,,,,,,3,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""104-54-1"", ""smiles"": ""OCC=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""104-55-2"", ""yield_pct"": ""94"", ""smiles"": ""O=CC=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""1352947-63-7""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-30856,31-480-CAS-30856,Reaction_20251110_1415.rdf,Swern oxidation,87,,,CC(C)c1ccc(CO)cc1,CC(C)c1ccc(C=O)cc1,CC(C)c1ccc(CO)cc1>>CC(C)c1ccc(C=O)cc1,"Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene","Nguyen, Thanh Vinh; Hall, Michael","Tetrahedron Letters (2014), 55(50), 6895-6898","Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene | Nguyen, Thanh Vinh; Hall, Michael | Tetrahedron Letters (2014), 55(50), 6895-6898",536-60-7,122-03-2,"67-68-5, 61393-32-6, 121-44-8",,75-09-2,,,,,,,3,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""536-60-7"", ""smiles"": ""CC(C)c1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""122-03-2"", ""yield_pct"": ""87"", ""smiles"": ""CC(C)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""61393-32-6""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern-type oxidation,
31-480-CAS-3193529,31-480-CAS-3193529,Reaction_20251110_1416.rdf,Swern oxidation,82,,,CCCCCCCCCCCO,CCCCCCCCCCC=O,CCCCCCCCCCCO>>CCCCCCCCCCC=O,Tetraarylphosphonium Salts as Soluble Supports for Oxidative Catalysts and Reagents,"Roy, Marie-Noelle; Poupon, Jean-Christophe; Charette, Andre B.","Journal of Organic Chemistry (2009), 74(22), 8510-8515","Tetraarylphosphonium Salts as Soluble Supports for Oxidative Catalysts and Reagents | Roy, Marie-Noelle; Poupon, Jean-Christophe; Charette, Andre B. | Journal of Organic Chemistry (2009), 74(22), 8510-8515",112-42-5,112-44-7,"79-37-8, 1196434-35-1, 7087-68-5",,75-09-2,,,,,,"General/Typical Procedure: General Procedure for the Swern Oxidation Using TAP-Supported DMSO 14. To a solution of oxalyl chloride (131 μL, 1.5 mmol, 1.5 equiv) in DCM (1.5 mL, 1M) at -40 °C was slowly added a solution of TAP-DMSO 14 (1.49 g, 2.2 mmol, 2.2 equiv) in DCM(6.0 mL, 0.37 M). After 10 min, a solution of alcohol (1.0 mmol, 1.0 equiv) in DCM (2.5 mL, 0.4 M) was added and the solution was stirred at -30 °C for 1-2 h. After 1-2 h, DIPEA (871 μL, 5.0 mmol, 5.0 equiv) was added and the solution was stirred at -30 °C for 10 min and at rt for 30 min. The solution was diluted with DCM (40 mL), washed with aq 10% (w/w) HCl (2 × 5 mL) and water (5 mL), dried over Na2SO4, and concentrated under reduced pressure. Celite (3.0 g) was added to the residue followed by slow addition of Et2O (10 mL, over 1 min) to induce the complete precipitation of the TAP-supported mixture of sulfide 13 and sulfoxide 14. The mixture was filtered on Celite and concentrated under reduced pressure to afford pure aldehyde.",3,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""112-42-5"", ""smiles"": ""CCCCCCCCCCCO""}]","[{""index"": 1, ""cas_rn"": ""112-44-7"", ""yield_pct"": ""82"", ""smiles"": ""CCCCCCCCCCC=O""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""1196434-35-1""}, {""index"": 3, ""cas_rn"": ""7087-68-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","slow addition of phosphonium reagent solution stage 1, Swern oxidation",
31-480-CAS-3197270,31-480-CAS-3197270,Reaction_20251110_1416.rdf,Swern oxidation,77,,,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO[Si](C)(C)C(C)(C)C)=CC[C@H]12,COC(=O)C1=COC(=O)[C@@H]2C(CO[Si](C)(C)C(C)(C)C)=CC[C@H]12,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO[Si](C)(C)C(C)(C)C)=CC[C@H]12>>COC(=O)C1=COC(=O)[C@@H]2C(CO[Si](C)(C)C(C)(C)C)=CC[C@H]12,Structural modification of the cape jasmine pharmacodynamic constituent genipin,"Huang, Zhao; Luo, Jun; Chen, Heru; Yao, Xinsheng","Zhongguo Yaowu Huaxue Zazhi (2011), 21(3), 204-207","Structural modification of the cape jasmine pharmacodynamic constituent genipin | Huang, Zhao; Luo, Jun; Chen, Heru; Yao, Xinsheng | Zhongguo Yaowu Huaxue Zazhi (2011), 21(3), 204-207",122616-16-4,135792-09-5,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,,3,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""122616-16-4"", ""smiles"": ""COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO[Si](C)(C)C(C)(C)C)=CC[C@H]12""}]","[{""index"": 1, ""cas_rn"": ""135792-09-5"", ""yield_pct"": ""77"", ""smiles"": ""COC(=O)C1=COC(=O)[C@@H]2C(CO[Si](C)(C)C(C)(C)C)=CC[C@H]12""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern oxidation,
31-480-CAS-32006,31-480-CAS-32006,Reaction_20251110_1416.rdf,Swern oxidation,78,,,OCc1cccnc1,O=Cc1cccnc1,OCc1cccnc1>>O=Cc1cccnc1,"Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene","Nguyen, Thanh Vinh; Hall, Michael","Tetrahedron Letters (2014), 55(50), 6895-6898","Activation of DMSO for Swern-type oxidation by 1,1-dichlorocycloheptatriene | Nguyen, Thanh Vinh; Hall, Michael | Tetrahedron Letters (2014), 55(50), 6895-6898",100-55-0,500-22-1,"67-68-5, 61393-32-6, 121-44-8",,75-09-2,,,,,,,3,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""100-55-0"", ""smiles"": ""OCc1cccnc1""}]","[{""index"": 1, ""cas_rn"": ""500-22-1"", ""yield_pct"": ""78"", ""smiles"": ""O=Cc1cccnc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""61393-32-6""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern-type oxidation,
