reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-10398780,31-006-CAS-10398780,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,91,,,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1,CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1>>CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,"Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester","Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K.","Chemistry and Physics of Lipids (1997), 85(2), 101-106","Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester | Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K. | Chemistry and Physics of Lipids (1997), 85(2), 101-106",10038-16-1,188955-58-0,937-14-4,,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""10038-16-1"", ""smiles"": ""CCCCCCc1ccc(CCCCCCCC(=O)OC)o1""}]","[{""index"": 1, ""cas_rn"": ""188955-58-0"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-014-CAS-8315200,31-014-CAS-8315200,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,95,,,CO.CC1=COC(C)(C)OC1,COC1OC(C)(C)OCC1(C)O,CO.CC1=COC(C)(C)OC1>>COC1OC(C)(C)OCC1(C)O,"A novel synthesis of 4-methyl-1,3-dioxolane-4-carbaldehydes by epoxidation of 5-methyl-4H-1,3-dioxins and acid-catalyzed rearrangement","Wattenbach, Carsten; Maurer, Martin; Frauenrath, Herbert","Synlett (1999), (3), 303-306","A novel synthesis of 4-methyl-1,3-dioxolane-4-carbaldehydes by epoxidation of 5-methyl-4H-1,3-dioxins and acid-catalyzed rearrangement | Wattenbach, Carsten; Maurer, Martin; Frauenrath, Herbert | Synlett (1999), (3), 303-306","67-56-1, 223520-38-5",223520-51-2,937-14-4,,67-56-1,,,,,,"Treatment of 5-methyl-4H- 1,3-dioxins 5a-e with commercially available m-CPBA13 in methanol readily afforded a diastereomeric mixture of 4-methoxy-5-hydroxy-1,3-dioxanes 7a-e (Scheme 2, Table 1). 7b, yield 95%.",1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""67-56-1"", ""smiles"": ""CO""}, {""index"": 2, ""cas_rn"": ""223520-38-5"", ""smiles"": ""CC1=COC(C)(C)OC1""}]","[{""index"": 1, ""cas_rn"": ""223520-51-2"", ""yield_pct"": ""95"", ""smiles"": ""COC1OC(C)(C)OCC1(C)O""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",product depends on solvent,
31-014-CAS-8598161,31-014-CAS-8598161,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,97,,,CO.CC1=COC(C(C)(C)C)OC1,COC1OC(C(C)(C)C)OCC1(C)O,CO.CC1=COC(C(C)(C)C)OC1>>COC1OC(C(C)(C)C)OCC1(C)O,"A novel synthesis of 4-methyl-1,3-dioxolane-4-carbaldehydes by epoxidation of 5-methyl-4H-1,3-dioxins and acid-catalyzed rearrangement","Wattenbach, Carsten; Maurer, Martin; Frauenrath, Herbert","Synlett (1999), (3), 303-306","A novel synthesis of 4-methyl-1,3-dioxolane-4-carbaldehydes by epoxidation of 5-methyl-4H-1,3-dioxins and acid-catalyzed rearrangement | Wattenbach, Carsten; Maurer, Martin; Frauenrath, Herbert | Synlett (1999), (3), 303-306","67-56-1, 123136-32-3",223520-53-4,937-14-4,,67-56-1,,,,,,"Treatment of 5-methyl-4H- 1,3-dioxins 5a-e with commercially available m-CPBA13 in methanol readily afforded a diastereomeric mixture of 4-methoxy-5-hydroxy-1,3-dioxanes 7a-e (Scheme 2, Table 1). 7d, yield 97%.",1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""67-56-1"", ""smiles"": ""CO""}, {""index"": 2, ""cas_rn"": ""123136-32-3"", ""smiles"": ""CC1=COC(C(C)(C)C)OC1""}]","[{""index"": 1, ""cas_rn"": ""223520-53-4"", ""yield_pct"": ""97"", ""smiles"": ""COC1OC(C(C)(C)C)OCC1(C)O""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",product depends on solvent,
31-014-CAS-9442975,31-014-CAS-9442975,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,Cc1ccc(S(=O)(=O)O)cc1.C1=CC(N(Cc2ccccc2)Cc2ccccc2)CCC1,Cc1ccc(S(=O)(=O)O[C@@H]2CCC[C@@H](N(Cc3ccccc3)Cc3ccccc3)[C@H]2O)cc1,Cc1ccc(S(=O)(=O)O)cc1.C1=CC(N(Cc2ccccc2)Cc2ccccc2)CCC1>>Cc1ccc(S(=O)(=O)O[C@@H]2CCC[C@@H](N(Cc3ccccc3)Cc3ccccc3)[C@H]2O)cc1,Ammonium-directed dihydroxylation of 3-aminocyclohex-1-enes: development of a metal-free dihydroxylation protocol,"Aciro, Caroline; Claridge, Timothy D. W.; Davies, Stephen G.; Roberts, Paul M.; Russell, Angela J.; Thomson, James E.","Organic & Biomolecular Chemistry (2008), 6(20), 3751-3761","Ammonium-directed dihydroxylation of 3-aminocyclohex-1-enes: development of a metal-free dihydroxylation protocol | Aciro, Caroline; Claridge, Timothy D. W.; Davies, Stephen G.; Roberts, Paul M.; Russell, Angela J.; Thomson, James E. | Organic & Biomolecular Chemistry (2008), 6(20), 3751-3761","104-15-4, 212203-90-2",868771-02-2,"937-14-4, 7757-83-7",,"75-09-2, 7732-18-5",,,,,,,3,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""104-15-4"", ""smiles"": ""Cc1ccc(S(=O)(=O)O)cc1""}, {""index"": 2, ""cas_rn"": ""212203-90-2"", ""smiles"": ""C1=CC(N(Cc2ccccc2)Cc2ccccc2)CCC1""}]","[{""index"": 1, ""cas_rn"": ""868771-02-2"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc(S(=O)(=O)O[C@@H]2CCC[C@@H](N(Cc3ccccc3)Cc3ccccc3)[C@H]2O)cc1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}, {""index"": 2, ""cas_rn"": ""7757-83-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","regioselective, stereoselective",
31-084-CAS-14364393,31-084-CAS-14364393,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,96,-30.0,0.017,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)cc1,COc1ccc(C23Oc4c(Cl)c(OC)c(Cl)c(OC)c4C(=O)C2(OC)O3)cc1,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)cc1>>COc1ccc(C23Oc4c(Cl)c(OC)c(Cl)c(OC)c4C(=O)C2(OC)O3)cc1,Dioxirane oxidations of compounds other than alkenes,"Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha","Organic Reactions (Hoboken, NJ, United States) (2007), 691-346","Dioxirane oxidations of compounds other than alkenes | Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha | Organic Reactions (Hoboken, NJ, United States) (2007), 691-346",16692-52-7,683278-64-0,"7647-01-0, 74087-85-7",,7732-18-5,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""16692-52-7"", ""smiles"": ""COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""683278-64-0"", ""yield_pct"": ""96"", ""smiles"": ""COc1ccc(C23Oc4c(Cl)c(OC)c(Cl)c(OC)c4C(=O)C2(OC)O3)cc1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}, {""index"": 2, ""cas_rn"": ""74087-85-7""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","DMD (3.0 eq.)/HCl, -30 C/1 min., Dioxirane oxidations, Arenes, Heteroatom substrates, Mechanism, Method comparison, Experimental procedures",
31-234-CAS-11284648,31-234-CAS-11284648,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,1,,,C1=CCCCC1.O=C(Cc1ccccc1)OO,OCc1ccccc1.O=Cc1ccccc1.O=C(O)Cc1ccccc1.Cc1ccccc1.OC1CCCCC1.O=C1CCCCC1.C1CCC2OC2C1,C1=CCCCC1.O=C(Cc1ccccc1)OO>>OCc1ccccc1.O=Cc1ccccc1.O=C(O)Cc1ccccc1.Cc1ccccc1.OC1CCCCC1.O=C1CCCCC1.C1CCC2OC2C1,"Remarkable Solvent, Porphyrin Ligand, and Substrate Effects on Participation of Multiple Active Oxidants in Manganese(III) Porphyrin Catalyzed Oxidation Reactions","Hyun, Min Young; Jo, Young Dan; Lee, Jun Ho; Lee, Hong Gyu; Park, Hyun Min; Hwang, In Hong; Kim, Kyeong Beom; Lee, Suk Joong; Kim, Cheal","Chemistry - A European Journal (2013), 19(5), 1810-1818","Remarkable Solvent, Porphyrin Ligand, and Substrate Effects on Participation of Multiple Active Oxidants in Manganese(III) Porphyrin Catalyzed Oxidation Reactions | Hyun, Min Young; Jo, Young Dan; Lee, Jun Ho; Lee, Hong Gyu; Park, Hyun Min; Hwang, In Hong; Kim, Kyeong Beom; Lee, Suk Joong; Kim, Cheal | Chemistry - A European Journal (2013), 19(5), 1810-1818","110-83-8, 19910-09-9","100-51-6, 100-52-7, 103-82-2, 108-88-3, 108-93-0, 108-94-1, 286-20-4",,79968-43-7,"75-05-8, 7732-18-5",,,,,,,1,1,1,2,89,,4,2,91,"{""1"": 1, ""2"": 2, ""3"": 89, ""5"": 4, ""6"": 2, ""7"": 91}","[{""index"": 1, ""cas_rn"": ""110-83-8"", ""smiles"": ""C1=CCCCC1""}, {""index"": 2, ""cas_rn"": ""19910-09-9"", ""smiles"": ""O=C(Cc1ccccc1)OO""}]","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""yield_pct"": ""1"", ""smiles"": ""OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""2"", ""smiles"": ""O=Cc1ccccc1""}, {""index"": 3, ""cas_rn"": ""103-82-2"", ""yield_pct"": ""89"", ""smiles"": ""O=C(O)Cc1ccccc1""}, {""index"": 4, ""cas_rn"": ""108-88-3"", ""smiles"": ""Cc1ccccc1""}, {""index"": 5, ""cas_rn"": ""108-93-0"", ""yield_pct"": ""4"", ""smiles"": ""OC1CCCCC1""}, {""index"": 6, ""cas_rn"": ""108-94-1"", ""yield_pct"": ""2"", ""smiles"": ""O=C1CCCCC1""}, {""index"": 7, ""cas_rn"": ""286-20-4"", ""yield_pct"": ""91"", ""smiles"": ""C1CCC2OC2C1""}]",[],"[{""index"": 1, ""cas_rn"": ""79968-43-7""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","optimization study (optimized on solvents, catalysts and concentration of substrate)",
31-239-CAS-3652769,31-239-CAS-3652769,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,8,,,c1ccncc1.C1=C(c2ccccc2)CCCC1,[O-][n+]1ccccc1.c1ccc([C@@]23CCCC[C@@H]2O3)cc1.O=S(=O)(O)O.[K].c1ccc(C(c2ccccc2)[C@@H]2CCCN2)cc1,c1ccncc1.C1=C(c2ccccc2)CCCC1>>[O-][n+]1ccccc1.c1ccc([C@@]23CCCC[C@@H]2O3)cc1.O=S(=O)(O)O.[K].c1ccc(C(c2ccccc2)[C@@H]2CCCN2)cc1,New Insights in the Mechanism of Amine Catalyzed Epoxidation: Dual Role of Protonated Ammonium Salts as Both Phase Transfer Catalysts and Activators of Oxone,"Aggarwal, Varinder K.; Lopin, Chrystel; Sandrinelli, Franck","Journal of the American Chemical Society (2003), 125(25), 7596-7601","New Insights in the Mechanism of Amine Catalyzed Epoxidation: Dual Role of Protonated Ammonium Salts as Both Phase Transfer Catalysts and Activators of Oxone | Aggarwal, Varinder K.; Lopin, Chrystel; Sandrinelli, Franck | Journal of the American Chemical Society (2003), 125(25), 7596-7601","110-86-1, 771-98-2","694-59-7, 5775-23-5, 562813-46-1","144-55-8, 37222-66-5",188398-87-0,"2206-26-0, 7789-20-0, 7732-18-5",,,,,,"General/Typical Procedure: Typical experimental procedure for the epoxidation reactions described in Table 1, Table 3 and Scheme 10: The reaction was carried out in a flat bottomed glass vial (diameter 15mm) equipped with a magnetic stirrer flea. In the vial, were placed the amine 1 or the hydrochloride salt of amine 1, 2, 3, 7 or 8 (5 or 10 mol %, 0.0212 or 0.042 mmol), and 1-phenylcyclohexene (67 mg, 0.424 mmol). The mixture was dissolved in CH3CN/H2O (0.5 mL) and pyridine (0.5 eq., 0.212 mmol, 17 μL) was added followed by finely ground NaHCO3 (356 mg, 4.24 mmol) and Oxone® (521 mg, 0.848 mmol). The reaction was stirred at room temperature or at -10°C and followed by TLC. If the reaction was not complete, stirring was continued for a maximum of 2 hours. Salts were removed by filtration with a sinter over MgSO4. The cake was washed with CH2Cl2 (25 mL). When the reaction was performed at -10°C (Table 1, entries 4, 7 and 9), the organic phase was extracted with a saturated solution of NaHCO3 (to recover the amine). After evaporation of the dried organic phase, the crude mixture was analyzed by 1H NMR. Yields and conversions are determined by 1H NMR relative to an internal standard (para-dimethoxybenzene). The enantioselectivities were determined by chiral GC using a α-CD column. Procedure for reaction described in Scheme 5: The reaction has been performed following the procedure described above for Table 1 with CD3CN/D2O. After 5 min. of stirring at room temperature, the reaction mixture was diluted with CDCl3 (2 mL) in the presence of an internal standard. After 5 min. of stirring, the salts were allowed to settle. Solvent was decanted for NMR analysis. Yields are determined by 1H NMR relative to an internal standard (para-dimethoxybenzene). (S,S)-1-phenylcyclohexene oxide, yield 38%; potassium sulfate 6a, yield 90% 1H NMR (400 MHz, CDCl3, 25 °C): = 1.20-1.71 (m, 4H; CH2), 1.92-2.38 (m, 4H; CH2), 3.01 (m, 1H; CHO), 7.21-7.53 (m, 5H; aromatic H). The absolute configuration was determined by comparing the measured optical rotation with the reported one: [α]D20 = -54.8 (c = 0.47 in toluene) [lit.[5] for the (R,R)-1-phenylcyclohex-1-ene oxide: [α]D25 = +116.7 (c = 1.21 in benzene) for 98% ee].",2,1,8,38,90,,,,,"{""1"": 8, ""2"": 38, ""3"": 90}","[{""index"": 1, ""cas_rn"": ""110-86-1"", ""smiles"": ""c1ccncc1""}, {""index"": 2, ""cas_rn"": ""771-98-2"", ""smiles"": ""C1=C(c2ccccc2)CCCC1""}]","[{""index"": 1, ""cas_rn"": ""694-59-7"", ""yield_pct"": ""8"", ""smiles"": ""[O-][n+]1ccccc1""}, {""index"": 2, ""cas_rn"": ""5775-23-5"", ""yield_pct"": ""38"", ""smiles"": ""c1ccc([C@@]23CCCC[C@@H]2O3)cc1""}, {""index"": 3, ""cas_rn"": ""562813-46-1"", ""yield_pct"": ""90"", ""smiles"": ""O=S(=O)(O)O.[K].c1ccc(C(c2ccccc2)[C@@H]2CCCN2)cc1""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""37222-66-5""}]","[{""index"": 1, ""cas_rn"": ""188398-87-0""}]","[{""index"": 1, ""cas_rn"": ""2206-26-0""}, {""index"": 2, ""cas_rn"": ""7789-20-0""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-242-CAS-19822408,31-242-CAS-19822408,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,90,,,C1=C\CC/C=C\CC/1,C1CCCC2OC2CC1,C1=C\CC/C=C\CC/1>>C1CCCC2OC2CC1,Fluorescent Self-Healing Carbon Dot/Polymer Gels,"Bhattacharya, Sagarika; Phatake, Ravindra Suresh; Nabha Barnea, Shiran; Zerby, Nicholas; Zhu, Jun-Jie; Shikler, Rafi; Lemcoff, Norberto Gabriel; Jelinek, Raz","ACS Nano (2019), 13(2), 1433-1442","Fluorescent Self-Healing Carbon Dot/Polymer Gels | Bhattacharya, Sagarika; Phatake, Ravindra Suresh; Nabha Barnea, Shiran; Zerby, Nicholas; Zhu, Jun-Jie; Shikler, Rafi; Lemcoff, Norberto Gabriel; Jelinek, Raz | ACS Nano (2019), 13(2), 1433-1442",111-78-4,286-62-4,937-14-4,,67-66-3,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""111-78-4"", ""smiles"": ""C1=C\\CC/C=C\\CC/1""}]","[{""index"": 1, ""cas_rn"": ""286-62-4"", ""yield_pct"": ""90"", ""smiles"": ""C1CCCC2OC2CC1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}]",,
31-244-CAS-9446127,31-244-CAS-9446127,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,71,,,CC(=O)/C=C/C1C(C)=CCCC1(C)C,CC(=O)CC[C@H]1C(C)(C)CC[C@H]2O[C@]21C,CC(=O)/C=C/C1C(C)=CCCC1(C)C>>CC(=O)CC[C@H]1C(C)(C)CC[C@H]2O[C@]21C,First Enantioselective Synthesis of Marine Diterpene Ambliol-A,"Serra, Stefano; Lissoni, Veronica","European Journal of Organic Chemistry (2015), 2015(10), 2226-2234","First Enantioselective Synthesis of Marine Diterpene Ambliol-A | Serra, Stefano; Lissoni, Veronica | European Journal of Organic Chemistry (2015), 2015(10), 2226-2234",127-41-3,1688701-86-1,"1333-74-0, 937-14-4",7440-02-0,"67-56-1, 109-99-9, 75-09-2",,,,,,,2,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""127-41-3"", ""smiles"": ""CC(=O)/C=C/C1C(C)=CCCC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""1688701-86-1"", ""yield_pct"": ""71"", ""smiles"": ""CC(=O)CC[C@H]1C(C)(C)CC[C@H]2O[C@]21C""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}, {""index"": 2, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""7440-02-0""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""75-09-2""}]","regioselective (stage 1), stereoselective (stage 2), alternative preparation shown, Raney nickel used (stage 1)",
31-277-CAS-13100711,31-277-CAS-13100711,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,22,,,CC(C)(C)[C@H]1CC=C[C@H](N(Cc2ccccc2)Cc2ccccc2)C1,CC(C)(C)[C@H]1C[C@@H]2O[C@@H]2[C@H](N(Cc2ccccc2)Cc2ccccc2)C1.CC(C)(C)[C@H]1C[C@@H](O)[C@H](O)[C@H](N(Cc2ccccc2)Cc2ccccc2)C1,CC(C)(C)[C@H]1CC=C[C@H](N(Cc2ccccc2)Cc2ccccc2)C1>>CC(C)(C)[C@H]1C[C@@H]2O[C@@H]2[C@H](N(Cc2ccccc2)Cc2ccccc2)C1.CC(C)(C)[C@H]1C[C@@H](O)[C@H](O)[C@H](N(Cc2ccccc2)Cc2ccccc2)C1,Ammonium-directed dihydroxylation of 3-aminocyclohex-1-enes: development of a metal-free dihydroxylation protocol,"Aciro, Caroline; Claridge, Timothy D. W.; Davies, Stephen G.; Roberts, Paul M.; Russell, Angela J.; Thomson, James E.","Organic & Biomolecular Chemistry (2008), 6(20), 3751-3761","Ammonium-directed dihydroxylation of 3-aminocyclohex-1-enes: development of a metal-free dihydroxylation protocol | Aciro, Caroline; Claridge, Timothy D. W.; Davies, Stephen G.; Roberts, Paul M.; Russell, Angela J.; Thomson, James E. | Organic & Biomolecular Chemistry (2008), 6(20), 3751-3761",1087349-31-2,"1087349-32-3, 1087349-33-4","76-03-9, 937-14-4, 7757-83-7, 584-08-7",,"865-49-6, 7732-18-5, 67-56-1",,,,,,,4,1,22,78,,,,,,"{""1"": 22, ""2"": 78}","[{""index"": 1, ""cas_rn"": ""1087349-31-2"", ""smiles"": ""CC(C)(C)[C@H]1CC=C[C@H](N(Cc2ccccc2)Cc2ccccc2)C1""}]","[{""index"": 1, ""cas_rn"": ""1087349-32-3"", ""yield_pct"": ""22"", ""smiles"": ""CC(C)(C)[C@H]1C[C@@H]2O[C@@H]2[C@H](N(Cc2ccccc2)Cc2ccccc2)C1""}, {""index"": 2, ""cas_rn"": ""1087349-33-4"", ""yield_pct"": ""78"", ""smiles"": ""CC(C)(C)[C@H]1C[C@@H](O)[C@H](O)[C@H](N(Cc2ccccc2)Cc2ccccc2)C1""}]","[{""index"": 1, ""cas_rn"": ""76-03-9""}, {""index"": 2, ""cas_rn"": ""937-14-4""}, {""index"": 3, ""cas_rn"": ""7757-83-7""}, {""index"": 4, ""cas_rn"": ""584-08-7""}]",[],"[{""index"": 1, ""cas_rn"": ""865-49-6""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""67-56-1""}]","regioselective, stereoselective",
31-277-CAS-16754456,31-277-CAS-16754456,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,84,,,C1=C\CCCCCC/1,C1CCCC2OC2CC1.OC1CCCCCCC1O,C1=C\CCCCCC/1>>C1CCCC2OC2CC1.OC1CCCCCCC1O,"Synthesis, Crystal Structures, and Magnetic and Catalytic Studies on a Linear Trinuclear MnII3 Complex","Dutta, Arpan; Biswas, Surajit; Escuer, Albert; Dolai, Malay; Ghosh, Subhadip; Ali, Mahammad","ChemPlusChem (2015), 80(9), 1440-1447","Synthesis, Crystal Structures, and Magnetic and Catalytic Studies on a Linear Trinuclear MnII3 Complex | Dutta, Arpan; Biswas, Surajit; Escuer, Albert; Dolai, Malay; Ghosh, Subhadip; Ali, Mahammad | ChemPlusChem (2015), 80(9), 1440-1447",931-88-4,"286-62-4, 4277-32-1",75-91-2,1848240-45-8,75-05-8,,,,,,,1,1,84,20,,,,,,"{""1"": 84, ""2"": 20}","[{""index"": 1, ""cas_rn"": ""931-88-4"", ""smiles"": ""C1=C\\CCCCCC/1""}]","[{""index"": 1, ""cas_rn"": ""286-62-4"", ""yield_pct"": ""84"", ""smiles"": ""C1CCCC2OC2CC1""}, {""index"": 2, ""cas_rn"": ""4277-32-1"", ""yield_pct"": ""20"", ""smiles"": ""OC1CCCCCCC1O""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}]","[{""index"": 1, ""cas_rn"": ""1848240-45-8""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","catalyst prepared and used, optimization study, optimized on time, liquid phase batch reactor used",
31-279-CAS-10005870,31-279-CAS-10005870,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,97,,1.0,C1=Cc2cccc3cccc1c23,c1cc2c3c(cccc3c1)C1OC21,C1=Cc2cccc3cccc1c23>>c1cc2c3c(cccc3c1)C1OC21,Dioxirane oxidations of compounds other than alkenes,"Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha","Organic Reactions (Hoboken, NJ, United States) (2007), 691-346","Dioxirane oxidations of compounds other than alkenes | Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha | Organic Reactions (Hoboken, NJ, United States) (2007), 691-346",208-96-8,22058-69-1,74087-85-7,,67-64-1,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""208-96-8"", ""smiles"": ""C1=Cc2cccc3cccc1c23""}]","[{""index"": 1, ""cas_rn"": ""22058-69-1"", ""yield_pct"": ""97"", ""smiles"": ""c1cc2c3c(cccc3c1)C1OC21""}]","[{""index"": 1, ""cas_rn"": ""74087-85-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}]","DMD, Acetone, r.t./1 h., Dioxirane oxidations, Arenes, Heteroatom substrates, Mechanism, Method comparison, Experimental procedures",
31-279-CAS-10063723,31-279-CAS-10063723,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,97,,,CC1(C)C=Cc2cc(C#N)ccc2O1,CC1(C)Oc2ccc(C#N)cc2[C@H]2O[C@H]21,CC1(C)C=Cc2cc(C#N)ccc2O1>>CC1(C)Oc2ccc(C#N)cc2[C@H]2O[C@H]21,Asymmetric epoxidation of styrene and chromenes catalyzed by chiral (salen)Mn(III) complexes with a pyrrolidine backbone,"Wang, Dongping; Wang, Mei; Wang, Xiuna; Chen, Yonggang; Gao, Aiping; Sun, Licheng","Journal of Catalysis (2006), 237(2), 248-254","Asymmetric epoxidation of styrene and chromenes catalyzed by chiral (salen)Mn(III) complexes with a pyrrolidine backbone | Wang, Dongping; Wang, Mei; Wang, Xiuna; Chen, Yonggang; Gao, Aiping; Sun, Licheng | Journal of Catalysis (2006), 237(2), 248-254",33143-29-2,114926-03-3,"937-14-4, 7529-22-8",878498-28-3,75-09-2,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""33143-29-2"", ""smiles"": ""CC1(C)C=Cc2cc(C#N)ccc2O1""}]","[{""index"": 1, ""cas_rn"": ""114926-03-3"", ""yield_pct"": ""97"", ""smiles"": ""CC1(C)Oc2ccc(C#N)cc2[C@H]2O[C@H]21""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}, {""index"": 2, ""cas_rn"": ""7529-22-8""}]","[{""index"": 1, ""cas_rn"": ""878498-28-3""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","stereoselective, alternative reaction conditions shown",
