reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-048-CAS-11490528,31-048-CAS-11490528,Reaction_20251111_1650.rdf,Appel halogenation,91,,,OCc1ccc2c(c1)OCO2,BrCc1ccc2c(c1)OCO2,OCc1ccc2c(c1)OCO2>>BrCc1ccc2c(c1)OCO2,The application of a monolithic triphenylphosphine reagent for conducting Appel reactions in flow microreactors,"Roper, Kimberley A.; Lange, Heiko; Polyzos, Anastasios; Berry, Malcolm B.; Baxendale, Ian R.; Ley, Steven V.","Beilstein Journal of Organic Chemistry (2011), 71648-1655","The application of a monolithic triphenylphosphine reagent for conducting Appel reactions in flow microreactors | Roper, Kimberley A.; Lange, Heiko; Polyzos, Anastasios; Berry, Malcolm B.; Baxendale, Ian R.; Ley, Steven V. | Beilstein Journal of Organic Chemistry (2011), 71648-1655",495-76-1,2606-51-1,603-35-0,,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""495-76-1"", ""smiles"": ""OCc1ccc2c(c1)OCO2""}]","[{""index"": 1, ""cas_rn"": ""2606-51-1"", ""yield_pct"": ""91"", ""smiles"": ""BrCc1ccc2c(c1)OCO2""}]","[{""index"": 1, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","solid-supported reagent, reagent on monolithic support in glass column, reaction by pumping of alcohol solution through the monolith, 100% conversion (after one pass), Appel reaction, flow system used",
31-048-CAS-1163762,31-048-CAS-1163762,Reaction_20251111_1650.rdf,Appel halogenation,85,,,COc1ccc(N2CC(O)(CO)C2=O)cc1,COc1ccc(N2CC(O)(CCl)C2=O)cc1,COc1ccc(N2CC(O)(CO)C2=O)cc1>>COc1ccc(N2CC(O)(CCl)C2=O)cc1,Carbamoyl radical-mediated synthesis and semipinacol rearrangement of β-lactam diols,"Betou, Marie; Male, Louise; Steed, Jonathan W.; Grainger, Richard S.","Chemistry - A European Journal (2014), 20(21), 6505-6517","Carbamoyl radical-mediated synthesis and semipinacol rearrangement of β-lactam diols | Betou, Marie; Male, Louise; Steed, Jonathan W.; Grainger, Richard S. | Chemistry - A European Journal (2014), 20(21), 6505-6517",1631047-43-2,1631047-47-6,"67-72-1, 603-35-0",,75-05-8,,,,,,,2,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""1631047-43-2"", ""smiles"": ""COc1ccc(N2CC(O)(CO)C2=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1631047-47-6"", ""yield_pct"": ""85"", ""smiles"": ""COc1ccc(N2CC(O)(CCl)C2=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-72-1""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]",Appel reaction,
31-048-CAS-12301154,31-048-CAS-12301154,Reaction_20251111_1650.rdf,Appel halogenation,95,,,OCCc1c[nH]c2ccccc12,BrCCc1c[nH]c2ccccc12,OCCc1c[nH]c2ccccc12>>BrCCc1c[nH]c2ccccc12,The application of a monolithic triphenylphosphine reagent for conducting Ramirez gem-dibromoolefination reactions in flow,"Roper, Kimberley A.; Berry, Malcolm B.; Ley, Steven V.","Beilstein Journal of Organic Chemistry (2013), 91781-1790, 10 pp.","The application of a monolithic triphenylphosphine reagent for conducting Ramirez gem-dibromoolefination reactions in flow | Roper, Kimberley A.; Berry, Malcolm B.; Ley, Steven V. | Beilstein Journal of Organic Chemistry (2013), 91781-1790, 10 pp.",526-55-6,3389-21-7,66070-42-6,,75-09-2,,,"polymer-supported phosphonium dibromomethylide, phosphonium ylide",,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""526-55-6"", ""smiles"": ""OCCc1c[nH]c2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""3389-21-7"", ""yield_pct"": ""95"", ""smiles"": ""BrCCc1c[nH]c2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""66070-42-6"", ""amd"": ""polymer-supported phosphonium dibromomethylide, phosphonium ylide""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","solid-supported reaction, flow system, Appel reaction",
31-048-CAS-12437852,31-048-CAS-12437852,Reaction_20251111_1650.rdf,Appel halogenation,72,,,CC1(C)O[C@@H](C(O)(c2ccccc2)c2ccccc2)[C@H](C(O)(c2ccccc2)c2ccccc2)O1,CC1(C)O[C@@H](C(O)(c2ccccc2)c2ccccc2)[C@H](C(Cl)(c2ccccc2)c2ccccc2)O1,CC1(C)O[C@@H](C(O)(c2ccccc2)c2ccccc2)[C@H](C(O)(c2ccccc2)c2ccccc2)O1>>CC1(C)O[C@@H](C(O)(c2ccccc2)c2ccccc2)[C@H](C(Cl)(c2ccccc2)c2ccccc2)O1,Preparation of TADDOL Derivatives for New Applications,"Seebach, Dieter; Pichota, Arkadius; Beck, Albert K.; Pinkerton, Anthony B.; Litz, Thomas; Karjalainen, Jaana; Gramlich, Volker","Organic Letters (1999), 1(1), 55-58","Preparation of TADDOL Derivatives for New Applications | Seebach, Dieter; Pichota, Arkadius; Beck, Albert K.; Pinkerton, Anthony B.; Litz, Thomas; Karjalainen, Jaana; Gramlich, Volker | Organic Letters (1999), 1(1), 55-58",93379-48-7,147700-67-2,"56-23-5, 110-86-1, 603-35-0",,75-09-2,,,,,,"(4R,5R)-5-[(Chloro-diphenyl)methyl]-2,2-dimethyl-α,α-diphenyl-1,3-dioxolane-4-methanol (2). Triphenylphosphine (4.5 g, 17.0 mmol) and TADDOL 1 (4.0 g, 8.6 mmol) were dissolved in anhydrous CH2Cl2 (15 mL) under argon atmosphere. Pyridine (1.4 mL, 17.0 mmol) and CCl4 (1.7 mL, 17.0 mmol) were added and the reaction mixture was stirred for 3 d at rt. After concentration to a volume of ca. 5 mL the solution was flash chromatographed (silica gel (250 g), pentane/Et2O 4:1) and the obtained product recrystallized (pentane/Et2O 6:1 (20 mL)). 2 (3.0 g, 72%) as a white solid. Rf 0.58 (pentane/Et2O 4:1); mp 133-135 °C; [α]D rt =-17.8 (c = 1.45, CHCl3); 1H NMR (400 MHz, CDCl3) δ 0.91 (s, CH3); 1.07 (s, CH3); 1.82 (s, OH); 5.12 (d, J = 5.9 Hz, CH); 5.36 (d, J = 5.9 Hz, CH); 7.15-7.42 (m, 18 arom. H); 7.47-7.51 (m, 2 arom. H). All analytical data were in accordance with the literature values.1",1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""93379-48-7"", ""smiles"": ""CC1(C)O[C@@H](C(O)(c2ccccc2)c2ccccc2)[C@H](C(O)(c2ccccc2)c2ccccc2)O1""}]","[{""index"": 1, ""cas_rn"": ""147700-67-2"", ""yield_pct"": ""72"", ""smiles"": ""CC1(C)O[C@@H](C(O)(c2ccccc2)c2ccccc2)[C@H](C(Cl)(c2ccccc2)c2ccccc2)O1""}]","[{""index"": 1, ""cas_rn"": ""56-23-5""}, {""index"": 2, ""cas_rn"": ""110-86-1""}, {""index"": 3, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","key intermediate, Appel reaction",
31-048-CAS-12615354,31-048-CAS-12615354,Reaction_20251111_1650.rdf,Appel halogenation,84,,,COc1ccc(CO)cc1,COc1ccc(CCl)cc1,COc1ccc(CO)cc1>>COc1ccc(CCl)cc1,The use of bromotrichloromethane in chlorination reactions,"Newman, Stephen G.; Bryan, Christopher S.; Perez, Didier; Lautens, Mark","Synthesis (2011), (2), 342-346","The use of bromotrichloromethane in chlorination reactions | Newman, Stephen G.; Bryan, Christopher S.; Perez, Didier; Lautens, Mark | Synthesis (2011), (2), 342-346",105-13-5,824-94-2,"75-62-7, 603-35-0",,75-09-2,,,,,,"General/Typical Procedure: Benzyl Chlorides 4 from Alcohols 3; General Procedure B: Ph3P (3 equiv) and CH2Cl2 (2 mL per 3.0 mmol Ph3P) were added to a flask equipped with a magnetic stir bar. CBrCl3 (1.2 equiv) was added, the flask was closed with a septum, and the mixture was stirred under air at r.t. for 40 min, during which the colorless soln turned deep brown. A soln of the requisite alcohol 3 (1.0 equiv) in CH2Cl2 (3 mL per 1.0 mmol alcohol) was added dropwise, and the mixture was stirred at r.t. until the starting material had been consumed (as indicated by TLC; approximately 10 min). The mixture was diluted with a Et2O-pentane mixture (3:1) until solid Ph3PO began to precipitate. The heterogeneous mixture was then filtered through a pad of silica gel, which was rinsed with a Et2O-pentane mixture (3:1). Rotary evaporation provided clean 4 after most reactions, as indicated by 1H NMR spectroscopy. The products were purified additionally by flash chromatography. The product was purified by flash column chromatography (silica gel, pentane); this provided 4a. 1-(Chloromethyl)-4-methoxybenzene (4c): General procedure B was followed (1 mmol scale). The product was purified by flash column chromatography (silica gel, Et2O-pentane, 5:95); this provided 4c as a colorless oil, yield 131 mg, 84%. 1H NMR (400 MHz, CDCl3): δ = 7.31 (d, J = 8.7 Hz, 2 H), 6.88 (d, J = 8.7 Hz, 2 H), 4.57 (s, 2 H), 3.81 (s, 3 H). 13C NMR (100MHz, CDCl3): δ = 159.7, 130.1, 129.7, 114.2, 55.3, 46.3.",2,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""105-13-5"", ""smiles"": ""COc1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""824-94-2"", ""yield_pct"": ""84"", ""smiles"": ""COc1ccc(CCl)cc1""}]","[{""index"": 1, ""cas_rn"": ""75-62-7""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-048-CAS-13027057,31-048-CAS-13027057,Reaction_20251111_1650.rdf,Appel halogenation,88,,,OCCCCCOCc1ccccc1,ClCCCCCOCc1ccccc1,OCCCCCOCc1ccccc1>>ClCCCCCOCc1ccccc1,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767",4541-15-5,100847-50-5,79-37-8,791-28-6,865-49-6,,,,,,"((5-Chloropentyloxy)methyl)benzene (8r): To a solution of triphenylphosphine oxide (21 mg, 0.075 mmol) in CDCl3 (0.75 mL) was added oxalyl chloride (7.5 μL, 0.089 mmol), and the reaction mixture was stirred for 5 min. 5r (97 mg, 0.050 mmol) and oxalyl chloride (43.5 μL, 0.514 mmol) as solutions in CDCl3 (0.5 mL) were then added simultaneously over 7 h via syringe pump at rt. The solvent was removed in vacuo. Gave 8r as a white solid, yield 94 mg, 88%. 1H NMR (400 MHz, CDCl3) δ 7.39-7.26 (m, 5H, ArH), 4.52 (s, 2H, CH2Ph), 3.55 (t, J = 6.7 Hz, 2H, CH2Cl), 3.50 (t, J = 6.3 Hz, 2H, CH2OCHPh), 1.86-1.77 (m, 2H, ClCH2-CH2CH2), 1.71-1.62 (m, 2H, ClCH2CH2CH2CH2), 1.61-1.50 (m, 2H, ClCH2CH2CH2); 13C NMR (100 MHz, CDCl3) δ 138.6, 128.4, 127.7, 127.6, 73.0, 70.1, 45.0, 32.5, 29.1, 23.7.",2,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""4541-15-5"", ""smiles"": ""OCCCCCOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100847-50-5"", ""yield_pct"": ""88"", ""smiles"": ""ClCCCCCOCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}]","[{""index"": 1, ""cas_rn"": ""791-28-6""}]","[{""index"": 1, ""cas_rn"": ""865-49-6""}]","Appel reaction, slow simultaneous addition of alcohol and oxalyl chloride stage 2",
31-048-CAS-13194497,31-048-CAS-13194497,Reaction_20251111_1650.rdf,Appel halogenation,99,,,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCBr,CCCCCCCCCCCCCCCCO>>CCCCCCCCCCCCCCCCBr,"A mild and efficient method for bromination of alcohols using α,α-dibromo-β-dicarbonyl compounds as halogen sources","Cui, Xiao-Meng; Guan, Yong-Hong; Li, Na; Lv, Hao; Fu, Lin-An; Guo, Kun; Fan, Xiaohui","Tetrahedron Letters (2014), 55(1), 90-93","A mild and efficient method for bromination of alcohols using α,α-dibromo-β-dicarbonyl compounds as halogen sources | Cui, Xiao-Meng; Guan, Yong-Hong; Li, Na; Lv, Hao; Fu, Lin-An; Guo, Kun; Fan, Xiaohui | Tetrahedron Letters (2014), 55(1), 90-93",36653-82-4,112-82-3,"603-35-0, 89415-67-8, 7732-18-5",,107-06-2,,,,,,,2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""36653-82-4"", ""smiles"": ""CCCCCCCCCCCCCCCCO""}]","[{""index"": 1, ""cas_rn"": ""112-82-3"", ""yield_pct"": ""99"", ""smiles"": ""CCCCCCCCCCCCCCCCBr""}]","[{""index"": 1, ""cas_rn"": ""603-35-0""}, {""index"": 2, ""cas_rn"": ""89415-67-8""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""107-06-2""}]",mechanism studied,
31-048-CAS-13206731,31-048-CAS-13206731,Reaction_20251111_1650.rdf,Appel halogenation,11,,,CC(=O)O.C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@H](CO)[C@@H]2O,CC(=O)OC[C@H]1C[C@H]2[C@@H]3CCc4cc(OCc5ccccc5)ccc4[C@H]3CC[C@]2(C)[C@H]1OC(C)=O.CC(=O)O[C@H]1[C@@H](CBr)C[C@H]2[C@@H]3CCc4cc(OCc5ccccc5)ccc4[C@H]3CC[C@@]21C,CC(=O)O.C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@H](CO)[C@@H]2O>>CC(=O)OC[C@H]1C[C@H]2[C@@H]3CCc4cc(OCc5ccccc5)ccc4[C@H]3CC[C@]2(C)[C@H]1OC(C)=O.CC(=O)O[C@H]1[C@@H](CBr)C[C@H]2[C@@H]3CCc4cc(OCc5ccccc5)ccc4[C@H]3CC[C@@]21C,"Neighboring group participation. Part 16. Stereoselective synthesis and receptor-binding examination of the four stereoisomers of 16-bromomethyl-3,17-estradiols","Szajli, Agota; Woelfling, Janos; Mernyak, Erzsebet; Minorics, Renata; Marki, Arpad; Falkay, George; Schneider, Gyula","Steroids (2006), 71(2), 141-153","Neighboring group participation. Part 16. Stereoselective synthesis and receptor-binding examination of the four stereoisomers of 16-bromomethyl-3,17-estradiols | Szajli, Agota; Woelfling, Janos; Mernyak, Erzsebet; Minorics, Renata; Marki, Arpad; Falkay, George; Schneider, Gyula | Steroids (2006), 71(2), 141-153","64-19-7, 438536-55-1","438536-62-0, 925910-81-2",10035-10-6,,64-19-7,,,,,,,1,1,11,83,,,,,,"{""1"": 11, ""2"": 83}","[{""index"": 1, ""cas_rn"": ""64-19-7"", ""smiles"": ""CC(=O)O""}, {""index"": 2, ""cas_rn"": ""438536-55-1"", ""smiles"": ""C[C@]12CC[C@@H]3c4ccc(OCc5ccccc5)cc4CC[C@H]3[C@@H]1C[C@H](CO)[C@@H]2O""}]","[{""index"": 1, ""cas_rn"": ""438536-62-0"", ""yield_pct"": ""11"", ""smiles"": ""CC(=O)OC[C@H]1C[C@H]2[C@@H]3CCc4cc(OCc5ccccc5)ccc4[C@H]3CC[C@]2(C)[C@H]1OC(C)=O""}, {""index"": 2, ""cas_rn"": ""925910-81-2"", ""yield_pct"": ""83"", ""smiles"": ""CC(=O)O[C@H]1[C@@H](CBr)C[C@H]2[C@@H]3CCc4cc(OCc5ccccc5)ccc4[C@H]3CC[C@@]21C""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]","regioselective, stereoselective",
31-048-CAS-13222247,31-048-CAS-13222247,Reaction_20251111_1650.rdf,Appel halogenation,72,,,CCCCCCCCCCO,CCCCCCCCCCBr,CCCCCCCCCCO>>CCCCCCCCCCBr,In situ phosphine oxide reduction: a catalytic Appel reaction,"van Kalkeren, Henri A.; Leenders, Stefan H. A. M.; Hommersom, C. Rianne A.; Rutjes, Floris P. J. T.; van Delft, Floris L.","Chemistry - A European Journal (2011), 17(40), 11290-11295, S11290/1-S11290/30","In situ phosphine oxide reduction: a catalytic Appel reaction | van Kalkeren, Henri A.; Leenders, Stefan H. A. M.; Hommersom, C. Rianne A.; Rutjes, Floris P. J. T.; van Delft, Floris L. | Chemistry - A European Journal (2011), 17(40), 11290-11295, S11290/1-S11290/30",112-30-1,112-29-8,"685-87-0, 775-12-2",1088-00-2,75-05-8,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""112-30-1"", ""smiles"": ""CCCCCCCCCCO""}]","[{""index"": 1, ""cas_rn"": ""112-29-8"", ""yield_pct"": ""72"", ""smiles"": ""CCCCCCCCCCBr""}]","[{""index"": 1, ""cas_rn"": ""685-87-0""}, {""index"": 2, ""cas_rn"": ""775-12-2""}]","[{""index"": 1, ""cas_rn"": ""1088-00-2""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","Appel reaction, 73% yield determined by GC",
31-048-CAS-13269277,31-048-CAS-13269277,Reaction_20251111_1650.rdf,Appel halogenation,79,,,CSc1ccccc1C#CC#CCCO,ICCC#Cc1sc2ccccc2c1I,CSc1ccccc1C#CC#CCCO>>ICCC#Cc1sc2ccccc2c1I,Electrophilic Cyclization of Aryldiacetylenes in the Synthesis of Functionalized Enediynes Fused to a Heterocyclic Core,"Danilkina, N. A.; Kulyashova, A. E.; Khlebnikov, A. F.; Brase, S.; Balova, I. A.","Journal of Organic Chemistry (2014), 79(19), 9018-9045","Electrophilic Cyclization of Aryldiacetylenes in the Synthesis of Functionalized Enediynes Fused to a Heterocyclic Core | Danilkina, N. A.; Kulyashova, A. E.; Khlebnikov, A. F.; Brase, S.; Balova, I. A. | Journal of Organic Chemistry (2014), 79(19), 9018-9045",1303519-61-0,1628418-86-9,"288-32-4, 603-35-0, 7553-56-2",,75-09-2,,,,,,"General/Typical Procedure: One-Pot Appel Reaction/Electrophilic Cyclization Sequence. Methyl 3-iodo-2-(6-iodohex-1-ynyl)-1-methyl-1H-indole-5-carboxylate (11h). To a degassed stirred solution of N,N-dimethylaniline 6b (3.67 mmol, 1.10 g) in anhydrous DCM (50.0 mL) were added PPh3 (4.04 mmol, 1.06 g) and imidazole (4.41 mmol, 300 mg). After the formation of a homogeneous solution, the reaction mixture was cooled to −20 °C, and I2 (4.41 mmol, 1.12 g) was added. The mixture obtained was stirred at −20 °C for 1 h, resulting in the conversion of alcohol 6b to the corresponding iodide 6h (TLC monitoring). Then, the cooling bath was removed, the reaction mixture was allowed to warm to room temperature, and the second portion of I2 (4.41 mmol, 1.02 g) as a solution in anhydrous DCM (50.0 mL) was added dropwise. The reaction mixture was refluxed for 18 h (TLC monitoring), cooled, poured into a saturated solution of NH4Cl, and extracted with ethyl acetate. The combined organic layers were washed with saturated solution of Na2S2O3 and two times with brine, dried over anhydrous Na2SO4, and concentrated under reduced pressure to yield the crude product, which was purified by column chromatography using cyclohexane/ethyl acetate (20:1) as the eluent. 3-Iodo-2-(4-iodobut-1-ynyl)benzo[b]thiophene (10i). Diiodobenzothiophene 10i was obtained from thioanisole 4g (0.509 mmol, 110 mg) by the same procedure as was described for indole 11h. Purification of the crude product by column chromatography using pentane as the eluent. 176 mg (79%) of 10i as a beige solid. Mp 74−75 °C. 1H NMR (400 MHz, CDCl3, δ): 3.14 (t, J = 7.3 Hz, 2H), 3.38 (t, J = 7.3 Hz, 2H), 7.38−7.46 (m, 2H), 7.68−7.72 (m, 2H). 13C NMR (100 MHz, CDCl3, δ): 0.1, 25.1, 76.9 (Cq), 87.4 (Cq), 98.3 (Cq), 122.1, 124.8 (Cq), 125.7, 126.1, 126.4, 138.7 (Cq), 140.4 (Cq). IR (neat) ν max (cm-1): 3058, 2946, 2891, 2215 (C≡C), 1451, 1424, 1305, 1247, 1168, 1016, 941, 869, 765, 749, 722, 640, 598. MS (EI, 70 eV), m/z (%): 437 (100, M+), 310 (11), 296 (5), 184 (62), 139 (16). HRMS (m/z): calcd for C12H8I2S [M]+, 437.8431; found, 437.8438. Anal. Calcd for C12H8I2S: C, 32.90; H, 1.84; S, 7.32. Found: C, 32.99; H, 1.90; S, 7.40.",2,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""1303519-61-0"", ""smiles"": ""CSc1ccccc1C#CC#CCCO""}]","[{""index"": 1, ""cas_rn"": ""1628418-86-9"", ""yield_pct"": ""79"", ""smiles"": ""ICCC#Cc1sc2ccccc2c1I""}]","[{""index"": 1, ""cas_rn"": ""288-32-4""}, {""index"": 2, ""cas_rn"": ""603-35-0""}, {""index"": 3, ""cas_rn"": ""7553-56-2""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction stage 1,
31-048-CAS-13312947,31-048-CAS-13312947,Reaction_20251111_1650.rdf,Appel halogenation,73,,,CC=CCO,CC=CCBr,CC=CCO>>CC=CCBr,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767",6117-91-5,4784-77-4,"79-37-8, 7550-35-8",791-28-6,67-66-3,,,,,,"General/Typical Procedure: General Procedure 3. To a solution of triphenylphosphine oxide (42 mg, 0.15 mmol) in either CHCl3 or CDCl3 (1.5 mL) were added oxalyl chloride (16.5 μL, 0.195mmol) and LiBr (130-304mg, 1.50-3.50 mmol), and the reaction mixture stirred for 5 min. The appropriate alcohol (1.00 equiv) and oxalyl chloride (93.5 μL, 1.11 mmol) as solutions in either CHCl3 or CDCl3 (1.0 mL) were then added simultaneously over 5 h via syringe pump at rt. The reaction mixture was filtered. The solvent was removed in vacuo. Further purification by flash chromatography (silica, 5-10% Et2O/petroleum ether) gave the pure bromides. 1-Bromo-2-butene (11g), yield 100 mg, 73%. 1H NMR (400 MHz, CDCl3) δ 5.85-5.61 (m, 2H, HC=CH), 3.95 (d, J = 7.4 Hz, 2H, BrCH2), 1.74 (d, J = 5.9 Hz, 3H, CH3); 13C NMR (100 MHz, CDCl3) δ 131.5, 127.6, 33.6, 17.7.",2,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""6117-91-5"", ""smiles"": ""CC=CCO""}]","[{""index"": 1, ""cas_rn"": ""4784-77-4"", ""yield_pct"": ""73"", ""smiles"": ""CC=CCBr""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""7550-35-8""}]","[{""index"": 1, ""cas_rn"": ""791-28-6""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}]","Appel reaction, slow simultaneous addition of alcohol and oxalyl chloride stage 2",
31-048-CAS-13360873,31-048-CAS-13360873,Reaction_20251111_1650.rdf,Appel halogenation,95,,,OCCCc1ccccc1,ClCCCc1ccccc1,OCCCc1ccccc1>>ClCCCc1ccccc1,Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction,"Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M.","Journal of Organic Chemistry (2011), 76(16), 6749-6767","Catalytic Phosphorus(V)-Mediated Nucleophilic Substitution Reactions: Development of a Catalytic Appel Reaction | Denton, Ross M.; An, Jie; Adeniran, Beatrice; Blake, Alexander J.; Lewis, William; Poulton, Andrew M. | Journal of Organic Chemistry (2011), 76(16), 6749-6767",122-97-4,104-52-9,79-37-8,791-28-6,67-66-3,,,,,,"General/Typical Procedure: 1-Chlorodecane (8a): General Procedure 2. To a solution of triphenylphosphine oxide (42 mg, 0.15 mmol) in either CHCl3 or CDCl3 (1.5 mL) was added oxalyl chloride (15.0 μL, 0.177 mmol), and the reaction mixture was stirred for 5 min. The appropriate alcoho (1.00 equiv) and oxalyl chloride (87.0 μL, 1.03 mmol) as solutions in either CHCl3 or CDCl3 (1.0 mL) were then added simultaneously over 7 h via syringe pump at rt. The solvent was removed in vacuo. Purification by flash chromatography (silica, 5-100% Et2O/petroleum ether) gave the pure chlorides. 3-Phenylpropylchloride (8e) as a colorless oil, yield 147 mg, 95%. 1H NMR (400 MHz, CDCl3) δ 7.35-7.28 (m, 2H, ArH), 7.26-7.19 (m, 3H, ArH), 3.54 (t, 2H, J = 6.4 Hz,PhCH2CH2CH2Cl), 2.80 (t, J= 6.4 Hz, 2H, PhCH2CH2CH2Cl), 2.10 (m, 2H, PhCH2CH2CH2Cl); 13C NMR (100 MHz, CDCl3) δ 140.7, 128.7, 128.6, 126.2, 44.2, 34.1, 32.8.",2,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""122-97-4"", ""smiles"": ""OCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""104-52-9"", ""yield_pct"": ""95"", ""smiles"": ""ClCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}]","[{""index"": 1, ""cas_rn"": ""791-28-6""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}]","Appel reaction, slow simultaneous addition of alcohol and oxalyl chloride stage 2",
