reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-572-CAS-9968979,31-572-CAS-9968979,Reaction_20251110_2140 (1).rdf,Gewald reaction,84,,,O=C1CCCCC1.N#CCC#N,N#Cc1c(N)sc2c1CCCC2,O=C1CCCCC1.N#CCC#N>>N#Cc1c(N)sc2c1CCCC2,First Gewald reaction ignited by sodium polysulfide: greener ultrasound-promoted synthesis of substituted 2-aminothiophenes in the absence of catalyst,"Liang, Chengyuan; Lei, Dong; Wang, Xiuzhen; Zhang, Qingqing; Yao, Qizheng","Journal of Sulfur Chemistry (2013), 34(5), 458-463","First Gewald reaction ignited by sodium polysulfide: greener ultrasound-promoted synthesis of substituted 2-aminothiophenes in the absence of catalyst | Liang, Chengyuan; Lei, Dong; Wang, Xiuzhen; Zhang, Qingqing; Yao, Qizheng | Journal of Sulfur Chemistry (2013), 34(5), 458-463","108-94-1, 109-77-3",4651-91-6,37188-08-2,,7732-18-5,,,,,,"4.1. General experimental procedure: A 50ml round-bottomed flask was charged with α-methylene carbonyl compound 10 (5 mmol), malononitrile 11 (5 mmol), and 25 ml H2O, which was stirred for 20 min under heating or ultrasound irradiation. Subsequently, sodium polysulfide 12 (5 mmol) was added and stirred at 70°C under conventional heating or ultrasound irradiation. The mixture became turbid at the end of the reaction, which was poured into cold water. The crude product was isolated by filtration and was further purified by recrystallization with ethanol to afford pure 2-aminothiophenes. All the products were isolated, and their isolated yields are given in Table 2. Identities of the products were established by comparison of their physical and spectral data with those of reported compounds. Product 13a, yield 84%.",2,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}, {""index"": 2, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}]","[{""index"": 1, ""cas_rn"": ""4651-91-6"", ""yield_pct"": ""84"", ""smiles"": ""N#Cc1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""37188-08-2""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry-solvent, ultrasound ((40KHz), Gewald reaction, mechanism studied, 300W), optimization study, optimized on solvent and reagent",
31-572-CAS-9992146,31-572-CAS-9992146,Reaction_20251110_2140.rdf,Gewald reaction,70,,,N#CCC#N.O=C1CCCC(=O)C1,N#Cc1c(N)sc2c1CCCC2=O,N#CCC#N.O=C1CCCC(=O)C1>>N#Cc1c(N)sc2c1CCCC2=O,"Microwave-Assisted and Conventional Synthesis of Benzothieno[3,2-e][1,3,4]triazolo[4,3-c]pyrimidines: A Comparative Study","Gaonkar, Santhosh L.; Ahn, Chunljin; Shetty, Princia; Shetty, Nitinkumar S.","Hwahak Sekye (2014), 54(8), 388-392","Microwave-Assisted and Conventional Synthesis of Benzothieno[3,2-e][1,3,4]triazolo[4,3-c]pyrimidines: A Comparative Study | Gaonkar, Santhosh L.; Ahn, Chunljin; Shetty, Princia; Shetty, Nitinkumar S. | Hwahak Sekye (2014), 54(8), 388-392","109-77-3, 504-02-9",98899-30-0,"109-89-7, 7704-34-9",,64-17-5,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""504-02-9"", ""smiles"": ""O=C1CCCC(=O)C1""}]","[{""index"": 1, ""cas_rn"": ""98899-30-0"", ""yield_pct"": ""70"", ""smiles"": ""N#Cc1c(N)sc2c1CCCC2=O""}]","[{""index"": 1, ""cas_rn"": ""109-89-7""}, {""index"": 2, ""cas_rn"": ""7704-34-9""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",Gewald Reaction,
31-614-CAS-24273297,31-614-CAS-24273297,Reaction_20251110_2140 (1).rdf,Gewald reaction,90,,,N#CCC#N.O=C1CCCC1,N#Cc1c(N)sc2c1CCC2,N#CCC#N.O=C1CCCC1>>N#Cc1c(N)sc2c1CCC2,Piperazine-Grafted Magnetic Reduced Graphene Oxide (Fe3O4@rGO-NH) as a Reusable Heterogeneous Catalyst for Gewald Three-Component Reaction,"Rezaei-Seresht, Esmail; Bakhshi-Noroozi, Morteza; Maleki, Behrooz","Polycyclic Aromatic Compounds (2021), 41(9), 1944-1952","Piperazine-Grafted Magnetic Reduced Graphene Oxide (Fe3O4@rGO-NH) as a Reusable Heterogeneous Catalyst for Gewald Three-Component Reaction | Rezaei-Seresht, Esmail; Bakhshi-Noroozi, Morteza; Maleki, Behrooz | Polycyclic Aromatic Compounds (2021), 41(9), 1944-1952","109-77-3, 120-92-3",70291-62-2,10544-50-0,110-85-0,64-17-5,,,,reaction product with reduced graphene oxide,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""120-92-3"", ""smiles"": ""O=C1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""70291-62-2"", ""yield_pct"": ""90"", ""smiles"": ""N#Cc1c(N)sc2c1CCC2""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""110-85-0"", ""amd"": ""reaction product with reduced graphene oxide""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","solid-supported catalyst, iron oxide impregnated graphene oxide supported piperazine catalyst prepared and used, Gewald reaction, reusable catalyst",
31-614-CAS-24573922,31-614-CAS-24573922,Reaction_20251110_2140 (1).rdf,Gewald reaction,97,,,O=C1CCCCC1.N#CCC#N,N#Cc1c(N)sc2c1CCCC2,O=C1CCCCC1.N#CCC#N>>N#Cc1c(N)sc2c1CCCC2,Piperazine-Grafted Magnetic Reduced Graphene Oxide (Fe3O4@rGO-NH) as a Reusable Heterogeneous Catalyst for Gewald Three-Component Reaction,"Rezaei-Seresht, Esmail; Bakhshi-Noroozi, Morteza; Maleki, Behrooz","Polycyclic Aromatic Compounds (2021), 41(9), 1944-1952","Piperazine-Grafted Magnetic Reduced Graphene Oxide (Fe3O4@rGO-NH) as a Reusable Heterogeneous Catalyst for Gewald Three-Component Reaction | Rezaei-Seresht, Esmail; Bakhshi-Noroozi, Morteza; Maleki, Behrooz | Polycyclic Aromatic Compounds (2021), 41(9), 1944-1952","108-94-1, 109-77-3",4651-91-6,10544-50-0,110-85-0,64-17-5,,,,reaction product with reduced graphene oxide,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}, {""index"": 2, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}]","[{""index"": 1, ""cas_rn"": ""4651-91-6"", ""yield_pct"": ""97"", ""smiles"": ""N#Cc1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""110-85-0"", ""amd"": ""reaction product with reduced graphene oxide""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","solid-supported catalyst, iron oxide impregnated graphene oxide supported piperazine catalyst prepared and used, Gewald reaction, reusable catalyst",
31-614-CAS-24573927,31-614-CAS-24573927,Reaction_20251110_2140 (1).rdf,Gewald reaction,88,,,CCOC(=O)CC#N.O=C1CCCCC1,CCOC(=O)c1c(N)sc2c1CCCC2,CCOC(=O)CC#N.O=C1CCCCC1>>CCOC(=O)c1c(N)sc2c1CCCC2,Piperazine-Grafted Magnetic Reduced Graphene Oxide (Fe3O4@rGO-NH) as a Reusable Heterogeneous Catalyst for Gewald Three-Component Reaction,"Rezaei-Seresht, Esmail; Bakhshi-Noroozi, Morteza; Maleki, Behrooz","Polycyclic Aromatic Compounds (2021), 41(9), 1944-1952","Piperazine-Grafted Magnetic Reduced Graphene Oxide (Fe3O4@rGO-NH) as a Reusable Heterogeneous Catalyst for Gewald Three-Component Reaction | Rezaei-Seresht, Esmail; Bakhshi-Noroozi, Morteza; Maleki, Behrooz | Polycyclic Aromatic Compounds (2021), 41(9), 1944-1952","105-56-6, 108-94-1",4506-71-2,10544-50-0,110-85-0,64-17-5,,,,reaction product with reduced graphene oxide,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""105-56-6"", ""smiles"": ""CCOC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""4506-71-2"", ""yield_pct"": ""88"", ""smiles"": ""CCOC(=O)c1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""110-85-0"", ""amd"": ""reaction product with reduced graphene oxide""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","solid-supported catalyst, iron oxide impregnated graphene oxide supported piperazine catalyst prepared and used, Gewald reaction, reusable catalyst",
31-614-CAS-24925132,31-614-CAS-24925132,Reaction_20251110_2140 (1).rdf,Gewald reaction,75,,,CCOC(=O)CC#N.COc1ccc(NC(=O)C(=NNc2ccc([N+](=O)[O-])cc2)C(C)=O)cc1,CCOC(=O)c1c(C(=NNc2ccc([N+](=O)[O-])cc2)C(=O)Nc2ccc(OC)cc2)csc1N,CCOC(=O)CC#N.COc1ccc(NC(=O)C(=NNc2ccc([N+](=O)[O-])cc2)C(C)=O)cc1>>CCOC(=O)c1c(C(=NNc2ccc([N+](=O)[O-])cc2)C(=O)Nc2ccc(OC)cc2)csc1N,"Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds","Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A.","ChemistrySelect (2021), 6(43), 12094-12100","Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds | Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A. | ChemistrySelect (2021), 6(43), 12094-12100","105-56-6, 113399-49-8",2751682-88-7,"121-44-8, 10544-50-0",,64-17-5,,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""105-56-6"", ""smiles"": ""CCOC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""113399-49-8"", ""smiles"": ""COc1ccc(NC(=O)C(=NNc2ccc([N+](=O)[O-])cc2)C(C)=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""2751682-88-7"", ""yield_pct"": ""75"", ""smiles"": ""CCOC(=O)c1c(C(=NNc2ccc([N+](=O)[O-])cc2)C(=O)Nc2ccc(OC)cc2)csc1N""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",Gewald's thiophene synthesis,
31-614-CAS-24925133,31-614-CAS-24925133,Reaction_20251110_2140 (1).rdf,Gewald reaction,74,,,N#CCC#N.COc1ccc(NN=C(C(C)=O)C(=O)Nc2ccc(OC)cc2)cc1,COc1ccc(NN=C(C(=O)Nc2ccc(OC)cc2)c2csc(N)c2C#N)cc1,N#CCC#N.COc1ccc(NN=C(C(C)=O)C(=O)Nc2ccc(OC)cc2)cc1>>COc1ccc(NN=C(C(=O)Nc2ccc(OC)cc2)c2csc(N)c2C#N)cc1,"Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds","Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A.","ChemistrySelect (2021), 6(43), 12094-12100","Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds | Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A. | ChemistrySelect (2021), 6(43), 12094-12100","109-77-3, 113399-44-3",2751682-93-4,"121-44-8, 10544-50-0",,64-17-5,,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""113399-44-3"", ""smiles"": ""COc1ccc(NN=C(C(C)=O)C(=O)Nc2ccc(OC)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2751682-93-4"", ""yield_pct"": ""74"", ""smiles"": ""COc1ccc(NN=C(C(=O)Nc2ccc(OC)cc2)c2csc(N)c2C#N)cc1""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",Gewald's thiophene synthesis,
31-614-CAS-24925134,31-614-CAS-24925134,Reaction_20251110_2140.rdf,Gewald reaction,70,,,N#CCC#N.COc1ccc(NN=C(C(C)=O)C(=O)Nc2ccc(Cl)cc2)cc1,COc1ccc(NN=C(C(=O)Nc2ccc(Cl)cc2)c2csc(N)c2C#N)cc1,N#CCC#N.COc1ccc(NN=C(C(C)=O)C(=O)Nc2ccc(Cl)cc2)cc1>>COc1ccc(NN=C(C(=O)Nc2ccc(Cl)cc2)c2csc(N)c2C#N)cc1,"Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds","Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A.","ChemistrySelect (2021), 6(43), 12094-12100","Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds | Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A. | ChemistrySelect (2021), 6(43), 12094-12100","109-77-3, 2751682-84-3",2751682-91-2,"121-44-8, 10544-50-0",,64-17-5,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""2751682-84-3"", ""smiles"": ""COc1ccc(NN=C(C(C)=O)C(=O)Nc2ccc(Cl)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2751682-91-2"", ""yield_pct"": ""70"", ""smiles"": ""COc1ccc(NN=C(C(=O)Nc2ccc(Cl)cc2)c2csc(N)c2C#N)cc1""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",Gewald's thiophene synthesis,
31-614-CAS-24925140,31-614-CAS-24925140,Reaction_20251110_2140.rdf,Gewald reaction,70,,,CCOC(=O)CC#N.CC(=O)CC(=O)Nc1ccc(C)cc1,CCOC(=O)c1c(CC(=O)Nc2ccc(C)cc2)csc1N,CCOC(=O)CC#N.CC(=O)CC(=O)Nc1ccc(C)cc1>>CCOC(=O)c1c(CC(=O)Nc2ccc(C)cc2)csc1N,"Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds","Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A.","ChemistrySelect (2021), 6(43), 12094-12100","Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds | Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A. | ChemistrySelect (2021), 6(43), 12094-12100","105-56-6, 2415-85-2",2751683-08-4,"121-44-8, 10544-50-0",,64-17-5,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""105-56-6"", ""smiles"": ""CCOC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""2415-85-2"", ""smiles"": ""CC(=O)CC(=O)Nc1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""2751683-08-4"", ""yield_pct"": ""70"", ""smiles"": ""CCOC(=O)c1c(CC(=O)Nc2ccc(C)cc2)csc1N""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",Gewald's thiophene synthesis,
31-614-CAS-24925154,31-614-CAS-24925154,Reaction_20251110_2140.rdf,Gewald reaction,72,,,CC(=O)CC(=O)Nc1ccc(Cl)cc1.CCOC(=O)CC#N,CCOC(=O)c1c(CC(=O)Nc2ccc(Cl)cc2)csc1N,CC(=O)CC(=O)Nc1ccc(Cl)cc1.CCOC(=O)CC#N>>CCOC(=O)c1c(CC(=O)Nc2ccc(Cl)cc2)csc1N,"Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds","Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A.","ChemistrySelect (2021), 6(43), 12094-12100","Anti-proliferative Activities of Thiophenes, Pyrans and PyridinesDerived from 1,3-Dicarbonyl Compounds | Alahmdi, Mohammed I.; Mohareb, Rafat Milad; Abdelaziz Mahmoud, Mahmoud A.; Alkhamis, Kholood; Abo-Dya, Nader Elmaghwry; Zidan, Nahla S.; Khasim, Syed; Alsharif, Meshari A. | ChemistrySelect (2021), 6(43), 12094-12100","101-92-8, 105-56-6",2751683-06-2,"121-44-8, 10544-50-0",,64-17-5,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""101-92-8"", ""smiles"": ""CC(=O)CC(=O)Nc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""105-56-6"", ""smiles"": ""CCOC(=O)CC#N""}]","[{""index"": 1, ""cas_rn"": ""2751683-06-2"", ""yield_pct"": ""72"", ""smiles"": ""CCOC(=O)c1c(CC(=O)Nc2ccc(Cl)cc2)csc1N""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",Gewald's thiophene synthesis,
31-614-CAS-24926720,31-614-CAS-24926720,Reaction_20251110_2140 (1).rdf,Gewald reaction,74,,,O=CCCc1ccccc1.COC(=O)CC#N,COC(=O)c1cc(Cc2ccccc2)sc1N,O=CCCc1ccccc1.COC(=O)CC#N>>COC(=O)c1cc(Cc2ccccc2)sc1N,Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions,"Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan","Heterocycles (2021), 102(10), 2007-2018","Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions | Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan | Heterocycles (2021), 102(10), 2007-2018","104-53-0, 105-34-0",350988-48-6,"123-75-1, 10544-50-0",,68-12-2,,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""104-53-0"", ""smiles"": ""O=CCCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""105-34-0"", ""smiles"": ""COC(=O)CC#N""}]","[{""index"": 1, ""cas_rn"": ""350988-48-6"", ""yield_pct"": ""74"", ""smiles"": ""COC(=O)c1cc(Cc2ccccc2)sc1N""}]","[{""index"": 1, ""cas_rn"": ""123-75-1""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]","microwave irradiation, Gewald reaction",
31-614-CAS-24926721,31-614-CAS-24926721,Reaction_20251110_2140 (1).rdf,Gewald reaction,91,,,COC(=O)CC#N.O=C1CCCCCC1,COC(=O)c1c(N)sc2c1CCCCC2,COC(=O)CC#N.O=C1CCCCCC1>>COC(=O)c1c(N)sc2c1CCCCC2,Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions,"Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan","Heterocycles (2021), 102(10), 2007-2018","Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions | Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan | Heterocycles (2021), 102(10), 2007-2018","105-34-0, 502-42-1",184174-81-0,"123-75-1, 10544-50-0",,68-12-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""105-34-0"", ""smiles"": ""COC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""502-42-1"", ""smiles"": ""O=C1CCCCCC1""}]","[{""index"": 1, ""cas_rn"": ""184174-81-0"", ""yield_pct"": ""91"", ""smiles"": ""COC(=O)c1c(N)sc2c1CCCCC2""}]","[{""index"": 1, ""cas_rn"": ""123-75-1""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]","microwave irradiation, Gewald reaction",
31-614-CAS-24926722,31-614-CAS-24926722,Reaction_20251110_2140 (1).rdf,Gewald reaction,93,,,COC(=O)CC#N.CC(C)(C)CC=O,COC(=O)c1cc(C(C)(C)C)sc1N,COC(=O)CC#N.CC(C)(C)CC=O>>COC(=O)c1cc(C(C)(C)C)sc1N,Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions,"Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan","Heterocycles (2021), 102(10), 2007-2018","Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions | Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan | Heterocycles (2021), 102(10), 2007-2018","105-34-0, 2987-16-8",216574-71-9,"123-75-1, 10544-50-0",,68-12-2,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""105-34-0"", ""smiles"": ""COC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""2987-16-8"", ""smiles"": ""CC(C)(C)CC=O""}]","[{""index"": 1, ""cas_rn"": ""216574-71-9"", ""yield_pct"": ""93"", ""smiles"": ""COC(=O)c1cc(C(C)(C)C)sc1N""}]","[{""index"": 1, ""cas_rn"": ""123-75-1""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]","microwave irradiation, Gewald reaction",
31-614-CAS-24926723,31-614-CAS-24926723,Reaction_20251110_2140 (1).rdf,Gewald reaction,78,,,COC(=O)CC#N.O=CCc1ccccc1,COC(=O)c1cc(-c2ccccc2)sc1N,COC(=O)CC#N.O=CCc1ccccc1>>COC(=O)c1cc(-c2ccccc2)sc1N,Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions,"Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan","Heterocycles (2021), 102(10), 2007-2018","Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions | Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan | Heterocycles (2021), 102(10), 2007-2018","105-34-0, 122-78-1",61325-02-8,"123-75-1, 10544-50-0",,68-12-2,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""105-34-0"", ""smiles"": ""COC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""122-78-1"", ""smiles"": ""O=CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""61325-02-8"", ""yield_pct"": ""78"", ""smiles"": ""COC(=O)c1cc(-c2ccccc2)sc1N""}]","[{""index"": 1, ""cas_rn"": ""123-75-1""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]","microwave irradiation, Gewald reaction",
31-614-CAS-24926727,31-614-CAS-24926727,Reaction_20251110_2140.rdf,Gewald reaction,70,,,COC(=O)CC#N.O=C1CCCC1,COC(=O)c1c(N)sc2c1CCC2,COC(=O)CC#N.O=C1CCCC1>>COC(=O)c1c(N)sc2c1CCC2,Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions,"Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan","Heterocycles (2021), 102(10), 2007-2018","Microwave-assisted synthesis of 2-aminothiophene derivatives via improved gewald reactions | Ruan, Bankang; Zhang, Zhiyan; Huang, Lei; Xu, Chao; Li, Luolan | Heterocycles (2021), 102(10), 2007-2018","105-34-0, 120-92-3",184174-80-9,"123-75-1, 10544-50-0",,68-12-2,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""105-34-0"", ""smiles"": ""COC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""120-92-3"", ""smiles"": ""O=C1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""184174-80-9"", ""yield_pct"": ""70"", ""smiles"": ""COC(=O)c1c(N)sc2c1CCC2""}]","[{""index"": 1, ""cas_rn"": ""123-75-1""}, {""index"": 2, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]","microwave irradiation, Gewald reaction",
