reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-572-CAS-12632838,31-572-CAS-12632838,Reaction_20251110_2140 (1).rdf,Gewald reaction,97,,,O=C1CCCCC1.N#CCC#N,N#Cc1c(N)sc2c1CCCC2,O=C1CCCCC1.N#CCC#N>>N#Cc1c(N)sc2c1CCCC2,An efficient one-pot synthesis of substituted 2-aminothiophenes via three-component Gewald reaction catalyzed by L-proline,"Wang, Tao; Huang, Xian-Gui; Liu, Jia; Li, Bo; Wu, Jin-Jin; Chen, Kai-Xian; Zhu, Wei-Liang; Xu, Xiao-Yong; Zeng, Bu-Bing","Synlett (2010), (9), 1351-1354","An efficient one-pot synthesis of substituted 2-aminothiophenes via three-component Gewald reaction catalyzed by L-proline | Wang, Tao; Huang, Xian-Gui; Liu, Jia; Li, Bo; Wu, Jin-Jin; Chen, Kai-Xian; Zhu, Wei-Liang; Xu, Xiao-Yong; Zeng, Bu-Bing | Synlett (2010), (9), 1351-1354","108-94-1, 109-77-3",4651-91-6,10544-50-0,147-85-3,68-12-2,,,,,,"General/Typical Procedure: General Procedure for the One-Pot Synthesis of Substituted 2-Aminothiophenes 3 A mixture of carbonyl compound (3.0 mmol), nitrile (3.3 mmol), sulfur (4.5 mmol), L-proline (0.3 mmol), and DMF (3.0 mL) in a 50 mL round bottom flask was stirred at 60°C for 10-24 h. The crude product was directly purified through flash chromatography. The desired product 3. 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-3-carbonitrile (Table 2, entry 2) [1] 1H NMR (400 MHz, CDCl3): δ = 4.56 (bs, 2H), 2.52-2.46 (m, 4H), 1.85-1.73 (m, 4H); 13C NMR (100 MHz, CDCl3): δ = 160.1, 132.3, 120.6, 115.5, 88.6, 24.5, 24.1, 23.4, 22.1.",1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}, {""index"": 2, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}]","[{""index"": 1, ""cas_rn"": ""4651-91-6"", ""yield_pct"": ""97"", ""smiles"": ""N#Cc1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""147-85-3""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}]",Gewald reaction,
31-572-CAS-12692950,31-572-CAS-12692950,Reaction_20251110_2140 (1).rdf,Gewald reaction,94,,,N#CCC#N.CCC1CCC(=O)CC1,CCC1CCc2c(sc(N)c2C#N)C1,N#CCC#N.CCC1CCC(=O)CC1>>CCC1CCc2c(sc(N)c2C#N)C1,Solvent-free synthesis of 2-aminothiophene-3-carbonitrile derivatives using high-speed vibration milling,"Xu, Fang; Li, Yujin; Xu, Fengshuang; Ye, Qing; Han, Liang; Gao, Jianrong; Yu, Wubin","Journal of Chemical Research (2014), 38(7), 450-452","Solvent-free synthesis of 2-aminothiophene-3-carbonitrile derivatives using high-speed vibration milling | Xu, Fang; Li, Yujin; Xu, Fengshuang; Ye, Qing; Han, Liang; Gao, Jianrong; Yu, Wubin | Journal of Chemical Research (2014), 38(7), 450-452","109-77-3, 5441-51-0",329222-96-0,10544-50-0,109-89-7,,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""5441-51-0"", ""smiles"": ""CCC1CCC(=O)CC1""}]","[{""index"": 1, ""cas_rn"": ""329222-96-0"", ""yield_pct"": ""94"", ""smiles"": ""CCC1CCc2c(sc(N)c2C#N)C1""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""109-89-7""}]",[],"green chemistry, high speed vibration milling conditions used at 30 Htz, Gewald reaction",
31-572-CAS-1285998,31-572-CAS-1285998,Reaction_20251110_2140 (1).rdf,Gewald reaction,73,,,CCOC(=O)CC#N.O=C1CCCCC1,CCOC(=O)c1c(N)sc2c1CCCC2,CCOC(=O)CC#N.O=C1CCCCC1>>CCOC(=O)c1c(N)sc2c1CCCC2,Facile Synthesis of 2-Aminothiophenes Using NaAlO2 as an Eco-Effective and Recyclable Catalyst,"Bai, Rongxian; Liu, Ping; Yang, Jian; Liu, Changhui; Gu, Yanlong","ACS Sustainable Chemistry & Engineering (2015), 3(7), 1292-1297","Facile Synthesis of 2-Aminothiophenes Using NaAlO2 as an Eco-Effective and Recyclable Catalyst | Bai, Rongxian; Liu, Ping; Yang, Jian; Liu, Changhui; Gu, Yanlong | ACS Sustainable Chemistry & Engineering (2015), 3(7), 1292-1297","105-56-6, 108-94-1",4506-71-2,7704-34-9,1302-42-7,64-17-5,,,,,,,1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""105-56-6"", ""smiles"": ""CCOC(=O)CC#N""}, {""index"": 2, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""4506-71-2"", ""yield_pct"": ""73"", ""smiles"": ""CCOC(=O)c1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""7704-34-9""}]","[{""index"": 1, ""cas_rn"": ""1302-42-7""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","green chemistry, green chemistry-solvent, Gewald reaction, reusable catalyst, solid catalyst",
31-572-CAS-1291521,31-572-CAS-1291521,Reaction_20251110_2140 (1).rdf,Gewald reaction,88,,,O=C1CCCCC1.N#CCC#N,N#Cc1c(N)sc2c1CCCC2,O=C1CCCCC1.N#CCC#N>>N#Cc1c(N)sc2c1CCCC2,Basic Ionic Liquid [bmIm]OH-Mediated Gewald Reaction as Green Protocol for the Synthesis of 2-Aminothiophenes,"Kaki, Venkata Rao; Akkinepalli, Raghuram Rao; Deb, Pran Kishore; Pichika, Mallikarjuna Rao","Synthetic Communications (2015), 45(1), 119-126","Basic Ionic Liquid [bmIm]OH-Mediated Gewald Reaction as Green Protocol for the Synthesis of 2-Aminothiophenes | Kaki, Venkata Rao; Akkinepalli, Raghuram Rao; Deb, Pran Kishore; Pichika, Mallikarjuna Rao | Synthetic Communications (2015), 45(1), 119-126","108-94-1, 109-77-3",4651-91-6,10544-50-0,528818-81-7,,,,,,,"General/Typical Procedure: 4,5-Alkyl-2-aminothiophenes (2a-2j) For the synthesis of 4,5-alkyl-2-aminothiophenes (2a-2j), the general procedures are the same as those of compound 2i. A mixture of N-benzyl-4-piperidone (1i, 380mg, 2mmol), malononitrile (132mg, 2mmol), sulfur (64mg, 2mmol), and basic ionic liquid (bmIm)OH (380mg, 2.4 equiv.) was heated to 60 °C for 2h. The reaction mixture was cooled to room temperature and washed with diethyl ether or ethyl acetate (3 40mL), and the organic layers were concentrated under vacuum to obtain an oily crude product. The crude product was dissolved in ether=hexane (3:1, 50mL) mixture, insoluble material was decanted, and the organic layer was concentrated to 1=4 of the volume and kept in a refrigerator. The precipitate that formed was filtered and dried. 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-3-carbonitrile (2e) White solid, yield 88%. Mp 145 °C (lit. [23] 146-147 °C); IR (KBr): 3445, 3328, 2196, 1521 cm-1; 1H NMR(400 MHz, CDCl3): δ = 4.71 (s, 2H), 2.48 (m, 4H), 1.79 (m, 4H); 13C NMR (100 MHz, CDCl3): δ = 160.1, 132.3, 120.6, 115.6, 88.5, 24.5, 24.1, 23.4, 22.1.; MS (ESI): m/z = 178.3 (M+H)+.",1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}, {""index"": 2, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}]","[{""index"": 1, ""cas_rn"": ""4651-91-6"", ""yield_pct"": ""88"", ""smiles"": ""N#Cc1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""528818-81-7""}]",[],"green chemistry, green chemistry-catalyst, no solvent, Gewald reaction, ionic liquid used (catalyst), recyclable catalyst",
31-572-CAS-13100293,31-572-CAS-13100293,Reaction_20251110_2140 (1).rdf,Gewald reaction,78,,,O=CCc1ccccc1.COC(=O)[C@@H](NC(=O)CC#N)C(C)C,COC(=O)[C@@H](NC(=O)c1cc(-c2ccccc2)sc1N)C(C)C,O=CCc1ccccc1.COC(=O)[C@@H](NC(=O)CC#N)C(C)C>>COC(=O)[C@@H](NC(=O)c1cc(-c2ccccc2)sc1N)C(C)C,Cyanoacetamide MCR (III): Three-Component Gewald Reactions Revisited,"Wang, Kan; Kim, Dabin; Domling, Alexander","Journal of Combinatorial Chemistry (2010), 12(1), 111-118","Cyanoacetamide MCR (III): Three-Component Gewald Reactions Revisited | Wang, Kan; Kim, Dabin; Domling, Alexander | Journal of Combinatorial Chemistry (2010), 12(1), 111-118","122-78-1, 1189547-97-4",1202194-44-2,"121-44-8, 7704-34-9",,64-17-5,,,,,,"General/Typical Procedure: N-Allyl-2-amino-5-phenylthiophene-3-carboxamide (C2,6): General Procedure B (three-component reactions of aldehyde or ketones, cyanoacetamide and sulfur). In a 20 ml vial added into N-allyl-2-cyanoacetamide (1.24 g, 10 mmol), 2-phenylacetaldehyde (1.20 g, 10 mmol) and sulfur (320 mg, 10 mmol) and triethylamine (1.01 g, 10 mmol) in ethanol (10 ml, 1.0 M solution) with stir bar. The reaction was heated in 50 °C oil bath for 10 h. Cool the reaction down to room temperature, and add 50 ml ice/water. The precipitate was filtered and washed with cold ethanol. Methyl 2-(2-amino-5-phenylthiophene-3-carboxamido)-3-methylbutanoate (C2,23): The general procedure B was followed employing 2-phenylacetaldehyde (360 mg, 3 mmol), methyl 2-(2- cyanoacetamido)-3-methylbutanoate (594 mg, 3 mmol), sulfur (96 mg, 3 mmol). The crude product was purified with silica gel column chromatography (20 % ethyl acetate in hexanes) to produce the title compound 777 mg (78 %) as the light yellow solid. HRMS ESL-TOF for C17H20N2O3S (M+) found: m/z: 332.1192; Calc. Mass: 332.1195. 1H NMR (CDCl3, 600 MHz): δ 7.84 (s, 1H), 7.74 (d, J = 7.2 Hz, 1H), 7.49 (s, 2H), 7.43 (s, 2H), 7.34 (t, J = 7.2 Hz, 2H), 7.18 (t, J = 7.2 Hz, 1H), 4.25 (t, J = 7.8 Hz, 1H), 3.65 (s, 3H), 2.09-2.15 (m, 1H), 0.98 (d, J = 6.6 Hz, 3H), 0.92 (d, J = 6.6 Hz, 3H) ppm; 13C NMR (CDCl3, 150 MHz): δ 173.2, 165.9, 162.2, 134.7, 129.4, 126.3, 124.1, 121.8, 121.6, 107.7, 58.2, 52.1, 30.1, 19.7, 19.6 ppm;",1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""122-78-1"", ""smiles"": ""O=CCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""1189547-97-4"", ""smiles"": ""COC(=O)[C@@H](NC(=O)CC#N)C(C)C""}]","[{""index"": 1, ""cas_rn"": ""1202194-44-2"", ""yield_pct"": ""78"", ""smiles"": ""COC(=O)[C@@H](NC(=O)c1cc(-c2ccccc2)sc1N)C(C)C""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""7704-34-9""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",combinatorial,
31-572-CAS-13121954,31-572-CAS-13121954,Reaction_20251110_2140.rdf,Gewald reaction,70,,,CC(=O)c1ccccc1.CCOC(=O)CC#N,CCOC(=O)c1c(-c2ccccc2)csc1N,CC(=O)c1ccccc1.CCOC(=O)CC#N>>CCOC(=O)c1c(-c2ccccc2)csc1N,Synthesis of some novel methyl and ethyl 2-aminothiophene-3-carboxylate and related Schiff bases,"Mobinikhaledi, A.; Kalhor, M.; Taheri, L.","Asian Journal of Chemistry (2010), 22(9), 7399-7404","Synthesis of some novel methyl and ethyl 2-aminothiophene-3-carboxylate and related Schiff bases | Mobinikhaledi, A.; Kalhor, M.; Taheri, L. | Asian Journal of Chemistry (2010), 22(9), 7399-7404","98-86-2, 105-56-6",4815-36-5,10544-50-0,110-91-8,67-56-1,,,,,,,1,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""98-86-2"", ""smiles"": ""CC(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""105-56-6"", ""smiles"": ""CCOC(=O)CC#N""}]","[{""index"": 1, ""cas_rn"": ""4815-36-5"", ""yield_pct"": ""70"", ""smiles"": ""CCOC(=O)c1c(-c2ccccc2)csc1N""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]",Gewald reaction,
31-572-CAS-13171280,31-572-CAS-13171280,Reaction_20251110_2140 (1).rdf,Gewald reaction,95,,,O=C1CCCCC1.N#CCC#N,N#Cc1c(N)sc2c1CCCC2,O=C1CCCCC1.N#CCC#N>>N#Cc1c(N)sc2c1CCCC2,Ultrasound-promoted synthesis of 2-aminothiophenes accelerated by DABCO utilizing PEG-200 as solvent,"Liang, Chengyuan; Tang, Zhishu; Qian, Weidong; Shi, Chunyang; Song, Huihui","Journal of Chemical and Pharmaceutical Research (2014), 6(4), 798-802, 5 pp.","Ultrasound-promoted synthesis of 2-aminothiophenes accelerated by DABCO utilizing PEG-200 as solvent | Liang, Chengyuan; Tang, Zhishu; Qian, Weidong; Shi, Chunyang; Song, Huihui | Journal of Chemical and Pharmaceutical Research (2014), 6(4), 798-802, 5 pp.","108-94-1, 109-77-3",4651-91-6,10544-50-0,280-57-9,25322-68-3,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}, {""index"": 2, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}]","[{""index"": 1, ""cas_rn"": ""4651-91-6"", ""yield_pct"": ""95"", ""smiles"": ""N#Cc1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""280-57-9""}]","[{""index"": 1, ""cas_rn"": ""25322-68-3""}]","green chemistry, ultrasound ((300 W), optimization study, optimized on catalyst, optimized on solvent, optimized on time, 40KHz), recyclable solvent used, Gewald reaction, optimized on stoichiometry of catalyst",
31-572-CAS-13314946,31-572-CAS-13314946,Reaction_20251110_2140 (1).rdf,Gewald reaction,91,,,N#CCC#N.O=C1CCC(c2ccccc2)CC1,N#Cc1c(N)sc2c1CCC(c1ccccc1)C2,N#CCC#N.O=C1CCC(c2ccccc2)CC1>>N#Cc1c(N)sc2c1CCC(c1ccccc1)C2,Facile Synthesis of 2-Aminothiophenes Using NaAlO2 as an Eco-Effective and Recyclable Catalyst,"Bai, Rongxian; Liu, Ping; Yang, Jian; Liu, Changhui; Gu, Yanlong","ACS Sustainable Chemistry & Engineering (2015), 3(7), 1292-1297","Facile Synthesis of 2-Aminothiophenes Using NaAlO2 as an Eco-Effective and Recyclable Catalyst | Bai, Rongxian; Liu, Ping; Yang, Jian; Liu, Changhui; Gu, Yanlong | ACS Sustainable Chemistry & Engineering (2015), 3(7), 1292-1297","109-77-3, 4894-75-1",37071-21-9,7704-34-9,1302-42-7,64-17-5,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""4894-75-1"", ""smiles"": ""O=C1CCC(c2ccccc2)CC1""}]","[{""index"": 1, ""cas_rn"": ""37071-21-9"", ""yield_pct"": ""91"", ""smiles"": ""N#Cc1c(N)sc2c1CCC(c1ccccc1)C2""}]","[{""index"": 1, ""cas_rn"": ""7704-34-9""}]","[{""index"": 1, ""cas_rn"": ""1302-42-7""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","green chemistry, green chemistry-solvent, Gewald reaction, reusable catalyst, solid catalyst",
31-572-CAS-13343857,31-572-CAS-13343857,Reaction_20251110_2140 (1).rdf,Gewald reaction,96,,,O=C1CCCCC1.N#CCC#N,N#Cc1c(N)sc2c1CCCC2,O=C1CCCCC1.N#CCC#N>>N#Cc1c(N)sc2c1CCCC2,Convenient synthesis of 2-aminothiophene derivatives by acceleration of Gewald reaction under ultrasonic aqueous conditions,"Mojtahedi, Mohammad M.; Abaee, M. Saeed; Mahmoodi, Peyman; Adib, Mehdi","Synthetic Communications (2010), 40(14), 2067-2074","Convenient synthesis of 2-aminothiophene derivatives by acceleration of Gewald reaction under ultrasonic aqueous conditions | Mojtahedi, Mohammad M.; Abaee, M. Saeed; Mahmoodi, Peyman; Adib, Mehdi | Synthetic Communications (2010), 40(14), 2067-2074","108-94-1, 109-77-3",4651-91-6,10544-50-0,,"109-89-7, 7732-18-5",,,,,,"General/Typical Procedure: Typical Procedure for the Synthesis of 3aa A mixture of 1a (360 mg, 5 mmol), 2a (565 mg, 5 mmol), and sulfur (160 mg, 5 mmol) in H2O (1 mL) and Et2NH (0.3 mL) was sonicated in a 10-mL test tube for an appropriate length of time (as indicated in Table 1) until TLC showed complete disappearance of the starting materials. In temperature-controlled experiments, reactions were performed in a water bath at 25±1 °C. The product precipitated upon completion of the reaction. The pure product was obtained by recrystallization of the precipitates using an EtOAc/hexane mixture. Products were identified based on their melting points and spectral characteristics. 2-Amino-4,5,6,7-tetrahydrobenzo[b]thiophene-3-carbonitrile (3db), yield 96%. Mp 145 °C (reported mp. 146-147 °C)[15c]; 1H NMR (CDCl3) δ 4.71 (s, 2H), 2.48-2.46 (m, 4H), 1.79 (m, 4H); 13C NMR (CDCl3) δ 160.1, 132.3, 120.6, 115.6, 88.5, 24.5, 24.1, 23.4, 22.1; IR (KBr) 3445, 3328, 2196, 1521 cm-1 MS m/z (%) 178 (M+, 85), 150(100).",1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}, {""index"": 2, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}]","[{""index"": 1, ""cas_rn"": ""4651-91-6"", ""yield_pct"": ""96"", ""smiles"": ""N#Cc1c(N)sc2c1CCCC2""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-89-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-solvent, ultrasound, 1mL:0.3mL H2O:Et2NH, 1:1 carbonyl compound:malononitrile, Gewald reaction",
31-572-CAS-13363786,31-572-CAS-13363786,Reaction_20251110_2140 (1).rdf,Gewald reaction,93,,,N#CCC#N.O=C1CCCCCC1,N#Cc1c(N)sc2c1CCCCC2,N#CCC#N.O=C1CCCCCC1>>N#Cc1c(N)sc2c1CCCCC2,Bovine serum albumin-catalyzed one-pot synthesis of 2-aminothiophenes via Gewald reaction,"Zhao, Dan-Dan; Li, Li; Xu, Fan; Wu, Qi; Lin, Xian-Fu","Journal of Molecular Catalysis B: Enzymatic (2013), 9529-35","Bovine serum albumin-catalyzed one-pot synthesis of 2-aminothiophenes via Gewald reaction | Zhao, Dan-Dan; Li, Li; Xu, Fan; Wu, Qi; Lin, Xian-Fu | Journal of Molecular Catalysis B: Enzymatic (2013), 9529-35","109-77-3, 502-42-1",23917-22-8,7704-34-9,,68-12-2,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""502-42-1"", ""smiles"": ""O=C1CCCCCC1""}]","[{""index"": 1, ""cas_rn"": ""23917-22-8"", ""yield_pct"": ""93"", ""smiles"": ""N#Cc1c(N)sc2c1CCCCC2""}]","[{""index"": 1, ""cas_rn"": ""7704-34-9""}]",[],"[{""index"": 1, ""cas_rn"": ""68-12-2""}]","biotransformation, bovine serum albumin catalyst used, reusable catalyst used, Gewald reaction",
31-572-CAS-13397346,31-572-CAS-13397346,Reaction_20251110_2140 (1).rdf,Gewald reaction,88,,,N#CCC#N.CC(C)(C)CC=O,CC(C)(C)c1cc(C#N)c(N)s1,N#CCC#N.CC(C)(C)CC=O>>CC(C)(C)c1cc(C#N)c(N)s1,A facile and practical one-pot synthesis of multisubstituted 2-aminothiophenes via imidazole-catalyzed Gewald reaction,"Huang, Xian-Gui; Liu, Jia; Ren, Jiangmeng; Wang, Tao; Chen, Weidong; Zeng, Bu-Bing","Tetrahedron (2011), 67(34), 6202-6205","A facile and practical one-pot synthesis of multisubstituted 2-aminothiophenes via imidazole-catalyzed Gewald reaction | Huang, Xian-Gui; Liu, Jia; Ren, Jiangmeng; Wang, Tao; Chen, Weidong; Zeng, Bu-Bing | Tetrahedron (2011), 67(34), 6202-6205","109-77-3, 2987-16-8",612504-40-2,10544-50-0,288-32-4,68-12-2,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""2987-16-8"", ""smiles"": ""CC(C)(C)CC=O""}]","[{""index"": 1, ""cas_rn"": ""612504-40-2"", ""yield_pct"": ""88"", ""smiles"": ""CC(C)(C)c1cc(C#N)c(N)s1""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""288-32-4""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}]",Gewald reaction,
31-572-CAS-1340962,31-572-CAS-1340962,Reaction_20251110_2140 (1).rdf,Gewald reaction,77,,,N#CCC#N.CCCC=O,CCc1cc(C#N)c(N)s1,N#CCC#N.CCCC=O>>CCc1cc(C#N)c(N)s1,Easy single-step preparation of ZnO nanoparticles by sedimentation method and studying their catalytic performance in the synthesis of 2-aminothiophenes via Gewald reaction,"Tayebee, Reza; Javadi, Farzad; Argi, Gholamreza","Journal of Molecular Catalysis A: Chemical (2013), 368-36916-23","Easy single-step preparation of ZnO nanoparticles by sedimentation method and studying their catalytic performance in the synthesis of 2-aminothiophenes via Gewald reaction | Tayebee, Reza; Javadi, Farzad; Argi, Gholamreza | Journal of Molecular Catalysis A: Chemical (2013), 368-36916-23","109-77-3, 123-72-8",635302-32-8,10544-50-0,1314-13-2,,,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""123-72-8"", ""smiles"": ""CCCC=O""}]","[{""index"": 1, ""cas_rn"": ""635302-32-8"", ""yield_pct"": ""77"", ""smiles"": ""CCc1cc(C#N)c(N)s1""}]","[{""index"": 1, ""cas_rn"": ""10544-50-0""}]","[{""index"": 1, ""cas_rn"": ""1314-13-2""}]",[],"green chemistry, ZnO nano-particles used as catalyst, optimization study, no solvent, optimized on catalyst, reaction time",
31-572-CAS-13427728,31-572-CAS-13427728,Reaction_20251110_2140 (1).rdf,Gewald reaction,99,,,N#CCC#N.CCC(C)(C)C1CCC(=O)CC1,CCC(C)(C)C1CCc2c(sc(N)c2C#N)C1,N#CCC#N.CCC(C)(C)C1CCC(=O)CC1>>CCC(C)(C)C1CCc2c(sc(N)c2C#N)C1,Direct observation (NMR) of the efficacy of glucagon receptor antagonists in murine liver expressing the human glucagon receptor,"Cohen, Sheila M.; Duffy, Joseph L.; Miller, Corin; Kirk, Brian A.; Candelore, Mari Rios; Ding, Victor D. H.; Kaczorowski, Gregory; Tota, Laurie M.; Werrmann, Jeffrey G.; Wright, Michael; Parmee, Emma R.; Tata, James R.; Zhang, Bei B.","Bioorganic & Medicinal Chemistry (2006), 14(5), 1506-1517","Direct observation (NMR) of the efficacy of glucagon receptor antagonists in murine liver expressing the human glucagon receptor | Cohen, Sheila M.; Duffy, Joseph L.; Miller, Corin; Kirk, Brian A.; Candelore, Mari Rios; Ding, Victor D. H.; Kaczorowski, Gregory; Tota, Laurie M.; Werrmann, Jeffrey G.; Wright, Michael; Parmee, Emma R.; Tata, James R.; Zhang, Bei B. | Bioorganic & Medicinal Chemistry (2006), 14(5), 1506-1517","109-77-3, 16587-71-6",329222-98-2,"110-91-8, 7704-34-9",,64-17-5,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""109-77-3"", ""smiles"": ""N#CCC#N""}, {""index"": 2, ""cas_rn"": ""16587-71-6"", ""smiles"": ""CCC(C)(C)C1CCC(=O)CC1""}]","[{""index"": 1, ""cas_rn"": ""329222-98-2"", ""yield_pct"": ""99"", ""smiles"": ""CCC(C)(C)C1CCc2c(sc(N)c2C#N)C1""}]","[{""index"": 1, ""cas_rn"": ""110-91-8""}, {""index"": 2, ""cas_rn"": ""7704-34-9""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",,
