reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-40418543,31-614-CAS-40418543,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,COc1ccc(C2CC(=O)c3ccccc3N2)cc1,COc1ccc(C2CC(O)c3ccccc3N2)cc1,COc1ccc(C2CC(=O)c3ccccc3N2)cc1>>COc1ccc(C2CC(O)c3ccccc3N2)cc1,Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues,"Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry","Molecules (2024), 29(9), 1959","Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues | Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry | Molecules (2024), 29(9), 1959",127844-59-1,1171953-27-7,16940-66-2,,67-56-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""127844-59-1"", ""smiles"": ""COc1ccc(C2CC(=O)c3ccccc3N2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1171953-27-7"", ""yield_pct"": ""100"", ""smiles"": ""COc1ccc(C2CC(O)c3ccccc3N2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-40418545,31-614-CAS-40418545,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,O=C1CC(c2ccc(Cl)cc2)Nc2ccccc21,OC1CC(c2ccc(Cl)cc2)Nc2ccccc21,O=C1CC(c2ccc(Cl)cc2)Nc2ccccc21>>OC1CC(c2ccc(Cl)cc2)Nc2ccccc21,Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues,"Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry","Molecules (2024), 29(9), 1959","Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues | Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry | Molecules (2024), 29(9), 1959",147463-98-7,1171953-29-9,16940-66-2,,67-56-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""147463-98-7"", ""smiles"": ""O=C1CC(c2ccc(Cl)cc2)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""1171953-29-9"", ""yield_pct"": ""100"", ""smiles"": ""OC1CC(c2ccc(Cl)cc2)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-40418546,31-614-CAS-40418546,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,COc1cc(C2CC(=O)c3ccccc3N2)cc(OC)c1OC,COc1cc(C2CC(O)c3ccccc3N2)cc(OC)c1OC,COc1cc(C2CC(=O)c3ccccc3N2)cc(OC)c1OC>>COc1cc(C2CC(O)c3ccccc3N2)cc(OC)c1OC,Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues,"Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry","Molecules (2024), 29(9), 1959","Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues | Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry | Molecules (2024), 29(9), 1959",158117-28-3,1924383-09-4,16940-66-2,,67-56-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""158117-28-3"", ""smiles"": ""COc1cc(C2CC(=O)c3ccccc3N2)cc(OC)c1OC""}]","[{""index"": 1, ""cas_rn"": ""1924383-09-4"", ""yield_pct"": ""100"", ""smiles"": ""COc1cc(C2CC(O)c3ccccc3N2)cc(OC)c1OC""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-40418548,31-614-CAS-40418548,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,O=C1CC(c2ccccc2)Nc2ccccc21,OC1CC(c2ccccc2)Nc2ccccc21,O=C1CC(c2ccccc2)Nc2ccccc21>>OC1CC(c2ccccc2)Nc2ccccc21,Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues,"Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry","Molecules (2024), 29(9), 1959","Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues | Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry | Molecules (2024), 29(9), 1959",16619-14-0,918165-52-3,16940-66-2,,67-56-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""16619-14-0"", ""smiles"": ""O=C1CC(c2ccccc2)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""918165-52-3"", ""yield_pct"": ""100"", ""smiles"": ""OC1CC(c2ccccc2)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-40418550,31-614-CAS-40418550,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,Cc1ccc(C2CC(=O)c3ccccc3N2)cc1,Cc1ccc(C2CC(O)c3ccccc3N2)cc1,Cc1ccc(C2CC(=O)c3ccccc3N2)cc1>>Cc1ccc(C2CC(O)c3ccccc3N2)cc1,Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues,"Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry","Molecules (2024), 29(9), 1959","Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues | Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry | Molecules (2024), 29(9), 1959",130820-62-1,1171953-61-9,16940-66-2,,67-56-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""130820-62-1"", ""smiles"": ""Cc1ccc(C2CC(=O)c3ccccc3N2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1171953-61-9"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc(C2CC(O)c3ccccc3N2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-40418553,31-614-CAS-40418553,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,O=C1CC(c2ccc(Cl)c(Cl)c2)Nc2ccccc21,OC1CC(c2ccc(Cl)c(Cl)c2)Nc2ccccc21,O=C1CC(c2ccc(Cl)c(Cl)c2)Nc2ccccc21>>OC1CC(c2ccc(Cl)c(Cl)c2)Nc2ccccc21,Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues,"Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry","Molecules (2024), 29(9), 1959","Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues | Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry | Molecules (2024), 29(9), 1959",1217500-45-2,3039886-79-5,16940-66-2,,67-56-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1217500-45-2"", ""smiles"": ""O=C1CC(c2ccc(Cl)c(Cl)c2)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""3039886-79-5"", ""yield_pct"": ""100"", ""smiles"": ""OC1CC(c2ccc(Cl)c(Cl)c2)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-40418560,31-614-CAS-40418560,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,O=C1CC(c2ccc3c(c2)OCO3)Nc2ccccc21,OC1CC(c2ccc3c(c2)OCO3)Nc2ccccc21,O=C1CC(c2ccc3c(c2)OCO3)Nc2ccccc21>>OC1CC(c2ccc3c(c2)OCO3)Nc2ccccc21,Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues,"Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry","Molecules (2024), 29(9), 1959","Using Quinolin-4-Ones as Convenient Common Precursors for a Metal-Free Total Synthesis of Both Dubamine and Graveoline Alkaloids and Diverse Structural Analogues | Abonia, Rodrigo; Cabrera, Lorena; Arteaga, Diana; Insuasty, Daniel; Quiroga, Jairo; Cuervo, Paola; Insuasty, Henry | Molecules (2024), 29(9), 1959",135762-53-7,3039886-83-1,16940-66-2,,67-56-1,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""135762-53-7"", ""smiles"": ""O=C1CC(c2ccc3c(c2)OCO3)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""3039886-83-1"", ""yield_pct"": ""100"", ""smiles"": ""OC1CC(c2ccc3c(c2)OCO3)Nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-40425059,31-614-CAS-40425059,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,96,,,O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO>>OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,Catalytic hydrogenation of reducing sugars and keto sugars to corresponding alcohols at low hydrogen pressure,"Parasuraman, Selvam; Sridharakumar, Narasimhan; Kalpattu, Kuppusamy Balasubramanian; Tamilselvan, Abiraman","India, IN202341029931 A 2024-05-03","Catalytic hydrogenation of reducing sugars and keto sugars to corresponding alcohols at low hydrogen pressure | Parasuraman, Selvam; Sridharakumar, Narasimhan; Kalpattu, Kuppusamy Balasubramanian; Tamilselvan, Abiraman | India, IN202341029931 A 2024-05-03",63-42-3,585-86-4,1333-74-0,"7440-02-0, 7631-86-9",7732-18-5,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""63-42-3"", ""smiles"": ""O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO""}]","[{""index"": 1, ""cas_rn"": ""585-86-4"", ""yield_pct"": ""96"", ""smiles"": ""OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""7440-02-0""}, {""index"": 2, ""cas_rn"": ""7631-86-9""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","high pressure, solid-supported catalyst, Parr reactor used, catalyst prepared and used",
31-614-CAS-40563931,31-614-CAS-40563931,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,81,,,C/C(=C\C=O)c1ccccc1,C[C@@H](CCO)c1ccccc1,C/C(=C\C=O)c1ccccc1>>C[C@@H](CCO)c1ccccc1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600",21866-70-6,2031-46-1,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""21866-70-6"", ""smiles"": ""C/C(=C\\C=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2031-46-1"", ""yield_pct"": ""81"", ""smiles"": ""C[C@@H](CCO)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, optimization study, catalyst prepared and used, optimized on time, temperature, solvent, acid, catalyst and its stoichiometry, 96% ee",
31-614-CAS-40563934,31-614-CAS-40563934,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,97,,,C/C(=C\C=O)c1ccc(C)cc1,Cc1ccc([C@@H](C)CCO)cc1,C/C(=C\C=O)c1ccc(C)cc1>>Cc1ccc([C@@H](C)CCO)cc1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600",74207-62-8,1461-10-5,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""74207-62-8"", ""smiles"": ""C/C(=C\\C=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""1461-10-5"", ""yield_pct"": ""97"", ""smiles"": ""Cc1ccc([C@@H](C)CCO)cc1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used, 96% ee",
31-614-CAS-40563943,31-614-CAS-40563943,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,90,,,C/C(=C\C=O)c1cccc(Br)c1,C[C@@H](CCO)c1cccc(Br)c1,C/C(=C\C=O)c1cccc(Br)c1>>C[C@@H](CCO)c1cccc(Br)c1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600",1065169-00-7,3042056-31-2,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""1065169-00-7"", ""smiles"": ""C/C(=C\\C=O)c1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""3042056-31-2"", ""yield_pct"": ""90"", ""smiles"": ""C[C@@H](CCO)c1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used, 96% ee",
31-614-CAS-40563945,31-614-CAS-40563945,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,C/C(=C\C=O)C1CC1.C/C(=C/C=O)C1CC1,C[C@@H](CCO)C1CC1,C/C(=C\C=O)C1CC1.C/C(=C/C=O)C1CC1>>C[C@@H](CCO)C1CC1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600","59819-87-3, 59819-88-4",3042056-35-6,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""59819-87-3"", ""smiles"": ""C/C(=C\\C=O)C1CC1""}, {""index"": 2, ""cas_rn"": ""59819-88-4"", ""smiles"": ""C/C(=C/C=O)C1CC1""}]","[{""index"": 1, ""cas_rn"": ""3042056-35-6"", ""yield_pct"": ""85"", ""smiles"": ""C[C@@H](CCO)C1CC1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used",
31-614-CAS-40563947,31-614-CAS-40563947,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,91,,,CC/C(=C\C=O)c1ccccc1,CC[C@@H](CCO)c1ccccc1,CC/C(=C\C=O)c1ccccc1>>CC[C@@H](CCO)c1ccccc1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600",36872-11-4,2845-25-2,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""36872-11-4"", ""smiles"": ""CC/C(=C\\C=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2845-25-2"", ""yield_pct"": ""91"", ""smiles"": ""CC[C@@H](CCO)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used, 81% ee",
31-614-CAS-40563948,31-614-CAS-40563948,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,C/C(=C\C=O)CCc1ccccc1.C/C(=C/C=O)CCc1ccccc1,C[C@@H](CCO)CCc1ccccc1,C/C(=C\C=O)CCc1ccccc1.C/C(=C/C=O)CCc1ccccc1>>C[C@@H](CCO)CCc1ccccc1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600","107647-42-7, 107647-47-2",90866-30-1,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""107647-42-7"", ""smiles"": ""C/C(=C\\C=O)CCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""107647-47-2"", ""smiles"": ""C/C(=C/C=O)CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""90866-30-1"", ""yield_pct"": ""85"", ""smiles"": ""C[C@@H](CCO)CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used, 85% ee",
31-614-CAS-40563949,31-614-CAS-40563949,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,80,,,C/C(=C\C=O)C1CCCC1.C/C(=C/C=O)C1CCCC1,C[C@@H](CCO)C1CCCC1,C/C(=C\C=O)C1CCCC1.C/C(=C/C=O)C1CCCC1>>C[C@@H](CCO)C1CCCC1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600","2487436-96-2, 2836294-42-7",3042056-36-7,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""2487436-96-2"", ""smiles"": ""C/C(=C\\C=O)C1CCCC1""}, {""index"": 2, ""cas_rn"": ""2836294-42-7"", ""smiles"": ""C/C(=C/C=O)C1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""3042056-36-7"", ""yield_pct"": ""80"", ""smiles"": ""C[C@@H](CCO)C1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used",
