reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,1.24,H-Alkenyl,,Pd(OAc)2,,,TFA,,O2,DMSO/H2O,True,C=Cc1ccccc1Cl>>CC(=O)c1ccccc1Cl,Cl / X,"Organic Letters (2014), 16(6), 1610-1613"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,0.0,H-Alkenyl,,"Cu(OAc)2/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,C=CCC(NC(=O)C(F)(F)F)c1ccc(OC)c(OC)c1>>COc1ccc(C(CC(C)=O)NC(=O)C(F)(F)F)cc1OC,OR / Amide / CONHR / F / X,"Journal of Organic Chemistry (2006), 71(1), 281-289"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-0.4,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCCCCCCC=C>>CC(=O)CCCCCCC(C)=O,,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.38,H-Alkenyl,,"Cu(OAc)2/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCCCCCCCC>>CCCCCCCCC(C)=O,,"Tetrahedron Letters (1998), 39(48), 8765-8768"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,0.71,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCC(OC(C)=O)c1ccc2c(c1)OCO2>>CC(=O)CC(OC(C)=O)c1ccc2c(c1)OCO2,OR / Ester / CO2R / acidic,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,0.26,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DME/H2O,True,C=CCC(C)(C=O)CC>>CCC(C)(C=O)CC(C)=O,CHO,"Synthesis (2004), (17), 2919-2926"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-0.37,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCCCC#N>>CC(=O)CCCC#N,CN / acidic,"Angewandte Chemie, International Edition (2006), 45(3), 481-485"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,C=CC(C)(CC=O)c1ccc(C)cc1>>CC(=O)C(C)(CC=O)c1ccc(C)cc1,CHO / acidic,"Synlett (1996), (1), 67-8"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,C=CCCC(=O)CCNC(=O)OC(C)(C)C>>CC(=O)CCC(=O)CCNC(=O)OC(C)(C)C,Carbamate / CO2R / CONHR / acidic / COR,"Journal of Combinatorial Chemistry (2004), 6(6), 893-898"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,93,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,C=CC(COCc1ccccc1)N1C(=O)c2ccccc2C1=O>>O=CCC(COCc1ccccc1)N1C(=O)c2ccccc2C1=O,CONR2 / Amide / LactamN / OR,"Journal of the American Chemical Society (2009), 131(27), 9473-9474"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.0,H-Alkenyl,,Sodium tetrachloropalladate(II),,,iPrOH,,TBHP,H2O,True,CCOP(=O)(C=CCC(C)(C(C)=O)C(C)=O)OCC>>CCOP(=O)(CC(=O)CC(C)(C(C)=O)C(C)=O)OCC,acidic / COR,"Synthetic Communications (1987), 17(14), 1735-40"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-0.76,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Potassiumbromate,THF/H2O,True,C=CCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1>>CC(=O)COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,CO2R / NO2 / NR2,"Tetrahedron Letters (2013), 54(19), 2293-2295"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,79,-0.14,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2/634891-12-6,,True,C=CCCCCC>>CCCCCC(C)=O,,"Industrial & Engineering Chemistry Research (2005), 44(23), 8644-8653"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH/THF,True,C=CCc1c(C=O)ccc(OC)c1OC>>COc1ccc(C=O)c(CC(C)=O)c1OC,CHO / OR,"Tetrahedron (2013), 69(5), 1532-1538"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-1.02,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,H2O/DMF,True,C=Cc1ccc(C)cc1C>>Cc1ccc(CC=O)c(C)c1,,"Chemistry - A European Journal (2006), 12(3), 949-955"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,-0.94,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCC(CCCCC)OC(C)=O>>CCCCCC(CC(C)=O)OC(C)=O,Ester / CO2R / acidic,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,-0.41,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCOC(=O)c1ccccc1OCC=C>>CC(=O)COC(=O)c1ccccc1OCC(C)=O,CO2R / OR,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,2.03,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCOCc1ccccc1>>CC(=O)COCc1ccccc1,OR,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.47,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCC(OC(C)=O)c1ccc(OC)cc1>>COc1ccc(C(CC(C)=O)OC(C)=O)cc1,OR / Ester / CO2R / acidic,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,0.0,H-Alkenyl,,Copric chloride dihydrate/Bis(benzonitrile)palladium chloride,,,,,O2/sodium nitrite,H2O/MeNO2/t-BuOH,True,C=CCC(CCCC)O[Si](C)(C)C(C)(C)C>>CCCCC(CCC=O)O[Si](C)(C)C(C)(C)C.CCCCC(CC(C)=O)O[Si](C)(C)C(C)(C)C,Si / OR,"Journal of the American Chemical Society (2014), 136(3), 890-893"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,0.84,H-Alkenyl,,CuSO4/Palladium(II) sulfate dihydrate,,,,,51166-71-3/O2/60383-33-7,H2O,True,C=CCCCCCCCCCCCC>>CCCCCCCCCCCCC(C)=O,,"Tetrahedron Letters (1995), 36(3), 387-8"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.71,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,CCCCCC/C=C\[C@@H](O)C[S@](=O)c1ccccc1>>CCCCCCC(=O)C[C@@H](O)C[S@](=O)c1ccccc1,SR / OH / OR,"Tetrahedron Letters (2008), 49(34), 4999-5002"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,-0.26,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2/174501-65-6,H2O,True,C=Cc1ccc(C)cc1>>Cc1ccc(CC=O)cc1.CC(=O)c1ccc(C)cc1,,"Tetrahedron Letters (2005), 46(44), 7507-7510"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,0.66,H-Alkenyl,,Pd(OAc)2,,,,,O2/106-51-4/Perchloric acid/sodium nitrite,MeOH/H2O,True,C=Cc1cc(OC)c(OC)c(OC)c1>>COc1cc(C(C)=O)cc(OC)c1OC,OR,"Organic & Biomolecular Chemistry (2013), 11(18), 2947-2950"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,-0.08,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCCCCCCCCC=C>>CC(=O)CCCCCCCCC(C)=O,,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,-0.14,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=Cc1cc(OC)ccc1OC>>COc1ccc(OC)c(C(C)=O)c1,OR,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-1.03,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCOc1ccc(C(C)(C)C)cc1>>CC(=O)COc1ccc(C(C)(C)C)cc1,OR,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.39,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,iPrOH,,O2/42557-10-8,MeOH/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1,,"Angewandte Chemie, International Edition (2015), 54(15), 4488-4492"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.38,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCC(O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)c1ccccc1>>CC(=O)CC(O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)c1ccccc1,Si / OR,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,-0.01,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=Cc1cc(OC)ccc1OC>>COc1ccc(OC)c(C(C)=O)c1,OR,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-1.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DME/H2O,True,C=CC(C)C(C)(C=O)c1ccc(C)cc1>>CC(=O)C(C)C(C)(C=O)c1ccc(C)cc1,CHO,"Journal of the Chemical Society, Perkin Transactions 1: Organic and Bio-Organic Chemistry (1997), (21), 3127-3128"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.17,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCOCc1ccccc1>>CC(=O)COCc1ccccc1,OR,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,0.0,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2/174501-65-6,H2O,True,C=CCOc1ccc(C)cc1>>CC(=O)COc1ccc(C)cc1.Cc1ccc(OCCC=O)cc1,OR,"Tetrahedron Letters (2005), 46(44), 7507-7510"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.15,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,COP(=O)(/C=C/[C@@H](CC(C)=O)C1CCCCC1)OC>>COP(=O)(CC(=O)[C@@H](CC(C)=O)C1CCCCC1)OC,acidic / COR,"Journal of Organic Chemistry (2008), 73(14), 5385-5396"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,92,0.5,H-Alkenyl,,Pd(OAc)2,,,,,O2/106-51-4/Perchloric acid/sodium nitrite,MeOH/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1,,"Organic & Biomolecular Chemistry (2013), 11(18), 2947-2950"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.37,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,iPrOH,,O2/42557-10-8,MeOH/H2O,True,C=Cc1cccc(C)c1>>CC(=O)c1cccc(C)c1,,"Angewandte Chemie, International Edition (2015), 54(15), 4488-4492"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.71,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCC(OC(C)=O)c1ccc2c(c1)OCO2>>CC(=O)CC(OC(C)=O)c1ccc2c(c1)OCO2,OR / Ester / CO2R / acidic,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,-1.18,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=Cc1ccc(-c2ccccc2)cc1>>CC(=O)c1ccc(-c2ccccc2)cc1,,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.53,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,57-09-0,PhH/H2O,True,C=CCCCCCCCC>>CCCCCCCCC(C)=O,,"Tetrahedron Letters (1983), 24(47), 5159-62"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,-1.04,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCOC(=O)c1ccc(C)cc1>>CC(=O)COC(=O)c1ccc(C)cc1,CO2R,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,0.0,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Copper(II) chloride",,,,,,THF/H2O,True,C=CCC(C(C)=O)c1ccc(OC)c(OC)c1>>COc1ccc(C(CC(C)=O)C(C)=O)cc1OC,OR / acidic / COR,"Tetrahedron Letters (2009), 50(24), 2893-2894"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.11,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1,,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,106-51-4,H2O/DMF,True,C=C[C@@H]1OC[C@H]2O[C@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]2O1>>CC(=O)OC[C@H]1O[C@H](O[C@H]2O[C@@H]3CO[C@@H](CC=O)O[C@H]3[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.CC(=O)OC[C@H]1O[C@H](O[C@H]2O[C@@H]3CO[C@@H](C(C)=O)O[C@H]3[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Ester / CO2R / acidic / OR,"Carbohydrate Research (2002), 337(21-23), 2325-2327"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,0.0,H-Alkenyl,,Silver nitrite/Copric chloride dihydrate/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH/H2O,True,C=C[C@@H](Oc1ccccc1C)c1ccccc1>>Cc1ccccc1O[C@H](CC=O)c1ccccc1,OR,"Journal of the American Chemical Society (2014), 136(3), 890-893"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,0.0,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,C=CCC(C)(C)C(=C)c1ccc(C)cc1>>C=C(c1ccc(C)cc1)C(C)(C)CCC=O,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Tetrahedron Letters (2003), 44(36), 6955-6957"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,-0.01,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,CCCCCCC=CCCCCCC>>CCCCCCCC(=O)CCCCCC,,"Angewandte Chemie, International Edition (2010), 49(7), 1238-1240, S1238/1-S1238/6"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.16,H-Alkenyl,,Pd(OAc)2,,,TFA,,O2,DMSO/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1,,"Organic Letters (2014), 16(6), 1610-1613"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,1.24,H-Alkenyl,,Pd(OAc)2,,Pyridine,iPrOH,,O2,PhMe,True,C=CCCC[C@@H](C[C@@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C>>CC(=O)CCC[C@@H](C[C@@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,Si / OR,"Organic Letters (2010), 12(12), 2818-2821"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.41,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C>>CC(=O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,Si / OR,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.0,H-Alkenyl,,Pd(OAc)2,,NaHCO3,,,106-51-4/Perchloric acid,MeCN/H2O,True,C/C=C/[C@H](c1cc(OC)c2c(c1)OCO2)[C@@H](NC(=O)OC(C)(C)C)C(=O)OC>>COC(=O)[C@H](NC(=O)OC(C)(C)C)[C@H](CC(C)=O)c1cc(OC)c2c(c1)OCO2,OR / Carbamate / CO2R / CONHR / Ester / acidic,"Chemistry - A European Journal (2012), 18(32), 9977-9982, S9977/1-S9977/52"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,1.13,H-Alkenyl,,Pd(OAc)2,,,,,"106-51-4/O2/Hydrogen tetrafluoroborate,",MeCN/H2O,True,CCCCC/C=C/COC(=O)c1ccc([N+](=O)[O-])cc1>>CCCCCC(=O)CCOC(=O)c1ccc([N+](=O)[O-])cc1,CO2R / NO2 / NR2,"Angewandte Chemie, International Edition (2013), 52(37), 9751-9754"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,-0.47,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCCCCCCC=C>>CC(=O)CCCCCCC(C)=O,,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,0.26,H-Alkenyl,,Copper(II) chloride,,,,,O2,DMAc/H2O,True,C=CCCCCCCCCO>>CC(=O)CCCCCCCCO,OH / OR,"Tetrahedron Letters (2006), 47(9), 1425-1428"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.4,H-Alkenyl,H-Alkenyl,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,NaBr,,O2,DMF/H2O/PhMe,False,C/C=C\C[C@H]1CCC(=O)N1Cc1ccccc1.C/C=C/C[C@H]1CCC(=O)N1Cc1ccccc1>>CC(=O)CC[C@H]1CCC(=O)N1Cc1ccccc1.CCC(=O)C[C@H]1CCC(=O)N1Cc1ccccc1,CONR2 / LactamN / Amide / acidic,"Journal of Organic Chemistry (2016), 81(3), 1021-1038"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,-0.93,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,C=CC1(CC=O)CCCCCCCCCCC1>>CC(=O)C1(CC=O)CCCCCCCCCCC1,CHO / acidic,"Synlett (1996), (1), 67-8"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,1.48,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)c1ccccc1>>CC(=O)C[C@H](NC(=O)OC(C)(C)C)c1ccccc1,Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,-0.71,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)c1ccc(Br)cc1>>CC(=O)C[C@H](NC(=O)OC(C)(C)C)c1ccc(Br)cc1,Br / X / Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,89,0.0,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@@H]1CCCCN1C(=O)OC(C)(C)C>>CC(=O)C[C@@H]1CCCCN1C(=O)OC(C)(C)C,Carbamate / CO2R / CONR2,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,0.0,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1>>CC(=O)C[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,Cl / X / Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,-0.71,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)C1CCCCC1>>CC(=O)C[C@H](NC(=O)OC(C)(C)C)C1CCCCC1,Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.71,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@@H](CCCC)NC(=O)OC(C)(C)C>>CCCC[C@H](CC(C)=O)NC(=O)OC(C)(C)C,Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.07,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)c1ccc(OC)cc1>>COc1ccc([C@H](CC(C)=O)NC(=O)OC(C)(C)C)cc1,OR / Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,0.96,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)c1ccc(OC)c(OC)c1>>COc1ccc([C@H](CC(C)=O)NC(=O)OC(C)(C)C)cc1OC,OR / Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,0.0,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1>>CC(=O)C[C@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1,F / X / Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.82,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@@H](CCc1ccccc1)NC(=O)OC(C)(C)C>>CC(=O)C[C@@H](CCc1ccccc1)NC(=O)OC(C)(C)C,Carbamate / CO2R / CONHR,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,0.0,H-Alkenyl,,Pd(OAc)2/Cuprous chloride,,,,,O2,MeCN/H2O,True,C=CC[C@H](NC(=O)OC(C)(C)C)c1cccs1>>CC(=O)C[C@H](NC(=O)OC(C)(C)C)c1cccs1,Carbamate / CO2R / CONHR / Thiophene,"Youji Huaxue (2018), 38(1), 131-137"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,NaHCO3,,,O2,DMF/H2O,True,C=CCCC1C(=O)CC[C@H](C(=C)C)[C@@]1(C)CCC(=O)N(C)C>>C=C(C)[C@H]1CCC(=O)C(CCC(C)=O)[C@]1(C)CCC(=O)N(C)C,Dienophile / C=C / CONR2 / Amide / acidic / COR / Any-Dienophile / Motif-C=C,"Organic Letters (2021), 23(17), 6916-6918"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,5,-0.89,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,H2O/t-BuOH,True,C/C=C/COC(=O)c1ccccc1>>CC(=O)C(C)OC(=O)c1ccccc1.CC(=O)CCOC(=O)c1ccccc1.CC(CC=O)OC(=O)c1ccccc1,CO2R,"Organic Chemistry Frontiers (2022), 9(3), 687-692"
