Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Br|Ar-X|H-Cl -> Ar-AromN || Alkyl-AromN|Any-AromN|Ar-F|Ar-X,False,"H-Cl,Any-X","Ar-F,Ar-X,Any-Hydrazine,Ar-Hydrazine","Ar-F,Ar-X,Ar-AromN,Any-AromN,Alkyl-AromN",Alkyl-AromN|Any-AromN|Any-CHO|Any-Hydrazine|Any-X|Ar-Br|Ar-CHO|Ar-F|Ar-Hydrazine|Ar-X|H-Cl,Alkyl-AromN|Any-AromN|Ar-AromN|Ar-F|Ar-X,85.0,Cl.NNc1cccc(F)c1.Cn1ncc(C=O)c1Br>>Cn1ncc2cnn(-c3cccc(F)c3)c21,CuI,,NaOAc / K2CO3,EtOH / DMF,,,,0.0
Ar-Br|H-AromN -> Ar-Ar || Alkyl-OR|Any-OR|Ar-Ar|Ar-OR|Pyridine,False,"Ar-Ar,Ar-Br,Ar-X,Pyridine","Ar-OR,Alkyl-OR,Any-OR,H-AromN,AromN-H,Indole","Ar-Ar,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR,Pyridine",Alkyl-OR|Any-OR|Ar-Ar|Ar-Br|Ar-OR|Ar-X|AromN-H|H-AromN|Indole|Pyridine,Alkyl-OR|Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-OR|Pyridine,81.0,Brc1cccc(-c2ccccc2)n1.COc1ccc2[nH]c3c(ccc4c5cc(OC)ccc5[nH]c43)c2c1>>COc1ccc2c(c1)c1ccc3c4cc(OC)ccc4n(-c4cccc(-c5ccccc5)n4)c3c1n2-c1cccc(-c2ccccc2)n1,18C6,,K2CO3,o-DCB,,,,0.0
Ar-Br|H-AromN -> Ar-Ar || Ar-Ar|Pyridine,False,"Ar-Ar,Ar-Br,Ar-X,Pyridine","H-AromN,AromN-H,Indole","Ar-Ar,Ar-AromN,Any-AromN,Pyridine",Ar-Ar|Ar-Br|Ar-X|AromN-H|H-AromN|Indole|Pyridine,Any-AromN|Ar-Ar|Ar-AromN|Pyridine,77.0,Brc1cccc(-c2ccccc2)n1.c1ccc2c(c1)[nH]c1c2ccc2c3ccccc3[nH]c21>>c1ccc(-c2cccc(-n3c4ccccc4c4ccc5c6ccccc6n(-c6cccc(-c7ccccc7)n6)c5c43)n2)cc1,18C6,,K2CO3,o-DCB,,,,0.0
Ar-Br|Ar-X -> Ar-Ar || Ar-Ar|Ar-Cl|Ar-X|Pyridine,False,"Ar-Ar,Ar-Br,Ar-X,Pyridine","Ar-Cl,Ar-X,H-AromN,AromN-H,Indole","Ar-Ar,Ar-Cl,Ar-X,Ar-AromN,Any-AromN,Pyridine",Ar-Ar|Ar-Br|Ar-Cl|Ar-X|AromN-H|H-AromN|Indole|Pyridine,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-X|Pyridine,88.0,Brc1cccc(-c2ccccc2)n1.Clc1ccc2[nH]c3c(ccc4c5cc(Cl)ccc5[nH]c43)c2c1>>Clc1ccc2c(c1)c1ccc3c4cc(Cl)ccc4n(-c4cccc(-c5ccccc5)n4)c3c1n2-c1cccc(-c2ccccc2)n1,18C6,,K2CO3,o-DCB,,,,0.0
Any-CO2R|Ar-I -> H-Carbamate || Any-CO2R|Ar-CO2R|Ar-I|Ar-X,False,Any-CO2R,"Ar-I,Ar-X,Ar-CO2R,Any-CO2R","Ar-I,Ar-X,Ar-CO2R,Any-CO2R,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-CO2R|Ar-I|Ar-X,Any-CO2R|Any-Carbamate|Ar-CO2R|Ar-I|Ar-X|H-Carbamate,93.0,CCOC(N)=O.COC(=O)c1cc(I)c(I)c(I)c1>>CCOC(=O)Nc1cc(C(=O)OC)cc(I)c1I,CuI,N,K2CO3,PhMe,,,,0.0
Any-CO2R|Ar-I -> H-Carbamate || Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X,False,Any-CO2R,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR,H-Carbamate,Any-Carbamate",Alkyl-OR|Any-CO2R|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Carbamate|Any-OR|Ar-I|Ar-OR|Ar-X|H-Carbamate,82.0,CCOC(N)=O.COc1cc(I)c(I)c(I)c1>>CCOC(=O)Nc1cc(OC)cc(I)c1I,CuI,N,K2CO3,PhMe,,,,1.1406468642034693
Any-CO2R|Ar-I -> H-Carbamate || Ar-I|Ar-R|Ar-X,False,Any-CO2R,"Ar-R,Ar-I,Ar-X","Ar-R,Ar-I,Ar-X,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-I|Ar-R|Ar-X,Any-Carbamate|Ar-I|Ar-R|Ar-X|H-Carbamate,78.0,CCOC(N)=O.Cc1cc(I)c(I)c(I)c1>>CCOC(=O)Nc1cc(C)cc(I)c1I,CuI,N,K2CO3,PhMe,,,,-0.2970442628930023
Any-CO2R|Ar-I -> H-Carbamate || Ar-I|Ar-R|Ar-X,False,"Ar-I,Ar-X","Ar-R,Any-CO2R","Ar-R,Ar-I,Ar-X,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-I|Ar-R|Ar-X,Any-Carbamate|Ar-I|Ar-R|Ar-X|H-Carbamate,77.0,Ic1cccc(I)c1I.NC(=O)OCc1ccccc1>>O=C(Nc1cccc(I)c1I)OCc1ccccc1,CuI,N,K2CO3,PhMe,,,,-0.5940885257860046
Any-CO2R|Ar-I -> H-Carbamate || Ar-I|Ar-R|Ar-X,False,"Ar-R,Any-CO2R","Ar-R,Ar-I,Ar-X","Ar-R,Ar-I,Ar-X,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-I|Ar-R|Ar-X,Any-Carbamate|Ar-I|Ar-R|Ar-X|H-Carbamate,77.0,NC(=O)OCc1ccccc1.Cc1cc(I)c(I)c(I)c1>>Cc1cc(I)c(I)c(NC(=O)OCc2ccccc2)c1,CuI,N,K2CO3,PhMe,,,,-0.5940885257860046
Any-CO2R|Ar-I -> H-Carbamate || Ar-F|Ar-I|Ar-X,False,Any-CO2R,"Ar-I,Ar-X,Ar-F","Ar-I,Ar-X,Ar-F,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-F|Ar-I|Ar-X,Any-Carbamate|Ar-F|Ar-I|Ar-X|H-Carbamate,96.0,CCOC(N)=O.Fc1cc(I)c(I)c(I)c1>>CCOC(=O)Nc1cc(F)cc(I)c1I,CuI,N,K2CO3,PhMe,,,,0.0
Any-CO2R|Ar-I -> H-Carbamate || Ar-I|Ar-X,False,Any-CO2R,"Ar-I,Ar-X","Ar-I,Ar-X,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-I|Ar-X,Any-Carbamate|Ar-I|Ar-X|H-Carbamate,72.0,COC(N)=O.Ic1cccc(I)c1I>>COC(=O)Nc1cccc(I)c1I,CuI,N,K2CO3,PhMe,,,,0.7071067811865475
Any-CO2R|Ar-I -> H-Carbamate || Ar-I|Ar-X,False,"Ar-I,Ar-X",Any-CO2R,"Ar-I,Ar-X,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-I|Ar-X,Any-Carbamate|Ar-I|Ar-X|H-Carbamate,71.0,Ic1cccc(I)c1I.CC(C)(C)OC(N)=O>>CC(C)(C)OC(=O)Nc1cccc(I)c1I,CuI,N,K2CO3,PhMe,,,,-0.7071067811865475
Any-CO2R|Ar-I -> H-Carbamate || Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X,False,Any-CO2R,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR,H-Carbamate,Any-Carbamate",Alkyl-OR|Any-CO2R|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Carbamate|Any-OR|Ar-I|Ar-OR|Ar-X|H-Carbamate,76.0,CC(C)(C)OC(N)=O.COc1cc(I)c(I)c(I)c1>>COc1cc(I)c(I)c(NC(=O)OC(C)(C)C)c1,CuI,N,K2CO3,PhMe,,,,-0.7258661863112963
Any-CO2R|Ar-I -> H-Carbamate || Ar-F|Ar-I|Ar-R|Ar-X,False,"Ar-R,Any-CO2R","Ar-I,Ar-X,Ar-F","Ar-R,Ar-I,Ar-X,Ar-F,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-F|Ar-I|Ar-R|Ar-X,Any-Carbamate|Ar-F|Ar-I|Ar-R|Ar-X|H-Carbamate,90.0,NC(=O)OCc1ccccc1.Fc1cc(I)c(I)c(I)c1>>O=C(Nc1cc(F)cc(I)c1I)OCc1ccccc1,CuI,N,K2CO3,PhMe,,,,0.0
Any-CO2R|Ar-I -> H-Carbamate || Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X,False,Any-CO2R,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR,H-Carbamate,Any-Carbamate",Alkyl-OR|Any-CO2R|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Carbamate|Any-OR|Ar-I|Ar-OR|Ar-X|H-Carbamate,77.0,COC(N)=O.COc1cc(I)c(I)c(I)c1>>COC(=O)Nc1cc(OC)cc(I)c1I,CuI,N,K2CO3,PhMe,,,,-0.41478067789216866
Any-CO2R|Ar-X -> H-Carbamate || Ar-Cl|Ar-I|Ar-X,False,Any-CO2R,"Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-I,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-Cl|Ar-I|Ar-X,Any-Carbamate|Ar-Cl|Ar-I|Ar-X|H-Carbamate,81.0,CCOC(N)=O.Clc1cccc(I)c1I>>CCOC(=O)Nc1cccc(Cl)c1I,CuI,N,K2CO3,PhMe,,,,0.7071067811865476
Any-CO2R|Ar-X -> H-Carbamate || Ar-Cl|Ar-I|Ar-X,False,Any-CO2R,"Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-I,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-Cl|Ar-I|Ar-X,Any-Carbamate|Ar-Cl|Ar-I|Ar-X|H-Carbamate,78.0,CCOC(N)=O.Clc1cc(I)c(I)c(I)c1>>CCOC(=O)Nc1cc(Cl)cc(I)c1I,CuI,N,K2CO3,PhMe,,,,-0.7071067811865476
Any-CO2R|Ar-X -> H-Carbamate || Ar-Br|Ar-I|Ar-R|Ar-X,False,"Ar-R,Any-CO2R","Ar-Br,Ar-X,Ar-I","Ar-R,Ar-Br,Ar-X,Ar-I,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-Br|Ar-I|Ar-R|Ar-X,Any-Carbamate|Ar-Br|Ar-I|Ar-R|Ar-X|H-Carbamate,75.0,NC(=O)OCc1ccccc1.Brc1cc(I)c(I)c(I)c1>>O=C(Nc1cc(Br)cc(I)c1I)OCc1ccccc1,CuI,N,K2CO3,PhMe,,,,0.0
Any-CO2R|Ar-I -> H-Carbamate || Ar-I|Ar-R|Ar-X,False,Any-CO2R,"Ar-R,Ar-I,Ar-X","Ar-R,Ar-I,Ar-X,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-I|Ar-R|Ar-X,Any-Carbamate|Ar-I|Ar-R|Ar-X|H-Carbamate,84.0,COC(N)=O.Cc1cc(I)c(I)c(I)c1>>COC(=O)Nc1cc(C)cc(I)c1I,CuI,N,K2CO3,PhMe,,,,1.4852213144650113
Any-CO2R|Ar-X -> H-Carbamate || Ar-Br|Ar-I|Ar-X,False,Any-CO2R,"Ar-Br,Ar-X,Ar-I","Ar-Br,Ar-X,Ar-I,H-Carbamate,Any-Carbamate",Any-CO2R|Ar-Br|Ar-I|Ar-X,Any-Carbamate|Ar-Br|Ar-I|Ar-X|H-Carbamate,84.0,CCOC(N)=O.Brc1cccc(I)c1I>>CCOC(=O)Nc1cccc(Br)c1I,CuI,N,K2CO3,PhMe,,,,0.0
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Benzimidazole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN,86.0,c1ccc2[nH]cnc2c1.Ic1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,-0.27581150786261155
Ar-I|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"H-AromN,AromN-H,Indole","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X|AromN-H|H-AromN|Indole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,90.0,c1ccc2[nH]ccc2c1.COc1ccc(I)cc1>>COc1ccc(-n2ccc3ccccc32)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,0.3770531318752114
Ar-I|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2,False,"H-AromN,AromN-H,Indole","Ar-I,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-AromN,Any-AromN",Any-NO2|Ar-I|Ar-NO2|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Any-NO2|Ar-AromN|Ar-NO2,92.0,c1ccc2[nH]ccc2c1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(-n2ccc3ccccc32)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,0.14300298627001268
Ar-I|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"H-AromN,AromN-H,Imidazole","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X|AromN-H|H-AromN|Imidazole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,70.0,c1c[nH]cn1.COc1ccc(I)cc1>>COc1ccc(-n2ccnc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,-1.937530449933012
Ar-I|H-NHR -> Ar-NHAr || Ar-R,False,"H-NHR,Any-NH2","Ar-R,Ar-I,Ar-X","Ar-R,Ar-NHAr",Any-NH2|Ar-I|Ar-R|Ar-X|H-NHR,Ar-NHAr|Ar-R,95.0,Nc1ccccc1.Cc1ccc(I)cc1>>Cc1ccc(Nc2ccccc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,1.0188405130565286
Ar-I|H-NHR -> Ar-NHAr || Alkyl-OR|Any-OR|Ar-OR,False,"H-NHR,Any-NH2","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NH2|Any-OR|Ar-I|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-OR|Ar-NHAr|Ar-OR,90.0,Nc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Nc2ccccc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,0.5773502691896274
Ar-I|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"H-AromN,AromN-H,Indole","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X|AromN-H|H-AromN|Indole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,90.0,c1ccc2[nH]ccc2c1.COc1ccccc1I>>COc1ccccc1-n1ccc2ccccc21,7447-39-4,2659278-63-2,KOH,DMF,,,,0.3770531318752114
Ar-I|H-AromN -> Ar-AromN || Ar-R,False,"H-AromN,AromN-H,Indole","Ar-R,Ar-I,Ar-X","Ar-R,Ar-AromN,Any-AromN",Ar-I|Ar-R|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Ar-AromN|Ar-R,95.0,c1ccc2[nH]ccc2c1.Cc1ccc(I)cc1>>Cc1ccc(-n2ccc3ccccc32)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,1.2451343314747554
Ar-I|H-AromN -> Ar-AromN || Ar-R,False,"H-AromN,AromN-H,Imidazole","Ar-R,Ar-I,Ar-X","Ar-R,Ar-AromN,Any-AromN",Ar-I|Ar-R|Ar-X|AromN-H|H-AromN|Imidazole,Any-AromN|Ar-AromN|Ar-R,85.0,c1c[nH]cn1.Cc1ccc(I)cc1>>Cc1ccc(-n2ccnc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,-0.10540819737352437
Ar-X|H-AromN -> Ar-AromN || Ar-Cl|Ar-X,False,"H-AromN,AromN-H,Indole","Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-AromN,Any-AromN",Ar-Cl|Ar-I|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Ar-AromN|Ar-Cl|Ar-X,95.0,c1ccc2[nH]ccc2c1.Clc1ccc(I)cc1>>Clc1ccc(-n2ccc3ccccc32)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,1.02812565439119
Ar-I|H-NHR -> Ar-NHAr || Any-NO2|Ar-NO2,False,"H-NHR,Any-NH2","Ar-I,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NHAr",Any-NH2|Any-NO2|Ar-I|Ar-NO2|Ar-X|H-NHR,Any-NO2|Ar-NHAr|Ar-NO2,95.0,Nc1ccccc1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,1.072221928495018
Ar-I|H-NHR -> Ar-NHAr || Alkyl-OR|Any-OR|Ar-OR,False,"H-NHR,Any-NH2","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NH2|Any-OR|Ar-I|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-OR|Ar-NHAr|Ar-OR,90.0,Nc1ccccc1.COc1ccccc1I>>COc1ccccc1Nc1ccccc1,7447-39-4,2659278-63-2,KOH,DMF,,,,0.5773502691896274
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Pyrrole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|H-AromN|Pyrrole,Any-AromN|Ar-AromN,91.0,c1cc[nH]c1.Ic1ccccc1>>c1ccc(-n2cccc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,0.39323620922986197
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Indole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Ar-AromN,96.0,c1ccc2[nH]ccc2c1.Ic1ccccc1>>c1ccc(-n2ccc3ccccc32)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,1.0622839263223354
Ar-X|H-NHR -> Ar-NHAr || Ar-Cl|Ar-X,False,"H-NHR,Any-NH2","Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-NHAr",Any-NH2|Ar-Cl|Ar-I|Ar-X|H-NHR,Ar-Cl|Ar-NHAr|Ar-X,90.0,Nc1ccccc1.Clc1ccc(I)cc1>>Clc1ccc(Nc2ccccc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,-0.8728715609439711
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Imidazole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|H-AromN|Imidazole,Any-AromN|Ar-AromN,88.0,c1c[nH]cn1.Ic1ccccc1>>c1ccc(-n2ccnc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,-0.008192421025622164
Ar-I|H-NHR -> Ar-NHAr || None,False,"H-NHR,Any-NH2","Ar-I,Ar-X",Ar-NHAr,Any-NH2|Ar-I|Ar-X|H-NHR,Ar-NHAr,96.0,Nc1ccccc1.Ic1ccccc1>>c1ccc(Nc2ccccc2)cc1,7447-39-4,2659278-63-2,KOH,DMF,,,,1.049116408746085
Ar-I|H-NHR -> H-NR2 || Alkyl-CO2H|Alkyl-H-acidic|Any-CO2H|Bn-OR|R2CH-CO2H,False,"Ar-I,Ar-X","Alkyl-H-acidic,H-NHR,Any-NH2,R2CH-CO2H,Alkyl-CO2H,Any-CO2H,Bn-OR","Alkyl-H-acidic,H-NR2,Any-NHR,R2CH-CO2H,Alkyl-CO2H,Any-CO2H,Bn-OR",Alkyl-CO2H|Alkyl-H-acidic|Any-CO2H|Any-NH2|Ar-I|Ar-X|Bn-OR|H-NHR|R2CH-CO2H,Alkyl-CO2H|Alkyl-H-acidic|Any-CO2H|Any-NHR|Bn-OR|H-NR2|R2CH-CO2H,81.0,Ic1ccccc1.N[C@@H](COCc1ccccc1)C(=O)O>>O=C(O)[C@H](COCc1ccccc1)Nc1ccccc1,CuI,874-23-7,Cs2CO3,DMF / water,,,,0.0
Ar-C#CH|Ar-I|H-NHR -> Ar-Ar || Alkyl-OR|Any-OR|Ar-OR,False,Ar-C#CH,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-Ar,Ar-NHAr,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-N3|Any-NH2|Any-OR|Ar-C#CH|Ar-I|Ar-N3|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-NHAr|Ar-OR,78.0,C#Cc1ccccc1.COc1ccc(I)cc1.[N-]=[N+]=Nc1ccc(N)cc1>>COc1ccc(Nc2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1,CuI,1455503-78-2,K2CO3,water,,,,0.7071067811865475
Ar-C#CH|Ar-I|H-NHR -> Ar-Ar || None,False,Ar-C#CH,"Ar-I,Ar-X","Ar-Ar,Ar-NHAr,Ar-AromN,Any-AromN",Any-N3|Any-NH2|Ar-C#CH|Ar-I|Ar-N3|Ar-X|H-NHR,Any-AromN|Ar-Ar|Ar-AromN|Ar-NHAr,72.0,C#Cc1ccccc1.Ic1ccccc1.[N-]=[N+]=Nc1ccc(N)cc1>>c1ccc(Nc2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1,CuI,1455503-78-2,K2CO3,water,,,,0.0
Ar-C#CH|Ar-I|H-NHR -> Ar-Ar || Alkyl-OR|Any-OR|Ar-OR,False,Ar-C#CH,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-Ar,Ar-NHAr,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-N3|Any-NH2|Any-OR|Ar-C#CH|Ar-I|Ar-N3|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-NHAr|Ar-OR,70.0,C#Cc1ccccc1.COc1ccc(I)cc1.[N-]=[N+]=Nc1cccc(N)c1>>COc1ccc(Nc2cccc(-n3cc(-c4ccccc4)nn3)c2)cc1,CuI,1455503-78-2,K2CO3,water,,,,-0.7071067811865475
Ar-I|H-AromN -> Ar-AromN || AromN-H|H-AromN,False,"H-AromN,AromN-H","Ar-I,Ar-X,Any-SO2R,Alkyl-F,Alkyl-X,Any-X","Ar-AromN,Any-AromN,H-AromN,AromN-H",Alkyl-F|Alkyl-X|Any-SO2R|Any-X|Ar-I|Ar-X|AromN-H|H-AromN,Any-AromN|Ar-AromN|AromN-H|H-AromN,88.0,O=c1[nH][nH]c(=O)c2ccccc12.O=S(=O)(OI(c1ccccc1)c1ccccc1)C(F)(F)F>>O=c1[nH]n(-c2ccccc2)c(=O)c2ccccc12,15418-29-8,,K3PO4,DMF,,,,0.0
Ar-B(OH)2|Ar-I -> Ar-H || None,False,"Ar-B(OH)2,Any-B(OH)2","Ar-I,Ar-X,Any-SO2R,Alkyl-F,Alkyl-X,Any-X",Ar-H,Alkyl-F|Alkyl-X|Any-B(OH)2|Any-SO2R|Any-X|Ar-B(OH)2|Ar-I|Ar-X,Ar-H,89.0,OB(O)c1ccccc1.O=S(=O)(OI(c1ccccc1)c1ccccc1)C(F)(F)F>>c1ccc(/N=N/c2ccccc2)cc1,15418-29-8,,K3PO4,DMF,,,,0.0
Any-SO2R|Ar-B(OH)2|Ar-I -> None || Alkyl-OR|Any-OR|Ar-OR,False,"Ar-B(OH)2,Any-B(OH)2","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-OR,Alkyl-OR,Any-OR",Alkyl-F|Alkyl-OR|Alkyl-X|Any-B(OH)2|Any-OR|Any-SO2R|Any-X|Ar-B(OH)2|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-OR|Ar-OR,85.0,OB(O)c1ccccc1.COc1ccc([I+]c2ccccc2)cc1.O=S(=O)([O-])C(F)(F)F>>COc1ccc(/N=N/c2ccccc2)cc1,15418-29-8,,K3PO4,DMF,,,,0.0
Ar-B(OH)2|Ar-I -> None || Any-CO2R|Ar-CO2R,False,"Ar-B(OH)2,Any-B(OH)2,Ar-CO2R,Any-CO2R","Ar-I,Ar-X,Any-SO2R,Alkyl-F,Alkyl-X,Any-X","Ar-CO2R,Any-CO2R",Alkyl-F|Alkyl-X|Any-B(OH)2|Any-CO2R|Any-SO2R|Any-X|Ar-B(OH)2|Ar-CO2R|Ar-I|Ar-X,Any-CO2R|Ar-CO2R,83.0,COC(=O)c1ccc(B(O)O)cc1.O=S(=O)(OI(c1ccccc1)c1ccccc1)C(F)(F)F>>COC(=O)c1ccc(/N=N/c2ccccc2)cc1,15418-29-8,,K3PO4,DMF,,,,0.0
Any-SO2R|Ar-B(OH)2|Ar-I -> None || Any-CN|Ar-CN,False,"Ar-B(OH)2,Any-B(OH)2","Ar-I,Ar-X,Ar-CN,Any-CN","Ar-CN,Any-CN",Alkyl-F|Alkyl-X|Any-B(OH)2|Any-CN|Any-SO2R|Any-X|Ar-B(OH)2|Ar-CN|Ar-I|Ar-X,Any-CN|Ar-CN,81.0,OB(O)c1ccccc1.N#Cc1ccc([I+]c2ccccc2)cc1.O=S(=O)([O-])C(F)(F)F>>N#Cc1ccc(/N=N/c2ccccc2)cc1,15418-29-8,,K3PO4,DMF,,,,0.0
Ar-B(OH)2|Ar-I -> None || Any-NO2|Ar-NO2,False,"Ar-B(OH)2,Any-B(OH)2,Ar-NO2,Any-NO2","Ar-I,Ar-X,Any-SO2R,Alkyl-F,Alkyl-X,Any-X","Ar-NO2,Any-NO2",Alkyl-F|Alkyl-X|Any-B(OH)2|Any-NO2|Any-SO2R|Any-X|Ar-B(OH)2|Ar-I|Ar-NO2|Ar-X,Any-NO2|Ar-NO2,71.0,O=[N+]([O-])c1ccc(B(O)O)cc1.O=S(=O)(OI(c1ccccc1)c1ccccc1)C(F)(F)F>>O=[N+]([O-])c1ccc(/N=N/c2ccccc2)cc1,15418-29-8,,K3PO4,DMF,,,,0.0
