reaction_type,yield,z_score,reactant_1,orig_reactant_1,reactant_2,orig_reactant_2,catalyst,ligand,base,solvent,additive
suzuki-in-situ,49.05,0.32,Ar-Br,ArBr,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,"K3PO4, KOPiv","THF, water",iPrOH
suzuki-in-situ,66.03,0.82,Ar-Br,ArBr,Ar-Br,ArBr,PPh3)2PdCl2,PPh3,K3PO4,"2-BuOH, water","iPrOH, KOPiv"
co_coupling,0.0,-0.5,RCH2-OH,alkyl-OH primary,Ar-Br,ArBr,dppfPdCl2,dppf,KHMDS,PhMe,
suzuki_miyaura,77.81,1.44,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Na2CO3,"tAmOH, water",Potassium 2-ethylhexanoate
suzuki_miyaura,37.44,-0.1,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Na2CO3,"tAmOH, water",Potassium 2-ethylhexanoate
negishi,0.66,-0.49,R-Mg,Alkyl-M,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,,,ZnBr2
suzuki_miyaura,56.69,-0.08,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,SPhos Pd(crotyl)Cl,SPhos,K2CO3,"THF, water",
heck,1.95,-0.71,Any-Alkene,alkene,Ar-Br,ArBr,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NEt3,Propionitrile,TBAC
heck,14.18,0.37,Any-Alkene,alkene,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,"MTBD, TBD",MeTHF,TBAC
heck,17.87,0.7,Any-Alkene,alkene,Ar-Br,ArBr,dtbpfPdCl2,dtbpf,"N-Methyldicyclohexylamin, TBD",MeTHF,TBAC
condensation,2.12,-0.05,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,pyridine,MeCN,TMSOTf
suzuki_miyaura,4.93,-0.59,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,AmPhos2PdCl2,AmPhos,Na2CO3,"EtOH, water",
cn_coupling,80.03,2.21,R-CONH2,RCONH2,Ar-Cl,ArCl,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,Cs2CO3,MeTHF,
cn_coupling,0.0,-0.82,R-CONH2,RCONH2,Ar-Cl,ArCl,QPhos Pd(crotyl)Cl,QPhos,DBU,PhMe,
cn_coupling,66.84,1.61,Ar-NH2,ArNH2,Ar-Br,ArBr,TrixiePhos Pd G3,TrixiePhos,K2CO3,MeTHF,
cn_coupling,35.2,2.86,Ar-Br,ArBr,R-NH2,RNH2,RockPhos Pd G3,RockPhos,KOH,"tAmOH, water",
c_h_activation,37.89,0.1,Ar-H,ArH,Ar-Br,ArBr,dppfPdCl2,dppf,K2CO3,anisole,KOPiv
c_h_activation,0.0,-1.1,Ar-H,ArH,Ar-Br,ArBr,JackiePhos Pd G3,JackiePhos,K3PO4,"anisole, NMP",KOPiv
c_h_activation,88.73,1.71,Ar-H,ArH,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,"K2CO3, NMI",anisole,KOPiv
suzuki_miyaura,0.0,-0.13,Ar-B(OH)2,ArB(OH)2,Ar-Cl,ArCl,,No Ligand,Cs2CO3,,18-crown-6
suzuki_miyaura,10.25,-1.4,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,XantPhosPdCl2,XantPhos,K3PO4,THF,
suzuki_miyaura,87.71,1.15,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,"EtOH, water",
cn_coupling,0.0,-0.59,Ar-NH2,ArNH2,Ar-Br,ArBr,[Pd(allyl)(Ph-SPhos)]OTf,Ph-SPhos,DBU,Dioxane,
cn_coupling,3.32,-0.52,Ar-Br,ArBr,R-NHR,R2NH,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,
cn_coupling,90.32,1.25,R-NHR,R2NH,Ar-Cl,ArCl,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,
cn_coupling,69.14,0.01,Ar-Cl,ArCl,Ar-NHR,ArNHR,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,
cn_coupling,63.99,0.65,Ar-NHR,ArNHR,Ar-Br,ArBr,BrettPhos Pd(crotyl)OTf,BrettPhos,LiHMDS,PhMe,
cn_coupling,8.26,-0.75,Ar-Br,ArBr,R-NHR,R2NH,tBuXPhos Pd G3,tBuXPhos,KHMDS,MeTHF,
cn_coupling,0.0,-0.43,R-NHR,R2NH,Ar-Br,ArBr,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,
cn_coupling,77.66,1.18,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,BrettPhos Pd(crotyl)OTf,BrettPhos,LiHMDS,PhMe,
cn_coupling,57.38,0.47,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,BrettPhos Pd(crotyl)OTf,BrettPhos,LiHMDS,PhMe,
cn_coupling,11.77,0.57,R-NHR,R2NH,Ar-Cl,ArCl,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,
cn_coupling,4.35,-0.76,Ar-NHR,ArNHR,Ar-Cl,ArCl,PPh3)2PdCl2,PPh3,KOtBu,PhMe,
cn_coupling,1.44,-0.62,Ar-NR2,Ar2NH,Ar-Br,ArBr,BrettPhos Pd(crotyl)OTf,BrettPhos,LiHMDS,MeTHF,
cn_coupling,10.21,0.02,Any-CONHR,Lactam,Ar-Cl,ArCl,BrettPhos Pd(crotyl)OTf,BrettPhos,LiHMDS,MeTHF,
cn_coupling,29.7,0.51,R-CONH2,RCONH2,Ar-Br,ArBr,BrettPhos Pd(crotyl)OTf,BrettPhos,LiHMDS,PhMe,
condensation,6.2,-1.8,Any-CONHR,Lactam,R-NH2,RNH2,,No Ligand,NaOtBu,anisole,CyanuricChloride
condensation,36.74,0.34,Any-CONHR,Lactam,R-NH2,RNH2,,No Ligand,NaOtBu,THF,PyBrOP
condensation,49.59,1.25,Any-CONHR,Lactam,R-NH2,RNH2,,No Ligand,NaOtPent,MeCN,pyBOP
cn_coupling,3.07,-0.28,R-NHR,R2NH,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,tAmOH,
suzuki_miyaura,37.78,7.22,Ar-Cl,ArCl,Alkenyl-B(OR)2,alkeneB(OR)2,XantPhosPdCl2,XantPhos,K3PO4,"tAmOH, water",
co_coupling,0.0,-0.79,R2CH-OH,Alkyl-OH a-branch,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,Li2CO3,Dioxane,
co_coupling,5.48,0.06,R2CH-OH,Alkyl-OH a-branch,Ar-Br,ArBr,CuI,NN-Dibenzyloxamide,Cs2CO3,DMF,
cn_coupling,18.57,-0.54,AromN-H,arom. NH,Ar-Cl,ArCl,BrettPhos Pd(crotyl)OTf,BrettPhos,KHMDS,PhMe,
wittig,0.0,-0.4,rch2pph3x,RCH2PPh3X,r2co,R2CO,,No Ligand,LiHMDS,THF,
c_h_activation,22.04,3.13,Ar-H,ArH,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,Cs2CO3,anisole,KOAc
amide_formation,6.75,-0.93,R-CO2H,RCO2H or M,R-CO2H,RCO2H or M,,No Ligand,,MeCN,"OxymaPure, T3P"
amide_formation,88.33,1.53,R-CO2H,RCO2H or M,R-CO2H,RCO2H or M,,No Ligand,,MeCN,"HOSu, MukayamaReagent"
amide_formation,2.82,-1.05,R-CO2H,RCO2H or M,R-CO2H,RCO2H or M,,No Ligand,,iPrOH,"NMI, DIC"
cn_coupling,0.0,-0.99,Ar-Br,ArBr,R-NHR,R2NH,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Na2CO3,"MeTHF, water",
cn_coupling,76.79,1.08,Ar-Br,ArBr,R-NHR,R2NH,XantPhosPdCl2,XantPhos,KOtPent,MeTHF,
cn_coupling,80.05,0.77,Ar-NH2,ArNH2,Ar-Br,ArBr,XantPhos Pd(allyl)Cl,XantPhos,LiHMDS,MeTHF,
cn_coupling,0.0,-0.82,Ar-Br,ArBr,Ar-NH2,ArNH2,rac-BINAP Pd G3,BINAP,NaOtBu,tAmOH,
c_h_activation,0.0,-1.01,Ar-H,ArH,R-CCH,alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,AcOH,AcOH
c_h_activation,6.61,-0.74,Ar-H,ArH,R-CCH,alkyne,(Ru(p-cymene)Cl2)2,No Ligand,,"MeTHF, water",HFIP
cn_coupling,24.19,-0.43,Ar-Br,ArBr,R-CONH2,RCONH2,XPhos Pd G2,XPhos,NaOtBu,tAmOH,
cn_coupling,35.61,-0.3,Ar-Br,ArBr,R-NHR,R2NH,dtbpfPdCl2,dtbpf,KOH,PhMe,
snar,0.0,-0.66,R2CH-OH,Alkyl-OH a-branch,Any-CONHR,Lactam,,No Ligand,DMAP,DMAc,MsCl
snar,9.9,0.19,R2CH-OH,Alkyl-OH a-branch,Any-CONHR,Lactam,,No Ligand,"KOtBu, NaOtBu",NMI,PyClOP
cn_coupling,3.47,-0.82,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,PhMe,water
cn_coupling,2.81,-0.85,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,Dioxane,water
cn_coupling,0.0,-0.4,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,Dioxane,water
condensation,13.7,-0.88,enolether,enolether,Any-OR,enol-ether,,No Ligand,NH3,DMF,
condensation,35.39,0.06,R-Cl,Alkyl-Cl,R-NH2,RNH2,,No Ligand,NMM,MeTHF,LiI
condensation,49.88,0.66,R-Cl,Alkyl-Cl,R-NH2,RNH2,,No Ligand,NaHCO3,PhMe,water
condensation,30.22,-0.16,R-Cl,Alkyl-Cl,R-NH2,RNH2,,No Ligand,NMM,MeTHF,water
c_h_activation,0.0,-0.7,Ar-H,ArH,Ar-I,ArI,PPh3)2PdCl2,PPh3,Cs2CO3,DMAc,KOPiv
cn_coupling,14.63,0.06,AromN-H,arom. NH,Ar-Cl,ArCl,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,Dioxane,
cn_coupling,53.89,1.31,AromN-H,arom. NH,Ar-Cl,ArCl,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,Dioxane,
cn_coupling,0.3,-0.49,Ar-Cl,ArCl,AromN-H,arom. NH,tBuXPhos Pd G3,tBuXPhos,K3PO4,Dioxane,
cn_coupling,14.52,-1.41,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,CuO,No Ligand,K3PO4,NMP,
cn_coupling,0.43,-1.88,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,CuI,No Ligand,DIPEA,tAmOH,water
cn_coupling,55.37,-0.06,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,No Ligand,K3PO4,"BuOH, water",
cn_coupling,19.38,-1.25,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,No Ligand,DBU,"ethylene glycol, NMI",
cn_coupling,90.18,1.1,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,diphenethyloxamide,DBU,"BuOH, DMSO",
cn_coupling,58.0,0.56,R-Carbamate,ROC(O)NR2,Ar-I,ArI,Copper(II) acetate monohydrate,trans-NN-Dimethylcyclohexane-12-diamine,K3PO4,MeTHF,
cn_coupling,34.17,-0.39,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DIPEA,DMC,
cn_coupling,0.0,-1.76,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuBr,trans-NN-Dimethylcyclohexane-12-diamine,K2HPO4,iPrOAc,
cn_coupling,14.89,-1.17,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,K2CO3,NMI,TBAB
cn_coupling,0.0,-1.76,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,diphenethyloxamide,K2CO3,BuOH,
cn_coupling,48.22,0.17,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,
cn_coupling,60.37,0.66,R-Carbamate,ROC(O)NR2,Ar-I,ArI,Cu2O,trans-NN-Dimethylcyclohexane-12-diamine,DBU,PhMe,TBAB
cn_coupling,45.3,0.05,R-Carbamate,ROC(O)NR2,Ar-I,ArI,CuI,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeCN,
suzuki_miyaura,67.54,-0.02,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,QPhos Pd(crotyl)Cl,QPhos,K2CO3,MeTHF,
suzuki_miyaura,84.45,-1.13,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,QPhos Pd(crotyl)Cl,QPhos,K2CO3,"MeTHF, water",
suzuki_miyaura,33.7,-0.48,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,"THF, water",
suzuki_miyaura,92.85,0.53,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,"THF, water",
cn_coupling,0.0,-0.4,Ar-Br,ArBr,R2CH-NHR,R2NH a-branch,P(tBu)3 Pd G2,P(tBu)3,Cs2CO3,PhMe,water
cn_coupling,75.34,-0.03,Ar-Cl,ArCl,Ar-NH2,ArNH2,tBuXPhos Pd G3,tBuXPhos,Cs2CO3,tAmOH,
suzuki_miyaura,0.0,-0.94,Ar-Br,ArBr,Alkenyl-B(OR)2,alkeneB(OR)2,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,"THF, water",
condensation,13.96,0.45,thiourea,Thiourea,R-CHO,RCHO,,No Ligand,NMM,MeTHF,water
condensation,3.48,-0.89,thiourea,Thiourea,R-CHO,RCHO,,No Ligand,NMM,"anisole, MeTHF",water
cn_coupling,2.56,-0.3,Ar-NH2,ArNH2,Ar-Cl,ArCl,MorDalphos Pd G3,MorDalphos,K2CO3,Dioxane,
co_coupling,0.0,-0.37,Ar-Br,ArBr,Ar-OH,ArOH,tBuXPhos Pd G3,tBuXPhos,K3PO4,tAmOH,
suzuki_miyaura,30.45,-0.11,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,"Dioxane, water",
suzuki_miyaura,72.31,0.85,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,"Dioxane, water",
suzuki_miyaura,19.89,-0.26,Ar-I,ArI,Ar-B(OR)2,ArB(OR)2,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,PhMe,
cn_coupling,0.0,-0.64,Ar-I,ArI,Ar-NHR,ArNHR,QPhos Pd(crotyl)Cl,QPhos,K2CO3,MeTHF,
cn_coupling,0.0,-0.64,Ar-I,ArI,Ar-NHR,ArNHR,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K3PO4,"PhMe, water",
suzuki_miyaura,7.21,-1.06,Ar-Br,ArBr,Ar-BF3K,ArBF3K,PEPPSI-IPENT,IPENT,K2CO3,"Dioxane, water",
suzuki_miyaura,64.98,0.78,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dtbpfPdCl2,dtbpf,K2CO3,"anisole, water",
amide_formation,35.12,1.16,R-CO2H,RCO2H or M,R-NH2,RNH2,,No Ligand,,MeCN,CyanuricChloride
cn_coupling,0.0,-0.77,Ar-OSO2R,ArOSO2R,R-NH2,RNH2,BippyPhos Pd(allyl)OTf,BippyPhos,NaOtBu,tAmOH,
cn_coupling,3.93,-0.75,R-NH2,RNH2,Ar-OSO2R,ArOSO2R,BippyPhos Pd(allyl)OTf,BippyPhos,NaOtBu,tAmOH,
cn_coupling,0.0,-0.42,Ar-Br,ArBr,R-NHR,R2NH,AmPhos Pd(crotyl)Cl,AmPhos,NaOtBu,Dioxane,
c_h_borylation,13.59,1.8,Ar-H,ArH,Ar-H,ArH,[Ir(cod)Cl]2,Me4phen,,NMP,
cn_coupling,7.15,0.56,AromN-H,arom. NH,Ar-Cl,ArCl,dppf Pd G3,dppf,Cs2CO3,MeCN,water
cn_coupling,0.0,-0.33,Ar-Br,ArBr,AromN-H,arom. NH,CuI,"1,10-Phenanthroline",Cs2CO3,tAmOH,
cn_coupling,36.38,0.86,Ar-NH2,ArNH2,Ar-Br,ArBr,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,tAmOH,
amide_formation,21.44,-1.53,R2CH-NHR,R2NH a-branch,R-CO2H,RCO2H or M,,No Ligand,,TPGS-750M,"OxymaPure, T3P"
amide_formation,69.64,0.2,R2CH-NHR,R2NH a-branch,R-CO2H,RCO2H or M,,No Ligand,,"MeCN, THF","HOPO, DIC"
amide_formation,90.09,0.93,R2CH-NHR,R2NH a-branch,R-CO2H,RCO2H or M,,No Ligand,,"cyclohexane, DMI","HOPO, DIC"
amide_formation,65.49,0.55,R-NH2,RNH2,R-NH2,RNH2,,No Ligand,,iPrOAc,"OxymaPure, T3P"
cn_coupling,30.83,0.39,Ar-Br,ArBr,R-CONH2,RCONH2,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,tAmOH,
hydration,21.66,1.03,R-CN,RCN,R-CN,RCN,,No Ligand,Na2CO3,"DMSO, water",
suzuki_miyaura,28.97,0.51,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,PPh3)2PdCl2,PPh3,K3PO4,"anisole, water",
cn_coupling,4.22,-0.83,Ar-NH2,ArNH2,Ar-Cl,ArCl,MorDalphos Pd G3,MorDalphos,K3PO4,"MeCN, water",
cn_coupling,4.38,-0.24,Ar-Br,ArBr,AromN-H,arom. NH,AlphosPd)2cod,AlPhos,KOtBu,Dioxane,
amide_formation,53.6,0.18,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NEt3,iPrOH,PivCl
amide_formation,23.42,-0.75,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,,MeCN,DIC
cn_coupling,0.54,-1.31,AromN-H,arom. NH,Ar-Br,ArBr,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMSO,
cn_coupling,0.0,-0.44,Ar-Cl,ArCl,R2CH-NHR,R2NH a-branch,AmPhos Pd(crotyl)Cl,AmPhos,NaOtBu,tAmOH,
glycosidation,12.99,-1.09,RCH2-OH,Alkyl-OH primary,R-Ester,RCO2R,,No Ligand,,DCE,
glycosidation,82.1,2.05,RCH2-OH,Alkyl-OH primary,R-Ester,RCO2R,,No Ligand,,AcOH,
cn_coupling,24.59,-0.54,AromN-H,arom. NH,Ar-Br,ArBr,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMSO,
cn_coupling,69.0,0.96,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,MorDalphos Pd G3,MorDalphos,Cs2CO3,MeCN,
suzuki_miyaura,0.38,-0.55,Ar-B(OH)2,ArB(OH)2,rconhr,RCONHR,dtbpfPdCl2,dtbpf,"Na2CO3, NaH","tAmOH, water",PyClOP
cn_coupling,39.71,-0.43,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,LiHMDS,tAmOH,
hydrolysis,46.83,1.16,Ar-Br,ArBr,Ar-Br,ArBr,RockPhos Pd G3,RockPhos,CsOH.H2O,tAmOH,B(OH)3
hydrolysis,0.0,-0.72,Ar-Br,ArBr,Ar-Br,ArBr,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,tAmOH,B(OH)3
condensation,0.0,-0.26,R-Carbamate,ROC(O)NR2,R2CH-NH2,RNH2 a-branch,,No Ligand,Cs2CO3,Dioxane,CyanuricChloride
amide_formation,0.0,-0.7,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,NMM,THF,MsCl
amide_formation,0.0,-0.7,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,NEt3,,"N-Hydroxyphtalimide, DIC"
suzuki_miyaura,74.95,1.05,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,XPhos Pd G2,XPhos,K3PO4,"tAmOH, water",
stannylation,0.57,-0.5,Ar-Br,ArBr,rsnr3,RSnR3,SPhos Pd(crotyl)Cl,SPhos,,MeCN,
stannylation,0.0,-0.54,Ar-Br,ArBr,rsnr3,RSnR3,SPhos Pd(crotyl)Cl,SPhos,,MeCN,
cn_coupling,25.9,0.42,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,AlphosPd)2cod,AlPhos,Cs2CO3,tAmOH,
cn_coupling,0.0,-0.9,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,,No Ligand,KHMDS,MeCN,
cn_coupling,0.71,-0.49,Ar-Br,ArBr,R-NH2,RNH2,MorDalphos Pd G3,MorDalphos,KHMDS,PhMe,
cn_coupling,0.0,-0.21,R-NH2,RNH2,Ar-Br,ArBr,MorDalphos Pd G3,MorDalphos,Cs2CO3,tAmOH,
cn_coupling,9.33,-0.94,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,MorDalphos Pd G3,MorDalphos,KOtPent,tAmOH,
cn_coupling,11.73,-0.87,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhos Pd G2,XantPhos,NaOtBu,PhMe,
cn_coupling,0.0,-1.22,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhos Pd G2,XantPhos,NaOtBu,PhMe,
co_coupling,0.0,-0.66,Ar-OH,ArOH,Ar-Br,ArBr,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMAc,
amide_formation,15.91,-0.76,R-NHR,R2NH,R-CO2H,RCO2H or M,,No Ligand,NMI,MeCN,CyanuricChloride
cn_coupling,0.0,-0.5,AromN-H,arom. NH,Ar-Br,ArBr,AmPhos2PdCl2,AmPhos,K2CO3,PhMe,
condensation,0.0,-0.74,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,Dabco,THF,
condensation,1.83,-0.67,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,TMG,MeCN,
condensation,24.97,0.25,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,DBU,MeCN,
co_coupling,0.0,-0.3,Ar-Br,ArBr,R2CH-OH,Alkyl-OH a-branch,(R)-BINAP Pd(allyl)Cl,BINAP,NaH,Dioxane,
suzuki_miyaura,84.59,0.94,Ar-Br,ArBr,RCH2-B(OH)2,Alkyl-B(OH)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,"PhMe, water",
suzuki_miyaura,7.74,0.04,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,K2CO3,THF,
suzuki_miyaura,3.35,-0.59,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,rac-BINAP Pd G3,BINAP,Cs2CO3,iPrOAc,
amide_formation,65.67,2.51,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,NMI,MeCN,MsCl
amide_formation,35.06,1.01,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,KF,MeCN,T3P
amide_formation,0.0,-0.7,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,"DIPEA, NEt3",THF,PivCl
snar,18.19,-0.15,Ar-F,ArF,AromN-H,arom. NH,,No Ligand,NaH,DCE,
snar,10.72,-0.61,Ar-F,ArF,AromN-H,arom. NH,,No Ligand,Cs2CO3,MeTHF,
arylation-acidic-c-h,0.0,-0.46,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,Dioxane,
arylation-acidic-c-h,0.0,-0.46,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,XPhos Pd G2,XPhos,NMM,TPGS-750M,
arylation-acidic-c-h,0.0,-0.46,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,XPhos Pd G2,XPhos,Na2CO3,water,
arylation-acidic-c-h,79.42,2.86,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,Dioxane,
arylation-acidic-c-h,0.0,-0.6,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,QPhos Pd(crotyl)Cl,QPhos,DBU,PhMe,
co_coupling,1.72,-0.2,Ar-OH,ArOH,Ar-Br,ArBr,CuO,8-Quinolinol N-oxide,K3PO4,"tAmOH, water",
co_coupling,40.59,0.86,Ar-OH,ArOH,Ar-I,ArI,CuI,Me4phen,K3PO4,DMSO,
co_coupling,67.51,2.19,Ar-OH,ArOH,Ar-I,ArI,CuI,"N,N-Dimethylglycine hydrochloride",K2CO3,Propionitrile,
co_coupling,1.88,-1.05,Ar-OH,ArOH,Ar-I,ArI,CuO,NN-Dibenzyloxamide,K3PO4,"tAmOH, water",
co_coupling,33.01,0.49,Ar-OH,ArOH,Ar-I,ArI,Cu2O,trans-Hyp,K2CO3,BuOH,
suzuki_miyaura,0.0,-1.17,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeOH,
suzuki_miyaura,30.02,0.26,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,meCgPPh Pd G3,meCgPPh,KOH,"tAmOH, water",B(OH)3
c_h_activation,0.0,-0.82,Ar-H,ArH,Ar-Cl,ArCl,AmPhos2PdCl2,AmPhos,"K2CO3, KOPiv",DMSO,
c_h_activation,2.86,-0.59,Ar-H,ArH,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,"DMAc, water",Potassium 2-ethylhexanoate
c_h_activation,2.44,-0.62,Ar-H,ArH,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,NaHCO3,"nBuOAc, water",Potassium 2-ethylhexanoate
heck,6.99,-0.23,Ar-Cl,ArCl,Any-Alkene,alkene,CataCXiumA Pd(allyl)Cl,CataCXiumA,DIPEA,DMI,
heck,3.13,-0.52,Ar-Cl,ArCl,Any-Alkene,alkene,AmPhos2PdCl2,AmPhos,K3PO4,"tAmOH, water",
heck,0.87,-0.69,Ar-Cl,ArCl,Any-Alkene,alkene,MorDalphos Pd G3,MorDalphos,DIPEA,BnOH,TBAC
heck,21.84,0.9,Ar-Cl,ArCl,Any-Alkene,alkene,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,N-Methyldicyclohexylamin,"tAmOH, water",Potassium 2-ethylhexanoate
dimerization-reductive,9.02,-0.16,Ar-OSO2R,ArOSO2R,Ar-OSO2R,ArOSO2R,CataCXiumA Pd(allyl)Cl,CataCXiumA,"CsF, Potassium 2-ethylhexanoate","Dioxane, water",
dimerization-reductive,43.68,2.75,Ar-OSO2R,ArOSO2R,Ar-OSO2R,ArOSO2R,meCgPPh Pd G3,meCgPPh,KOAc,tAmOH,
suzuki_miyaura,95.31,0.62,Ar-Cl,ArCl,Ar-B(OH)2,ArB(OH)2,dppfPdCl2,dppf,K3PO4,"tAmOH, water",
