reaction_type,yield,z_score,reactant_1,orig_reactant_1,reactant_2,orig_reactant_2,catalyst,ligand,base,solvent,additive
arylation-acidic-c-h,0.0,-0.5,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,XPhos Pd(crotyl)Cl,XPhos,K3PO4,"PhMe, water",
arylation-acidic-c-h,12.57,0.35,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,cBridP Pd(allyl)Cl,cBridP,NaH,Dioxane,
arylation-acidic-c-h,0.0,-0.5,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,cBridP Pd(allyl)Cl,cBridP,NaH,Dioxane,
cn_coupling,36.49,0.22,Any-CONHR,Lactam,Ar-Cl,ArCl,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,
cn_coupling,66.24,1.64,Ar-Cl,ArCl,Ar-NH2,ArNH2,QPhos Pd(crotyl)Cl,QPhos,K2CO3,MeCN,
cn_coupling,28.34,0.12,Ar-Cl,ArCl,Ar-NH2,ArNH2,QPhos Pd(crotyl)Cl,QPhos,K2CO3,MeCN,
c_h_activation,25.7,0.94,Ar-H,ArH,Ar-Br,ArBr,AdBrettPhosPd G6 Br,Ad-BrettPhos,NaHCO3,DMAc,
c_h_activation,20.31,0.5,Ar-H,ArH,Ar-Br,ArBr,DPEPhos Pd(allyl)Cl,DPEPhos,"NaHCO3, Potassium 2-ethylhexanoate","water, xylenes",TBAC
dehydration,17.45,1.39,rconhr,RCONHR,rconhr,RCONHR,,No Ligand,NMI,MeCN,BOP-Cl
dehydration,0.42,-0.48,rconhr,RCONHR,rconhr,RCONHR,,No Ligand,NaH,MeCN,oxalyl chloride
cn_coupling,0.0,-0.78,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,PhMe,
cn_coupling,0.0,-0.78,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,MeCN,
cn_coupling,0.0,-0.78,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,BrettPhos Pd G3,BrettPhos,Cs2CO3,MeCN,
suzuki_miyaura,3.09,-0.77,Ar-Br,ArBr,Ar-Br,ArBr,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,"K3PO4, Potassium 2-ethylhexanoate","tAmOH, water",TBAB
suzuki_miyaura,4.03,-0.62,Ar-Br,ArBr,Ar-Br,ArBr,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,"K3PO4, Potassium 2-ethylhexanoate","tAmOH, water",TBAB
snar,0.0,-0.44,R2CH-OH,Alkyl-OH a-branch,Ar-F,ArF,,No Ligand,NaH,anisole,
suzuki_miyaura,0.0,-0.2,Ar-Br,ArBr,Ar-Br,ArBr,cataCXiumA Pd G3,CataCXiumA,K3PO4,"DMSO, THF",
negishi-in-situ,0.9,-0.22,R-I,Alkyl-I,Ar-Br,ArBr,"Cu2O, Ni(OAc)2",Me4phen,,"MeTHF, Octanoic acid",
miyaura_borylation,0.66,-0.72,Ar-Br,ArBr,Ar-Br,ArBr,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,Potassium 2-ethylhexanoate,"anisole, water",
negishi-in-situ,0.0,-0.28,R-I,Alkyl-I,Ar-Br,ArBr,dppfPdCl2,dppf,,MeCN,"TMEDA, TPGS-750M"
negishi-in-situ,0.0,-0.13,R-I,Alkyl-I,Ar-Br,ArBr,dppfPdCl2,dppf,,MeCN,"TMEDA, TPGS-750M"
condensation,1.91,-1.26,R-Ester,RCO2R,R-NH2,RNH2,,No Ligand,K2CO3,anisole,
condensation,71.16,1.19,R-Ester,RCO2R,R-NH2,RNH2,,No Ligand,NaOtBu,tAmOH,
condensation,17.2,-0.72,R-Ester,RCO2R,R-NH2,RNH2,,No Ligand,KOtPent,"anisole, MeOH",
amide_formation,31.53,0.88,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,NMI,MeCN,PyClOP
arylation-acidic-c-h,0.0,-0.93,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,XPhos Pd(crotyl)Cl,XPhos,KHMDS,PhMe,
arylation-acidic-c-h,0.0,-0.93,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,N-XantPhos Pd G3,N-XantPhos,LiHMDS,PhMe,
arylation-acidic-c-h,32.03,0.93,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,CsF,Dioxane,
suzuki_miyaura,5.79,-0.58,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,"MeOH, water",TBAB
negishi-in-situ,11.96,-0.37,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,,"1-Octanol, water","Sodium octanoate, TMEDA"
negishi-in-situ,13.47,-0.28,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,,"1-Octanol, water","Sodium octanoate, TMEDA"
negishi-in-situ,4.72,-0.81,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,,MeOH,TMEDA
negishi-in-situ,27.91,0.6,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,,"1-Octanol, water","Sodium octanoate, TMEDA"
negishi-in-situ,31.97,0.85,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,,"1-Octanol, water","Sodium octanoate, TMEDA"
cn_coupling,6.47,-0.17,Ar-Cl,ArCl,R-CONH2,RCONH2,AlphosPd)2cod,AlPhos,NaOtBu,THF,
cn_coupling,14.16,0.28,Ar-Cl,ArCl,R-CONH2,RCONH2,DPEPhos Pd(allyl)Cl,DPEPhos,TMG,MeTHF,
cn_coupling,0.0,-0.54,Ar-Cl,ArCl,R-CONH2,RCONH2,AlphosPd)2cod,AlPhos,NaOtBu,tAmOH,
alkylation,0.0,-1.69,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,lutidine,acetone,
alkylation,92.17,1.13,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,NaHCO3,acetone,TBAI
suzuki_miyaura,0.0,-0.56,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,"MeOH, water",
suzuki_miyaura,0.0,-0.56,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,dtbpfPdCl2,dtbpf,K2CO3,"anisole, Brij 35",
suzuki_miyaura,47.02,0.97,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,dcypfPdCl2,dcypf,K2CO3,"THF, water",Potassium 2-ethylhexanoate
suzuki_miyaura,0.0,-0.56,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,dtbpfPdCl2,dtbpf,Na2CO3,"Dioxane, water",TBAB
alkylation,3.55,-0.79,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,lutidine,acetone,
alkylation,2.19,-0.83,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,Cs2CO3,DMC,TBAI
suzuki_miyaura,68.83,0.83,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,"MeOH, water",
negishi-in-situ,31.85,0.73,Ar-Br,ArBr,R-Br,Alkyl-Br,CataCXiumA Pd(allyl)Cl,CataCXiumA,,"PhMe, water","Sodium octanoate, TMEDA"
negishi-in-situ,8.21,-0.49,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,TMEDA,"MeCN, TPGS-750M",Octanoic acid
negishi-in-situ,52.9,1.81,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,,"acetone, Brij 35",
negishi-in-situ,40.75,1.19,Ar-Br,ArBr,R-Br,Alkyl-Br,XPhos Pd(crotyl)Cl,XPhos,,"Brij 35, PhMe",
negishi-in-situ,0.18,-0.91,Ar-Br,ArBr,R-Br,Alkyl-Br,"Cu2O, Ni(OAc)2",Me4phen,,"MeTHF, Octanoic acid",
suzuki_miyaura,21.17,-0.43,Ar-Cl,ArCl,RCH2-B(OR)2,Alkyl-B(OR)2,P(Cy3) Pd G3,P(Cy)3,K3PO4,"EtOH, water",
suzuki_miyaura,10.66,-0.78,Ar-Cl,ArCl,RCH2-B(OR)2,Alkyl-B(OR)2,bridged tBuPhosphinito PdCl2,tBuPhosphinito,K3PO4,"MeTHF, water",
condensation,22.53,0.53,R-NH2,RNH2,ror,ROR,,No Ligand,,DMF,tBu isocyanide
suzuki_miyaura,0.0,-0.26,Ar-Cl,ArCl,Ar-Cl,ArCl,XPhos Pd G2,XPhos,K3PO4,"Brij 35, tAmOH",
negishi,0.0,-0.76,Ar-Cl,ArCl,Ar-Cl,ArCl,SPhos Pd(crotyl)Cl,SPhos,,tAmOH,
negishi,0.0,-0.76,Ar-Cl,ArCl,Ar-Cl,ArCl,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,,MeTHF,
cn_coupling,0.0,-0.36,Ar-Cl,ArCl,R2CH-NHR,R2NH a-branch,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,MeCN,
cyclization,0.0,-0.59,R-Hydrazine,RNHNH2,R-CO2H,RCO2H or M,,No Ligand,DBU,Dioxane,CDT
cyclization,0.73,-0.55,R-Hydrazine,RNHNH2,R-CO2H,RCO2H or M,,No Ligand,DBU,anisole,PivCl
suzuki_miyaura,89.28,0.33,Ar-Cl,ArCl,Ar-B(OH)2,ArB(OH)2,PPh3)2PdCl2,PPh3,Na2CO3,"MeCN, water",
addition,0.0,-0.4,alkyl-hacidic,Alkyl-H acidic,R-CN,RCN,,No Ligand,Na2CO3,MeCN,
negishi-in-situ,0.0,-0.37,Ar-Cl,ArCl,Ar-Br,ArBr,cBridP Pd(allyl)Cl,cBridP,,"1-Octanol, Brij 35","Octanoic acid, TMSCl"
suzuki-in-situ,22.1,2.24,Ar-Br,ArBr,Alkenyl-I,alkene-I,"CuI, dppfPdCl2",dppf,,DMSO,Potassium 2-ethylhexanoate
suzuki-in-situ,3.26,-0.12,Ar-Cl,ArCl,Ar-Br,ArBr,AmPhos2PdCl2,AmPhos,,"Brij 35, MeTHF","Sodium octanoate, TMSCl"
suzuki-in-situ,1.34,-0.34,Ar-Cl,ArCl,Ar-Br,ArBr,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,,MeTHF,TBAB
hydrolysis,1.61,-0.12,Ar-Cl,ArCl,Ar-Cl,ArCl,RockPhos Pd G3,RockPhos,Cs2CO3,NMP,water
cn_coupling,0.26,-0.73,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,MeCN,
cn_coupling,23.2,0.4,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,cBridP Pd(allyl)Cl,cBridP,NaOtBu,tAmOH,
cn_coupling,6.86,-0.4,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,NaOtBu,anisole,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,
cn_coupling,2.22,-0.63,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,CX31,SIPr,DBU,PhMe,Potassium 2-ethylhexanoate
cn_coupling,25.58,0.52,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,18.37,0.16,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,21.75,0.33,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,16.13,0.05,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,29.51,0.71,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,2.87,-0.6,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,1.12,-0.69,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,2.82,-0.6,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,tAmOH,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,RuPhos Pd(crotyl)Cl,RuPhos,TMSOK,PhMe,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,SPhos Pd(tBuInd)Cl,SPhos,TMSOK,PhMe,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,GPhos Pd G6 Br,GPhos,TMSOK,PhMe,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,TMSOK,PhMe,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,,No Ligand,TMSOK,PhMe,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,TrixiePhos Pd G3,TrixiePhos,TMSOK,PhMe,
cn_coupling,0.0,-0.74,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,,No Ligand,,"BuOH, MeCN",
cn_coupling,6.1,-0.44,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,,No Ligand,TMSOK,PhMe,
cn_coupling,26.24,0.55,R2CH-NHR,R2NH a-branch,Ar-Br,ArBr,"Pd-PEPPSI-IPent Cl 3-chloropyridine, XantPhos Pd(allyl)Cl","IPENT Cl, XantPhos",NaOtBu,CPME,
cn_coupling,0.89,-0.34,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,,No Ligand,DIPEA,DMAc,BF3.OEt2
cn_coupling,18.09,1.6,Ar-OH,ArOH,R2CH-NH2,RNH2 a-branch,GPhos Pd G6 TES,GPhos,KOtBu,tAmOH,PyBrOP
cn_coupling,1.05,-0.34,Ar-OH,ArOH,R2CH-NH2,RNH2 a-branch,,No Ligand,CsF,tAmOH,PyBrOP
cn_coupling,0.0,-0.81,Ar-Br,ArBr,Ar-NH2,ArNH2,QPhos Pd(crotyl)Cl,QPhos,LiHMDS,PhMe,
cn_coupling,14.01,0.15,Ar-Br,ArBr,Ar-NH2,ArNH2,CuI,"N,N-Dimethylglycine hydrochloride",NaOtBu,tAmOH,
suzuki-in-situ,1.72,-0.71,Ar-Br,ArBr,Ar-Cl,ArCl,dppfPdCl2,dppf,,PhMe,"Brij 35, Sodium octanoate"
suzuki-in-situ,6.31,-0.47,Ar-Br,ArBr,Ar-Cl,ArCl,CataCXiumA Pd(allyl)Cl,CataCXiumA,,"Brij 35, THF",KOPiv
suzuki-in-situ,30.37,0.77,Ar-Br,ArBr,Ar-Cl,ArCl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,acetone,"Brij 35, Octanoic acid"
suzuki-in-situ,29.85,0.74,Ar-Br,ArBr,Ar-Cl,ArCl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,Dioxane,"Brij 35, LiCl"
suzuki-in-situ,8.34,-0.37,Ar-Br,ArBr,Ar-Cl,ArCl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,"Brij 35, water"
suzuki-in-situ,0.0,-0.8,Ar-Br,ArBr,Ar-Cl,ArCl,AmPhos2PdCl2,AmPhos,,iPrOAc,"Brij 35, Octanoic acid"
suzuki-in-situ,65.01,2.55,Ar-Br,ArBr,Ar-Cl,ArCl,,No Ligand,Na2CO3,THF,"Octanoic acid, water"
cn_coupling,0.46,-0.09,Ar-Br,ArBr,R2CH-NHR,R2NH a-branch,,No Ligand,NaHMDS,PhMe,
cn_coupling,89.75,0.99,R-NHR,R2NH,Ar-Cl,ArCl,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,
cn_coupling,1.27,-0.01,Ar-I,ArI,R-NHR,R2NH,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,
cn_coupling,0.0,-0.41,Ar-Br,ArBr,AromN-H,arom. NH,MorDalphos Pd G3,MorDalphos,K2CO3,tAmOH,
cn_coupling,1.5,-0.64,R-NH2,RNH2,Ar-Br,ArBr,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,
cn_coupling,34.45,0.32,Ar-Cl,ArCl,R-NHR,R2NH,cBridP Pd(allyl)Cl,cBridP,K3PO4,"MeCN, water",
cn_coupling,39.51,2.65,Ar-Cl,ArCl,AromN-H,arom. NH,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,
cn_coupling,19.78,1.32,Ar-NH2,ArNH2,Ar-I,ArI,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,
cyclization,0.0,-0.49,R-CO2H,RCO2H or M,R-CO2H,RCO2H or M,,No Ligand,NMI,DMF,CyanuricChloride
cn_coupling,0.86,-0.4,Ar-NH2,ArNH2,Ar-Cl,ArCl,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,
cn_coupling,0.0,-0.47,Ar-NH2,ArNH2,Ar-Cl,ArCl,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,NaOtBu,PhMe,
amide_formation,0.0,-1.41,R2CH-NH2,RNH2 a-branch,R-CO2H,RCO2H or M,,No Ligand,TMG,MeCN,DIC
amide_formation,34.65,0.31,R2CH-NH2,RNH2 a-branch,R-CO2H,RCO2H or M,,No Ligand,NEt3,,DIC
amide_formation,31.55,0.16,R2CH-NH2,RNH2 a-branch,R-CO2H,RCO2H or M,,No Ligand,K2CO3,"MeCN, water","Brij 35, HOSu, DIC"
cn_coupling,45.86,1.34,R-NH2,RNH2,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,PhMe,Sodium trifluoroacetate
cn_coupling,1.18,-0.49,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,MeCN,water
cn_coupling,0.0,-0.59,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Na2CO3,"PhMe, water",water
cn_coupling,75.04,2.13,Ar-Cl,ArCl,Ar-NH2,ArNH2,cBridP Pd(allyl)Cl,cBridP,KOH,"THF, water",
cn_coupling,2.84,-0.77,Ar-Cl,ArCl,Ar-NH2,ArNH2,CataCXiumA Pd(allyl)Cl,CataCXiumA,Na2CO3,"THF, water",
cn_coupling,9.11,-0.78,Ar-NHR,ArNHR,Ar-Cl,ArCl,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,Na2CO3,tAmOH,
cn_coupling,99.39,1.31,Ar-Cl,ArCl,Ar-NHR,ArNHR,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,NaOtBu,PhMe,
cn_coupling,0.0,-0.69,Ar-Cl,ArCl,R2CH-NHR,R2NH a-branch,MorDalphos Pd G3,MorDalphos,KOH,"tAmOH, water",
cn_coupling,1.64,-0.62,Ar-Cl,ArCl,Ar-NH2,ArNH2,MorDalphos Pd G3,MorDalphos,KOH,"tAmOH, water",
cn_coupling,0.59,-0.71,Ar-Cl,ArCl,Ar-NH2,ArNH2,RuPhos Pd(crotyl)Cl,RuPhos,LiOH anh,THF,
cn_coupling,22.66,0.17,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeCN,
oxidation,0.0,-1.13,alkyl-hacidic,Alkyl-H acidic,alkyl-h-acidic,Alkyl-H-acidic,,No Ligand,,"MeCN, water",
oxidation,2.24,-1.06,alkyl-hacidic,Alkyl-H acidic,alkyl-h-acidic,Alkyl-H-acidic,,No Ligand,Na2CO3,"THF, water",Sodium octanoate
c_h_activation,0.0,-0.51,R-H,Alkyl-H,R-H,Alkyl-H,TrixiePhos Pd G3,TrixiePhos,Cs2CO3,o-Xylene,LiCl
cyclization,0.93,-1.03,R-NHR,R2NH,R-NHR,R2NH,,No Ligand,pyridine,NMP,HFIP
cyclization,9.67,-0.71,R-NHR,R2NH,R-NHR,R2NH,,No Ligand,NEt3,TFE,
cn_coupling,14.0,0.65,Ar-I,ArI,R-NHR,R2NH,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMSO,
cn_coupling,95.49,2.28,Ar-NH2,ArNH2,Ar-Cl,ArCl,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,tAmOH,
cn_coupling,0.06,-0.66,Ar-NH2,ArNH2,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,iPrOH,
suzuki_miyaura,90.95,1.81,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,AmPhos2PdCl2,AmPhos,Na2CO3,"PhMe, water",
suzuki_miyaura,0.0,-0.42,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,K2CO3,"EtOH, water",
suzuki_miyaura,3.0,0.25,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,Jackie CPhos Pd G4,Jackie CPhos,Na2CO3,"PrOH, water",
cn_coupling,41.9,-0.01,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Cu2O,trans-NN-Dimethylcyclohexane-12-diamine,K3PO4,"DMSO, water",
miyaura_borylation,0.0,-0.58,Ar-Br,ArBr,Ar-Br,ArBr,BrettPhos Pd(crotyl)OTf,BrettPhos,DIPEA,TBME,
suzuki_miyaura,36.62,1.06,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,DIPEA,BuOH,TBAB
cn_coupling,0.0,-0.49,Ar-Br,ArBr,R-NHR,R2NH,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,MeCN,
alkylation,92.12,1.12,rconhr,RCONHR,R-Br,Alkyl-Br,,No Ligand,KOtBu,PhMe,
cn_coupling,33.51,1.7,rso2nhr,RSO2NHR,Ar-Br,ArBr,CuI,"2,2,6,6-Tetramethyl-3,5-heptanedione",Cs2CO3,DMSO,
cn_coupling,18.64,0.63,Ar-Cl,ArCl,Ar-NH2,ArNH2,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,MeTHF,
suzuki_miyaura,0.0,-0.48,Ar-Cl,ArCl,Ar-B(OH)2,ArB(OH)2,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,water
cn_coupling,0.0,-0.5,Ar-Br,ArBr,R-NH2,RNH2,AlphosPd)2cod,AlPhos,K3PO4,"Propionitrile, water",
negishi-in-situ,10.47,-0.78,Ar-Br,ArBr,Ar-Br,ArBr,AmPhos2PdCl2,AmPhos,,MeCN,Brij 35
sandmeyer,27.64,4.28,Ar-NH2,ArNH2,Ar-NH2,ArNH2,Cu(MeCN)4BF4,No Ligand,,tAmOH,amyl nitrite
suzuki_miyaura,24.86,-0.62,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,tAmOH,
suzuki_miyaura,26.88,-0.54,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,PEPPSI-IPENT,IPENT,K2CO3,iPrOH,
suzuki_miyaura,5.42,-1.34,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,Piperidinyl-amino-pincer PdCl,Piperidinyl-amino-pincer,KOH,"THF, water",
suzuki_miyaura,56.89,0.57,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dtbpfPdCl2,dtbpf,NaHCO3,"TBME, water",TBAB
suzuki_miyaura,97.37,2.07,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,PEPPSI-IPENT,IPENT,Li2CO3,"anisole, water",TBAC
amide_formation,0.0,-1.0,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NMI,MeCN,CyanuricChloride
snar,26.27,-0.73,R-NH2,RNH2,Ar-F,ArF,,No Ligand,LiHMDS,PhMe,
arylation-acidic-c-h,3.04,-0.79,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,Cs2CO3,Brij 35,
arylation-acidic-c-h,5.49,-0.73,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,TrixiePhos Pd G3,TrixiePhos,TMG,anisole,
arylation-acidic-c-h,1.32,-0.84,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,[Pd(allyl)(JohnPhos)]OTf,JohnPhos,NEt3,CPME,
arylation-acidic-c-h,5.59,-0.73,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,DMI,
arylation-acidic-c-h,53.28,0.54,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,DMI,
arylation-acidic-c-h,0.0,-0.87,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,DMI,
arylation-acidic-c-h,92.54,1.58,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,RockPhos Pd G3,RockPhos,DBU,DMSO,
arylation-acidic-c-h,70.5,0.99,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,DMI,
arylation-acidic-c-h,3.82,-0.77,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,"THF, water",
arylation-acidic-c-h,0.0,-0.87,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,DMI,
arylation-acidic-c-h,0.08,-0.87,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,dppf Pd G3,dppf,K2CO3,MeTHF,
arylation-acidic-c-h,0.2,-0.95,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,Cs2CO3,Brij 35,
arylation-acidic-c-h,18.4,-0.48,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,NEt3,ethylene glycol,
arylation-acidic-c-h,71.72,0.9,alkyl-hacidic,Alkyl-H acidic,Ar-Br,ArBr,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,DMSO,
