Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|Ar-R|R-OR,False,"Ar-R,Ar-I,Ar-X","Ar-OR,Any-OR,R-OR,H-SR","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-R|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-R|Ar-SAr|Ar-SR|R-OR,93.0,Cc1ccc(I)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc(C)cc2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,0.6206165031857163
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|Ar-R|R-OR,False,"Ar-R,Ar-Br,Ar-X","Ar-OR,Any-OR,R-OR,H-SR","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-R|Ar-SAr|Ar-SR|R-OR,85.0,Cc1ccccc1Br.COc1ccc(S)cc1>>COc1ccc(Sc2ccccc2C)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,-0.5823777218771639
Ar-Cl|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR|Thiophene,False,"Ar-Cl,Ar-X,Thiophene","Ar-OR,Any-OR,R-OR,H-SR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,Thiophene",Any-OR|Ar-Cl|Ar-OR|Ar-X|H-SR|R-OR|Thiophene,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR|Thiophene,81.0,Clc1cccs1.COc1cccc(S)c1>>COc1cccc(Sc2cccs2)c1,7758-89-6,2216894-42-5,KOtBu,"1,4-Dioxane",,,,0.0
Ar-I|Ar-X -> Ar-SAr || Ar-Cl|Ar-X|Thiophene,False,"Ar-Cl,Ar-X,H-SR","Ar-I,Ar-X,Thiophene","Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Thiophene",Ar-Cl|Ar-I|Ar-X|H-SR|Thiophene,Ar-Cl|Ar-SAr|Ar-SR|Ar-X|Thiophene,86.0,Sc1ccc(Cl)cc1.Ic1ccsc1>>Clc1ccc(Sc2ccsc2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,-0.7071067811865475
Ar-Br|H-SR -> Ar-SAr || Ar-CF3|Ar-R,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-CF3","Ar-R,Ar-CF3,Ar-SAr,Ar-SR",Ar-Br|Ar-CF3|Ar-R|Ar-X|H-SR,Ar-CF3|Ar-R|Ar-SAr|Ar-SR,71.0,Cc1ccc(S)cc1.FC(F)(F)c1cccc(Br)c1>>Cc1ccc(Sc2cccc(C(F)(F)F)c2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,-1.4613969687142692
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,"Ar-Br,Ar-X","Ar-OR,Any-OR,R-OR,H-SR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,87.0,Brc1ccccc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccccc2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,0.022559775282310724
Ar-Br|H-SR -> Ar-SAr || Ar-R|Pyridine,False,"Ar-R,H-SR","Ar-Br,Ar-X,Pyridine","Ar-R,Ar-SAr,Ar-SR,Pyridine",Ar-Br|Ar-R|Ar-X|H-SR|Pyridine,Ar-R|Ar-SAr|Ar-SR|Pyridine,95.0,Cc1ccc(S)cc1.Brc1ccccn1>>Cc1ccc(Sc2ccccn2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,1.4554228176352413
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-Br,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,91.0,COc1ccc(S)cc1.COc1cccc(Br)c1>>COc1ccc(Sc2cccc(OC)c2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,0.46844709850916544
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|Benzothiophene|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-Br,Ar-X,Benzothiophene","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,Benzothiophene",Any-OR|Ar-Br|Ar-OR|Ar-X|Benzothiophene|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|Benzothiophene|R-OR,92.0,COc1ccc(S)cc1.Brc1ccc2sc3ccccc3c2c1>>COc1ccc(Sc2ccc3sc4ccccc4c3c2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,0.7071067811865475
Ar-Br|H-SR -> Ar-SAr || Ar-R|Thiophene,False,"Ar-R,H-SR","Ar-Br,Ar-X,Thiophene","Ar-R,Ar-SAr,Ar-SR,Thiophene",Ar-Br|Ar-R|Ar-X|H-SR|Thiophene,Ar-R|Ar-SAr|Ar-SR|Thiophene,97.0,Cc1ccc(S)cc1.Brc1cccs1>>Cc1ccc(Sc2cccs2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,0.0
Ar-Br|H-SR -> Ar-SAr || Any-AromN|Any-OR|Ar-OR|R-AromN|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-Br,Ar-X,R-AromN,Any-AromN","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,R-AromN,Any-AromN",Any-AromN|Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-AromN|R-OR,Any-AromN|Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-AromN|R-OR,90.0,COc1ccc(S)cc1.Cn1cnc(Br)c1>>COc1ccc(Sc2cn(C)cn2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,0.15249857033260467
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,"Ar-Br,Ar-X","Ar-OR,Any-OR,R-OR,H-SR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,74.0,Brc1cccc2ccccc12.COc1ccc(S)cc1>>COc1ccc(Sc2cccc3ccccc23)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,-1.4265740252049672
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|Benzothiophene|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-Br,Ar-X,Benzothiophene","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,Benzothiophene",Any-OR|Ar-Br|Ar-OR|Ar-X|Benzothiophene|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|Benzothiophene|R-OR,90.0,COc1ccc(S)cc1.Brc1ccc2sccc2c1>>COc1ccc(Sc2ccc3sccc3c2)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,-0.7071067811865475
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|Ar-R|R-OR,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-OR,Any-OR,R-OR","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-R|Ar-SAr|Ar-SR|R-OR,97.0,Cc1ccc(S)cc1.COc1ccccc1Br>>COc1ccccc1Sc1ccc(C)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,1.1503163266829939
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|Ar-R|R-OR,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-OR,Any-OR,R-OR","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-R|Ar-SAr|Ar-SR|R-OR,95.0,Cc1ccc(S)cc1.COc1cccc(Br)c1>>COc1cccc(Sc2ccc(C)cc2)c1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,0.8615339852563009
Ar-Br|H-SR -> Ar-SAr || Any-AromN|Any-OR|Ar-OR|R-AromN|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-Br,Ar-X,R-AromN,Any-AromN","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,R-AromN,Any-AromN",Any-AromN|Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-AromN|R-OR,Any-AromN|Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-AromN|R-OR,74.0,COc1ccc(S)cc1.Cn1cncc1Br>>COc1ccc(Sc2cncn2C)cc1,Cu2O,N1,KOtBu,"1,4-Dioxane",,,,-1.0674899923282326
Ar-Cl|H-SR -> Ar-SAr || Any-CO2H|Any-OR|Ar-CO2H|Ar-OR|Ar-R|Pyridine|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-R,Ar-Cl,Ar-X,Ar-CO2H,Any-CO2H,Pyridine","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,Ar-CO2H,Any-CO2H,Pyridine",Any-CO2H|Any-OR|Ar-CO2H|Ar-Cl|Ar-OR|Ar-R|Ar-X|H-SR|Pyridine|R-OR,Any-CO2H|Any-OR|Ar-CO2H|Ar-OR|Ar-R|Ar-SAr|Ar-SR|Pyridine|R-OR,84.0,COc1cccc(S)c1.Cc1ccc(C(=O)O)c(Cl)n1>>COc1cccc(Sc2nc(C)ccc2C(=O)O)c1,CuBr,,K2CO3,DMF,HOAc,,,0.0
Ar-Br|H-SR -> Bn-SR || Any-NH2|Any-OR|Ar-OR|Ar-R|H-NHR|R-OR,False,"Ar-R,Ar-Br,Ar-X,H-NHR,Any-NH2","Ar-OR,Any-OR,R-OR,H-SR","Ar-R,H-NHR,Any-NH2,Ar-OR,Any-OR,R-OR,Bn-SR",Any-NH2|Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|H-NHR|H-SR|R-OR,Any-NH2|Any-OR|Ar-OR|Ar-R|Bn-SR|H-NHR|R-OR,74.0,Cc1cc(Br)ccc1N.COc1ccc(CS)cc1>>COc1ccc(CSc2ccc(N)c(C)c2)cc1,Pd2(dba)3,XantPhos,Et3N,"1,4-Dioxane",,,,0.0
Ar-Br|H-SR -> Ar-SR || Ar-R|Thiophene,False,H-SR,"Ar-R,Ar-Br,Ar-X,Thiophene","Ar-R,Ar-SR,Any-SR,R-SR,RCH2-SR,Thiophene",Ar-Br|Ar-R|Ar-X|H-SR|Thiophene,Any-SR|Ar-R|Ar-SR|R-SR|RCH2-SR|Thiophene,70.0,CCCCCCCCCCS.CCCCCCCCCCc1ccsc1Br>>CCCCCCCCCCSc1sccc1CCCCCCCCCC,Pd2(dba)3,,DIPEA,PhMe,,,,0.0
Ar-Br|H-SR -> Bn-SR || Any-OR|Bn-NR2|R-OR|R2CH-OR,False,H-SR,"Ar-Br,Ar-X,Bn-NR2,R2CH-OR,Any-OR,R-OR","Bn-NR2,R2CH-OR,Any-OR,R-OR,Bn-SR",Any-OR|Ar-Br|Ar-X|Bn-NR2|H-SR|R-OR|R2CH-OR,Any-OR|Bn-NR2|Bn-SR|R-OR|R2CH-OR,94.0,SCc1ccccc1.COC1CN(Cc2cccc(Br)c2)C1>>COC1CN(Cc2cccc(SCc3ccccc3)c2)C1,Pd2(dba)3,XantPhos,DIPEA,"1,4-Dioxane",,,,0.0
Ar-Br|H-SR -> Bn-SR || Any-CHO|Ar-CHO|Pyridine,False,H-SR,"Ar-Br,Ar-X,Ar-CHO,Any-CHO,Pyridine","Ar-CHO,Any-CHO,Bn-SR,Pyridine",Any-CHO|Ar-Br|Ar-CHO|Ar-X|H-SR|Pyridine,Any-CHO|Ar-CHO|Bn-SR|Pyridine,94.0,SCc1ccccc1.O=Cc1cc(Br)ccn1>>O=Cc1cc(SCc2ccccc2)ccn1,Pd2(dba)3,XantPhos,DIPEA,"1,4-Dioxane",,,,0.0
Ar-I|H-SR -> Ar-SAr || Any-AromN|Any-C=C|Any-NH2|H-Alkenyl|H-NHR|Pyridine|R-AromN|R2CH-OR|RCH2-OR,False,"H-NHR,Any-NH2,H-SR","Ar-I,Ar-X,R-AromN,Any-AromN,R2CH-OR,RCH2-OR,H-Alkenyl,Any-C=C,Pyridine","H-NHR,Any-NH2,Ar-SAr,Ar-SR,R-AromN,Any-AromN,R2CH-OR,RCH2-OR,H-Alkenyl,Any-C=C,Pyridine",Any-AromN|Any-C=C|Any-NH2|Ar-I|Ar-X|H-Alkenyl|H-NHR|H-SR|Pyridine|R-AromN|R2CH-OR|RCH2-OR,Any-AromN|Any-C=C|Any-NH2|Ar-SAr|Ar-SR|H-Alkenyl|H-NHR|Pyridine|R-AromN|R2CH-OR|RCH2-OR,79.0,Nc1cccc(S)c1.Ic1ccc2c(/C=C/c3ccccn3)nn(C3CCCCO3)c2c1>>Nc1cccc(Sc2ccc3c(/C=C/c4ccccn4)nn(C4CCCCO4)c3c2)c1,Pd2(dba)3,XantPhos,NaHCO3,DMF,,,,0.0
Ar-Br|Ar-X -> Ar-SAr || Any-AromN|Any-NH2|Any-NR2|Any-OR|Ar-Cl|Ar-NR2|Ar-OR|Ar-R|Ar-X|H-NHR|Pyrimidine|R-AromN|R-OR,False,"Ar-Cl,Ar-X,H-SR","Ar-R,Ar-Br,Ar-X,Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR,H-NHR,Any-NH2,R-AromN,Any-AromN,Pyrimidine","Ar-R,Ar-Cl,Ar-X,Ar-NR2,Any-NR2,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,H-NHR,Any-NH2,R-AromN,Any-AromN,Pyrimidine",Any-AromN|Any-NH2|Any-NR2|Any-OR|Ar-Br|Ar-Cl|Ar-NR2|Ar-OR|Ar-R|Ar-X|H-NHR|H-SR|Pyrimidine|R-AromN|R-OR,Any-AromN|Any-NH2|Any-NR2|Any-OR|Ar-Cl|Ar-NR2|Ar-OR|Ar-R|Ar-SAr|Ar-SR|Ar-X|H-NHR|Pyrimidine|R-AromN|R-OR,96.0,Sc1ccccc1Cl.COc1ccc(Cn2nc(Br)c3ncc(N4CCC(C)(N)CC4)nc32)cc1>>COc1ccc(Cn2nc(Sc3ccccc3Cl)c3ncc(N4CCC(C)(N)CC4)nc32)cc1,Pd2(dba)3,XantPhos,DIPEA,"1,4-Dioxane",,,,0.0
Ar-I|H-SR -> Ar-SR || Any-AromN|Any-CO2R|Any-Carbamate|Any-NR2|Ar-NR2|H-Carbamate|Pyrimidine|R-AromN|R-Ester|R-H-acidic|R2CH-OR|RCH2-CO2R|RCH2-OR,False,"R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","Ar-I,Ar-X,Ar-NR2,Any-NR2,R-AromN,Any-AromN,H-Carbamate,Any-Carbamate,R2CH-OR,RCH2-OR,Pyrimidine","R-H-acidic,Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-NR2,Any-NR2,R-AromN,Any-AromN,H-Carbamate,Any-Carbamate,R2CH-OR,RCH2-OR,RCH2-CO2R,Any-CO2R,R-Ester,Pyrimidine",Any-AromN|Any-CO2R|Any-Carbamate|Any-NR2|Ar-I|Ar-NR2|Ar-X|H-Carbamate|H-SR|Pyrimidine|R-AromN|R-Ester|R-H-acidic|R2CH-OR|RCH2-CO2R|RCH2-OR,Any-AromN|Any-CO2R|Any-Carbamate|Any-NR2|Any-SR|Ar-NR2|Ar-SR|H-Carbamate|Pyrimidine|R-AromN|R-Ester|R-H-acidic|R-SR|R2CH-OR|RCH2-CO2R|RCH2-OR|RCH2-SR,98.0,CCCCC(CC)COC(=O)CCS.CC1(NC(=O)OC(C)(C)C)CCN(c2cnc3c(I)nn(C4CCCCO4)c3n2)CC1>>CCCCC(CC)COC(=O)CCSc1nn(C2CCCCO2)c2nc(N3CCC(C)(NC(=O)OC(C)(C)C)CC3)cnc12,1621274-19-8,,DIPEA,"1,4-Dioxane",,,,0.0
Ar-X|H-SR -> Ar-SAr || Any-NH2|Ar-Cl|Ar-X|H-NHR,False,H-SR,"Ar-Cl,Ar-X,Ar-I,H-NHR,Any-NH2","Ar-Cl,Ar-X,H-NHR,Any-NH2,Ar-SAr,Ar-SR",Any-NH2|Ar-Cl|Ar-I|Ar-X|H-NHR|H-SR,Any-NH2|Ar-Cl|Ar-SAr|Ar-SR|Ar-X|H-NHR,90.0,Sc1ccc2ccccc2c1.Nc1ccc(I)c(Cl)c1>>Nc1ccc(Sc2ccc3ccccc3c2)c(Cl)c1,Cu(0),154769-61-6,NaOtBu,"1,4-Dioxane",,,,1.0734900802433855
Ar-X|H-SR -> Ar-SR || Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,Ar-I",H-SR,"Ar-Cl,Ar-X,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-Cl|Ar-I|Ar-X|H-SR,Any-SR|Ar-Cl|Ar-SR|Ar-X|R-SR|RCH2-SR,93.0,Clc1ccc(I)cc1.CCCCCCCCCCCCCCCCCCS>>CCCCCCCCCCCCCCCCCCSc1ccc(Cl)cc1,Cu(0),154769-61-6,NaOtBu,"1,4-Dioxane",,,,0.4991761286805727
Ar-I|H-SR -> Ar-SAr || Any-NH2|Ar-F|Ar-R|Ar-X|H-NHR,False,"Ar-I,Ar-X,Ar-F,H-NHR,Any-NH2","Ar-R,H-SR","Ar-R,Ar-F,Ar-X,H-NHR,Any-NH2,Ar-SAr,Ar-SR",Any-NH2|Ar-F|Ar-I|Ar-R|Ar-X|H-NHR|H-SR,Any-NH2|Ar-F|Ar-R|Ar-SAr|Ar-SR|Ar-X|H-NHR,74.0,Nc1ccc(I)cc1F.Cc1cc(C)cc(S)c1>>Cc1cc(C)cc(Sc2ccc(N)c(F)c2)c1,Cu(0),154769-61-6,NaOtBu,"1,4-Dioxane",,,,0.0
Ar-Br|H-NHR|H-SR -> Ar-SR || Any-CO2R|R-Ester|R-H-acidic|RCH2-CO2R,False,"Ar-Br,Ar-X,Ar-I","R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","R-H-acidic,Ar-SR,Any-SR,R-SR,RCH2-SR,H-NR2,Any-NHR,RCH2-CO2R,Any-CO2R,R-Ester",Any-CO2R|Any-NH2|Ar-Br|Ar-I|Ar-X|H-NHR|H-SR|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-NHR|Any-SR|Ar-SR|H-NR2|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,72.0,Brc1cccc(I)c1.CCOC(=O)CCS.CCCCCCN>>CCCCCCNc1cccc(SCCC(=O)OCC)c1,NiBr2(dme),4CzIPN,,DMAc,,,,0.0
Ar-Br|H-SR -> Ar-SR || Any-CO2R|Ar-OTs|R-Ester|R-H-acidic|RCH2-CO2R,False,"R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","Ar-Br,Ar-X,Ar-OTs","R-H-acidic,Ar-OTs,Ar-SR,Any-SR,R-SR,RCH2-SR,RCH2-CO2R,Any-CO2R,R-Ester",Any-CO2R|Ar-Br|Ar-OTs|Ar-X|H-SR|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-SR|Ar-OTs|Ar-SR|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,89.0,CCOC(=O)CCS.Cc1ccc(S(=O)(=O)Oc2cccc(Br)c2)cc1>>CCOC(=O)CCSc1cccc(OS(=O)(=O)c2ccc(C)cc2)c1,NiBr2(dme),4CzIPN,,DMAc,,,,0.0
Ar-Br|H-SR -> Ar-SR || Any-CO2R|Ar-OTf|R-Ester|R-H-acidic|RCH2-CO2R,False,"R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","Ar-Br,Ar-X,Ar-OTf","R-H-acidic,Ar-OTf,Ar-SR,Any-SR,R-SR,RCH2-SR,RCH2-CO2R,Any-CO2R,R-Ester",Any-CO2R|Ar-Br|Ar-OTf|Ar-X|H-SR|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-SR|Ar-OTf|Ar-SR|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,83.0,CCOC(=O)CCS.O=S(=O)(Oc1cccc(Br)c1)C(F)(F)F>>CCOC(=O)CCSc1cccc(OS(=O)(=O)C(F)(F)F)c1,NiBr2(dme),4CzIPN,,DMAc,,,,0.0
Ar-Br|H-NR2|H-SR -> Ar-SR || Any-CO2R|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,False,"R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","Ar-Br,Ar-X,Pyrimidine","R-H-acidic,Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-NR2,Any-NR2,RCH2-CO2R,Any-CO2R,R-Ester,Pyrimidine",Any-CO2R|Any-NHR|Ar-Br|Ar-X|H-NR2|H-SR|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-NR2|Any-SR|Ar-NR2|Ar-SR|Pyrimidine|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,76.0,CCOC(=O)CCS.Brc1cnc(Br)nc1.C1CCNC1>>CCOC(=O)CCSc1cnc(N2CCCC2)nc1,NiBr2(dme),4CzIPN,,DMAc,,,,0.2182178902359924
Ar-Br|H-SR -> Ar-SR || Any-CO2R|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,False,"R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","Ar-Br,Ar-X,Pyrimidine","R-H-acidic,Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-SAr,RCH2-CO2R,Any-CO2R,R-Ester,Pyrimidine",Any-CO2R|Ar-Br|Ar-X|H-SR|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-SR|Ar-SAr|Ar-SR|Pyrimidine|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,70.0,CCOC(=O)CCS.Brc1cnc(Br)nc1.Sc1ccccc1>>CCOC(=O)CCSc1cnc(Sc2ccccc2)nc1,NiBr2(dme),4CzIPN,,DMAc,,,,-0.7071067811865475
Ar-Br|H-NR2|H-SR -> Ar-SR || Any-CO2R|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,False,"Ar-Br,Ar-X,Pyrimidine","R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","R-H-acidic,Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-NR2,Any-NR2,RCH2-CO2R,Any-CO2R,R-Ester,Pyrimidine",Any-CO2R|Any-NHR|Ar-Br|Ar-X|H-NR2|H-SR|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-NR2|Any-SR|Ar-NR2|Ar-SR|Pyrimidine|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,70.0,Brc1ccnc(Br)n1.CCOC(=O)CCS.C1CCNC1>>CCOC(=O)CCSc1ccnc(N2CCCC2)n1,NiBr2(dme),4CzIPN,,DMAc,,,,-1.091089451179962
Ar-Br|H-SR -> Ar-SR || Any-CO2R|Ar-Br|Ar-X|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,False,"Ar-Br,Ar-X,Pyrimidine","R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","R-H-acidic,Ar-Br,Ar-X,Ar-SR,Any-SR,R-SR,RCH2-SR,RCH2-CO2R,Any-CO2R,R-Ester,Pyrimidine",Any-CO2R|Ar-Br|Ar-X|H-SR|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-SR|Ar-Br|Ar-SR|Ar-X|Pyrimidine|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,80.0,Brc1ccnc(Br)n1.CCOC(=O)CCS>>CCOC(=O)CCSc1ccnc(Br)n1,NiBr2(dme),4CzIPN,,DMAc,,,,0.0
Ar-Br|H-SR -> Ar-SAr || Ar-Br|Ar-X|Pyrimidine,False,H-SR,"Ar-Br,Ar-X,Pyrimidine","Ar-Br,Ar-X,Ar-SAr,Ar-SR,Pyrimidine",Ar-Br|Ar-X|H-SR|Pyrimidine,Ar-Br|Ar-SAr|Ar-SR|Ar-X|Pyrimidine,84.0,Sc1ccccc1.Brc1ccnc(Br)n1>>Brc1nccc(Sc2ccccc2)n1,NiBr2(dme),4CzIPN,,DMAc,,,,0.0
Ar-Br|H-NR2|H-SR -> Ar-SR || Any-CO2R|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,False,"R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","Ar-Br,Ar-X,Pyrimidine","R-H-acidic,Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-NR2,Any-NR2,RCH2-CO2R,Any-CO2R,R-Ester,Pyrimidine",Any-CO2R|Any-NHR|Ar-Br|Ar-X|H-NR2|H-SR|Pyrimidine|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-NR2|Any-SR|Ar-NR2|Ar-SR|Pyrimidine|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,79.0,CCOC(=O)CCS.Brc1cnc(Br)nc1.C1CCNC1>>CCOC(=O)CCSc1ncc(N2CCCC2)cn1,NiBr2(dme),4CzIPN,Dabco,DMAc,,,,0.8728715609439696
Ar-X|H-SR -> Ar-SR || Any-CO2R|Ar-Br|Ar-X|R-Ester|R-H-acidic|RCH2-CO2R,False,"Ar-Br,Ar-X,Ar-I","R-H-acidic,H-SR,RCH2-CO2R,Any-CO2R,R-Ester","R-H-acidic,Ar-Br,Ar-X,Ar-SR,Any-SR,R-SR,RCH2-SR,RCH2-CO2R,Any-CO2R,R-Ester",Any-CO2R|Ar-Br|Ar-I|Ar-X|H-SR|R-Ester|R-H-acidic|RCH2-CO2R,Any-CO2R|Any-SR|Ar-Br|Ar-SR|Ar-X|R-Ester|R-H-acidic|R-SR|RCH2-CO2R|RCH2-SR,76.0,Brc1cccc(I)c1.CCOC(=O)CCS>>CCOC(=O)CCSc1cccc(Br)c1,NiBr2(dme),4CzIPN,Dabco,DMAc,,,,-0.8320502943378437
