Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Br|H-SR -> Bn-SR || Any-AromN|Any-OR|Ar-Ar|Ar-OR|Ar-R|H-OR|R-AromN|R-CF3|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-Ar,Ar-R,Ar-Br,Ar-X,R-AromN,Any-AromN,H-OR,R-CF3","Ar-Ar,Ar-R,Ar-OR,Any-OR,R-OR,R-AromN,Any-AromN,H-OR,R-CF3,Bn-SR",Any-AromN|Any-OR|Ar-Ar|Ar-Br|Ar-OR|Ar-R|Ar-X|H-OR|H-SR|R-AromN|R-CF3|R-OR,Any-AromN|Any-OR|Ar-Ar|Ar-OR|Ar-R|Bn-SR|H-OR|R-AromN|R-CF3|R-OR,80.0,COc1ccc(CS)cc1.Cn1c(Br)cnc1-c1ccc(C(C)(O)C(F)(F)F)cc1>>COc1ccc(CSc2cnc(-c3ccc(C(C)(O)C(F)(F)F)cc3)n2C)cc1,Pd(OAc)2,223390-60-1,NaOtBu,DME,,,,0.0
Ar-I|H-SR -> Ar-SR || Any-CO2R|Any-NH2|Any-OR|H-NHR|R-Ester|R-H-acidic|R-OR|R2CH-OR,False,"Ar-I,Ar-X,H-NHR,Any-NH2","R-H-acidic,H-SR,R2CH-OR,Any-OR,R-OR,R-Ester,Any-CO2R","R-H-acidic,Ar-SR,Any-SR,R-SR,R2CH-SR,H-NHR,Any-NH2,R2CH-OR,Any-OR,R-OR,R-Ester,Any-CO2R",Any-CO2R|Any-NH2|Any-OR|Ar-I|Ar-X|H-NHR|H-SR|R-Ester|R-H-acidic|R-OR|R2CH-OR,Any-CO2R|Any-NH2|Any-OR|Any-SR|Ar-SR|H-NHR|R-Ester|R-H-acidic|R-OR|R-SR|R2CH-OR|R2CH-SR,99.0,Nc1ccc(I)cc1.CC(=O)OC[C@H]1O[C@@H](S)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O>>CC(=O)OC[C@H]1O[C@@H](Sc2ccc(N)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Pd(OAc)2,XantPhos,Et3N,"1,4-Dioxane",,,,0.0
Ar-Br|H-SR -> Ar-SR || Any-Amide|Any-CO2H|H-Amide|R-CO2H|R-H-acidic|RCH2-CO2H,False,"R-H-acidic,Ar-Br,Ar-X,H-Amide,Any-Amide","R-H-acidic,H-SR,RCH2-CO2H,Any-CO2H,R-CO2H","R-H-acidic,Ar-SR,Any-SR,R-SR,RCH2-SR,H-Amide,Any-Amide,RCH2-CO2H,Any-CO2H,R-CO2H",Any-Amide|Any-CO2H|Ar-Br|Ar-X|H-Amide|H-SR|R-CO2H|R-H-acidic|RCH2-CO2H,Any-Amide|Any-CO2H|Any-SR|Ar-SR|H-Amide|R-CO2H|R-H-acidic|R-SR|RCH2-CO2H|RCH2-SR,73.0,CC(=O)Nc1ccc(Br)cc1.O=C(O)CCS>>CC(=O)Nc1ccc(SCCC(=O)O)cc1,NiCl2,,,91-22-5 / Py / water,,,,0.0
Ar-Br|H-SR -> Ar-SR || Any-X|Ar-Ar|R-F|R-X,False,"H-SR,R-F,Any-X,R-X",,"Ar-Ar,Ar-SR,Any-SR,R-SR,R-F,Any-X,R-X",Any-X|Ar-Ar|Ar-Br|Ar-X|H-SR|R-F|R-X,Any-SR|Any-X|Ar-Ar|Ar-SR|R-F|R-SR|R-X,96.0,FC(F)(F)S.[Ag].Brc1ccccc1-c1ccccn1>>FC(F)(F)Sc1ccccc1-c1ccccn1,CuBr,phen,,MeCN,,,,0.5773502691896258
Ar-Cl|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,Ar-Cl,Ar-X",H-SR,"Ar-R,Ar-SAr,Ar-SR",Ar-Cl|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,77.0,Cc1ccccc1Cl.Sc1ccccc1>>Cc1ccccc1Sc1ccccc1,854019-82-2,,KOtBu,PhMe,,,,-0.6153154411831994
Any-SCN|Ar-CHO|Ar-I -> Ar-Ar || Ar-R,False,"Ar-CHO,Any-CHO",Any-SCN,"Ar-Ar,Ar-R,Thiazole",Any-CHO|Any-NH2|Any-SCN|Ar-CHO|Ar-I|Ar-R|Ar-X|H-NHR,Ar-Ar|Ar-R|Thiazole,89.0,O=Cc1ccccc1.N#CS.[K].Cc1ccc(N)c(I)c1>>Cc1ccc2nc(-c3ccccc3)sc2c1,CuI,phen,Cs2CO3,water,,,,-0.7071067811865476
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,"Ar-Br,Ar-X,Ar-OR,Any-OR,R-OR",H-SR,"Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,73.0,COc1ccc(Br)cc1.Sc1ccccc1>>COc1ccc(Sc2ccccc2)cc1,Cu(0),1344-28-1,Cs2CO3,DMF,,,,-1.5380458560116808
Ar-I|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-I,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-I|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,89.0,Sc1ccccc1.CC(C)(C)c1ccc(I)cc1>>CC(C)(C)c1ccc(Sc2ccccc2)cc1,CuI,,Cs2CO3,NMP,,,,0.02356713478102065
Ar-F|H-SR -> Ar-SAr || Any-NH2|Any-NO2|Ar-NO2|H-NHR,False,H-SR,"Ar-F,Ar-X,Ar-NO2,Any-NO2,H-NHR,Any-NH2","Ar-NO2,Any-NO2,H-NHR,Any-NH2,Ar-SAr,Ar-SR",Any-NH2|Any-NO2|Ar-F|Ar-NO2|Ar-X|H-NHR|H-SR,Any-NH2|Any-NO2|Ar-NO2|Ar-SAr|Ar-SR|H-NHR,84.0,Sc1ccccc1.Nc1cc(F)cc([N+](=O)[O-])c1>>Nc1cc(Sc2ccccc2)cc([N+](=O)[O-])c1,12501-23-4,,,MeOH,,,,0.0
Ar-I|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-I,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-I|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,91.0,Sc1ccccc1.CC(C)(C)c1ccc(I)cc1>>CC(C)(C)c1ccc(Sc2ccccc2)cc1,FeCl3,XantPhos,NaOtBu,PhMe,,,,0.19945843339058772
Ar-Cl|H-SR -> Ar-SR || Any-NO2|Ar-NO2,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2",H-SR,"Ar-SR,Any-SR,R-SR,R2CH-SR,Ar-NO2,Any-NO2",Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-SR,Any-NO2|Any-SR|Ar-NO2|Ar-SR|R-SR|R2CH-SR,94.0,O=[N+]([O-])c1ccc(Cl)cc1.CCC(C)S>>CCC(C)Sc1ccc([N+](=O)[O-])cc1,NiOAc2,IPrCl,KOtBu,DMF,,,,0.4001603988851672
Ar-Br|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-Br,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-Br|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,92.0,Sc1ccccc1.Cc1cccc(C)c1Br>>Cc1cccc(C)c1Sc1ccccc1,Py,1427287-04-4,KOtBu,PhMe,,,,0.377719168310057
Ar-Br|H-SR -> Ar-SAr || Any-COR|Ar-COR|R-COR|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-X,Ar-COR,Any-COR,R-COR",H-SR,"R-H-acidic,Ar-COR,Any-COR,R-COR,Ar-SAr,Ar-SR",Any-COR|Ar-Br|Ar-COR|Ar-X|H-SR|R-COR|R-H-acidic,Any-COR|Ar-COR|Ar-SAr|Ar-SR|R-COR|R-H-acidic,90.0,CC(=O)c1ccc(Br)cc1.Sc1ccccc1>>CC(=O)c1ccc(Sc2ccccc2)cc1,1317-61-9,7631-86-9,KOH,DMSO,,,,0.42302353315474095
Ar-I|H-SR -> Ar-SAr || Any-CO2H|Ar-CO2H,False,H-SR,"Ar-I,Ar-X,Ar-CO2H,Any-CO2H","Ar-SAr,Ar-SR,Ar-CO2H,Any-CO2H",Any-CO2H|Ar-CO2H|Ar-I|Ar-X|H-SR,Any-CO2H|Ar-CO2H|Ar-SAr|Ar-SR,87.0,Sc1ccccc1.O=C(O)c1ccc(I)cc1>>O=C(O)c1ccc(Sc2ccccc2)cc1,12018-79-0,,KOtBu,"1,4-Dioxane",,,,-0.22982389098345318
Ar-Br|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-Br,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-Br|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,74.0,Sc1ccccc1.Cc1cc(C)c(Br)cc1C>>Cc1cc(C)c(Sc2ccccc2)cc1C,Pd(OAc)2,1265918-89-5,,DMSO,,,,-0.8600601608724434
Ar-I|H-SR -> Ar-SAr || Any-CHO|Any-OR|Ar-CHO|Ar-OR|R-OR,False,"Ar-I,Ar-X,Ar-CHO,Any-CHO","Ar-OR,Any-OR,R-OR,H-SR","Ar-CHO,Any-CHO,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-CHO|Any-OR|Ar-CHO|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-CHO|Any-OR|Ar-CHO|Ar-OR|Ar-SAr|Ar-SR|R-OR,87.0,O=Cc1cccc(I)c1.COc1cccc(S)c1>>COc1cccc(Sc2cccc(C=O)c2)c1,CuI,,K2CO3,iPrOH,,,,-1.1285529853737564
Ar-Cl|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-Cl,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Cl|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,98.0,Sc1ccccc1.COc1ccc(Cl)cc1>>COc1ccc(Sc2ccccc2)cc1,Pd(dba)2,158923-11-6,KOtBu,PhMe,,,,0.5121464092488842
Ar-Cl|H-NHR -> Ar-SAr || Any-NO2|Ar-NO2,False,"H-NHR,Any-NH2,H-SR","Ar-Cl,Ar-X,Ar-CHO,Any-CHO,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-SAr,Ar-SR,Ar-Imino,Any-Imino",Any-CHO|Any-NH2|Any-NO2|Ar-CHO|Ar-Cl|Ar-NO2|Ar-X|H-NHR|H-SR,Any-Imino|Any-NO2|Ar-Imino|Ar-NO2|Ar-SAr|Ar-SR,86.0,Nc1ccccc1S.O=Cc1cc([N+](=O)[O-])ccc1Cl>>O=[N+]([O-])c1ccc2c(c1)C=Nc1ccccc1S2,7758-89-6,L-Proline,NaOtBu,DMF,,,,0.0
Ar-Br|H-SR -> Ar-SR || Ar-R,False,H-SR,"Ar-R,Ar-Br,Ar-X","Ar-R,Ar-SR,Any-SR,R-SR,R3C-SR",Ar-Br|Ar-R|Ar-X|H-SR,Any-SR|Ar-R|Ar-SR|R-SR|R3C-SR,92.0,CC(C)(C)S.Cc1cccc(C)c1Br>>Cc1cccc(C)c1SC(C)(C)C,Pd(OAc)2,950982-61-3,NaOtBu,DME,,,,0.08183474322760427
Ar-X|H-SR -> Ar-SAr || Ar-Cl|Ar-X,False,H-SR,"Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-I|Ar-X|H-SR,Ar-Cl|Ar-SAr|Ar-SR|Ar-X,84.0,Sc1ccccc1.Clc1ccc(I)cc1>>Clc1ccc(Sc2ccccc2)cc1,12018-79-0,,Cs2CO3,DMSO,,,,-0.6019092721003396
Ar-X|H-SR -> Ar-SAr || Ar-Cl|Ar-X,False,H-SR,"Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-I|Ar-X|H-SR,Ar-Cl|Ar-SAr|Ar-SR|Ar-X,91.0,Sc1ccccc1.Clc1ccc(I)cc1>>Clc1ccc(Sc2ccccc2)cc1,CuI,,Cs2CO3,,,,,0.41885439037910277
Ar-X|H-SR -> Ar-SAr || Any-NH2|Ar-Cl|Ar-X|H-NHR,False,"H-NHR,Any-NH2,H-SR","Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,H-NHR,Any-NH2,Ar-SAr,Ar-SR",Any-NH2|Ar-Cl|Ar-I|Ar-X|H-NHR|H-SR,Any-NH2|Ar-Cl|Ar-SAr|Ar-SR|Ar-X|H-NHR,85.0,Nc1ccccc1S.Clc1ccc(I)cc1>>Nc1ccccc1Sc1ccc(Cl)cc1,Cu(OAc)2·H2O,492-98-8,Cs2CO3,DMSO,,,,0.26024001945294123
Ar-Br|H-SR -> Bn-SR || Quinoline,False,"Ar-Br,Ar-X,Quinoline",H-SR,"Bn-SR,Quinoline",Ar-Br|Ar-X|H-SR|Quinoline,Bn-SR|Quinoline,71.0,Brc1c(Br)c2cccnc2c2ncccc12.SCc1ccccc1>>c1ccc(CSc2c(SCc3ccccc3)c3cccnc3c3ncccc23)cc1,Pd2(dba)3,DPEPhos,KOtBu,PhMe,,,,0.0
Ar-I|H-SR -> Ar-SR || Ar-C#C|Ar-R,False,H-SR,"Ar-C#C,Ar-R,Ar-I,Ar-X","Ar-C#C,Ar-R,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-C#C|Ar-I|Ar-R|Ar-X|H-SR,Any-SR|Ar-C#C|Ar-R|Ar-SR|R-SR|RCH2-SR,90.0,CCCCCCCCCCCCS.Ic1ccc(C23CC4(c5ccc(I)cc5)CC(c5ccc(I)cc5)(C2)CC(c2ccc(C#C[c-]56->[Fe+2]789%10%11%12%13(<-[cH]%14[cH]->7[cH]->8[cH-]->9[cH]->%10%14)<-[cH]([cH]->%11[cH]->%125)[cH]->%136)cc2)(C3)C4)cc1>>CCCCCCCCCCCCSc1ccc(C23CC4(c5ccc(C#C[c-]67->[Fe+2]89%10%11%12%13%14(<-[cH]%15[cH]->8[cH]->9[cH-]->%10[cH]->%11%15)<-[cH]([cH]->%12[cH]->%136)[cH]->%147)cc5)CC(c5ccc(SCCCCCCCCCCCC)cc5)(C2)CC(c2ccc(SCCCCCCCCCCCC)cc2)(C4)C3)cc1,Pd(OAc)2,158923-11-6,KOtBu,DME,,,,0.0
Ar-I|H-SR -> Ar-SR || Any-OR|Ar-OR|R-OR,False,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR",H-SR,"Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Any-SR|Ar-OR|Ar-SR|R-OR|R-SR|RCH2-SR,96.0,COc1cccc(I)c1.CCC(C)CS>>CCC(C)CSc1cccc(OC)c1,Pd(OAc)2,950982-61-3,NaOtBu,DME,,,,0.8054191546317501
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,91.0,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,Cu(0),51-61-6,,iPrOH,,,,0.28538710962796915
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|Bn-CN|R-H-acidic|R-OR,False,"Ar-OR,Any-OR,R-OR,H-SR","R-H-acidic,Ar-Br,Ar-X,Bn-CN","R-H-acidic,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,Bn-CN",Any-OR|Ar-Br|Ar-OR|Ar-X|Bn-CN|H-SR|R-H-acidic|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|Bn-CN|R-H-acidic|R-OR,76.0,COc1ccc(S)cc1.N#CCc1ccc(Br)cc1>>COc1ccc(Sc2ccc(CC#N)cc2)cc1,Cu2O,,NaH,DMF,,,,0.0
Ar-I|H-SR -> Ar-SR || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Any-SR|Ar-OR|Ar-SR|R-OR|R-SR|RCH2-SR,90.0,CCCCCCCCS.COc1ccc(I)cc1>>CCCCCCCCSc1ccc(OC)cc1,CuI,Sarcosine,KOH,"1,4-Dioxane",,,,0.009943446353478769
Ar-X|H-SR -> Ar-SAr || Ar-Cl|Ar-R|Ar-X,False,"Ar-R,H-SR","Ar-Cl,Ar-X,Ar-I","Ar-R,Ar-Cl,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-I|Ar-R|Ar-X|H-SR,Ar-Cl|Ar-R|Ar-SAr|Ar-SR|Ar-X,91.0,Cc1ccc(S)cc1.Clc1ccccc1I>>Cc1ccc(Sc2ccccc2Cl)cc1,Cu(0),,K2CO3,DMF,,,,-0.2878262054420273
Ar-Br|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-Br,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-Br|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,90.0,Sc1ccccc1.Cc1cccc(C)c1Br>>Cc1cccc(C)c1Sc1ccccc1,1427287-02-2,,KOtBu,PhMe,,,,0.2401881317342236
Ar-Br|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,"Ar-Br,Ar-X,Ar-OR,Any-OR,R-OR",H-SR,"Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,70.0,COc1ccc(Br)cc1.Sc1ccccc1>>COc1ccc(Sc2ccccc2)cc1,12018-79-0,,Cs2CO3,DMSO,,,,-1.872461348431822
Ar-Br|H-SR -> Ar-SR || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-Br,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-Br|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Any-SR|Ar-OR|Ar-SR|R-OR|R-SR|RCH2-SR,96.0,CCC(C)CS.COc1cccc(Br)c1>>CCC(C)CSc1cccc(OC)c1,Pd(OAc)2,950982-61-3,NaOtBu,DME,,,,1.0279430433067178
Ar-Cl|H-SR -> Ar-SR || Any-NO2|Ar-NO2,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2",H-SR,"Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-NO2,Any-NO2",Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-SR,Any-NO2|Any-SR|Ar-NO2|Ar-SR|R-SR|RCH2-SR,96.0,O=[N+]([O-])c1ccc(Cl)cc1.CCCCCCCCS>>CCCCCCCCSc1ccc([N+](=O)[O-])cc1,NiOAc2,IPrCl,KOtBu,DMF,,,,0.6089397374339504
Ar-I|H-SR -> Ar-SAr || Any-NH2|Ar-I|Ar-X|H-NHR,False,"H-NHR,Any-NH2,H-SR","Ar-I,Ar-X","Ar-I,Ar-X,H-NHR,Any-NH2,Ar-SAr,Ar-SR",Any-NH2|Ar-I|Ar-X|H-NHR|H-SR,Any-NH2|Ar-I|Ar-SAr|Ar-SR|Ar-X|H-NHR,74.0,Nc1ccccc1S.Ic1ccccc1I>>Nc1ccccc1Sc1ccccc1I,CuI,106129-86-6,Cs2CO3,DMSO,,,,0.0
Ar-Cl|H-SR -> Ar-SAr || Any-CN|Any-NO2|Ar-CN|Ar-NO2|H-OR,False,"Ar-Cl,Ar-X,Ar-CN,Any-CN,Ar-NO2,Any-NO2","H-OR,H-SR","Ar-CN,Any-CN,Ar-NO2,Any-NO2,Ar-SAr,Ar-SR,H-OR",Any-CN|Any-NO2|Ar-CN|Ar-Cl|Ar-NO2|Ar-X|H-OR|H-SR,Any-CN|Any-NO2|Ar-CN|Ar-NO2|Ar-SAr|Ar-SR|H-OR,89.0,N#Cc1ccc(Cl)c([N+](=O)[O-])c1.OCc1ccccc1S>>N#Cc1ccc(Sc2ccccc2CO)c([N+](=O)[O-])c1,Cu(0),,K2CO3,DMF,,,,0.7071067811865476
Ar-I|RCH2-NR2 -> Ar-SAr || Any-NO2|Ar-NO2|Ar-R,False,"Ar-I,Ar-X,Ar-NO2,Any-NO2","RCH2-NR2,Any-NR2,R-NR2","Ar-R,Ar-NO2,Any-NO2,Ar-SAr,Ar-SR,Thiazole",Any-NHR|Any-NO2|Any-NR2|Ar-I|Ar-NO2|Ar-R|Ar-X|H-NR2|H-SR|R-NR2|RCH2-NR2,Any-NO2|Ar-NO2|Ar-R|Ar-SAr|Ar-SR|Thiazole,87.0,O=[N+]([O-])c1ccccc1I.CCN(CC)CC.Cc1cc(I)c(NC(=S)S)cc1C>>Cc1cc2nc(Sc3ccccc3[N+](=O)[O-])sc2cc1C,CuI,1,K2CO3,DMSO,,,,0.7071067811865475
Ar-I|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,H-SR","Ar-R,Ar-I,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-I|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,91.0,CC(C)c1ccccc1S.CC(C)c1ccccc1I>>CC(C)c1ccccc1Sc1ccccc1C(C)C,CuI,,K2CO3,t-AmylOH,,,,0.19945843339058772
Ar-I|H-SR -> Ar-SR || Ar-C#C|Ar-R,False,H-SR,"Ar-C#C,Ar-R,Ar-I,Ar-X","Ar-C#C,Ar-R,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-C#C|Ar-I|Ar-R|Ar-X|H-SR,Any-SR|Ar-C#C|Ar-R|Ar-SR|R-SR|RCH2-SR,90.0,CCCCCCCCS.Ic1ccc(C23CC4(c5ccc(I)cc5)CC(c5ccc(I)cc5)(C2)CC(c2ccc(C#C[c-]56->[Fe+2]789%10%11%12%13(<-[cH]%14[cH]->7[cH]->8[cH-]->9[cH]->%10%14)<-[cH]([cH]->%11[cH]->%125)[cH]->%136)cc2)(C3)C4)cc1>>CCCCCCCCSc1ccc(C23CC4(c5ccc(C#C[c-]67->[Fe+2]89%10%11%12%13%14(<-[cH]%15[cH]->8[cH]->9[cH-]->%10[cH]->%11%15)<-[cH]([cH]->%12[cH]->%136)[cH]->%147)cc5)CC(c5ccc(SCCCCCCCC)cc5)(C2)CC(c2ccc(SCCCCCCCC)cc2)(C4)C3)cc1,Pd(OAc)2,158923-11-6,KOtBu,DME,,,,0.0
Ar-Br|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,Ar-Br,Ar-X",H-SR,"Ar-R,Ar-SAr,Ar-SR",Ar-Br|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,95.0,Cc1cccc(C)c1Br.Sc1ccccc1>>Cc1cccc(C)c1Sc1ccccc1,Pd(OAc)2,97239-80-0,NaOtBu,"1,4-Dioxane",,,,0.584015723173807
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,90.0,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,CuI,115-41-3,K2CO3,DMF,,,,0.20606971131174878
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,H-SR,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|R-OR,95.0,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,Ni(cod)2,19673-86-0,KOtBu,DMF,,,,0.6026567028928508
Ar-Br|Ar-X -> Ar-SAr || Any-NO2|Ar-Cl|Ar-NO2|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Br,Ar-X,Ar-NO2,Any-NO2","Ar-Cl,Ar-X,Ar-NO2,Any-NO2,Ar-SAr,Ar-SR",Any-NO2|Ar-Br|Ar-Cl|Ar-NO2|Ar-X|H-SR,Any-NO2|Ar-Cl|Ar-NO2|Ar-SAr|Ar-SR|Ar-X,96.0,Sc1ccc(Cl)cc1.O=[N+]([O-])c1cccc(Br)c1>>O=[N+]([O-])c1cccc(Sc2ccc(Cl)cc2)c1,CuI,L-Proline,K3PO4,EtOH / water,,,,1.1567034896476118
Ar-I|H-SR -> Ar-SAr || Any-NO2|Any-OR|Ar-NO2|Ar-OR|R-OR,False,"Ar-I,Ar-X,Ar-NO2,Any-NO2","Ar-OR,Any-OR,R-OR,H-SR","Ar-NO2,Any-NO2,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR",Any-NO2|Any-OR|Ar-I|Ar-NO2|Ar-OR|Ar-X|H-SR|R-OR,Any-NO2|Any-OR|Ar-NO2|Ar-OR|Ar-SAr|Ar-SR|R-OR,97.0,O=[N+]([O-])c1ccc(I)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,7758-89-6,1,,water,,,,0.7797445571533921
Ar-I|H-SR -> Bn-SR || Any-Carbamate|Quinoline|R-Carbamate,False,"Ar-I,Ar-X,R-Carbamate,Any-Carbamate,Quinoline",H-SR,"R-Carbamate,Any-Carbamate,Bn-SR,Quinoline",Any-Carbamate|Ar-I|Ar-X|H-SR|Quinoline|R-Carbamate,Any-Carbamate|Bn-SR|Quinoline|R-Carbamate,97.0,CCN(CC)C(=O)Oc1cc2ncccc2cc1I.SCc1ccccc1>>CCN(CC)C(=O)Oc1cc2ncccc2cc1SCc1ccccc1,Pd2(dba)3,DPPF,Et3N,NMP,,,,0.0
Ar-Cl -> None || Any-NH2|Any-SCN|Ar-NHAr|Ar-R|H-NHR,False,Any-SCN,,"Ar-R,H-NHR,Any-NH2,Ar-NHAr,Any-SCN",Any-NH2|Any-SCN|Ar-Cl|Ar-NHAr|Ar-R|Ar-X|H-NHR,Any-NH2|Any-SCN|Ar-NHAr|Ar-R|H-NHR,76.0,N#CS.[K].Cc1ccccc1Nc1nc(N)nc(Cl)n1>>Cc1ccccc1Nc1nc(N)nc(SC#N)n1,7440-31-5,,K2CO3,"1,4-Dioxane",,,,0.0
Ar-Br|H-SR -> Ar-SAr || Ar-CF3,False,H-SR,"Ar-Br,Ar-X,Ar-CF3","Ar-CF3,Ar-SAr,Ar-SR",Ar-Br|Ar-CF3|Ar-X|H-SR,Ar-CF3|Ar-SAr|Ar-SR,80.0,Sc1ccccc1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccc(Sc2ccccc2)cc1,CuO,1034343-98-0,Et3N,,,,,-0.5525169426738316
