Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-F|Ar-OR|Ar-R|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-R,Ar-F,Ar-B(OH)2,Ar-OR","Ar-R,Ar-F,Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Benzimidazole",90.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(OCc2ccc(F)cc2)cc1>>Fc1ccc(COc2ccc(Nc3nc4ccccc4[nH]3)cc2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR|Ar-R|AromN-H|Benzimidazole,False,"Ar-R,Ar-B(OH)2","AromN-H,Ar-NH2,Ar-OR,Benzimidazole","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Ar-OR,Benzimidazole",81.0,Cc1ccc(B(O)O)cc1.COc1ccc2[nH]c(N)nc2c1>>COc1ccc2[nH]c(Nc3ccc(C)cc3)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Benzimidazole|Thiophene,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Thiophene","Ar-B(OH)2,Thiophene|AromN-H,Ar-NH2,Benzimidazole",70.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccsc1>>c1ccc2[nH]c(Nc3ccsc3)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Benzimidazole",80.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc2c(c1)OCCO2>>c1ccc2[nH]c(Nc3ccc4c(c3)OCCO4)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.23008949665420894
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",87.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc2ccccc2c1>>c1ccc2cc(Nc3nc4ccccc4[nH]3)ccc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.7878385971583353
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-F|Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-F,Ar-B(OH)2,Ar-OR","Ar-F,Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Benzimidazole",82.0,Nc1nc2ccccc2[nH]1.COc1ccc(F)cc1B(O)O>>COc1ccc(F)cc1Nc1nc2ccccc2[nH]1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Benzimidazole",85.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc2c(c1)OCO2>>c1ccc2[nH]c(Nc3ccc4c(c3)OCO4)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,1.6873229754642172
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-CN|Ar-F|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-F,Ar-B(OH)2,Ar-CN","Ar-F,Ar-B(OH)2,Ar-CN|AromN-H,Ar-NH2,Benzimidazole",80.0,Nc1nc2ccccc2[nH]1.N#Cc1ccc(B(O)O)cc1F>>N#Cc1ccc(Nc2nc3ccccc3[nH]2)cc1F,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-F|Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-F,Ar-B(OH)2","Ar-F,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",60.0,Nc1ccc(S(N)(=O)=O)cc1.OB(O)c1ccc(F)cc1>>Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,7758-89-6,,KOtBu,MeOH,,,,-0.4543694673976518
Ar-B(OH)2|AromN-H -> Ar-AromN || AromN-H|Benzimidazole,False,Ar-B(OH)2,"AromN-H,Benzimidazole","Ar-B(OH)2|AromN-H,Benzimidazole",40.0,OB(O)c1ccccc1.O=c1[nH]c2ccccc2[nH]1>>O=c1[nH]c2ccccc2n1-c1ccccc1.O=c1n(-c2ccccc2)c2ccccc2n1-c1ccccc1,TMEDA,22205-45-4,,DMF,,,,-2.5309620441002356
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-NO2|AromN-H|Benzimidazole,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H,Benzimidazole",48.0,O=c1[nH]c2ccccc2[nH]1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=c1[nH]c2ccccc2n1-c1ccc([N+](=O)[O-])cc1,TMEDA,22205-45-4,,DMF,,,,-1.415055105775373
Ar-B(OH)2|AromN-H -> Ar-AromN|Ar-OR || Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Benzimidazole",41.0,O=c1[nH]c2ccccc2[nH]1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2c(=O)[nH]c3ccccc32)cc1.COc1ccc(-n2c(=O)n(-c3ccc(OC)cc3)c3ccccc32)cc1,TMEDA,22205-45-4,,DMF,,,,-1.2756620231947509
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-R|AromN-H|Benzimidazole|R3C-F,False,"AromN-H,Benzimidazole","Ar-R,Ar-B(OH)2,R3C-F","Ar-R,Ar-B(OH)2,R3C-F|AromN-H,Benzimidazole",41.0,O=c1[nH]c2ccccc2[nH]1.OB(O)c1ccc(C(F)(F)F)cc1>>O=c1[nH]c2ccccc2n1-c1ccc(C(F)(F)F)cc1,TMEDA,22205-45-4,,DMF,,,,-0.7071067811865476
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-R|AromN-H|Benzimidazole,False,"AromN-H,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Benzimidazole",60.0,O=c1[nH]c2ccccc2[nH]1.Cc1cccc(C)c1B(O)O>>Cc1cccc(C)c1-n1c(=O)[nH]c2ccccc21,TMEDA,22205-45-4,,DMF,,,,-0.49254368128962883
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Benzimidazole",34.0,O=c1[nH]c2ccccc2[nH]1.COc1ccccc1B(O)O>>COc1ccccc1-n1c(=O)[nH]c2ccccc21,TMEDA,22205-45-4,,DMF,,,,-1.5814714123167801
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-AromN|Ar-CN|Ar-R|Pyrimidine,False,"Ar-R,Ar-B(OH)2","AromN-H,Ar-CN,Ar-AromN,Pyrimidine","Ar-R,Ar-B(OH)2|AromN-H,Ar-CN,Ar-AromN,Pyrimidine",55.0,Cc1ccc(B(O)O)cc1.N#Cc1nn(-c2ccccc2)c(=O)[nH]c1=O>>Cc1ccc(-n2c(=O)c(C#N)nn(-c3ccccc3)c2=O)cc1,Cu2O,,,DMF,,,,0.0
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-AromN|Ar-CN|Ar-OR|Pyrimidine,False,"Ar-B(OH)2,Ar-OR","AromN-H,Ar-CN,Ar-AromN,Pyrimidine","Ar-B(OH)2,Ar-OR|AromN-H,Ar-CN,Ar-AromN,Pyrimidine",56.0,COc1ccc(B(O)O)cc1.N#Cc1nn(-c2ccccc2)c(=O)[nH]c1=O>>COc1ccc(-n2c(=O)c(C#N)nn(-c3ccccc3)c2=O)cc1,Cu2O,,,DMF,,,,0.0
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-AromN|Ar-CN|Pyrimidine,False,Ar-B(OH)2,"AromN-H,Ar-CN,Ar-AromN,Pyrimidine","Ar-B(OH)2|AromN-H,Ar-CN,Ar-AromN,Pyrimidine",56.0,OB(O)c1ccccc1.N#Cc1nn(-c2ccccc2)c(=O)[nH]c1=O>>N#Cc1nn(-c2ccccc2)c(=O)n(-c2ccccc2)c1=O,Cu2O,,,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Pyrazole,False,Ar-B(OH)2,"Ar-R,AromN-H,Ar-NH2,Pyrazole","Ar-B(OH)2|Ar-R,AromN-H,Ar-NH2,Pyrazole",72.0,OB(O)c1ccccc1.Cc1cc(N)n[nH]1>>Cc1cc(Nc2ccccc2)n[nH]1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Benzimidazole|Pyridine,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Pyridine","Ar-B(OH)2,Pyridine|AromN-H,Ar-NH2,Benzimidazole",65.0,Nc1nc2ccccc2[nH]1.OB(O)c1cccnc1>>c1cncc(Nc2nc3ccccc3[nH]2)c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.7071067811865476
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|Ar-Cl|AromN-H|Benzimidazole,False,"Ar-Cl,Ar-B(OH)2","Ar-Br,AromN-H,Ar-NH2,Benzimidazole","Ar-Br,AromN-H,Ar-NH2,Benzimidazole|Ar-Cl,Ar-B(OH)2",75.0,OB(O)c1cccc(Cl)c1.Nc1nc2cc(Br)ccc2[nH]1>>Clc1cccc(Nc2nc3cc(Br)ccc3[nH]2)c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Pyrazole,False,"AromN-H,Ar-NH2,Pyrazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Pyrazole",70.0,Nc1cc[nH]n1.Cc1ccc(B(O)O)cc1>>Cc1ccc(Nc2cc[nH]n2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-1.6636476017893573
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|AromN-H|Pyrazole,False,"AromN-H,Ar-NH2,Pyrazole","Ar-Br,Ar-B(OH)2","Ar-Br,Ar-B(OH)2|AromN-H,Ar-NH2,Pyrazole",68.0,Nc1cc[nH]n1.OB(O)c1ccc(Br)cc1>>Brc1ccc(Nc2cc[nH]n2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.7071067811865476
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-NO2|AromN-H|Pyrazole,False,"AromN-H,Ar-NH2,Pyrazole","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H,Ar-NH2,Pyrazole",66.0,Nc1n[nH]c2ccccc12.O=[N+]([O-])c1cccc(B(O)O)c1>>O=[N+]([O-])c1cccc(Nc2n[nH]c3ccccc23)c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-CN|Ar-F|AromN-H|Pyrazole,False,"AromN-H,Ar-NH2,Pyrazole","Ar-F,Ar-B(OH)2,Ar-CN","Ar-F,Ar-B(OH)2,Ar-CN|AromN-H,Ar-NH2,Pyrazole",62.0,Nc1n[nH]c2ccccc12.N#Cc1ccc(B(O)O)cc1F>>N#Cc1ccc(Nc2n[nH]c3ccccc23)cc1F,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-Bpin|Ar-NH2 -> Ar-NHR || Any-CO-R|Ar-Cl|R-H-acidic,False,"R-H-acidic,Ar-NH2,Any-CO-R","Ar-Cl,Ar-Bpin","Ar-Cl,Ar-Bpin|R-H-acidic,Ar-NH2,Any-CO-R",29.0,CC(=O)c1ccccc1N.CC1(C)OB(c2ccccc2Cl)OC1(C)C>>CC(=O)c1ccccc1Nc1ccccc1Cl,Cu(OAc)2,,K2CO3,MeOH,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-R,False,"Ar-R,Ar-SO2NH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-R,Ar-SO2NH2,Any-NH2",51.0,Cc1ccc(S(N)(=O)=O)cc1.OB(O)c1ccccc1>>Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,7758-89-6,,KOtBu,MeOH,,,,0.7071067811865476
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Imidazole|Pyrimidine,False,"AromN-H,Ar-NH2,Imidazole,Pyrimidine",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Ar-NH2,Imidazole,Pyrimidine",72.0,Nc1ncnc2nc[nH]c12.OB(O)c1ccccc1>>c1ccc(Nc2ncnc3nc[nH]c23)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Br|Ar-Cl|Ar-NHR,False,"Ar-Br,Ar-B(OH)2","Ar-Cl,AromN-H,Ar-NHR,Benzimidazole","Ar-Br,Ar-B(OH)2|Ar-Cl,AromN-H,Ar-NHR,Benzimidazole",72.0,OB(O)c1ccc(Br)cc1.Clc1cccc(Nc2nc3ccccc3[nH]2)c1>>Clc1cccc(Nc2nc3ccccc3n2-c2ccc(Br)cc2)c1,Cu(OAc)2,,,75-34-3,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Pyrazole|Pyrimidine,False,Ar-B(OH)2,"AromN-H,Ar-NH2,Pyrazole,Pyrimidine","Ar-B(OH)2|AromN-H,Ar-NH2,Pyrazole,Pyrimidine",62.0,OB(O)c1ccccc1.Nc1ncnc2[nH]ncc12>>c1ccc(Nc2ncnc3[nH]ncc23)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-NH2|Ar-NHR|Ar-OR|Pyridine,False,Ar-B(OH)2,"AromN-H,Ar-NH2,Ar-NHR,Ar-OR,Pyrazole,Pyridine","Ar-B(OH)2|AromN-H,Ar-NH2,Ar-NHR,Ar-OR,Pyrazole,Pyridine",55.0,OB(O)c1ccccc1.COc1ccc(CNc2nccc3[nH]nc(N)c23)cc1>>COc1ccc(CNc2nccc3c2c(N)nn3-c2ccccc2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Any-CO-R|Ar-Cl|R-H-acidic,False,"R-H-acidic,Ar-NH2,Any-CO-R","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|R-H-acidic,Ar-NH2,Any-CO-R",19.0,CC(=O)c1ccccc1N.OB(O)c1ccccc1Cl>>CC(=O)c1ccccc1Nc1ccccc1Cl,Cu(OAc)2,,K2CO3,MeOH,,,,-1.0440737953277488
Any-OH|Ar-OR|Bn-NH2 -> Ar-NHR || Ar-OR,False,Bn-NH2,"Ar-OR,Any-OH","Ar-OR,Any-OH|Bn-NH2",76.0,NCc1ccccc1.COc1ccc(B(O)c2ccc(OC)cc2)cc1>>COc1ccc(NCc2ccccc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.7071067811865476
Ar-H|Bn-NH2 -> Ar-NHR || None,False,Bn-NH2,Ar-H,Ar-H|Bn-NH2,87.0,NCc1ccccc1.c1ccc(B(OB(c2ccccc2)c2ccccc2)c2ccccc2)cc1>>c1ccc(CNc2ccccc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-R|RCH2-NH2 -> Ar-NHR || Ar-R,False,RCH2-NH2,"Ar-R,Any-OH","Ar-R,Any-OH|RCH2-NH2",82.0,CCCCN.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>CCCCNc1ccc(C)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-F|Bn-NH2 -> Ar-NHR || Ar-F,False,Bn-NH2,"Ar-F,Any-OH","Ar-F,Any-OH|Bn-NH2",78.0,NCc1ccccc1.OB(c1ccc(F)cc1)c1ccc(F)cc1>>Fc1ccc(NCc2ccccc2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-R|Bn-NH2 -> Ar-NHR || Ar-R,False,Bn-NH2,"Ar-R,Any-OH","Ar-R,Any-OH|Bn-NH2",83.0,NCc1ccccc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(NCc2ccccc2)cc1,Cu(OAc)2,,Py,DCM,,,,1.1377602479771485
Any-OH|Ar-R|R2CH-NH2 -> Ar-NHR || Ar-R,False,R2CH-NH2,"Ar-R,Any-OH","Ar-R,Any-OH|R2CH-NH2",75.0,NC1CCCCC1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(NC2CCCCC2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-OH|Ar-NH2|Ar-R -> Ar-NHR || Ar-R,False,"Ar-R,Ar-NH2","Ar-R,Any-OH","Ar-R,Any-OH|Ar-R,Ar-NH2",50.0,Cc1ccc(N)cc1.CCc1ccccc1B(O)c1ccccc1CC>>CCc1ccccc1Nc1ccc(C)cc1,Cu(OAc)2,,Py,DCM,,,,-0.2048631541226934
Any-OH|Ar-R|Bn-NH2 -> Ar-NHR || Ar-R,False,Bn-NH2,"Ar-R,Any-OH","Ar-R,Any-OH|Bn-NH2",50.0,NCc1ccccc1.CCc1ccccc1B(O)c1ccccc1CC>>CCc1ccccc1NCc1ccccc1,Cu(OAc)2,,Py,DCM,,,,-0.7395441611851465
Any-OH|Ar-OR|Bn-NH2 -> Ar-NHR || Ar-OR,False,Bn-NH2,"Ar-OR,Any-OH","Ar-OR,Any-OH|Bn-NH2",28.0,NCc1ccccc1.COc1ccccc1B(O)c1ccccc1OC>>COc1ccccc1NCc1ccccc1,Cu(OAc)2,,Py,DCM,,,,-0.7071067811865476
Any-OH|Ar-R|Bn-NH2 -> Ar-NHR || Ar-R,False,Bn-NH2,"Ar-R,Any-OH","Ar-R,Any-OH|Bn-NH2",56.0,NCc1ccccc1.Cc1ccccc1B(O)c1ccccc1C>>Cc1ccccc1NCc1ccccc1,Cu(OAc)2,,Py,DCM,,,,-0.398216086792002
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Benzimidazole|Pyridine,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Pyridine","Ar-B(OH)2,Pyridine|AromN-H,Ar-NH2,Benzimidazole",68.0,Nc1nc2ccccc2[nH]1.OB(O)c1cccnc1>>c1cncc(Nc2nc3ccccc3[nH]2)c1,NiOAc2,,DBU,DMSO,,,,0.7071067811865476
Any-OH|Ar-R|RCH2-NHR -> Ar-NR2 || Ar-R,False,RCH2-NHR,"Ar-R,Any-OH","Ar-R,Any-OH|RCH2-NHR",52.0,C1CCNCC1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(N2CCCCC2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",80.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc2ccccc2c1>>c1ccc2cc(Nc3nc4ccccc4[nH]3)ccc2c1,NiOAc2,,DBU,DMSO,,,,-1.0504514628777804
Any-OH|Ar-F|RCH2-NHR -> Ar-NR2 || Ar-F,False,RCH2-NHR,"Ar-F,Any-OH","Ar-F,Any-OH|RCH2-NHR",49.0,C1CCNCC1.OB(c1ccc(F)cc1)c1ccc(F)cc1>>Fc1ccc(N2CCCCC2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ester|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-Ester","Ar-B(OH)2,Ar-Ester|AromN-H,Ar-NH2,Benzimidazole",78.0,Nc1nc2ccccc2[nH]1.COC(=O)c1ccc(B(O)O)cc1>>COC(=O)c1ccc(Nc2nc3ccccc3[nH]2)cc1,NiOAc2,,DBU,DMSO,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-Br,Ar-B(OH)2","Ar-Br,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",77.0,Nc1nc2ccccc2[nH]1.OB(O)c1cc(Br)cc(Br)c1>>Brc1cc(Br)cc(Nc2nc3ccccc3[nH]2)c1,NiOAc2,,DBU,DMSO,,,,-0.7071067811865475
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Benzimidazole|R3C-F,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-R,Ar-B(OH)2,R3C-F","Ar-R,Ar-B(OH)2,R3C-F|AromN-H,Ar-NH2,Benzimidazole",81.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(C(F)(F)F)cc1>>FC(F)(F)c1ccc(Nc2nc3ccccc3[nH]2)cc1,NiOAc2,,DBU,DMSO,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",82.0,Nc1nc2ccccc2[nH]1.CC(C)c1ccc(B(O)O)cc1>>CC(C)c1ccc(Nc2nc3ccccc3[nH]2)cc1,NiOAc2,,DBU,DMSO,,,,0.13483997249265034
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",84.0,Nc1nc2ccccc2[nH]1.Cc1ccc(B(O)O)cc1>>Cc1ccc(Nc2nc3ccccc3[nH]2)cc1,NiOAc2,,DBU,DMSO,,,,1.4832396974191346
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-Br|Ar-Ester,False,"Ar-Br,AromN-H","Ar-B(OH)2,Ar-Ester","Ar-B(OH)2,Ar-Ester|Ar-Br,AromN-H",60.0,Brc1nnc(Br)[nH]1.COC(=O)c1ccc(B(O)O)cc1>>COC(=O)c1ccc(-n2nc(Br)nc2Br)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Benzimidazole,False,Ar-B(OH)2,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",85.0,OB(O)c1ccccc1.Nc1nc2ccccc2[nH]1>>c1ccc(Nc2nc3ccccc3[nH]2)cc1,NiOAc2,,DBU,DMSO,,,,0.2626128657194451
Any-OH|Ar-OR|RCH2-NHR -> Ar-NR2 || Ar-OR,False,RCH2-NHR,"Ar-OR,Any-OH","Ar-OR,Any-OH|RCH2-NHR",55.0,C1CCNCC1.COc1ccc(B(O)c2ccc(OC)cc2)cc1>>COc1ccc(N2CCCCC2)cc1,Cu(OAc)2,,Py,DCM,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",66.0,Nc1ccccc1S(N)(=O)=O.Cc1cc(C)cc(B(O)O)c1>>Cc1cc(C)cc(NS(=O)(=O)c2ccccc2N)c1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.057494341290372133
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-F|Ar-NH2,False,"Ar-F,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-F,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",47.0,OB(O)c1ccccc1F.Nc1ccccc1S(N)(=O)=O>>Nc1ccccc1S(=O)(=O)Nc1ccccc1F,7758-89-6,,Et3N,"1,4-Dioxane",,,,-1.192719851918836
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-Cl|Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",49.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1ccccc1Cl>>Nc1ccccc1S(=O)(=O)Nc1ccccc1Cl,7758-89-6,,Et3N,"1,4-Dioxane",,,,-0.4627249968907195
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",62.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1cccc2ccccc12>>Nc1ccccc1S(=O)(=O)Nc1cccc2ccccc12,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.11305232751635291
Ar-Bpin|Ar-NHR -> Ar-NR2 || None,False,Ar-NHR,Ar-Bpin,Ar-Bpin|Ar-NHR,24.0,CC(C)Nc1ccccc1.CC1(C)OB(c2ccccc2)OC1(C)C>>CC(C)N(c1ccccc1)c1ccccc1,Cu(OAc)2,,Et3N,EtOH / MeCN,,,,-0.7071067811865476
Ar-Bpin|Ar-NHR -> Ar-NR2 || None,False,Ar-NHR,Ar-Bpin,Ar-Bpin|Ar-NHR,65.0,CNc1ccccc1.CC1(C)OB(c2ccccc2)OC1(C)C>>CN(c1ccccc1)c1ccccc1,Cu(OAc)2,,Et3N,EtOH / MeCN,,,,0.7071067811865476
Any-OH|Ar-R|AromN-H -> Ar-AromN || Ar-Ar|Ar-R,False,"Ar-Ar,AromN-H","Ar-R,Any-OH","Ar-Ar,AromN-H|Ar-R,Any-OH",10.0,c1ccc(-c2nc3ccccc3[nH]2)cc1.Cc1ccc(B(O)c2ccc(C)cc2)cc1>>Cc1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,Cu(OAc)2,,,MeOH,TMEDA,,,0.0
