Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || Ar-R,False,Ar-B(OH)2,"Ar-R,Ar-CONH2,Any-NH2","Ar-B(OH)2|Ar-R,Ar-CONH2,Any-NH2",72.0,OB(O)c1ccccc1.Cc1ccc(C(N)=O)cc1>>Cc1ccc(C(=O)Nc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,0.7071067811865476
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || Ar-NO2,False,"Ar-CONH2,Any-NH2","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|Ar-CONH2,Any-NH2",80.0,NC(=O)c1ccccc1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,1832622-30-6,,,MeOH,,,,0.0
Any-NH2|Ar-Bpin|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-Ester|Ar-R,False,"Ar-R,Ar-SO2NH2,Any-NH2","Ar-Bpin,Ar-Ester","Ar-Bpin,Ar-Ester|Ar-R,Ar-SO2NH2,Any-NH2",53.0,Cc1ccc(S(N)(=O)=O)cc1.COC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1>>COC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || Ar-NO2,False,Bn-NHR,"Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|Bn-NHR",90.0,CNCc1ccccc1.O=[N+]([O-])c1ccc(B(O)O)cc1>>CN(Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,1832622-30-6,,,MeOH,,,,0.0
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || Ar-OR,False,Bn-NHR,"Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Bn-NHR",84.0,CNCc1ccccc1.COc1ccc(B(O)O)cc1>>COc1ccc(N(C)Cc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,0.7071067811865475
Any-NH2|Ar-Bpin|R-SO2NH2 -> Ar-NHR|R-SO2NHR || Ar-R|R-H-acidic,False,"R-H-acidic,Any-NH2,R-SO2NH2","Ar-R,Ar-Bpin","Ar-R,Ar-Bpin|R-H-acidic,Any-NH2,R-SO2NH2",47.0,CS(N)(=O)=O.Cc1ccccc1B1OC(C)(C)C(C)(C)O1>>Cc1ccccc1NS(C)(=O)=O,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || Ar-R,False,Bn-NHR,"Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|Bn-NHR",87.0,CNCc1ccccc1.Cc1cccc(B(O)O)c1>>Cc1cccc(N(C)Cc2ccccc2)c1,1832622-30-6,,,MeOH,,,,-0.7071067811865476
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || Ar-R,False,Bn-NHR,"Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|Bn-NHR",90.0,CNCc1ccccc1.Cc1ccc(B(O)O)cc1>>Cc1ccc(N(C)Cc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,0.7071067811865476
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || None,False,Ar-B(OH)2,Bn-NHR,Ar-B(OH)2|Bn-NHR,93.0,OB(O)c1ccccc1.CNCc1ccccc1>>CN(Cc1ccccc1)c1ccccc1,1832622-30-6,,,MeOH,,,,0.7071067811865475
Ar-Bpin|Ar-SO2NHR|RCH2-NHR -> Ar-NR2|Ar-SO2NR2 || Ar-R|Pyridine,False,"Ar-R,Ar-SO2NHR,RCH2-NHR","Ar-Bpin,Pyridine","Ar-Bpin,Pyridine|Ar-R,Ar-SO2NHR,RCH2-NHR",43.0,CNS(=O)(=O)c1ccc(C)cc1.CC1(C)OB(c2ccccn2)OC1(C)C>>Cc1ccc(S(=O)(=O)N(C)c2ccccn2)cc1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || Ar-OR,False,Bn-NHR,"Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Bn-NHR",83.0,CNCc1ccccc1.COc1ccc(B(O)O)cc1>>COc1ccc(N(C)Cc2ccccc2)cc1,Cu(OAc)2,,Et3N,MeOH,,,,-0.7071067811865475
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Ar-R,False,Bn-NH2,"Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|Bn-NH2",78.0,NCc1ccccc1.Cc1ccc(B(O)O)cc1>>Cc1ccc(NCc2ccccc2)cc1,Cu(OAc)2,,Et3N,MeOH,,,,-1.091089451179965
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || None,False,Ar-B(OH)2,Bn-NH2,Ar-B(OH)2|Bn-NH2,87.0,OB(O)c1ccccc1.NCc1ccccc1>>c1ccc(CNc2ccccc2)cc1,Cu(OAc)2,,Et3N,MeOH,,,,0.29646353064078557
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-R,False,Ar-B(OH)2,"Ar-R,AromN-H","Ar-B(OH)2|Ar-R,AromN-H",98.0,OB(O)c1ccccc1.Cc1nnn[nH]1>>Cc1nnn(-c2ccccc2)n1,2133472-58-7,,,MeOH,,,,0.0
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Pyridine,False,Ar-B(OH)2,"Bn-NH2,Pyridine","Ar-B(OH)2|Bn-NH2,Pyridine",97.0,OB(O)c1ccccc1.NCc1ccccn1>>c1ccc(NCc2ccccn2)cc1,2133472-58-7,,,MeOH,,,,0.7071067811865476
Ar-B(OH)2|AromN-H -> Ar-AromN || Pyridine,False,Ar-B(OH)2,"AromN-H,Pyridine","Ar-B(OH)2|AromN-H,Pyridine",37.0,OB(O)c1ccccc1.O=c1cccc[nH]1>>O=c1ccccn1-c1ccccc1,7758-89-6,,,MeOH,,,,0.0
Any-Lactam|Any-NHR|Ar-B(OH)2|Ar-CONHR -> Ar-CONR2|Ar-Lactam || None,False,"Ar-CONHR,Any-Lactam,Any-NHR",Ar-B(OH)2,"Ar-B(OH)2|Ar-CONHR,Any-Lactam,Any-NHR",56.0,O=C1NC(=O)c2ccccc21.OB(O)c1ccccc1>>O=C1c2ccccc2C(=O)N1c1ccccc1,7758-89-6,,,MeOH,,,,0.0
Any-CONHR|Ar-B(OH)2|Ar-NHR -> Any-CONR2 || Any-CO-R|Ar-Lactam,False,"Ar-Lactam,Ar-NHR,Any-CO-R,Any-CONHR",Ar-B(OH)2,"Ar-B(OH)2|Ar-Lactam,Ar-NHR,Any-CO-R,Any-CONHR",55.0,O=C1Nc2ccccc2C1=O.OB(O)c1ccccc1>>O=C1C(=O)N(c2ccccc2)c2ccccc21,7758-89-6,,,MeOH,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || None,False,"Ar-CONH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-CONH2,Any-NH2",55.0,NC(=O)c1ccccc1.OB(O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,7758-89-6,,,MeOH,,,,-0.15585145555583474
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Alkenyl-Ester|Ar-Alkenyl,False,Ar-B(OH)2,"Ar-Alkenyl,Alkenyl-NH2,Alkenyl-Ester","Ar-Alkenyl,Alkenyl-NH2,Alkenyl-Ester|Ar-B(OH)2",75.0,OB(O)c1ccccc1.COC(=O)/C=C(\N)c1ccccc1>>COC(=O)/C=C(\Nc1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.0
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl,False,Ar-B(OH)2,"Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",65.0,OB(O)c1ccccc1.CC(C)(C)C(=O)/C=C(\N)c1ccccc1>>CC(C)(C)C(=O)/C=C(\Nc1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,-1.0288868055369642
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-OR,False,"Ar-B(OH)2,Ar-OR","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2,Ar-OR",80.0,COc1ccc(B(O)O)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>COc1ccc(N/C(=C\C(=O)c2ccccc2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,0.0
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-R,False,"Ar-R,Ar-B(OH)2","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-R,Ar-B(OH)2",95.0,Cc1ccc(B(O)O)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>Cc1ccc(N/C(=C\C(=O)c2ccccc2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,0.7071067811865475
Ar-Bpin|AromN-H|Benzimidazole -> Ar-AromN || Ar-R,False,"AromN-H,Benzimidazole","Ar-R,Ar-Bpin","Ar-R,Ar-Bpin|AromN-H,Benzimidazole",89.0,c1ccc2[nH]cnc2c1.Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1>>Cc1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-Bpin|AromN-H|Benzimidazole -> Ar-AromN || Ar-R|R3C-F,False,"AromN-H,Benzimidazole","Ar-R,Ar-Bpin,R3C-F","Ar-R,Ar-Bpin,R3C-F|AromN-H,Benzimidazole",88.0,c1ccc2[nH]cnc2c1.CC1(C)OB(c2ccc(C(F)(F)F)cc2)OC1(C)C>>FC(F)(F)c1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Pyridine,False,Ar-B(OH)2,"Ar-NH2,Pyridine","Ar-B(OH)2|Ar-NH2,Pyridine",15.0,OB(O)c1ccccc1.Nc1ccccn1>>c1ccc(Nc2ccccn2)cc1,2133472-58-7,,,MeOH,,,,-1.3906419363128582
Ar-Bpin|AromN-H|Benzimidazole -> Ar-AromN || Thiophene,False,"AromN-H,Benzimidazole","Ar-Bpin,Thiophene","Ar-Bpin,Thiophene|AromN-H,Benzimidazole",77.0,c1ccc2[nH]cnc2c1.CC1(C)OB(c2ccsc2)OC1(C)C>>c1ccc2c(c1)ncn2-c1ccsc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-Br,False,"Ar-Br,Ar-B(OH)2","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-Br,Ar-B(OH)2",93.0,OB(O)c1ccc(Br)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1ccc(Br)cc1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.0
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-Cl,False,"Ar-Cl,Ar-B(OH)2","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-Cl,Ar-B(OH)2",88.0,OB(O)c1ccc(Cl)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1ccc(Cl)cc1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.7071067811865475
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-F,False,"Ar-F,Ar-B(OH)2","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-F,Ar-B(OH)2",83.0,OB(O)c1ccc(F)cc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1ccc(F)cc1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.0
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-R,False,"Ar-R,Ar-B(OH)2","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-R,Ar-B(OH)2",68.0,Cc1ccc(B(O)O)cc1.N/C(=C\C(=O)c1ccc2ccccc2c1)c1ccccc1>>Cc1ccc(N/C(=C\C(=O)c2ccc3ccccc3c2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,-0.7071067811865475
Ar-B(OR)2|AromN-H|Benzimidazole -> Ar-AromN || Pyridine,False,"AromN-H,Benzimidazole","Ar-B(OR)2,Pyridine","Ar-B(OR)2,Pyridine|AromN-H,Benzimidazole",90.0,c1ccc2[nH]cnc2c1.c1cncc(B2OCCCO2)c1>>c1cncc(-n2cnc3ccccc32)c1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || None,False,"AromN-H,Benzimidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Benzimidazole",86.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,2028345-54-0,,,MeCN / water,,,,0.2563589547431175
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Br,False,"AromN-H,Benzimidazole","Ar-Br,Ar-B(OH)2","Ar-Br,Ar-B(OH)2|AromN-H,Benzimidazole",85.0,c1ccc2[nH]cnc2c1.OB(O)c1ccc(Br)cc1>>Brc1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.7071067811865476
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Thiophene,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Thiophene","Ar-B(OH)2,Thiophene|AromN-H,Benzimidazole",73.0,c1ccc2[nH]cnc2c1.OB(O)c1ccsc1>>c1ccc2c(c1)ncn2-c1ccsc1,TMEDA,22205-45-4,,MeOH,,,,0.25031308716087963
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || AromN-H|Benzimidazole,False,Ar-B(OH)2,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",88.0,OB(O)c1ccccc1.Nc1nc2ccccc2[nH]1>>c1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,1.0504514628777804
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Benzimidazole",92.0,c1ccc2[nH]cnc2c1.COc1ccccc1B(O)O>>COc1ccccc1-n1cnc2ccccc21,TMEDA,22205-45-4,,MeOH,,,,0.9523778118371767
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || None,False,"Ar-CONH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-CONH2,Any-NH2",15.0,NC(=O)c1ccccc1.OB(O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,2028345-54-0,,,MeCN / water,,,,-1.7821275135297614
Allyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CHCH2|Ar-Cl|R-CHCH2,False,"Allyl-NH2,Any-CHCH2,R-CHCH2","Ar-Cl,Ar-B(OH)2","Allyl-NH2,Any-CHCH2,R-CHCH2|Ar-Cl,Ar-B(OH)2",66.0,C=CCN.OB(O)c1ccc(Cl)cc1>>C=CCNc1ccc(Cl)cc1,Cu(acac)2,60804-74-2,Lutidine,MeCN / PhMe,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",82.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(C2CCCC2)cc1>>c1ccc2[nH]c(Nc3ccc(C4CCCC4)cc3)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.13483997249265034
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",81.0,Nc1nc2ccccc2[nH]1.CCCc1ccc(B(O)O)cc1>>CCCc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.5393598899705918
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-R|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",80.0,Nc1nc2ccccc2[nH]1.Cc1ccc(B(O)O)cc1>>Cc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-1.213559752433834
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-NH2,False,Ar-B(OH)2,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",80.0,OB(O)c1ccccc1.Nc1nc2ccccc2[nH]1>>Nc1nc2ccccc2n1-c1ccccc1,Cu(OAc)2,,,DMF,,,,-1.0504514628777804
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-Ar|Ar-Ester|Ar-OR,False,"Ar-B(OH)2,Ar-Ester","Ar-Ar,AromN-H,Ar-OR","Ar-Ar,AromN-H,Ar-OR|Ar-B(OH)2,Ar-Ester",60.0,COC(=O)c1ccc(B(O)O)cc1.COc1ccccc1-c1nnc(-c2ccccc2OC)[nH]1>>COC(=O)c1ccc(-n2nc(-c3ccccc3OC)nc2-c2ccccc2OC)cc1,Cu(OAc)2,,Py,DCM,,,,-0.7071067811865475
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-NO2,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H,Benzimidazole",84.0,c1ccc2[nH]cnc2c1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=[N+]([O-])c1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.9271050693011065
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-R|R3C-F,False,"AromN-H,Benzimidazole","Ar-R,Ar-B(OH)2,R3C-F","Ar-R,Ar-B(OH)2,R3C-F|AromN-H,Benzimidazole",89.0,c1ccc2[nH]cnc2c1.OB(O)c1ccc(C(F)(F)F)cc1>>FC(F)(F)c1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.7071067811865476
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-R,False,"AromN-H,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Benzimidazole",88.0,c1ccc2[nH]cnc2c1.Cc1ccccc1B(O)O>>Cc1ccccc1-n1cnc2ccccc21,TMEDA,22205-45-4,,MeOH,,,,0.7388155219344429
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Thiophene,False,"AromN-H,Imidazole","Ar-B(OH)2,Thiophene","Ar-B(OH)2,Thiophene|AromN-H,Imidazole",60.0,c1c[nH]cn1.OB(O)c1ccsc1>>c1cn(-c2ccsc2)cn1,TMEDA,22205-45-4,,MeOH,,,,-0.7071067811865475
Ar-B(OH)2|AromN-H|Indole -> Ar-AromN || None,False,Ar-B(OH)2,"AromN-H,Indole","Ar-B(OH)2|AromN-H,Indole",90.0,OB(O)c1ccccc1.c1ccc2[nH]ccc2c1>>c1ccc(-n2ccc3ccccc32)cc1,871809-71-1,,NaOtBu,,,,,0.5241424183609591
Ar-B(OH)2|AromN-H|Indole -> Ar-AromN || Ar-Br,False,Ar-B(OH)2,"Ar-Br,AromN-H,Indole","Ar-B(OH)2|Ar-Br,AromN-H,Indole",80.0,OB(O)c1ccccc1.Brc1ccc2[nH]ccc2c1>>Brc1ccc2c(ccn2-c2ccccc2)c1,871809-71-1,,NaOtBu,,,,,0.7071067811865476
Ar-B(OH)2|AromN-H|Pyrrole -> Ar-AromN || None,False,Ar-B(OH)2,"AromN-H,Pyrrole","Ar-B(OH)2|AromN-H,Pyrrole",95.0,OB(O)c1ccccc1.c1cc[nH]c1>>c1ccc(-n2cccc2)cc1,871809-71-1,,NaOtBu,,,,,0.0
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Imidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Imidazole",79.0,c1c[nH]cn1.COc1cccc(OC)c1B(O)O>>COc1cccc(OC)c1-n1ccnc1,TMEDA,22205-45-4,,MeOH,,,,0.33873046951219904
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Imidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Imidazole",86.0,c1c[nH]cn1.COc1ccccc1B(O)O>>COc1ccccc1-n1ccnc1,TMEDA,22205-45-4,,MeOH,,,,0.6579187965525404
Ar-B(OH)2|AromN-H|Indole -> Ar-AromN || None,False,"AromN-H,Indole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Indole",95.0,c1ccc2c(c1)[nH]c1ccccc12.OB(O)c1ccccc1>>c1ccc(-n2c3ccccc3c3ccccc32)cc1,871809-71-1,,NaOtBu,,,,,0.628970902033151
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-NHR|Ar-NO2|Ar-R|R2CH-OH,False,"Ar-B(OH)2,Ar-NO2","Ar-R,Ar-NH2,Ar-NHR,R2CH-OH","Ar-B(OH)2,Ar-NO2|Ar-R,Ar-NH2,Ar-NHR,R2CH-OH",63.0,O=[N+]([O-])c1ccccc1B(O)O.Nc1ccccc1N[C@@H]1c2ccccc2C[C@@H]1O>>O=[N+]([O-])c1ccccc1Nc1ccccc1N[C@@H]1c2ccccc2C[C@@H]1O,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Indole -> Ar-AromN || Ar-R,False,"Ar-R,AromN-H,Indole",Ar-B(OH)2,"Ar-B(OH)2|Ar-R,AromN-H,Indole",65.0,Cc1cc2ccccc2[nH]1.OB(O)c1ccccc1>>Cc1cc2ccccc2n1-c1ccccc1,871809-71-1,,NaOtBu,,,,,0.0
Ar-B(OH)2|AromN-H|Triazole -> Ar-AromN || None,False,"AromN-H,Triazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Triazole",80.0,c1ccc2[nH]nnc2c1.OB(O)c1ccccc1>>c1ccc(-n2nnc3ccccc32)cc1,871809-71-1,,NaOtBu,,,,,-0.7071067811865476
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-SR,False,"Ar-SR,Ar-NHR",Ar-B(OH)2,"Ar-B(OH)2|Ar-SR,Ar-NHR",70.0,c1ccc2c(c1)Nc1ccccc1S2.OB(O)c1ccccc1>>c1ccc(N2c3ccccc3Sc3ccccc32)cc1,871809-71-1,,NaOtBu,,,,,0.0
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || None,False,Ar-B(OH)2,Bn-NH2,Ar-B(OH)2|Bn-NH2,78.0,OB(O)c1ccccc1.NCc1ccccc1>>c1ccc(CNc2ccccc2)cc1,12381-74-7,,K2CO3,EtOH / water,,,,-0.5929270612815711
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || None,False,Ar-B(OH)2,Ar-NHR,Ar-B(OH)2|Ar-NHR,40.0,OB(O)c1ccccc1.c1ccc(Nc2ccccc2)cc1>>c1ccc(N(c2ccccc2)c2ccccc2)cc1,12381-74-7,,K2CO3,EtOH / water,,,,-0.2773500981126146
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Ar-Cl,False,Bn-NH2,"Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|Bn-NH2",82.0,NCc1ccccc1.OB(O)c1ccc(Cl)cc1>>Clc1ccc(NCc2ccccc2)cc1,Cu(acac)2,60804-74-2,Lutidine,MeCN / PhMe,,,,0.0
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Pyridine,False,Ar-B(OH)2,"Bn-NH2,Pyridine","Ar-B(OH)2|Bn-NH2,Pyridine",71.0,OB(O)c1ccccc1.NCc1ccccn1>>c1ccc(NCc2ccccn2)cc1,15158-11-9,,,DMF,KOAc,,,-0.7071067811865476
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || None,False,Ar-B(OH)2,Bn-NH2,Ar-B(OH)2|Bn-NH2,69.0,OB(O)c1ccccc1.NCc1ccccc1>>c1ccc(CNc2ccccc2)cc1,15158-11-9,,,DMF,KOAc,,,-1.4823176532039277
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-OR,False,AromN-H,"Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H",77.0,c1nnc[nH]1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2cncn2)cc1,326477-70-7,,K2CO3,MeOH,,,,0.0
Ar-B(OH)2|AromN-H|Triazole -> Ar-AromN || Ar-Ar|Ar-Cl|Ar-OR,False,"Ar-B(OH)2,Ar-OR","Ar-Ar,Ar-Cl,AromN-H,Triazole","Ar-Ar,Ar-Cl,AromN-H,Triazole|Ar-B(OH)2,Ar-OR",73.0,COc1ccc(B(O)O)cc1.Clc1ccc(-c2cn[nH]n2)cc1>>COc1ccc(-n2ncc(-c3ccc(Cl)cc3)n2)cc1,Cu(OAc)2,,,DMSO,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || None,False,"AromN-H,Benzimidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Benzimidazole",90.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,871809-71-1,,NaOtBu,,,,,0.4987346937729743
Ar-B(OH)2|AromN-H|Triazole -> Ar-AromN || Ar-Ar|Ar-Cl,False,"Ar-Cl,Ar-B(OH)2","Ar-Ar,Ar-Cl,AromN-H,Triazole","Ar-Ar,Ar-Cl,AromN-H,Triazole|Ar-Cl,Ar-B(OH)2",77.0,OB(O)c1ccc(Cl)cc1.Clc1ccc(-c2cn[nH]n2)cc1>>Clc1ccc(-c2cnn(-c3ccc(Cl)cc3)n2)cc1,Cu(OAc)2,,,DMSO,,,,0.0
