Reaction Type,FG1,FG2,n_rows,n_eln,top_coupling_reagent,top_catalyst,top_ligand,top_base,top_solvent,top_additive,ReactionType_Detailed,ReactionType_SubtypeTag
Multi-Event:Ann+C-O,Ar-Ar,,1,1,,,,,Me2CO/DCM,,Multi-Event:Ann+C-O: Ar-Ar,Multi-Event:Ann+C-O__Ar-Ar
Multi-Event:Ann+C-O,Ar-CHO,Ar-CHO,1,1,,,,,MeOH/Cyclohexane,,Multi-Event:Ann+C-O: Ar-CHO + Ar-CHO,Multi-Event:Ann+C-O__Ar-CHO + Ar-CHO
Multi-Event:Ann+C-O,Ar-CN,R2CH-Alkenyl,1,1,,,,NaHCO3,MeOH/H2O,,Multi-Event:Ann+C-O: Ar-CN + R2CH-Alkenyl,Multi-Event:Ann+C-O__Ar-CN + R2CH-Alkenyl
Multi-Event:Ann+C-O,Ar-COOH,R2CH-OH,1,1,,,,,PhMe,,Multi-Event:Ann+C-O: Ar-COOH + R2CH-OH,Multi-Event:Ann+C-O__Ar-COOH + R2CH-OH
Multi-Event:Ann+C-O,Ar-COR|R_acidic-H,R2CH-OH,1,1,,,,NaHCO3,PhH/H2O,,Multi-Event:Ann+C-O: Ar-COR|R_acidic-H + R2CH-OH,Multi-Event:Ann+C-O__Ar-COR|R_acidic-H + R2CH-OH
Multi-Event:Ann+C-O,Ar-COR|R_acidic-H,R2CH-OH|R_acidic-H,1,1,,,,Na2CO3,H2O,,Multi-Event:Ann+C-O: Ar-COR|R_acidic-H + R2CH-OH|R_acidic-H,Multi-Event:Ann+C-O__Ar-COR|R_acidic-H + R2CH-OH|R_acidic-H
Multi-Event:Ann+C-O,Ar-NHCOR|RCH2-Alkenyl|RCH2-OH,,1,1,,,,,DCM,,Multi-Event:Ann+C-O: Ar-NHCOR|RCH2-Alkenyl|RCH2-OH,Multi-Event:Ann+C-O__Ar-NHCOR|RCH2-Alkenyl|RCH2-OH
Multi-Event:Ann+C-O,Ar-OH,Ar-F,1,1,,,,K2CO3,DMF,,Multi-Event:Ann+C-O: Ar-OH + Ar-F,Multi-Event:Ann+C-O__Ar-OH + Ar-F
Multi-Event:Ann+C-O,Bn-COOR|R_acidic-H,R2CH-OH,1,1,,,,K2CO3/NaHCO3,PhMe/H2O,,Multi-Event:Ann+C-O: Bn-COOR|R_acidic-H + R2CH-OH,Multi-Event:Ann+C-O__Bn-COOR|R_acidic-H + R2CH-OH
Multi-Event:Ann+C-O,Bn-COOR|R_acidic-H,RCH2-OH|R2CH-OH,1,1,,,,K2CO3/NaHCO3,PhMe/H2O,,Multi-Event:Ann+C-O: Bn-COOR|R_acidic-H + RCH2-OH|R2CH-OH,Multi-Event:Ann+C-O__Bn-COOR|R_acidic-H + RCH2-OH|R2CH-OH
Multi-Event:Ann+C-O,Bn-OH,Ar-F,1,1,,,,KOtBu,DMF/THF/H2O,18C6/NH4Cl,Multi-Event:Ann+C-O: Bn-OH + Ar-F,Multi-Event:Ann+C-O__Bn-OH + Ar-F
Multi-Event:Ann+C-O,Bn-OH,HeteroAr-Cl|Ar-Alkyl,1,1,,,,KOtBu,PhMe,,Multi-Event:Ann+C-O: Bn-OH + HeteroAr-Cl|Ar-Alkyl,Multi-Event:Ann+C-O__Bn-OH + HeteroAr-Cl|Ar-Alkyl
Multi-Event:Ann+C-O,Bn-OH,RCH2-CHO|R_acidic-H,1,1,,,,,,,Multi-Event:Ann+C-O: Bn-OH + RCH2-CHO|R_acidic-H,Multi-Event:Ann+C-O__Bn-OH + RCH2-CHO|R_acidic-H
Multi-Event:Ann+C-O,CH3-OH,Alkyl-COR|R_acidic-H,1,1,,,,,Me2CO,,Multi-Event:Ann+C-O: CH3-OH + Alkyl-COR|R_acidic-H,Multi-Event:Ann+C-O__CH3-OH + Alkyl-COR|R_acidic-H
Multi-Event:Ann+C-O,CH3-OH,R2CH-CHO|R_acidic-H,1,1,,,,,MeOH,,Multi-Event:Ann+C-O: CH3-OH + R2CH-CHO|R_acidic-H,Multi-Event:Ann+C-O__CH3-OH + R2CH-CHO|R_acidic-H
Multi-Event:Ann+C-O,CH3-OH,RCH2-CHO|RCH2-OH|R2CH-OH|R_acidic-H,1,1,,,,NaHCO3,MeOH/H2O/DMF,Im,Multi-Event:Ann+C-O: CH3-OH + RCH2-CHO|RCH2-OH|R2CH-OH|R_acidic-H,Multi-Event:Ann+C-O__CH3-OH + RCH2-CHO|RCH2-OH|R2CH-OH|R_acidic-H
Multi-Event:Ann+C-O,CH3-OH,RCH2-COR|R_acidic-H,1,1,,,,,MeOH,,Multi-Event:Ann+C-O: CH3-OH + RCH2-COR|R_acidic-H,Multi-Event:Ann+C-O__CH3-OH + RCH2-COR|R_acidic-H
Multi-Event:Ann+C-O,HeteroAr-Cl,,1,1,,,,KOH,H2O,,Multi-Event:Ann+C-O: HeteroAr-Cl,Multi-Event:Ann+C-O__HeteroAr-Cl
Multi-Event:Ann+C-O,HeteroAr-Cl,Ar-OH,1,1,,,,DIPEA,THF,,Multi-Event:Ann+C-O: HeteroAr-Cl + Ar-OH,Multi-Event:Ann+C-O__HeteroAr-Cl + Ar-OH
Multi-Event:Ann+C-O,HeteroAr-H|Ar-Ar,,1,1,,,,,Me2CO,,Multi-Event:Ann+C-O: HeteroAr-H|Ar-Ar,Multi-Event:Ann+C-O__HeteroAr-H|Ar-Ar
Multi-Event:Ann+C-O,HeteroAr-OH,R2CH-OH,1,1,,,PPh3,,THF/EtOAc/EtOH/DCM/H2O,ZnCl2,Multi-Event:Ann+C-O: HeteroAr-OH + R2CH-OH,Multi-Event:Ann+C-O__HeteroAr-OH + R2CH-OH
Multi-Event:Ann+C-O,HeteroAr-OH,RCH2-OH|Ar-OH,1,1,,,PPh3,,DCM,,Multi-Event:Ann+C-O: HeteroAr-OH + RCH2-OH|Ar-OH,Multi-Event:Ann+C-O__HeteroAr-OH + RCH2-OH|Ar-OH
Multi-Event:Ann+C-O,R2CH-Alkenyl|Alkenyl-OR,,1,1,,,,NaHCO3,Me2CO/DCM/H2O,,Multi-Event:Ann+C-O: R2CH-Alkenyl|Alkenyl-OR,Multi-Event:Ann+C-O__R2CH-Alkenyl|Alkenyl-OR
Multi-Event:Ann+C-O,R2CH-CHO|R2CH-OH|R_acidic-H,Alkyl-COR|R_acidic-H,1,1,,,,,Me2CO,,Multi-Event:Ann+C-O: R2CH-CHO|R2CH-OH|R_acidic-H + Alkyl-COR|R_acidic-H,Multi-Event:Ann+C-O__R2CH-CHO|R2CH-OH|R_acidic-H + Alkyl-COR|R_acidic-H
Multi-Event:Ann+C-O,R2CH-CHO|R2CH-OH|R_acidic-H,CH3-OH,1,1,,,,NaHCO3,MeOH/H2O,,Multi-Event:Ann+C-O: R2CH-CHO|R2CH-OH|R_acidic-H + CH3-OH,Multi-Event:Ann+C-O__R2CH-CHO|R2CH-OH|R_acidic-H + CH3-OH
Multi-Event:Ann+C-O,R2CH-CHO|R_acidic-H,R2CH-OH,1,1,,,,,PhMe,,Multi-Event:Ann+C-O: R2CH-CHO|R_acidic-H + R2CH-OH,Multi-Event:Ann+C-O__R2CH-CHO|R_acidic-H + R2CH-OH
Multi-Event:Ann+C-O,R2CH-CHO|R_acidic-H,R2CH-OH|R_acidic-H,1,1,,,,,PhH,,Multi-Event:Ann+C-O: R2CH-CHO|R_acidic-H + R2CH-OH|R_acidic-H,Multi-Event:Ann+C-O__R2CH-CHO|R_acidic-H + R2CH-OH|R_acidic-H
Multi-Event:Ann+C-O,R2CH-OH,Alkenyl-CHO|Alkyl-Alkenyl,1,1,,,,,PhH,,Multi-Event:Ann+C-O: R2CH-OH + Alkenyl-CHO|Alkyl-Alkenyl,Multi-Event:Ann+C-O__R2CH-OH + Alkenyl-CHO|Alkyl-Alkenyl
Multi-Event:Ann+C-O,R2CH-OH,R3C-CHO,1,1,,,,,DCM,,Multi-Event:Ann+C-O: R2CH-OH + R3C-CHO,Multi-Event:Ann+C-O__R2CH-OH + R3C-CHO
Multi-Event:Ann+C-O,R2CH-OH,RCH2-Alkenyl,1,1,,Pd2(dba)3,IPr,Et3N,PhMe/DCM,,Multi-Event:Ann+C-O: R2CH-OH + RCH2-Alkenyl,Multi-Event:Ann+C-O__R2CH-OH + RCH2-Alkenyl
Multi-Event:Ann+C-O,R2CH-OH,RCH2-COOH,1,1,,,,,PhMe,,Multi-Event:Ann+C-O: R2CH-OH + RCH2-COOH,Multi-Event:Ann+C-O__R2CH-OH + RCH2-COOH
Multi-Event:Ann+C-O,R2CH-OH|R_acidic-H,Alkyl-COR|R_acidic-H,1,1,,(Pentamethylcyclopentadienyl)iridium(III) chloride dimer,,,,,Multi-Event:Ann+C-O: R2CH-OH|R_acidic-H + Alkyl-COR|R_acidic-H,Multi-Event:Ann+C-O__R2CH-OH|R_acidic-H + Alkyl-COR|R_acidic-H
Multi-Event:Ann+C-O,R2CH-OH|R_acidic-H,RCH2-COR|R_acidic-H,1,1,,,,,PhMe,,Multi-Event:Ann+C-O: R2CH-OH|R_acidic-H + RCH2-COR|R_acidic-H,Multi-Event:Ann+C-O__R2CH-OH|R_acidic-H + RCH2-COR|R_acidic-H
Multi-Event:Ann+C-O,R2CH-OR,R2CH-COR|R2CH-OH|R_acidic-H,1,1,,,,K2CO3,,,Multi-Event:Ann+C-O: R2CH-OR + R2CH-COR|R2CH-OH|R_acidic-H,Multi-Event:Ann+C-O__R2CH-OR + R2CH-COR|R2CH-OH|R_acidic-H
Multi-Event:Ann+C-O,R3C-Alkenyl|Alkenyl-Si*,,1,1,,,,,DCM/H2O,,Multi-Event:Ann+C-O: R3C-Alkenyl|Alkenyl-Si*,Multi-Event:Ann+C-O__R3C-Alkenyl|Alkenyl-Si*
Multi-Event:Ann+C-O,R3C-CHO|RCH2-OH|R2CH-OH,,1,1,,,,,EtOH/H2O,,Multi-Event:Ann+C-O: R3C-CHO|RCH2-OH|R2CH-OH,Multi-Event:Ann+C-O__R3C-CHO|RCH2-OH|R2CH-OH
Multi-Event:Ann+C-O,R3C-OH,Alkenyl-CHO,1,1,,,,,THF,,Multi-Event:Ann+C-O: R3C-OH + Alkenyl-CHO,Multi-Event:Ann+C-O__R3C-OH + Alkenyl-CHO
Multi-Event:Ann+C-O,R3C-OH,R2CH-CHO|R_acidic-H,1,1,,,,,THF,,Multi-Event:Ann+C-O: R3C-OH + R2CH-CHO|R_acidic-H,Multi-Event:Ann+C-O__R3C-OH + R2CH-CHO|R_acidic-H
Multi-Event:Ann+C-O,RCH2-Alkenyl|Alkenyl-CHO,,1,1,,,,NaOH,CCl4/H2O,,Multi-Event:Ann+C-O: RCH2-Alkenyl|Alkenyl-CHO,Multi-Event:Ann+C-O__RCH2-Alkenyl|Alkenyl-CHO
Multi-Event:Ann+C-O,RCH2-Alkenyl|Alkyl-Alkenyl,RCH2-Alkenyl|Alkyl-Alkenyl,1,1,,,,,MeCN/H2O,,Multi-Event:Ann+C-O: RCH2-Alkenyl|Alkyl-Alkenyl + RCH2-Alkenyl|Alkyl-Alkenyl,Multi-Event:Ann+C-O__RCH2-Alkenyl|Alkyl-Alkenyl + RCH2-Alkenyl|Alkyl-Alkenyl
Multi-Event:Ann+C-O,RCH2-Alkenyl|Alkyl-Alkenyl|Alkenyl-OR,,1,1,,,,NaHCO3,DCM,,Multi-Event:Ann+C-O: RCH2-Alkenyl|Alkyl-Alkenyl|Alkenyl-OR,Multi-Event:Ann+C-O__RCH2-Alkenyl|Alkyl-Alkenyl|Alkenyl-OR
Multi-Event:Ann+C-O,RCH2-Alkenyl|Allyl-OH,,1,1,,,,,EtOH,,Multi-Event:Ann+C-O: RCH2-Alkenyl|Allyl-OH,Multi-Event:Ann+C-O__RCH2-Alkenyl|Allyl-OH
Multi-Event:Ann+C-O,RCH2-Alkenyl|Allyl-OR,,1,1,,,,,CHCl3,,Multi-Event:Ann+C-O: RCH2-Alkenyl|Allyl-OR,Multi-Event:Ann+C-O__RCH2-Alkenyl|Allyl-OR
Multi-Event:Ann+C-O,RCH2-Alkenyl|R2CH-CONHR|Alkyl-NHCOR|RCH2-OH,,1,1,,,,,DCM,,Multi-Event:Ann+C-O: RCH2-Alkenyl|R2CH-CONHR|Alkyl-NHCOR|RCH2-OH,Multi-Event:Ann+C-O__RCH2-Alkenyl|R2CH-CONHR|Alkyl-NHCOR|RCH2-OH
Multi-Event:Ann+C-O,RCH2-Alkenyl|RCH2-COOH,,1,1,,,,Na2CO3,DCM,,Multi-Event:Ann+C-O: RCH2-Alkenyl|RCH2-COOH,Multi-Event:Ann+C-O__RCH2-Alkenyl|RCH2-COOH
Multi-Event:Ann+C-O,RCH2-Alkenyl|RCH2-NHR,,1,1,,,,NaHCO3,DCM/H2O,,Multi-Event:Ann+C-O: RCH2-Alkenyl|RCH2-NHR,Multi-Event:Ann+C-O__RCH2-Alkenyl|RCH2-NHR
Multi-Event:Ann+C-O,RCH2-Alkenyl|RCH2-OH,,1,1,,,,Pyridine/NaHCO3,DCM,,Multi-Event:Ann+C-O: RCH2-Alkenyl|RCH2-OH,Multi-Event:Ann+C-O__RCH2-Alkenyl|RCH2-OH
Multi-Event:Ann+C-O,RCH2-CHO|R_acidic-H,RCH2-OH|R2CH-OH,1,1,,,,,,,Multi-Event:Ann+C-O: RCH2-CHO|R_acidic-H + RCH2-OH|R2CH-OH,Multi-Event:Ann+C-O__RCH2-CHO|R_acidic-H + RCH2-OH|R2CH-OH
Multi-Event:Ann+C-O,RCH2-COR|R_acidic-H,RCH2-OH|R_acidic-H,1,1,,,,,DCM,,Multi-Event:Ann+C-O: RCH2-COR|R_acidic-H + RCH2-OH|R_acidic-H,Multi-Event:Ann+C-O__RCH2-COR|R_acidic-H + RCH2-OH|R_acidic-H
Multi-Event:Ann+C-O,RCH2-OH,,1,1,,,,K2CO3,Me2CO,,Multi-Event:Ann+C-O: RCH2-OH,Multi-Event:Ann+C-O__RCH2-OH
Multi-Event:Ann+C-O,RCH2-OH,Alkyl-COR|R_acidic-H,1,1,,,,,,,Multi-Event:Ann+C-O: RCH2-OH + Alkyl-COR|R_acidic-H,Multi-Event:Ann+C-O__RCH2-OH + Alkyl-COR|R_acidic-H
Multi-Event:Ann+C-O,RCH2-OH,Ar-Alkynyl,1,1,,"Titanium oxide/[(S,S)-Teth-MsDPEN-RuCl]",,,,,Multi-Event:Ann+C-O: RCH2-OH + Ar-Alkynyl,Multi-Event:Ann+C-O__RCH2-OH + Ar-Alkynyl
Multi-Event:Ann+C-O,RCH2-OH,Ar-CHO|Ar-OR,1,1,,,,,,,Multi-Event:Ann+C-O: RCH2-OH + Ar-CHO|Ar-OR,Multi-Event:Ann+C-O__RCH2-OH + Ar-CHO|Ar-OR
Multi-Event:Ann+C-O,RCH2-OH,R2CH-CHO,1,1,,,,,,,Multi-Event:Ann+C-O: RCH2-OH + R2CH-CHO,Multi-Event:Ann+C-O__RCH2-OH + R2CH-CHO
Multi-Event:Ann+C-O,RCH2-OH,R3C-CHO|RCH2-OH,1,1,,,,,PhH,,Multi-Event:Ann+C-O: RCH2-OH + R3C-CHO|RCH2-OH,Multi-Event:Ann+C-O__RCH2-OH + R3C-CHO|RCH2-OH
Multi-Event:Ann+C-O,RCH2-OH,R3C-COR|R_acidic-H,1,1,,,,,PhH,,Multi-Event:Ann+C-O: RCH2-OH + R3C-COR|R_acidic-H,Multi-Event:Ann+C-O__RCH2-OH + R3C-COR|R_acidic-H
Multi-Event:Ann+C-O,RCH2-OH,RCH2-Alkenyl|Alkenyl-CHO,1,1,,,PCy3,,Ethylene glycol/THF,,Multi-Event:Ann+C-O: RCH2-OH + RCH2-Alkenyl|Alkenyl-CHO,Multi-Event:Ann+C-O__RCH2-OH + RCH2-Alkenyl|Alkenyl-CHO
Multi-Event:Ann+C-O,RCH2-OH|Ar-NHR,,1,1,,,,,MeCN,,Multi-Event:Ann+C-O: RCH2-OH|Ar-NHR,Multi-Event:Ann+C-O__RCH2-OH|Ar-NHR
Multi-Event:Ann+C-O,RCH2-OH|HeteroAr-H|Ar-Ar|Alkyl-AromN,,1,1,,,,NaHCO3,H2O/DCM,,Multi-Event:Ann+C-O: RCH2-OH|HeteroAr-H|Ar-Ar|Alkyl-AromN,Multi-Event:Ann+C-O__RCH2-OH|HeteroAr-H|Ar-Ar|Alkyl-AromN
Multi-Event:Ann+C-O,RCH2-OH|R2CH-OH,,1,1,,,,NH3,H2O,,Multi-Event:Ann+C-O: RCH2-OH|R2CH-OH,Multi-Event:Ann+C-O__RCH2-OH|R2CH-OH
Multi-Event:Ann+C-O,RCH2-OH|R2CH-OH,R2CH-CHO|R_acidic-H,1,1,,"[(S,S)-Teth-MsDPEN-RuCl]",,,Cyclohexane,,Multi-Event:Ann+C-O: RCH2-OH|R2CH-OH + R2CH-CHO|R_acidic-H,Multi-Event:Ann+C-O__RCH2-OH|R2CH-OH + R2CH-CHO|R_acidic-H
Multi-Event:Ann+C-O+C-C,Ar-CHO,RCH2-OH,44,1,,"[(S,S)-Teth-MsDPEN-RuCl]",,NaHCO3,PhMe,,Multi-Event:Ann+C-O+C-C: Ar-CHO + RCH2-OH,Multi-Event:Ann+C-O+C-C__Ar-CHO + RCH2-OH
Multi-Event:Ann+C-O+C-C,RCH2-OH,Ar-CHO,34,1,,"[(S,S)-Teth-MsDPEN-RuCl]",,,PhH,TMSCl,Multi-Event:Ann+C-O+C-C: RCH2-OH + Ar-CHO,Multi-Event:Ann+C-O+C-C__RCH2-OH + Ar-CHO
Multi-Event:Ann+C-O+C-C,RCH2-Alkenyl,,28,4,,Potassium ferricyanide/Potassium osmate(VI) dihydrate,IPr,K2CO3,t-BuOH/H2O,AcOH,Multi-Event:Ann+C-O+C-C: RCH2-Alkenyl,Multi-Event:Ann+C-O+C-C__RCH2-Alkenyl
Multi-Event:Ann+C-O+C-C,Ar-Alkynyl_terminal,Alkyl-H,18,1,,Cu(OAc)2,P(nBu)3,KF,H2O,,Multi-Event:Ann+C-O+C-C: Ar-Alkynyl_terminal + Alkyl-H,Multi-Event:Ann+C-O+C-C__Ar-Alkynyl_terminal + Alkyl-H
Multi-Event:Ann+C-O+C-C,Ar-COR|R_acidic-H,RCH2-OH,13,2,,"Zirconium(IV)oxide,AerosolRefractoryPaint,(including12oz/5x12oz/340g/5x340g",,,Dioxane/PhMe,,Multi-Event:Ann+C-O+C-C: Ar-COR|R_acidic-H + RCH2-OH,Multi-Event:Ann+C-O+C-C__Ar-COR|R_acidic-H + RCH2-OH
Multi-Event:Ann+C-O+C-C,RCH2-COOR|R_acidic-H,,13,1,,Cyclopentadienyltitanium(IV) Trichloride,,Na2CO3,MeCN,NaCl,Multi-Event:Ann+C-O+C-C: RCH2-COOR|R_acidic-H,Multi-Event:Ann+C-O+C-C__RCH2-COOR|R_acidic-H
Multi-Event:Ann+C-O+C-C,R_acidic-H|Ar-NRCOR,Ar-CHO,13,1,,,,,H2O,,Multi-Event:Ann+C-O+C-C: R_acidic-H|Ar-NRCOR + Ar-CHO,Multi-Event:Ann+C-O+C-C__R_acidic-H|Ar-NRCOR + Ar-CHO
Multi-Event:Ann+C-O+C-C,Ar-CHO,RCH2-OH|R2CH-OH,12,1,,,,,MeOH/Cyclohexane,,Multi-Event:Ann+C-O+C-C: Ar-CHO + RCH2-OH|R2CH-OH,Multi-Event:Ann+C-O+C-C__Ar-CHO + RCH2-OH|R2CH-OH
Multi-Event:Ann+C-O+C-C,RCH2-COR|R_acidic-H,RCH2-OH,12,1,,"[(S,S)-Teth-MsDPEN-RuCl]",,,PhMe,,Multi-Event:Ann+C-O+C-C: RCH2-COR|R_acidic-H + RCH2-OH,Multi-Event:Ann+C-O+C-C__RCH2-COR|R_acidic-H + RCH2-OH
Multi-Event:Ann+C-O+C-C,Ar-C=N,Alkyl-Alkynyl_terminal|Propargyl-H,11,1,,,,K2CO3,THF,,Multi-Event:Ann+C-O+C-C: Ar-C=N + Alkyl-Alkynyl_terminal|Propargyl-H,Multi-Event:Ann+C-O+C-C__Ar-C=N + Alkyl-Alkynyl_terminal|Propargyl-H
Multi-Event:Ann+C-O+C-C,RCH2-Alkenyl|Alkyl-Alkenyl,,11,2,,Potassium ferricyanide/Potassium osmate(VI) dihydrate,,K2CO3,MeCN/DCM,,Multi-Event:Ann+C-O+C-C: RCH2-Alkenyl|Alkyl-Alkenyl,Multi-Event:Ann+C-O+C-C__RCH2-Alkenyl|Alkyl-Alkenyl
Multi-Event:Ann+C-O+C-C,Alkenyl-COR,,10,3,,Cu(OAc)2/Pd(OAc)2,IPr,K2CO3,DMSO/t-BuOH,AcOH,Multi-Event:Ann+C-O+C-C: Alkenyl-COR,Multi-Event:Ann+C-O+C-C__Alkenyl-COR
Multi-Event:Ann+C-O+C-C,Ar-Alkynyl,,10,1,,Pd(OAc)2,dtbbpy,NaOAc,H2O/THF,,Multi-Event:Ann+C-O+C-C: Ar-Alkynyl,Multi-Event:Ann+C-O+C-C__Ar-Alkynyl
Multi-Event:Ann+C-O+C-C,Ar-OH,Ar-F,10,1,,,,K2CO3,DMF,,Multi-Event:Ann+C-O+C-C: Ar-OH + Ar-F,Multi-Event:Ann+C-O+C-C__Ar-OH + Ar-F
Multi-Event:Ann+C-O+C-C,Alkyl-H,Alkyl-Alkynyl_terminal|Propargyl-H,8,1,,,,,DIPE,,Multi-Event:Ann+C-O+C-C: Alkyl-H + Alkyl-Alkynyl_terminal|Propargyl-H,Multi-Event:Ann+C-O+C-C__Alkyl-H + Alkyl-Alkynyl_terminal|Propargyl-H
Multi-Event:Ann+C-O+C-C,R2CH-CHO|RCH2-OH|R2CH-OH|R_acidic-H,Alkyl-COR|R_acidic-H,8,1,,(Pentamethylcyclopentadienyl)iridium(III) chloride dimer,,,Me2CO,,Multi-Event:Ann+C-O+C-C: R2CH-CHO|RCH2-OH|R2CH-OH|R_acidic-H + Alkyl-COR|R_acidic-H,Multi-Event:Ann+C-O+C-C__R2CH-CHO|RCH2-OH|R2CH-OH|R_acidic-H + Alkyl-COR|R_acidic-H
Multi-Event:Ann+C-O+C-C,RCH2-CHO|R_acidic-H,RCH2-OH,8,1,,Cu(OTf)2,,NaHCO3,PhH,,Multi-Event:Ann+C-O+C-C: RCH2-CHO|R_acidic-H + RCH2-OH,Multi-Event:Ann+C-O+C-C__RCH2-CHO|R_acidic-H + RCH2-OH
Multi-Event:Ann+C-O+C-C,Ar-COOH,Ar-CHO,7,1,,"Fe3O4/[(S,S)-Teth-MsDPEN-RuCl]/(-)-(3R,4R)-3-(PROPYLAMINO)-6-METHOXY-1-BENZOPYRAN-4-OLMANDELATESALT",PPh3,,H2O,,Multi-Event:Ann+C-O+C-C: Ar-COOH + Ar-CHO,Multi-Event:Ann+C-O+C-C__Ar-COOH + Ar-CHO
Multi-Event:Ann+C-O+C-C,Ar-COOR,,7,4,,,,,PhMe,,Multi-Event:Ann+C-O+C-C: Ar-COOR,Multi-Event:Ann+C-O+C-C__Ar-COOR
Multi-Event:Ann+C-O+C-C,RCH2-Alkenyl,Alkyl-H,7,2,,Bis(cyclopentadienyl)zirconium dichloride,,Cs2CO3,DCM,,Multi-Event:Ann+C-O+C-C: RCH2-Alkenyl + Alkyl-H,Multi-Event:Ann+C-O+C-C__RCH2-Alkenyl + Alkyl-H
Multi-Event:Ann+C-O+C-C,RCH2-OH,RCH2-COR|R_acidic-H,7,1,,"[(S,S)-Teth-MsDPEN-RuCl]",,K2CO3,PhMe,,Multi-Event:Ann+C-O+C-C: RCH2-OH + RCH2-COR|R_acidic-H,Multi-Event:Ann+C-O+C-C__RCH2-OH + RCH2-COR|R_acidic-H
Multi-Event:Ann+C-O+C-C,Alkyl-Alkynyl_terminal|Propargyl-H,Alkyl-H,6,1,,,,NaOH,H2O,,Multi-Event:Ann+C-O+C-C: Alkyl-Alkynyl_terminal|Propargyl-H + Alkyl-H,Multi-Event:Ann+C-O+C-C__Alkyl-Alkynyl_terminal|Propargyl-H + Alkyl-H
Multi-Event:Ann+C-O+C-C,Alkyl-COR|R_acidic-H,RCH2-OH|R2CH-OH,6,1,,CuSO4,,NaHCO3,Me2CO,,Multi-Event:Ann+C-O+C-C: Alkyl-COR|R_acidic-H + RCH2-OH|R2CH-OH,Multi-Event:Ann+C-O+C-C__Alkyl-COR|R_acidic-H + RCH2-OH|R2CH-OH
Multi-Event:Ann+C-O+C-C,Alkynyl-COOR,RCH2-SR,6,2,,,,,THF,,Multi-Event:Ann+C-O+C-C: Alkynyl-COOR + RCH2-SR,Multi-Event:Ann+C-O+C-C__Alkynyl-COOR + RCH2-SR
Multi-Event:Ann+C-O+C-C,Ar-OR,,6,4,,,,,MeCN,TMSCl,Multi-Event:Ann+C-O+C-C: Ar-OR,Multi-Event:Ann+C-O+C-C__Ar-OR
Multi-Event:Ann+C-O+C-C,HeteroAr-H,,6,2,,,,NaHCO3,MeCN/H2O,TFA,Multi-Event:Ann+C-O+C-C: HeteroAr-H,Multi-Event:Ann+C-O+C-C__HeteroAr-H
Multi-Event:Ann+C-O+C-C,R2CH-Alkenyl,,6,2,,Grubbs-I,,,DCM,,Multi-Event:Ann+C-O+C-C: R2CH-Alkenyl,Multi-Event:Ann+C-O+C-C__R2CH-Alkenyl
Multi-Event:Ann+C-O+C-C,RCH2-OH,,6,6,,Barium titanate,,DIPEA/KF,DCM,,Multi-Event:Ann+C-O+C-C: RCH2-OH,Multi-Event:Ann+C-O+C-C__RCH2-OH
Multi-Event:Ann+C-O+C-C,Alkyl-COR|R_acidic-H,R2CH-CHO|RCH2-OH|R2CH-OH|R_acidic-H,5,1,,(Pentamethylcyclopentadienyl)iridium(III) chloride dimer,,,Me2CO,,Multi-Event:Ann+C-O+C-C: Alkyl-COR|R_acidic-H + R2CH-CHO|RCH2-OH|R2CH-OH|R_acidic-H,Multi-Event:Ann+C-O+C-C__Alkyl-COR|R_acidic-H + R2CH-CHO|RCH2-OH|R2CH-OH|R_acidic-H
Multi-Event:Ann+C-O+C-C,Bn-OH,RCH2-COOR|R_acidic-H|RCH2-PO2OR,5,1,,Gold,,K2CO3/NaOH,H2O,,Multi-Event:Ann+C-O+C-C: Bn-OH + RCH2-COOR|R_acidic-H|RCH2-PO2OR,Multi-Event:Ann+C-O+C-C__Bn-OH + RCH2-COOR|R_acidic-H|RCH2-PO2OR
Multi-Event:Ann+C-O+C-C,R2CH-OH,,5,3,,copper(1+) ion tetrakis(acetonitrile) tetrafluoroborate,PPh3,,MeCN,,Multi-Event:Ann+C-O+C-C: R2CH-OH,Multi-Event:Ann+C-O+C-C__R2CH-OH
Multi-Event:Ann+C-O+C-C,R2CH-OR,Alkyl-COR|R_acidic-H,5,1,,,,Et3N,MeOH,,Multi-Event:Ann+C-O+C-C: R2CH-OR + Alkyl-COR|R_acidic-H,Multi-Event:Ann+C-O+C-C__R2CH-OR + Alkyl-COR|R_acidic-H
Multi-Event:Ann+C-O+C-C,R3C-Alkenyl,,5,2,,Potassium ferricyanide/Osmium tetroxide,,K2CO3,t-BuOH/H2O,,Multi-Event:Ann+C-O+C-C: R3C-Alkenyl,Multi-Event:Ann+C-O+C-C__R3C-Alkenyl
Multi-Event:Ann+C-O+C-C,Alkenyl-Alkenyl|RCH2-Alkenyl,Alkyl-H,4,1,,Co(acac)2,,,n-Heptane,,Multi-Event:Ann+C-O+C-C: Alkenyl-Alkenyl|RCH2-Alkenyl + Alkyl-H,Multi-Event:Ann+C-O+C-C__Alkenyl-Alkenyl|RCH2-Alkenyl + Alkyl-H
Multi-Event:Ann+C-O+C-C,Alkyl-H,RCH2-Alkenyl,4,1,,CuCl,DPPE,NaOtBu,MeOH/THF,,Multi-Event:Ann+C-O+C-C: Alkyl-H + RCH2-Alkenyl,Multi-Event:Ann+C-O+C-C__Alkyl-H + RCH2-Alkenyl
