Reaction Type,FG1,FG2,n_rows,n_eln,top_coupling_reagent,top_catalyst,top_ligand,top_base,top_solvent,top_additive,ReactionType_Detailed,ReactionType_SubtypeTag
Amide_formation,RCH2-COOH|Alkyl-Alkenyl,CH3-NHR,1,1,,,,,DCM/THF/H2O/MeOH,,Amide_formation: RCH2-COOH|Alkyl-Alkenyl + CH3-NHR,Amide_formation__RCH2-COOH|Alkyl-Alkenyl + CH3-NHR
Amide_formation,RCH2-COOH|Alkyl-Alkynyl_terminal,Ar-I|Ar-COOR,1,1,,CuI/Pd(PPh3)4,,Et3N/Pyrrolidine,MeCN/THF/H2O,,Amide_formation: RCH2-COOH|Alkyl-Alkynyl_terminal + Ar-I|Ar-COOR,Amide_formation__RCH2-COOH|Alkyl-Alkynyl_terminal + Ar-I|Ar-COOR
Amide_formation,RCH2-COOH|Alkyl-Alkynyl_terminal,Ar-NH2,1,1,,,,KOtBu,H2O/DMSO/DCM,,Amide_formation: RCH2-COOH|Alkyl-Alkynyl_terminal + Ar-NH2,Amide_formation__RCH2-COOH|Alkyl-Alkynyl_terminal + Ar-NH2
Amide_formation,RCH2-COOH|Alkyl-Alkynyl_terminal,Bn-NH2,1,1,,,,KOtBu,H2O/DMSO/DCM,,Amide_formation: RCH2-COOH|Alkyl-Alkynyl_terminal + Bn-NH2,Amide_formation__RCH2-COOH|Alkyl-Alkynyl_terminal + Bn-NH2
Amide_formation,RCH2-COOH|Alkyl-Alkynyl_terminal|R_acidic-H,R2CH-NH2|R_acidic-H,1,1,,,,,DCM,,Amide_formation: RCH2-COOH|Alkyl-Alkynyl_terminal|R_acidic-H + R2CH-NH2|R_acidic-H,Amide_formation__RCH2-COOH|Alkyl-Alkynyl_terminal|R_acidic-H + R2CH-NH2|R_acidic-H
Amide_formation,RCH2-COOH|Ar-Ar,RCH2-NH2,1,1,,,,NaHCO3/Piperidine,H2O/DMF/MeOH,,Amide_formation: RCH2-COOH|Ar-Ar + RCH2-NH2,Amide_formation__RCH2-COOH|Ar-Ar + RCH2-NH2
Amide_formation,RCH2-COOH|Ar-NO2,RCH2-NHR,1,1,,,,,DMF/MeOH,HOBt,Amide_formation: RCH2-COOH|Ar-NO2 + RCH2-NHR,Amide_formation__RCH2-COOH|Ar-NO2 + RCH2-NHR
Amide_formation,RCH2-COOH|Ar-NO2|Ar-NHR,RCH2-NHR,1,1,,,,Et3N,DMF,,Amide_formation: RCH2-COOH|Ar-NO2|Ar-NHR + RCH2-NHR,Amide_formation__RCH2-COOH|Ar-NO2|Ar-NHR + RCH2-NHR
Amide_formation,RCH2-COOH|Ar-OH,Alkyl-Si*,1,1,,,,Et3N,H2O/DMF/DCM,Im,Amide_formation: RCH2-COOH|Ar-OH + Alkyl-Si*,Amide_formation__RCH2-COOH|Ar-OH + Alkyl-Si*
Amide_formation,RCH2-COOH|Ar-OR,Bn-NH2,1,1,,,,NaHCO3,THF/DCM/H2O,,Amide_formation: RCH2-COOH|Ar-OR + Bn-NH2,Amide_formation__RCH2-COOH|Ar-OR + Bn-NH2
Amide_formation,RCH2-COOH|Ar-OR,R2CH-NH2,1,1,,,,NaHCO3,THF/DCM/H2O,,Amide_formation: RCH2-COOH|Ar-OR + R2CH-NH2,Amide_formation__RCH2-COOH|Ar-OR + R2CH-NH2
Amide_formation,RCH2-COOH|Bn-NH2,Inorganic,1,1,,,,KOH,MeCN/H2O,NH4Cl,Amide_formation: RCH2-COOH|Bn-NH2 + Inorganic,Amide_formation__RCH2-COOH|Bn-NH2 + Inorganic
Amide_formation,RCH2-COOH|Indole,Ar-NH2,1,1,,,,K2CO3/DMAP,DCM/H2O/MeOH/DMF,TFA,Amide_formation: RCH2-COOH|Indole + Ar-NH2,Amide_formation__RCH2-COOH|Indole + Ar-NH2
Amide_formation,RCH2-COOH|Indole,RCH2-Br,1,1,,,,NaH/Et3N/DMAP,DMF/H2O/DCM,,Amide_formation: RCH2-COOH|Indole + RCH2-Br,Amide_formation__RCH2-COOH|Indole + RCH2-Br
Amide_formation,RCH2-COOH|R2CH-CONH2,,1,1,,,,DMAP,THF,,Amide_formation: RCH2-COOH|R2CH-CONH2,Amide_formation__RCH2-COOH|R2CH-CONH2
Amide_formation,RCH2-COOH|R2CH-COOH,Ar-NH2,1,1,,,,DIPEA,DMF,,Amide_formation: RCH2-COOH|R2CH-COOH + Ar-NH2,Amide_formation__RCH2-COOH|R2CH-COOH + Ar-NH2
Amide_formation,RCH2-COOH|R2CH-COOH,R2CH-NH2,1,1,,,,,THF,,Amide_formation: RCH2-COOH|R2CH-COOH + R2CH-NH2,Amide_formation__RCH2-COOH|R2CH-COOH + R2CH-NH2
Amide_formation,RCH2-COOH|R2CH-COOH|R2CH-NH2,R2CH-NH2,1,1,,,,,CPME,,Amide_formation: RCH2-COOH|R2CH-COOH|R2CH-NH2 + R2CH-NH2,Amide_formation__RCH2-COOH|R2CH-COOH|R2CH-NH2 + R2CH-NH2
Amide_formation,RCH2-COOH|R2CH-OH,R2CH-NH2,1,1,,,,Et3N,DCM,,Amide_formation: RCH2-COOH|R2CH-OH + R2CH-NH2,Amide_formation__RCH2-COOH|R2CH-OH + R2CH-NH2
Amide_formation,RCH2-COOH|R2CH-OH,RCH2-NH2,1,1,,,,Et3N,DCM,,Amide_formation: RCH2-COOH|R2CH-OH + RCH2-NH2,Amide_formation__RCH2-COOH|R2CH-OH + RCH2-NH2
Amide_formation,RCH2-COOH|RCH2-Br,Alkyl-H,1,1,,,,,MeOH,,Amide_formation: RCH2-COOH|RCH2-Br + Alkyl-H,Amide_formation__RCH2-COOH|RCH2-Br + Alkyl-H
Amide_formation,RCH2-COOH|RCH2-Br,Ar-NC,1,1,,,,,MeOH,,Amide_formation: RCH2-COOH|RCH2-Br + Ar-NC,Amide_formation__RCH2-COOH|RCH2-Br + Ar-NC
Amide_formation,RCH2-COOH|RCH2-NH2,Ar-CHO,1,1,,,,,,TFE,Amide_formation: RCH2-COOH|RCH2-NH2 + Ar-CHO,Amide_formation__RCH2-COOH|RCH2-NH2 + Ar-CHO
Amide_formation,RCH2-COOH|RCH2-NH2,Ar-COOH|HeteroAr-F|Ar-NO2,1,1,,,,DIPEA,DMF/H2O,HOBt/TFA,Amide_formation: RCH2-COOH|RCH2-NH2 + Ar-COOH|HeteroAr-F|Ar-NO2,Amide_formation__RCH2-COOH|RCH2-NH2 + Ar-COOH|HeteroAr-F|Ar-NO2
Amide_formation,RCH2-COOH|RCH2-NH2,Ar-COOR,1,1,,,,Et3N/NaHCO3,DMF/PhMe/DCM/H2O,,Amide_formation: RCH2-COOH|RCH2-NH2 + Ar-COOR,Amide_formation__RCH2-COOH|RCH2-NH2 + Ar-COOR
Amide_formation,RCH2-COOH|RCH2-NH2,Ar-SO2NR2,1,1,,,,NaOH,EtOH/H2O,,Amide_formation: RCH2-COOH|RCH2-NH2 + Ar-SO2NR2,Amide_formation__RCH2-COOH|RCH2-NH2 + Ar-SO2NR2
Amide_formation,RCH2-COOH|RCH2-NH2,HeteroAr-Br|HeteroAr-H|HeteroAr-OR|AromN-H,1,1,,,,NaOH/NH3,H2O,,Amide_formation: RCH2-COOH|RCH2-NH2 + HeteroAr-Br|HeteroAr-H|HeteroAr-OR|AromN-H,Amide_formation__RCH2-COOH|RCH2-NH2 + HeteroAr-Br|HeteroAr-H|HeteroAr-OR|AromN-H
Amide_formation,RCH2-COOH|RCH2-OR,RCH2-NH2,1,1,,,,,THF/Me2CO/H2O,,Amide_formation: RCH2-COOH|RCH2-OR + RCH2-NH2,Amide_formation__RCH2-COOH|RCH2-OR + RCH2-NH2
Amide_formation,RCH2-COOH|RCH2-SH,Ar-CHO,1,1,,,,,DCM,,Amide_formation: RCH2-COOH|RCH2-SH + Ar-CHO,Amide_formation__RCH2-COOH|RCH2-SH + Ar-CHO
Amide_formation,RCH2-COOH|RCH2-SR,RCH2-SR|R2CH-NH2,1,1,,,,DIPEA,DMF/MeCN/DCM/H2O,TFA,Amide_formation: RCH2-COOH|RCH2-SR + RCH2-SR|R2CH-NH2,Amide_formation__RCH2-COOH|RCH2-SR + RCH2-SR|R2CH-NH2
Amide_formation,RCH2-COOH|R_acidic-H,Ar-CHO|R_acidic-H,1,1,,,,Piperidine/Et3N/DMAP/Pyridine,DMF/DCM/EtOAc,,Amide_formation: RCH2-COOH|R_acidic-H + Ar-CHO|R_acidic-H,Amide_formation__RCH2-COOH|R_acidic-H + Ar-CHO|R_acidic-H
Amide_formation,RCH2-COOH|R_acidic-H,Ar-CONR2,1,1,,,,Et3N/DMAP,MeCN/DCM/THF,,Amide_formation: RCH2-COOH|R_acidic-H + Ar-CONR2,Amide_formation__RCH2-COOH|R_acidic-H + Ar-CONR2
Amide_formation,RCH2-COOH|R_acidic-H,Ar-COR|R3C-NH2|R_acidic-H,1,1,,,,Piperidine,THF/EtOH,,Amide_formation: RCH2-COOH|R_acidic-H + Ar-COR|R3C-NH2|R_acidic-H,Amide_formation__RCH2-COOH|R_acidic-H + Ar-COR|R3C-NH2|R_acidic-H
Amide_formation,RCH2-COOH|R_acidic-H,Ar-COR|R_acidic-H|Ar-NH2,1,1,,,,NaH,DCM/MeOH,HOBt,Amide_formation: RCH2-COOH|R_acidic-H + Ar-COR|R_acidic-H|Ar-NH2,Amide_formation__RCH2-COOH|R_acidic-H + Ar-COR|R_acidic-H|Ar-NH2
Amide_formation,RCH2-COOH|R_acidic-H,RCH2-Br,1,1,,,,DIPEA,EtOAc/H2O/THF/DCM,,Amide_formation: RCH2-COOH|R_acidic-H + RCH2-Br,Amide_formation__RCH2-COOH|R_acidic-H + RCH2-Br
Amide_formation,RCH2-COOH|R_acidic-H,RCH2-NHR,1,1,,,,Pyridine,MeOH/DCM,,Amide_formation: RCH2-COOH|R_acidic-H + RCH2-NHR,Amide_formation__RCH2-COOH|R_acidic-H + RCH2-NHR
Amide_formation,RCH2-COOH|R_acidic-H|Alkyl-CF3,Ar-NH2,1,1,,,,DIPEA/DMAP,DMF/H2O,Al(HCO3)3,Amide_formation: RCH2-COOH|R_acidic-H|Alkyl-CF3 + Ar-NH2,Amide_formation__RCH2-COOH|R_acidic-H|Alkyl-CF3 + Ar-NH2
Amide_formation,RCH2-COOH|R_acidic-H|Ar-NHR,Alkyl-H,1,1,,,,,n-BuOH,,Amide_formation: RCH2-COOH|R_acidic-H|Ar-NHR + Alkyl-H,Amide_formation__RCH2-COOH|R_acidic-H|Ar-NHR + Alkyl-H
Amide_formation,RCH2-COOH|R_acidic-H|Ar-NHR,HeteroAr-F|HeteroAr-H|Alkyl-AromN,1,1,,"Cu(OAc)2/Tris(2,2'-bipyridine)ruthenium dichloride",,,DCE,,Amide_formation: RCH2-COOH|R_acidic-H|Ar-NHR + HeteroAr-F|HeteroAr-H|Alkyl-AromN,Amide_formation__RCH2-COOH|R_acidic-H|Ar-NHR + HeteroAr-F|HeteroAr-H|Alkyl-AromN
Amide_formation,RCH2-COOH|R_acidic-H|RCH2-Cl,Ar-NH2,1,1,,,,Et3N,DMF,,Amide_formation: RCH2-COOH|R_acidic-H|RCH2-Cl + Ar-NH2,Amide_formation__RCH2-COOH|R_acidic-H|RCH2-Cl + Ar-NH2
Amide_formation,RCH2-COOR|Alkenyl-COOH,RCH2-NH2,1,1,,,,DIPEA/LiOH,DMF/THF/H2O,,Amide_formation: RCH2-COOR|Alkenyl-COOH + RCH2-NH2,Amide_formation__RCH2-COOR|Alkenyl-COOH + RCH2-NH2
Amide_formation,RCH2-COOR|Ar-NHCOR|R2CH-COOH|Ar-COR|R_acidic-H,,1,1,,,,,DMF,,Amide_formation: RCH2-COOR|Ar-NHCOR|R2CH-COOH|Ar-COR|R_acidic-H,Amide_formation__RCH2-COOR|Ar-NHCOR|R2CH-COOH|Ar-COR|R_acidic-H
Amide_formation,RCH2-COOR|R2CH-COOH,Bn-NH2,1,1,,,,DIPEA,THF/DCM,TFA,Amide_formation: RCH2-COOR|R2CH-COOH + Bn-NH2,Amide_formation__RCH2-COOR|R2CH-COOH + Bn-NH2
Amide_formation,RCH2-COOR|R2CH-COOH,RCH2-NHR|R2CH-NHR,1,1,,,,DIPEA,DCM/EtOH,HOBt,Amide_formation: RCH2-COOR|R2CH-COOH + RCH2-NHR|R2CH-NHR,Amide_formation__RCH2-COOR|R2CH-COOH + RCH2-NHR|R2CH-NHR
Amide_formation,RCH2-COOR|R2CH-COOH|R_acidic-H,CH3-NHR,1,1,,,,N-methylmorpholine/Et3N,DCM/EtOAc/THF/H2O,HOBt/NH4Cl,Amide_formation: RCH2-COOR|R2CH-COOH|R_acidic-H + CH3-NHR,Amide_formation__RCH2-COOR|R2CH-COOH|R_acidic-H + CH3-NHR
Amide_formation,RCH2-COOR|R2CH-COOH|R_acidic-H,RCH2-COOR|R2CH-NH2|R_acidic-H,1,1,,,,N-methylmorpholine,DCM,HOBt,Amide_formation: RCH2-COOR|R2CH-COOH|R_acidic-H + RCH2-COOR|R2CH-NH2|R_acidic-H,Amide_formation__RCH2-COOR|R2CH-COOH|R_acidic-H + RCH2-COOR|R2CH-NH2|R_acidic-H
Amide_formation,RCH2-COOR|R2CH-COOR|R2CH-NH2,R3C-COOH,1,1,,,,DIPEA,DCM/EtOAc/MeOH,,Amide_formation: RCH2-COOR|R2CH-COOR|R2CH-NH2 + R3C-COOH,Amide_formation__RCH2-COOR|R2CH-COOR|R2CH-NH2 + R3C-COOH
Amide_formation,RCH2-COOR|R2CH-NH2,Ar-COOH,1,1,,,,DIPEA,DMF/DCM,TFA,Amide_formation: RCH2-COOR|R2CH-NH2 + Ar-COOH,Amide_formation__RCH2-COOR|R2CH-NH2 + Ar-COOH
Amide_formation,RCH2-COOR|RCH2-Alkenyl|RCH2-Cl,R2CH-NH2,1,1,,Pd(PPh3)4,,DIPEA,THF/DMF/DCM/H2O,TBAF/HOAt/TFE/TFA,Amide_formation: RCH2-COOR|RCH2-Alkenyl|RCH2-Cl + R2CH-NH2,Amide_formation__RCH2-COOR|RCH2-Alkenyl|RCH2-Cl + R2CH-NH2
Amide_formation,RCH2-COOR|RCH2-NH2,Alkyl-H,1,1,,,,KOH/Cs2CO3,MeOH/MeCN,,Amide_formation: RCH2-COOR|RCH2-NH2 + Alkyl-H,Amide_formation__RCH2-COOR|RCH2-NH2 + Alkyl-H
Amide_formation,RCH2-COOR|RCH2-NH2,R2CH-COOH,1,1,,,,Et3N,DCM/t-BuOH,HOBt/TFA,Amide_formation: RCH2-COOR|RCH2-NH2 + R2CH-COOH,Amide_formation__RCH2-COOR|RCH2-NH2 + R2CH-COOH
Amide_formation,RCH2-COOR|RCH2-NH2,RCH2-COOH,1,1,,,,Et3N/LiOH,H2O/DMF/MeOH,,Amide_formation: RCH2-COOR|RCH2-NH2 + RCH2-COOH,Amide_formation__RCH2-COOR|RCH2-NH2 + RCH2-COOH
Amide_formation,RCH2-COOR|RCH2-NH2,RCH2-COOH|RCH2-Br,1,1,,,,KOH/Cs2CO3,MeOH/MeCN,,Amide_formation: RCH2-COOR|RCH2-NH2 + RCH2-COOH|RCH2-Br,Amide_formation__RCH2-COOR|RCH2-NH2 + RCH2-COOH|RCH2-Br
Amide_formation,RCH2-COOR|RCH2-NH2|R_acidic-H,RCH2-COOR|R_acidic-H,1,1,,,,N-methylmorpholine,DMF/Dioxane,HOAt,Amide_formation: RCH2-COOR|RCH2-NH2|R_acidic-H + RCH2-COOR|R_acidic-H,Amide_formation__RCH2-COOR|RCH2-NH2|R_acidic-H + RCH2-COOR|R_acidic-H
Amide_formation,RCH2-COR|RCH2-COOH|R_acidic-H,R2CH-CONH2|R2CH-NH2|R_acidic-H,1,1,,,,,PhMe,,Amide_formation: RCH2-COR|RCH2-COOH|R_acidic-H + R2CH-CONH2|R2CH-NH2|R_acidic-H,Amide_formation__RCH2-COR|RCH2-COOH|R_acidic-H + R2CH-CONH2|R2CH-NH2|R_acidic-H
Amide_formation,RCH2-COR|R_acidic-H,Propargyl-NH2,1,1,,,,,MeOH,,Amide_formation: RCH2-COR|R_acidic-H + Propargyl-NH2,Amide_formation__RCH2-COR|R_acidic-H + Propargyl-NH2
Amide_formation,RCH2-NH2,Acyl-COOH|Ar-COR,1,1,,,,,MeOH,,Amide_formation: RCH2-NH2 + Acyl-COOH|Ar-COR,Amide_formation__RCH2-NH2 + Acyl-COOH|Ar-COR
Amide_formation,RCH2-NH2,Alkenyl-COR|Alkenyl-COOH|Alkyl-Alkenyl|Alkenyl-OR|RCH2-OR,1,1,,,,Et3N,DMF/H2O,,Amide_formation: RCH2-NH2 + Alkenyl-COR|Alkenyl-COOH|Alkyl-Alkenyl|Alkenyl-OR|RCH2-OR,Amide_formation__RCH2-NH2 + Alkenyl-COR|Alkenyl-COOH|Alkyl-Alkenyl|Alkenyl-OR|RCH2-OR
Amide_formation,RCH2-NH2,Ar-Br,1,1,,,,Et3N,MeOH,,Amide_formation: RCH2-NH2 + Ar-Br,Amide_formation__RCH2-NH2 + Ar-Br
Amide_formation,RCH2-NH2,Ar-COOH|Alkyl-F|Ar-NRCOR,1,1,,,,DIPEA/Cs2CO3,THF/MeOH,,Amide_formation: RCH2-NH2 + Ar-COOH|Alkyl-F|Ar-NRCOR,Amide_formation__RCH2-NH2 + Ar-COOH|Alkyl-F|Ar-NRCOR
Amide_formation,RCH2-NH2,Ar-COOH|Alkyl-NRCOR|Ar-CONR2,1,1,,,,DIPEA,DMF,,Amide_formation: RCH2-NH2 + Ar-COOH|Alkyl-NRCOR|Ar-CONR2,Amide_formation__RCH2-NH2 + Ar-COOH|Alkyl-NRCOR|Ar-CONR2
Amide_formation,RCH2-NH2,Ar-COOH|Ar-NO2,1,1,,Palladium Hydroxide,,Lutidine,DMF/EtOAc,HOAt,Amide_formation: RCH2-NH2 + Ar-COOH|Ar-NO2,Amide_formation__RCH2-NH2 + Ar-COOH|Ar-NO2
Amide_formation,RCH2-NH2,Ar-COOH|Ar-PO2OR,1,1,,,,DIPEA,DCM/MeOH/H2O,HOBt,Amide_formation: RCH2-NH2 + Ar-COOH|Ar-PO2OR,Amide_formation__RCH2-NH2 + Ar-COOH|Ar-PO2OR
Amide_formation,RCH2-NH2,Ar-COOH|Bn-LactamN|Ar-CONR2,1,1,,,,N-methylmorpholine,DMF/EtOH,,Amide_formation: RCH2-NH2 + Ar-COOH|Bn-LactamN|Ar-CONR2,Amide_formation__RCH2-NH2 + Ar-COOH|Bn-LactamN|Ar-CONR2
Amide_formation,RCH2-NH2,Ar-COOH|HeteroAr-F,1,1,,,,Et3N,H2O/DMF,HOBt,Amide_formation: RCH2-NH2 + Ar-COOH|HeteroAr-F,Amide_formation__RCH2-NH2 + Ar-COOH|HeteroAr-F
Amide_formation,RCH2-NH2,Ar-COOH|HeteroAr-OR|Ar-Ar,1,1,,,,DIPEA/Piperidine,DMF/DCM/MeOH/THF/H2O,TFA,Amide_formation: RCH2-NH2 + Ar-COOH|HeteroAr-OR|Ar-Ar,Amide_formation__RCH2-NH2 + Ar-COOH|HeteroAr-OR|Ar-Ar
Amide_formation,RCH2-NH2,Ar-COOH|HeteroAr-OR|RCH2-OR,1,1,,,,Et3N/Na2CO3,H2O/DCM/THF,HOBt,Amide_formation: RCH2-NH2 + Ar-COOH|HeteroAr-OR|RCH2-OR,Amide_formation__RCH2-NH2 + Ar-COOH|HeteroAr-OR|RCH2-OR
Amide_formation,RCH2-NH2,Ar-COOH|Pyrazole,1,1,,,,DIPEA,DMF,,Amide_formation: RCH2-NH2 + Ar-COOH|Pyrazole,Amide_formation__RCH2-NH2 + Ar-COOH|Pyrazole
Amide_formation,RCH2-NH2,Ar-COOH|R2CH-COOR,1,1,,,,DIPEA/NaOH/DMAP,DMF/MeOH,,Amide_formation: RCH2-NH2 + Ar-COOH|R2CH-COOR,Amide_formation__RCH2-NH2 + Ar-COOH|R2CH-COOR
Amide_formation,RCH2-NH2,Ar-COOH|RCH2-COOH,1,1,,,,DIPEA,THF,HOBt,Amide_formation: RCH2-NH2 + Ar-COOH|RCH2-COOH,Amide_formation__RCH2-NH2 + Ar-COOH|RCH2-COOH
Amide_formation,RCH2-NH2,Ar-COOH|RCH2-OR|R2CH-OR,1,1,,,,DIPEA,DMF/THF/H2O,,Amide_formation: RCH2-NH2 + Ar-COOH|RCH2-OR|R2CH-OR,Amide_formation__RCH2-NH2 + Ar-COOH|RCH2-OR|R2CH-OR
Amide_formation,RCH2-NH2,Ar-F,1,1,,,,Et3N,MeOH,,Amide_formation: RCH2-NH2 + Ar-F,Amide_formation__RCH2-NH2 + Ar-F
Amide_formation,RCH2-NH2,Ar-NR2,1,1,,,,,CCl4/DCM,,Amide_formation: RCH2-NH2 + Ar-NR2,Amide_formation__RCH2-NH2 + Ar-NR2
Amide_formation,RCH2-NH2,Ar-Urea,1,1,,,,DIPEA,DMF,,Amide_formation: RCH2-NH2 + Ar-Urea,Amide_formation__RCH2-NH2 + Ar-Urea
Amide_formation,RCH2-NH2,AromN-H,1,1,,CuI,,Et3N,Dioxane,,Amide_formation: RCH2-NH2 + AromN-H,Amide_formation__RCH2-NH2 + AromN-H
Amide_formation,RCH2-NH2,R2CH-CHO,1,1,,,,,MeOH/Et2O/DCM/H2O,,Amide_formation: RCH2-NH2 + R2CH-CHO,Amide_formation__RCH2-NH2 + R2CH-CHO
Amide_formation,RCH2-NH2,R2CH-COOH|Ar-COR|R_acidic-H,1,1,,,,,,AcOH,Amide_formation: RCH2-NH2 + R2CH-COOH|Ar-COR|R_acidic-H,Amide_formation__RCH2-NH2 + R2CH-COOH|Ar-COR|R_acidic-H
Amide_formation,RCH2-NH2,R2CH-COOH|RCH2-SR,1,1,,,,DIPEA,H2O/DCM,HOBt,Amide_formation: RCH2-NH2 + R2CH-COOH|RCH2-SR,Amide_formation__RCH2-NH2 + R2CH-COOH|RCH2-SR
Amide_formation,RCH2-NH2,R3C-COOH|HeteroAr-H,1,1,,,,DIPEA,DMF,,Amide_formation: RCH2-NH2 + R3C-COOH|HeteroAr-H,Amide_formation__RCH2-NH2 + R3C-COOH|HeteroAr-H
Amide_formation,RCH2-NH2,RCH2-COOH|RCH2-OR,1,1,,,,DIPEA,DMF/EtOH,,Amide_formation: RCH2-NH2 + RCH2-COOH|RCH2-OR,Amide_formation__RCH2-NH2 + RCH2-COOH|RCH2-OR
Amide_formation,RCH2-NH2|Imidazole,Ar-COOH,1,1,,,,Et3N,DMF,,Amide_formation: RCH2-NH2|Imidazole + Ar-COOH,Amide_formation__RCH2-NH2|Imidazole + Ar-COOH
Amide_formation,RCH2-NH2|RCH2-OR,Ar-COOH,1,1,,,,DIPEA/Na2CO3,DMF/THF/H2O,HOBt,Amide_formation: RCH2-NH2|RCH2-OR + Ar-COOH,Amide_formation__RCH2-NH2|RCH2-OR + Ar-COOH
Amide_formation,RCH2-NH2|R_acidic-H,R_acidic-H,1,1,,,,Et3N,DMF,HOBt,Amide_formation: RCH2-NH2|R_acidic-H + R_acidic-H,Amide_formation__RCH2-NH2|R_acidic-H + R_acidic-H
Amide_formation,RCH2-NHR,Alkenyl-COOH,1,1,,,,DIPEA,H2O/THF,,Amide_formation: RCH2-NHR + Alkenyl-COOH,Amide_formation__RCH2-NHR + Alkenyl-COOH
Amide_formation,RCH2-NHR,Ar-Br|RCH2-COOH,1,1,,Pd(OAc)2,,Cs2CO3,PhMe,,Amide_formation: RCH2-NHR + Ar-Br|RCH2-COOH,Amide_formation__RCH2-NHR + Ar-Br|RCH2-COOH
Amide_formation,RCH2-NHR,Ar-CHO|Ar-NH2,1,1,,,,DIPEA,MeOH/THF,AcOH,Amide_formation: RCH2-NHR + Ar-CHO|Ar-NH2,Amide_formation__RCH2-NHR + Ar-CHO|Ar-NH2
Amide_formation,RCH2-NHR,Ar-COOH|Ar-OR,1,1,,,,N-methylmorpholine,DMF/EtOH,HOBt,Amide_formation: RCH2-NHR + Ar-COOH|Ar-OR,Amide_formation__RCH2-NHR + Ar-COOH|Ar-OR
Amide_formation,RCH2-NHR,Inorganic,1,1,,,,,H2O/DMF,HOBt,Amide_formation: RCH2-NHR + Inorganic,Amide_formation__RCH2-NHR + Inorganic
Amide_formation,RCH2-NHR,R2CH-COOH|Ar-NO2,1,1,,,,,DMF/EtOH,HOBt,Amide_formation: RCH2-NHR + R2CH-COOH|Ar-NO2,Amide_formation__RCH2-NHR + R2CH-COOH|Ar-NO2
Amide_formation,RCH2-NHR,R2CH-COOH|RCH2-NHR,1,1,,,,DIPEA,DMF,,Amide_formation: RCH2-NHR + R2CH-COOH|RCH2-NHR,Amide_formation__RCH2-NHR + R2CH-COOH|RCH2-NHR
Amide_formation,RCH2-NHR,RCH2-COOH|Ar-NO2|Ar-NHR,1,1,,,,Et3N,DMF,,Amide_formation: RCH2-NHR + RCH2-COOH|Ar-NO2|Ar-NHR,Amide_formation__RCH2-NHR + RCH2-COOH|Ar-NO2|Ar-NHR
Amide_formation,RCH2-NHR|R2CH-NHR,Ar-COOH,1,1,,,,DIPEA,DMF,,Amide_formation: RCH2-NHR|R2CH-NHR + Ar-COOH,Amide_formation__RCH2-NHR|R2CH-NHR + Ar-COOH
Amide_formation,RCH2-NHR|R2CH-NHR,RCH2-COOR|R2CH-COOH,1,1,,,,DIPEA,DCM/MeOH,,Amide_formation: RCH2-NHR|R2CH-NHR + RCH2-COOR|R2CH-COOH,Amide_formation__RCH2-NHR|R2CH-NHR + RCH2-COOR|R2CH-COOH
Amide_formation,RCH2-NHR|R_acidic-H,Ar-COOH,1,1,,,,N-methylmorpholine,DMF,,Amide_formation: RCH2-NHR|R_acidic-H + Ar-COOH,Amide_formation__RCH2-NHR|R_acidic-H + Ar-COOH
Amide_formation,RCH2-NR2,R2CH-COOH,1,1,,,,DIPEA,DCM,,Amide_formation: RCH2-NR2 + R2CH-COOH,Amide_formation__RCH2-NR2 + R2CH-COOH
Amide_formation,RCH2-OH|RCH2-NH2,Ar-COOH,1,1,,,,NH3,Ac2O/DCM/H2O,AcOH/HOBt,Amide_formation: RCH2-OH|RCH2-NH2 + Ar-COOH,Amide_formation__RCH2-OH|RCH2-NH2 + Ar-COOH
Amide_formation,RCH2-OH|RCH2-NHR,Ar-COOH,1,1,,,,DMAP,,,Amide_formation: RCH2-OH|RCH2-NHR + Ar-COOH,Amide_formation__RCH2-OH|RCH2-NHR + Ar-COOH
Amide_formation,RCH2-OR,RCH2-COOH,1,1,,,,,DME,,Amide_formation: RCH2-OR + RCH2-COOH,Amide_formation__RCH2-OR + RCH2-COOH
Amide_formation,RCH2-SR|R2CH-NH2,R2CH-COOH|RCH2-SR,1,1,,,,DIPEA,DCM,TFA,Amide_formation: RCH2-SR|R2CH-NH2 + R2CH-COOH|RCH2-SR,Amide_formation__RCH2-SR|R2CH-NH2 + R2CH-COOH|RCH2-SR
Amide_formation,R_acidic-H,Ar-NH2,1,1,,,,DIPEA,DMF,,Amide_formation: R_acidic-H + Ar-NH2,Amide_formation__R_acidic-H + Ar-NH2
Amide_formation,R_acidic-H,RCH2-NH2,1,1,,,,DIPEA,DCM,,Amide_formation: R_acidic-H + RCH2-NH2,Amide_formation__R_acidic-H + RCH2-NH2
Aromatic_Halogen_Exchange,Ar-Br,,69,2,,CuI,dtbbpy,TMCD,H2O/CPME,NaI,Aromatic_Halogen_Exchange: Ar-Br,Aromatic_Halogen_Exchange__Ar-Br
Aromatic_Halogen_Exchange,Ar-Cl,,58,2,,Dirhodium tetraacetate,,KF,DMSO,TBAF,Aromatic_Halogen_Exchange: Ar-Cl,Aromatic_Halogen_Exchange__Ar-Cl
