reaction_smiles,reaction_label,spectator_groups
Sc1ccc(Cl)c(Cl)c1.COc1ccccc1C(=O)c1ccc(F)c([N+](=O)[O-])c1>>COc1ccccc1C(=O)c1ccc(Sc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])c1,Ar–F + Ar–SH → Ar–S–Ar,aryl_halide; aryl_halide; nitro; tertiary_amine; ketone; ether
O=Cc1ccccc1Cl.CCCS>>CCCSc1ccccc1C=O,Ar–Cl + R–SH → Ar–S–R,aldehyde
CCCCCCS.Brc1cccs1>>CCCCCCSc1cccs1,HeteroAr–Br + R–SH → HeteroAr–S–R,
Cc1ccccc1Br.CC(C)(C)S>>Cc1ccccc1SC(C)(C)C,Ar–Br + R–SH → Ar–S–R,
Sc1ccc(Cl)cc1.COc1ccc(-c2[nH]c3ccccc3c(=O)c2I)cc1>>COc1ccc(-c2[nH]c3ccccc3c(=O)c2Sc2ccc(Cl)cc2)cc1,HeteroAr–I + Ar–SH → HeteroAr–S–Ar,aryl_halide; ether
Fc1ccc(S)cc1.O=c1c(I)c(-c2ccc(F)cc2)[nH]c2ccccc12>>O=c1c(Sc2ccc(F)cc2)c(-c2ccc(F)cc2)[nH]c2ccccc12,HeteroAr–I + Ar–SH → HeteroAr–S–Ar,aryl_halide; aryl_halide
Sc1ccccc1.O=c1c(I)c(-c2ccc(Cl)cc2)[nH]c2ccccc12>>O=c1c(Sc2ccccc2)c(-c2ccc(Cl)cc2)[nH]c2ccccc12,HeteroAr–I + Ar–SH → HeteroAr–S–Ar,aryl_halide
O=[N+]([O-])c1cnc(Cl)cc1Cl.COC(=O)c1ccccc1S>>COC(=O)c1ccccc1Sc1cc(Cl)ncc1[N+](=O)[O-],HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,aryl_halide; nitro; tertiary_amine; heteroaryl_nitrogen; ester
CCCS.COc1ccc(C#CC(=O)Cc2c(Br)[nH]c3ccccc23)cc1>>CCCSc1nc2ccccc2c2c1C(=O)CC2c1ccc(OC)cc1,(HeteroAr–Br + R–SH) OR (intramolecular HeteroAr–Br / AromN–H) →,
CNC(=O)c1ccccc1S.Nc1n[nH]c2cc(I)ccc12>>CNC(=O)c1ccccc1Sc1ccc2c(N)n[nH]c2c1,Ar–I + Ar–SH → Ar–S–Ar,amide; heteroaryl_nitrogen; primary_amine
SC1CCCCC1.O=C1CCC(N2C(=O)c3cccc(I)c3C2=O)C(=O)N1>>O=C1CCC(N2C(=O)c3cccc(SC4CCCCC4)c3C2=O)C(=O)N1,Ar–I + R–SH → Ar–S–R,imide; imide
CC(=O)S.[K].CC(=O)SCc1ccccc1I>>CC(=O)SCc1ccccc1SC(C)=O,,
CC(=O)S.[K].CC(=O)SCc1cccc(I)c1>>CC(=O)SCc1cccc(SC(C)=O)c1,,
FC(F)(F)S.[Cs].Cc1ccc(C)c2c1[I+]c1cccc(C)c1-2.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(C)c(-c2c(C)cccc2SC(F)(F)F)c1I.Cc1ccc(C)c(-c2c(C)cccc2I)c1SC(F)(F)F,,
Sc1ccccc1Br.CSc1ccc(I)c(Br)c1>>CSc1ccc(Sc2ccccc2Br)c(Br)c1,Ar–I + Ar–SH → Ar–S–Ar,aryl_halide; aryl_halide
O=[N+]([O-])c1ccc(I)cc1.Sc1ccc(Cl)cc1Cl>>O=[N+]([O-])c1ccc(Sc2ccc(Cl)cc2Cl)cc1,Ar–I + Ar–SH → Ar–S–Ar,nitro; tertiary_amine; aryl_halide; aryl_halide
Sc1ccccc1.[Na].Nc1cc(Cl)ccc1[N+](=O)[O-]>>Nc1cc(Sc2ccccc2)ccc1[N+](=O)[O-],Ar–Cl + Ar–SH → Ar–S–Ar,primary_amine; nitro; tertiary_amine
Clc1nc(Cl)nc(Cl)n1.CCCCCCCCCS>>CCCCCCCCCSc1nc(Cl)nc(SCCCCCCCCC)n1,HeteroAr–Cl + R–SH →,
Sc1ccc(Cl)cc1.CC(=O)c1oc2ccccc2c1Cl>>CC(=O)c1oc2ccccc2c1Sc1ccc(Cl)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,aryl_halide; ketone
Cc1ccc(S)cc1.CC(=O)c1oc2ccc(Br)cc2c1Cl>>CC(=O)c1oc2ccc(Br)cc2c1Sc1ccc(C)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,ketone; aryl_halide
FC(F)(F)S.[Ag].COC(=O)c1cc2ccccc2cc1I>>COC(=O)c1cc2ccccc2cc1SC(F)(F)F,Ar–I + R–SH → Ar–S–R,ester
COc1ccc(Br)cc1.Sc1ccccc1.[In]>>COc1ccc(Sc2ccccc2)cc1,Ar–Br + Ar–SH → Ar–S–Ar,ether
OCCS.N#Cc1ccc(F)cc1>>N#Cc1ccc(SCCO)cc1,Ar–F + R–SH → Ar–S–R,alcohol; nitrile
Clc1cc(Cl)c(Cl)cc1Cl.CC(C)(C)S.[Na]>>CC(C)(C)Sc1cc(SC(C)(C)C)c(SC(C)(C)C)cc1SC(C)(C)C,Ar–Cl + R–SH →,
Cc1ccc(S)cc1.Cc1ccc(NC(=O)C(F)(F)F)c(I)c1>>Cc1ccc(Sc2cc(C)ccc2NC(=O)C(F)(F)F)cc1,Ar–I + Ar–SH → Ar–S–Ar,amide
Sc1ccccc1.CCOC(=O)c1cnc2cc(Cl)c(F)cc2c1Cl>>CCOC(=O)c1cnc2cc(Sc3ccccc3)c(Sc3ccccc3)cc2c1Sc1ccccc1,(Ar–Cl + Ar–SH) OR (Ar–F + Ar–SH) OR (HeteroAr–Cl + Ar–SH) →,
COc1cc(C)c(Cl)c(C)c1.COc1ccc(S)cc1>>COc1ccc(Sc2c(C)cc(OC)cc2C)cc1,Ar–Cl + Ar–SH → Ar–S–Ar,ether; ether
Cc1cccc(S)c1.COc1cc(I)ccc1C#N>>COc1cc(Sc2cccc(C)c2)ccc1C#N,Ar–I + Ar–SH → Ar–S–Ar,ether; nitrile
Cc1ccc(I)cc1.SCCc1ccccc1>>Cc1ccc(SCCc2ccccc2)cc1,Ar–I + R–SH → Ar–S–R,
COC(=O)CS.O=Cc1cc([N+](=O)[O-])ccc1Cl>>COC(=O)c1cc2cc([N+](=O)[O-])ccc2s1,Ar–Cl + R–SH →,
Sc1ccccc1.O=C(O)c1cc([N+](=O)[O-])ccc1Br>>O=C(O)c1cc([N+](=O)[O-])ccc1Sc1ccccc1,Ar–Br + Ar–SH → Ar–S–Ar,carboxylic_acid; nitro; tertiary_amine
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.Oc1ccccc1S>>O=[N+]([O-])c1ccc(Sc2ccccc2O)c([N+](=O)[O-])c1,Ar–Cl + Ar–SH → Ar–S–Ar,nitro; tertiary_amine; nitro; tertiary_amine; phenol
N#CS.[Na].CS(=O)(=O)[O-].c1ccc([I+]c2ccccc2-c2ccccn2)cc1>>N#CSc1ccccc1-c1ccccn1,,
Cc1ccccc1Cl.SC1CCCCC1>>Cc1ccccc1SC1CCCCC1,Ar–Cl + R–SH → Ar–S–R,
Fc1cc(F)c(F)cc1F.CC(C)(C)S.[Na]>>CC(C)(C)Sc1cc(F)c(SC(C)(C)C)cc1F,Ar–F + R–SH →,
O=[N+]([O-])c1cc(Cl)ccc1Cl.CCOc1ccc(N)c(S)c1>>CCOc1ccc(N)c(Sc2ccc(Cl)cc2[N+](=O)[O-])c1,Ar–Cl + Ar–SH → Ar–S–Ar,nitro; tertiary_amine; aryl_halide; primary_amine; ether
SCCN1CCCC1.O=C(c1ccc(F)cc1)c1c(-c2ccc(OCCN3CCCC3)cc2)sc2ccccc12>>O=C(c1ccc(SCCN2CCCC2)cc1)c1c(-c2ccc(OCCN3CCCC3)cc2)sc2ccccc12,Ar–F + R–SH → Ar–S–R,tertiary_amine; ketone; ether; tertiary_amine
COc1ccc(I)cc1.SCCCCCOC1CCCCO1>>COc1ccc(SCCCCCOC2CCCCO2)cc1,Ar–I + R–SH → Ar–S–R,ether; ether; ether
Fc1c(F)c(F)c(-c2ccccc2)c(F)c1F.C=CCS>>C=CCSc1c(F)c(F)c(-c2ccccc2)c(F)c1F,Ar–F + R–SH → Ar–S–R,aryl_halide; aryl_halide; aryl_halide; aryl_halide; alkene
Cc1ccc(S)cc1.O=[N+]([O-])c1ccc(I)cc1>>Cc1ccc(Sc2ccc(N)cc2)cc1,Ar–I + Ar–SH →,
O=[N+]([O-])c1ccc(F)cc1.COc1cccc(S)c1>>COc1cccc(Sc2ccc([N+](=O)[O-])cc2)c1,Ar–F + Ar–SH → Ar–S–Ar,nitro; tertiary_amine; ether
Cc1ccc(I)cc1.CNC(=O)c1ccccc1S>>CNC(=O)c1ccccc1Sc1ccc(C)cc1,Ar–I + Ar–SH → Ar–S–Ar,amide
Fc1ccccc1-c1ccccc1Br.CCOC(=O)CCS>>CCOC(=O)CCSc1ccccc1-c1ccccc1F,Ar–Br + R–SH → Ar–S–R,aryl_halide; ester
Cc1ccc(I)cc1.FC(F)(F)S.[Cu]>>Cc1ccc(SC(F)(F)F)cc1,Ar–I + R–SH → Ar–S–R,
Sc1ccccc1.O=[N+]([O-])c1c(F)cccc1F>>O=[N+]([O-])c1c(Sc2ccccc2)cccc1Sc1ccccc1,Ar–F + Ar–SH →,
Fc1c(F)c(F)c(F)c(F)c1F.CCCCCCCCCCCCCCCCS>>CCCCCCCCCCCCCCCCSc1c(F)c(F)c(SCCCCCCCCCCCCCCCC)c(F)c1F,Ar–F + R–SH →,
Sc1ccccc1.[Na].CNC(=O)c1ccc(F)cc1F>>CNC(=O)c1ccc(F)cc1Sc1ccccc1.CNC(=O)c1ccc(Sc2ccccc2)cc1F,Ar–F + Ar–SH → Ar–S–Ar,aryl_halide; amide
Clc1ccc(I)cc1.Sc1ccccc1Cl>>Clc1ccc(Sc2ccccc2Cl)cc1,Ar–I + Ar–SH → Ar–S–Ar,aryl_halide; aryl_halide
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl.Nc1ccc(Cl)cc1S>>Nc1ccc(Cl)cc1Sc1cc(Cl)c(Cl)cc1[N+](=O)[O-],Ar–Cl + Ar–SH → Ar–S–Ar,aryl_halide; nitro; tertiary_amine; aryl_halide; aryl_halide; primary_amine
O=[N+]([O-])c1ccc(Cl)c(Br)c1.Sc1cccc(Cl)c1.[Cu]>>O=[N+]([O-])c1ccc(Cl)c(Sc2cccc(Cl)c2)c1,Ar–Br + Ar–SH → Ar–S–Ar,aryl_halide; nitro; tertiary_amine; aryl_halide
O=C(S)c1ccccc1.Clc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(I)c1.[Br-]>>Clc1ccc2cc(-c3ccccc3)sc2c1,,
Sc1ccccc1Br.Cc1ccc(C#Cc2cc(C)cc(I)c2N)cc1>>Cc1ccc(-c2cc3cc(C)cc4c3n2-c2ccccc2S4)cc1,(Ar–Br + Ar–NH2) OR (Ar–I + Ar–SH) OR (intramolecular Ar–Br / Ar–SH) OR (intramolecular Ar–I / Ar–NH2) →,
Ic1ccc(I)cc1.SC1CCCCC1>>c1cc(SC2CCCCC2)ccc1SC1CCCCC1,Ar–I + R–SH →,
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.COc1cccc(S)c1.[Na]>>COc1cccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,Ar–Cl + Ar–SH → Ar–S–Ar,nitro; tertiary_amine; nitro; tertiary_amine; ether
Cc1ccccc1S.CC(=O)c1ccc(F)cc1>>CC(=O)c1ccc(Sc2ccccc2C)cc1,Ar–F + Ar–SH → Ar–S–Ar,ketone
CCCCS.Clc1ccccc1I>>CCCCSc1ccccc1Cl,Ar–I + R–SH → Ar–S–R,aryl_halide
CCS.O=Cc1ccc(Cl)cc1Cl>>CCSc1ccc(C=O)c(SCC)c1,Ar–Cl + R–SH →,
Sc1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(Sc2ccccc2)cc1,Ar–Br + Ar–SH → Ar–S–Ar,
NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl.Cc1ccc(S)cc1>>Cc1ccc(Sc2ccc([N+](=O)[O-])cc2S(N)(=O)=O)cc1,Ar–Cl + Ar–SH → Ar–S–Ar,sulfonamide; nitro; tertiary_amine
O=C(O)c1ccccc1I.COc1ccc(S)cc1OC>>COc1ccc(Sc2ccccc2C(=O)O)cc1OC,Ar–I + Ar–SH → Ar–S–Ar,carboxylic_acid; ether; ether
CC(=O)NCCS.O=[N+]([O-])c1ccc(Cl)c2nonc12>>CC(=O)NCCSc1ccc([N+](=O)[O-])c2nonc12,Ar–Cl + R–SH → Ar–S–R,amide; heteroaryl_nitrogen; heteroaryl_nitrogen; nitro; tertiary_amine
Sc1ccccc1.Brc1ccc(-c2nc3sc(Cc4noc5ccccc45)nn3c2Br)cc1>>Brc1ccc(-c2nc3sc(Cc4noc5ccccc45)nn3c2Sc2ccccc2)cc1,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen
CC(C)(C)S.Clc1cccc(Cl)c1>>CC(C)(C)Sc1cccc(Cl)c1,Ar–Cl + R–SH → Ar–S–R,aryl_halide
Brc1cncc2ccccc12.COC(=O)[C@H](CS)NC(=O)OC(C)(C)C>>COC(=O)[C@H](CSc1cncc2ccccc12)NC(=O)OC(C)(C)C,HeteroAr–Br + R–SH → HeteroAr–S–R,heteroaryl_nitrogen; carbamate; ester
Cc1ccccc1Br.CC(C)(C)c1ccc(S)cc1>>Cc1ccccc1Sc1ccc(C(C)(C)C)cc1,Ar–Br + Ar–SH → Ar–S–Ar,
O=Cc1ccccc1F.COc1cccc(S)c1>>COc1cccc(Sc2ccccc2C=O)c1,Ar–F + Ar–SH → Ar–S–Ar,aldehyde; ether
Cc1ccc(I)cc1.Cc1ccc(CS)cc1>>Cc1ccc(CSc2ccc(C)cc2)cc1,Ar–I + R–SH → Ar–S–R,
Sc1ccccc1.N#Cc1c(F)cccc1Cl.CSC(=NC#N)SC>>Nc1nnc(NCc2c(Cl)cccc2Sc2ccccc2)[nH]1,(Ar–Cl + Ar–SH) OR (Ar–F + Ar–SH) →,
Sc1ccccc1.COc1cc(Cl)c(C(=O)O)cc1[N+](=O)[O-]>>COc1cc(Sc2ccccc2)c(C(=O)O)cc1[N+](=O)[O-],Ar–Cl + Ar–SH → Ar–S–Ar,carboxylic_acid; ether; nitro; tertiary_amine
Cc1ccc(S)cc1.O=Cc1ccc(F)c(Br)c1>>Cc1ccc(Sc2ccc(C=O)cc2Br)cc1,Ar–F + Ar–SH → Ar–S–Ar,aryl_halide; aldehyde
CCCCCCCCCCCCS.CC(=O)c1cccc(I)c1>>CCCCCCCCCCCCSc1cccc(C(C)=O)c1,Ar–I + R–SH → Ar–S–R,ketone
N#CS.[K].Nc1ccc(F)c(Cl)c1.Nc1ccccc1C(=O)O.COc1ccc(C=O)cc1O.O=C(O)CS.CN1CCNCC1>>COc1ccc(C2SCC(=O)N2c2ccccc2C(=O)Nc2nc3ccc(F)c(N4CCN(C)CC4)c3s2)cc1O,(Ar–C(O)OH + Alkynyl–SH) OR (Ar–C(O)OH + Ar–NH2) OR (Ar–C(O)OH + Ar–OH) OR (Ar–C(O)OH + R1R2–NH) OR (Ar–C(O)OH + R–SH) OR (Ar–Cl + Alkynyl–SH) OR (Ar–Cl + Ar–NH2) OR (Ar–Cl + Ar–OH) OR (Ar–Cl + R1R2–NH) OR (Ar–Cl + R–SH) OR (Ar–F + Alkynyl–SH) OR (Ar–F + Ar–NH2) OR (Ar–F + Ar–OH) OR (Ar–F + R1R2–NH) OR (Ar–F + R–SH) OR (R–C(O)OH + Alkynyl–SH) OR (R–C(O)OH + Ar–NH2) OR (R–C(O)OH + Ar–OH) OR (R–C(O)OH + R1R2–NH) OR (R–CH=O + Ar–NH2) OR (R–CH=O + R1R2–NH) OR (intramolecular Ar–C(O)OH / Ar–NH2) OR (intramolecular Ar–Cl / Ar–NH2) OR (intramolecular Ar–F / Ar–NH2) OR (intramolecular R–C(O)OH / R–SH) →,
O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.Nc1ccccc1S>>O=C(O)c1cc2c(c([N+](=O)[O-])c1)Nc1ccccc1S2,(Ar–C(O)OH + Ar–NH2) OR (Ar–C(O)OH + Ar–SH) OR (Ar–Cl + Ar–NH2) OR (Ar–Cl + Ar–SH) →,
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.CC(C)c1ccc(N)c(S)c1>>CC(C)c1ccc2c(c1)Sc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N2,(Ar–Cl + Ar–NH2) OR (Ar–Cl + Ar–SH) →,
Cc1cccc(Cl)c1S.O=Cc1ccc(Cl)cc1>>Cc1cccc(Cl)c1Sc1ccc(C=O)cc1,Ar–Cl + Ar–SH → Ar–S–Ar,aryl_halide; aldehyde
Fc1ccc(S)cc1.Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F>>Fc1ccc(Sc2c(F)c(F)cc(F)c2F)cc1,(Ar–F + Ar–SH) OR (intramolecular Ar–F / Ar–SH) →,
Sc1ccc(Sc2ccc(S)cc2)cc1.CC(C)(C)OC(=O)OC(=O)c1ccc(F)cc1>>CC(C)(C)OC(=O)OC(=O)c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(C(=O)OC(=O)OC(C)(C)C)cc4)cc3)cc2)cc1,Ar–F + Ar–SH →,
Cc1ccc(S)cc1.FC(F)(F)c1cc(I)cc(C(F)(F)F)c1>>Cc1ccc(Sc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,Ar–I + Ar–SH → Ar–S–Ar,
FC(F)(F)c1ccc(S)cc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,Ar–I + Ar–SH → Ar–S–Ar,ether
SCc1ccccc1.O=Cc1ccc(I)o1>>O=Cc1ccc(SCc2ccccc2)o1,HeteroAr–I + R–SH → HeteroAr–S–R,aldehyde
SC1CCCCC1.Ic1cnn(C2CCCCO2)c1>>c1nn(C2CCCCO2)cc1SC1CCCCC1,HeteroAr–I + R–SH → HeteroAr–S–R,heteroaryl_nitrogen; heteroaryl_nitrogen; ether
Cc1ccc(I)c(C)c1.Sc1ccccc1Cl>>Cc1ccc(Sc2ccccc2Cl)c(C)c1,Ar–I + Ar–SH → Ar–S–Ar,aryl_halide
CC(C)(C)S.Cc1cc(Br)cc(F)c1[N+](=O)[O-]>>Cc1cc(Br)cc(SC(C)(C)C)c1[N+](=O)[O-],Ar–F + R–SH → Ar–S–R,aryl_halide; nitro; tertiary_amine
Clc1ccccn1.Nc1ccc(S)cc1>>Nc1ccc(Sc2ccccn2)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen; primary_amine
Sc1ccccc1.CCCCCCN.Clc1ccc(I)cc1>>CCCCCCNc1ccc(Sc2ccccc2)cc1,(Ar–Cl + Ar–SH) OR (Ar–Cl + R–NH2) OR (Ar–I + Ar–SH) OR (Ar–I + R–NH2) →,
Sc1ccc(Cl)cc1.O=S(=O)(Oc1ccccc1I)c1ccc(Cl)cc1.CN(C)C=O>>O=Cc1ccccc1Sc1ccc(Cl)cc1,(Ar–Cl + Ar–SH) OR (Ar–I + Ar–SH) OR (Ar–OTs + Ar–SH) OR (intramolecular Ar–Cl / Ar–SH) →,
SC1CCCCC1.CCCCCCCCOc1cc(Br)c(Br)cc1OCCCCCCCC>>CCCCCCCCOc1cc(SC2CCCCC2)c(SC2CCCCC2)cc1OCCCCCCCC,Ar–Br + R–SH →,
O=Cc1ccc(Cl)cc1.NCc1cc(F)ccc1I.CC(=O)S.[K]>>CC(=O)N1Cc2cc(F)ccc2SC1c1ccc(Cl)cc1,(Ar–Cl + R–NH2) OR (R–CH=O + R–NH2) OR (intramolecular Ar–F / R–NH2) OR (intramolecular Ar–I / R–NH2) →,
CCCCCCCCCCCCS.Brc1cnc(Br)c2nsnc12>>CCCCCCCCCCCCSc1ncc(Br)c2nsnc12,HeteroAr–Br + R–SH → HeteroAr–S–R,heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen
Cc1ccc(Cl)cc1.SC12CC3CC(CC(C3)C1)C2>>Cc1ccc(SC23CC4CC(CC(C4)C2)C3)cc1,Ar–Cl + R–SH → Ar–S–R,
CC(C)(C)S.Clc1ccc(SC23CC4CC(CC(C4)C2)C3)cc1>>CC(C)(C)Sc1ccc(SC23CC4CC(CC(C4)C2)C3)cc1,Ar–Cl + R–SH → Ar–S–R,
Sc1ccccc1.[Na].CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(Br)cc(F)c1Br>>CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(Br)cc(Sc2ccccc2)c1Br,Ar–F + Ar–SH → Ar–S–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen
CS.[Na].COC(=O)c1ccc(F)cc1Cl>>COC(=O)c1ccc(SC)cc1Cl,Ar–F + R–SH → Ar–S–R,aryl_halide; ester
Sc1ccccc1Br.CC1(NC(=O)OC(C)(C)C)CCN(c2cnc(Br)c(N)n2)CC1>>CC1(N)CCN(c2cnc(Sc3ccccc3Br)c(N)n2)CC1,(Ar–Br + HeteroAr–NH2) OR (Ar–Br + RO–C(O)–NHR) OR (HeteroAr–Br + Ar–SH) OR (intramolecular Ar–Br / Ar–SH) OR (intramolecular HeteroAr–Br / HeteroAr–NH2) OR (intramolecular HeteroAr–Br / RO–C(O)–NHR) →,
Cc1cc(-c2ccc(S)cc2)ccc1F.O=c1cc(Cl)[nH]c(=O)n1OCc1ccccc1>>Cc1cc(-c2ccc(Sc3cc(=O)n(OCc4ccccc4)c(=O)[nH]3)cc2)ccc1F,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,aryl_halide; heteroaryl_nitrogen; ether
FC(F)(F)Oc1cccc(S)c1.COc1ccc(F)c(C(=O)N2CCC(C(=O)c3ccc(Br)cc3)CC2)c1>>COc1ccc(F)c(C(=O)N2CCC(C(=O)c3ccc(Sc4cccc(OC(F)(F)F)c4)cc3)CC2)c1,Ar–Br + Ar–SH → Ar–S–Ar,ether; ketone; amide; aryl_halide; ether
Sc1ccc2ccccc2c1.COCCOc1cc2ncnc(Cl)c2cc1OCCOC>>COCCOc1cc2ncnc(Sc3ccc4ccccc4c3)c2cc1OCCOC,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ether; ether; ether
O=C(O)CCS.Cc1ccc(I)cc1>>Cc1ccc(Sc2ccc(C)cc2)cc1.Cc1ccc(SCCC(=O)O)cc1,Ar–I + R–SH → Ar–S–R,carboxylic_acid
O=[N+]([O-])c1cc(Cl)ccc1F.Sc1ccccc1Br>>O=[N+]([O-])c1cc(Cl)ccc1Sc1ccccc1Br,Ar–F + Ar–SH → Ar–S–Ar,nitro; tertiary_amine; aryl_halide; aryl_halide
FC(F)(F)S.[Ag].Fc1cccc(I)c1>>Fc1cccc(SC(F)(F)F)c1,Ar–I + R–SH → Ar–S–R,aryl_halide
FC(F)(F)S.[Ag].CCOC(=O)c1ccccc1I>>CCOC(=O)c1ccccc1SC(F)(F)F,Ar–I + R–SH → Ar–S–R,ester
Cc1ccc(S)cc1.Brc1ccc(-c2nc3ccccc3s2)cc1>>Cc1ccc(Sc2ccc(-c3nc4ccccc4s3)cc2)cc1,Ar–Br + Ar–SH → Ar–S–Ar,heteroaryl_nitrogen
CCCS.O=C1OCc2ccc(F)cc2-c2cc(F)ccc21>>CCCSc1ccc2c(c1)-c1cc(F)ccc1COC2=O,Ar–F + R–SH → Ar–S–R,ester; aryl_halide
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.CCN(CC)C(=S)S.[Na]>>CCN(CC)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Ar–Cl + Alkenyl–SH → Ar–S–Alkenyl,nitro; tertiary_amine; nitro; tertiary_amine; tertiary_amine
CCS.O=C1OC(=O)c2ccc(Br)c3cccc1c23>>CCSc1ccc2c3c(cccc13)C(=O)OC2=O,Ar–Br + R–SH → Ar–S–R,acid_anhydride
N#Cc1c(Cl)c(Cl)c(C#N)c(Cl)c1Cl.Sc1ccccc1S>>N#Cc1c(Cl)c(Cl)c(C#N)c2c1Sc1ccccc1S2,Ar–Cl + Ar–SH →,
Brc1ccc2nsnc2c1.CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](OC(C)=O)CO[C@H]1S>>CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](Sc2ccc3nsnc3c2)OC[C@@H]1OC(C)=O,Ar–Br + R–SH → Ar–S–R,heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ester; ester; ester
O=C(Nc1ccccc1)c1ccccc1I.CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](OC(C)=O)CO[C@H]1S>>CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](Sc2ccccc2C(=O)Nc2ccccc2)OC[C@@H]1OC(C)=O,Ar–I + R–SH → Ar–S–R,amide; ether; ester; ester; ester
Nc1ccccc1S.Clc1ccnc2cc(OCCCc3ccccc3)ccc12>>Nc1ccccc1Sc1ccnc2cc(OCCCc3ccccc3)ccc12,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,primary_amine; heteroaryl_nitrogen; ether
OCCS.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(SCCO)cc1,Ar–I + R–SH → Ar–S–R,alcohol; ester
Sc1ccncc1.O=Cc1c(Cl)c2cc3c4c(c2oc1=O)CCCN4CCC3>>O=Cc1c(Sc2ccncc2)c2cc3c4c(c2oc1=O)CCCN4CCC3,HeteroAr–Cl + HeteroAr–SH → HeteroAr–S–HeteroAr,heteroaryl_nitrogen; aldehyde; tertiary_amine
Cc1cccc(C)c1N=C1c2nc3c(Br)cccc3cc2CCC1(C)C.CC(C)S>>Cc1cccc(C)c1N=C1c2nc3c(SC(C)C)cccc3cc2CCC1(C)C,Ar–Br + R–SH → Ar–S–R,heteroaryl_nitrogen; imine
O=C(O)c1ccccc1S.COc1ccccc1Br>>COc1ccccc1Sc1ccccc1C(=O)O,Ar–Br + Ar–SH → Ar–S–Ar,carboxylic_acid; ether
Fc1nc(F)c(F)c(F)c1F.Cc1ccc(CS)cc1>>Cc1ccc(CSc2c(F)c(F)nc(F)c2F)cc1,HeteroAr–F + R–SH → HeteroAr–S–R,aryl_halide; aryl_halide; aryl_halide; aryl_halide; heteroaryl_nitrogen
Fc1nc(F)c(F)c(F)c1F.SC1CCCCC1>>Fc1nc(F)c(F)c(SC2CCCCC2)c1F,HeteroAr–F + R–SH → HeteroAr–S–R,aryl_halide; aryl_halide; aryl_halide; aryl_halide; heteroaryl_nitrogen
SCc1ccccc1.CCN(CC)C(=O)c1c(F)c(F)c(F)c(F)c1F>>CCN(CC)C(=O)c1c(F)c(F)c(SCc2ccccc2)c(F)c1F,Ar–F + R–SH → Ar–S–R,aryl_halide; aryl_halide; aryl_halide; aryl_halide; amide
Sc1ccncc1.Brc1ccc(-c2nc3ccccc3s2)cc1>>c1ccc2sc(-c3ccc(Sc4ccncc4)cc3)nc2c1,Ar–Br + HeteroAr–SH → Ar–S–HeteroAr,heteroaryl_nitrogen; heteroaryl_nitrogen
